AA,flux
3952.76000380516,3.845045E-16
3954.10000383854,3.795182E-16
3955.44000387192,3.776909E-16
3956.7800039053,3.777359E-16
3958.12000393868,3.746144E-16
3959.46000397205,3.742676E-16
3960.80000400543,3.691481E-16
3962.14000403881,3.665813E-16
3963.48000407219,3.644756E-16
3964.82000410557,3.601471E-16
3966.16000413895,3.557761E-16
3967.50000417233,3.557624E-16
3968.8400042057,3.567175E-16
3970.18000423908,3.560686E-16
3971.52000427246,3.569188E-16
3972.86000430584,3.575355E-16
3974.20000433922,3.603813E-16
3975.5400043726,3.618002E-16
3976.88000440597,3.611032E-16
3978.22000443935,3.591170E-16
3979.56000447273,3.558764E-16
3980.90000450611,3.528715E-16
3982.24000453949,3.508216E-16
3983.58000457287,3.468033E-16
3984.92000460625,3.434708E-16
3986.26000463963,3.454958E-16
3987.600004673,3.429972E-16
3988.94000470638,3.416292E-16
3990.28000473976,3.433285E-16
3991.62000477314,3.435693E-16
3992.96000480652,3.448652E-16
3994.3000048399,3.440601E-16
3995.64000487328,3.443933E-16
3996.98000490665,3.471779E-16
3998.32000494003,3.507079E-16
3999.66000497341,3.536537E-16
4001.00000500679,3.565717E-16
4002.34000504017,3.569399E-16
4003.68000507355,3.609607E-16
4005.02000510693,3.649804E-16
4006.3600051403,3.662136E-16
4007.70000517368,3.659634E-16
4009.04000520706,3.684983E-16
4010.38000524044,3.670488E-16
4011.72000527382,3.666721E-16
4013.0600053072,3.678848E-16
4014.40000534058,3.692358E-16
4015.74000537395,3.727584E-16
4017.08000540733,3.732036E-16
4018.42000544071,3.758591E-16
4019.76000547409,3.780794E-16
4021.10000550747,3.793659E-16
4022.44000554085,3.821238E-16
4023.78000557423,3.839093E-16
4025.12000560761,3.815673E-16
4026.46000564098,3.806456E-16
4027.80000567436,3.812715E-16
4029.14000570774,3.832927E-16
4030.48000574112,3.857600E-16
4031.8200057745,3.862267E-16
4033.16000580788,3.858633E-16
4034.50000584126,3.835524E-16
4035.84000587463,3.840816E-16
4037.18000590801,3.860038E-16
4038.52000594139,3.863618E-16
4039.86000597477,3.836616E-16
4041.20000600815,3.831708E-16
4042.54000604153,3.871364E-16
4043.88000607491,3.921815E-16
4045.22000610828,3.959853E-16
4046.56000614166,3.975090E-16
4047.90000617504,4.000858E-16
4049.24000620842,4.024004E-16
4050.5800062418,4.039536E-16
4051.92000627518,4.066630E-16
4053.26000630856,4.114457E-16
4054.60000634193,4.145868E-16
4055.94000637531,4.164336E-16
4057.28000640869,4.206028E-16
4058.62000644207,4.257126E-16
4059.96000647545,4.282167E-16
4061.30000650883,4.314459E-16
4062.64000654221,4.374509E-16
4063.98000657558,4.415923E-16
4065.32000660896,4.421237E-16
4066.66000664234,4.437479E-16
4068.00000667572,4.420985E-16
4069.3400067091,4.440208E-16
4070.68000674248,4.474439E-16
4072.02000677586,4.529856E-16
4073.36000680923,4.541692E-16
4074.70000684261,4.547930E-16
4076.04000687599,4.588553E-16
4077.38000690937,4.625948E-16
4078.72000694275,4.667210E-16
4080.06000697613,4.692395E-16
4081.40000700951,4.720922E-16
4082.74000704288,4.775695E-16
4084.08000707626,4.779407E-16
4085.42000710964,4.774487E-16
4086.76000714302,4.739679E-16
4088.1000071764,4.730006E-16
4089.44000720978,4.722915E-16
4090.78000724316,4.721249E-16
4092.12000727654,4.715341E-16
4093.46000730991,4.724261E-16
4094.80000734329,4.741691E-16
4096.14000737667,4.781229E-16
4097.48000741005,4.840597E-16
4098.82000744343,4.909829E-16
4100.16000747681,4.992362E-16
4101.50000751018,5.000259E-16
4102.84000754356,5.004173E-16
4104.18000757694,5.017580E-16
4105.52000761032,4.990124E-16
4106.8600076437,4.963917E-16
4108.20000767708,4.923912E-16
4109.54000771046,4.914335E-16
4110.88000774384,4.876673E-16
4112.22000777721,4.868305E-16
4113.56000781059,4.859350E-16
4114.90000784397,4.881052E-16
4116.24000787735,4.910665E-16
4117.58000791073,4.936776E-16
4118.92000794411,4.959804E-16
4120.26000797749,4.979918E-16
4121.60000801086,4.970472E-16
4122.94000804424,4.998050E-16
4124.28000807762,5.005432E-16
4125.620008111,5.020868E-16
4126.96000814438,5.057885E-16
4128.30000817776,5.045802E-16
4129.64000821114,5.067899E-16
4130.98000824451,5.128513E-16
4132.32000827789,5.157534E-16
4133.66000831127,5.129712E-16
4135.00000834465,5.162083E-16
4136.34000837803,5.199119E-16
4137.68000841141,5.200742E-16
4139.02000844479,5.215797E-16
4140.36000847816,5.217833E-16
4141.70000851154,5.206636E-16
4143.04000854492,5.199123E-16
4144.3800085783,5.143500E-16
4145.72000861168,5.105380E-16
4147.06000864506,5.071300E-16
4148.40000867844,5.050169E-16
4149.74000871181,5.037240E-16
4151.08000874519,5.020371E-16
4152.42000877857,4.988383E-16
4153.76000881195,4.987657E-16
4155.10000884533,4.999209E-16
4156.44000887871,5.007056E-16
4157.78000891209,4.981418E-16
4159.12000894547,4.996085E-16
4160.46000897884,5.004930E-16
4161.80000901222,4.987554E-16
4163.1400090456,5.001972E-16
4164.48000907898,4.991181E-16
4165.82000911236,4.969472E-16
4167.16000914574,4.996056E-16
4168.50000917912,4.994846E-16
4169.84000921249,5.011132E-16
4171.18000924587,5.001496E-16
4172.52000927925,4.955394E-16
4173.86000931263,4.920559E-16
4175.20000934601,4.920351E-16
4176.54000937939,4.907377E-16
4177.88000941277,4.893626E-16
4179.22000944614,4.898341E-16
4180.56000947952,4.886066E-16
4181.9000095129,4.873783E-16
4183.24000954628,4.881947E-16
4184.58000957966,4.871801E-16
4185.92000961304,4.836151E-16
4187.26000964642,4.809765E-16
4188.60000967979,4.794851E-16
4189.94000971317,4.803161E-16
4191.28000974655,4.806608E-16
4192.62000977993,4.825524E-16
4193.96000981331,4.825451E-16
4195.30000984669,4.823099E-16
4196.64000988007,4.790289E-16
4197.98000991344,4.824876E-16
4199.32000994682,4.831943E-16
4200.6600099802,4.819862E-16
4202.00001001358,4.764871E-16
4203.34001004696,4.766126E-16
4204.68001008034,4.747742E-16
4206.02001011372,4.713942E-16
4207.36001014709,4.701287E-16
4208.70001018047,4.675619E-16
4210.04001021385,4.676321E-16
4211.38001024723,4.648199E-16
4212.72001028061,4.632041E-16
4214.06001031399,4.608371E-16
4215.40001034737,4.558318E-16
4216.74001038075,4.522088E-16
4218.08001041412,4.531471E-16
4219.4200104475,4.528482E-16
4220.76001048088,4.501700E-16
4222.10001051426,4.500337E-16
4223.44001054764,4.521545E-16
4224.78001058102,4.516067E-16
4226.1200106144,4.506536E-16
4227.46001064777,4.501653E-16
4228.80001068115,4.479314E-16
4230.14001071453,4.450361E-16
4231.48001074791,4.429941E-16
4232.82001078129,4.441106E-16
4234.16001081467,4.440872E-16
4235.50001084805,4.463040E-16
4236.84001088142,4.454719E-16
4238.1800109148,4.452412E-16
4239.52001094818,4.455799E-16
4240.86001098156,4.452970E-16
4242.20001101494,4.399529E-16
4243.54001104832,4.351903E-16
4244.8800110817,4.326029E-16
4246.22001111507,4.297072E-16
4247.56001114845,4.241381E-16
4248.90001118183,4.192697E-16
4250.24001121521,4.190654E-16
4251.58001124859,4.168901E-16
4252.92001128197,4.187756E-16
4254.26001131535,4.195532E-16
4255.60001134872,4.216857E-16
4256.9400113821,4.208800E-16
4258.28001141548,4.212700E-16
4259.62001144886,4.203313E-16
4260.96001148224,4.229435E-16
4262.30001151562,4.238834E-16
4263.640011549,4.243814E-16
4264.98001158237,4.251806E-16
4266.32001161575,4.270256E-16
4267.66001164913,4.259505E-16
4269.00001168251,4.282261E-16
4270.34001171589,4.284382E-16
4271.68001174927,4.313120E-16
4273.02001178265,4.314015E-16
4274.36001181602,4.319617E-16
4275.7000118494,4.322296E-16
4277.04001188278,4.334278E-16
4278.38001191616,4.334155E-16
4279.72001194954,4.311762E-16
4281.06001198292,4.277661E-16
4282.4000120163,4.251136E-16
4283.74001204967,4.246382E-16
4285.08001208305,4.248330E-16
4286.42001211643,4.225257E-16
4287.76001214981,4.230905E-16
4289.10001218319,4.260497E-16
4290.44001221657,4.277732E-16
4291.78001224995,4.285015E-16
4293.12001228333,4.270906E-16
4294.4600123167,4.316516E-16
4295.80001235008,4.336569E-16
4297.14001238346,4.329541E-16
4298.48001241684,4.320165E-16
4299.82001245022,4.338307E-16
4301.1600124836,4.295090E-16
4302.50001251698,4.268092E-16
4303.84001255035,4.273888E-16
4305.18001258373,4.294089E-16
4306.52001261711,4.298070E-16
4307.86001265049,4.285097E-16
4309.20001268387,4.277573E-16
4310.54001271725,4.299935E-16
4311.88001275063,4.297271E-16
4313.220012784,4.305383E-16
4314.56001281738,4.335154E-16
4315.90001285076,4.365509E-16
4317.24001288414,4.394294E-16
4318.58001291752,4.401006E-16
4319.9200129509,4.395330E-16
4321.26001298428,4.363665E-16
4322.60001301765,4.366003E-16
4323.94001305103,4.367043E-16
4325.28001308441,4.364338E-16
4326.62001311779,4.360124E-16
4327.96001315117,4.383142E-16
4329.30001318455,4.400775E-16
4330.64001321793,4.389941E-16
4331.9800132513,4.356167E-16
4333.32001328468,4.362450E-16
4334.66001331806,4.354144E-16
4336.00001335144,4.382965E-16
4337.34001338482,4.334417E-16
4338.6800134182,4.301965E-16
4340.02001345158,4.361987E-16
4341.36001348495,4.394133E-16
4342.70001351833,4.357667E-16
4344.04001355171,4.369960E-16
4345.38001358509,4.442404E-16
4346.72001361847,4.434930E-16
4348.06001365185,4.437358E-16
4349.40001368523,4.463713E-16
4350.7400137186,4.438282E-16
4352.08001375198,4.413960E-16
4353.42001378536,4.402242E-16
4354.76001381874,4.384097E-16
4356.10001385212,4.393833E-16
4357.4400138855,4.407218E-16
4358.78001391888,4.396616E-16
4360.12001395226,4.380971E-16
4361.46001398563,4.367690E-16
4362.80001401901,4.351414E-16
4364.14001405239,4.340983E-16
4365.48001408577,4.337212E-16
4366.82001411915,4.329527E-16
4368.16001415253,4.327327E-16
4369.50001418591,4.336329E-16
4370.84001421928,4.304440E-16
4372.18001425266,4.288164E-16
4373.52001428604,4.255978E-16
4374.86001431942,4.266828E-16
4376.2000143528,4.253286E-16
4377.54001438618,4.265991E-16
4378.88001441956,4.266002E-16
4380.22001445293,4.282901E-16
4381.56001448631,4.270635E-16
4382.90001451969,4.275199E-16
4384.24001455307,4.326387E-16
4385.58001458645,4.335063E-16
4386.92001461983,4.330144E-16
4388.26001465321,4.276303E-16
4389.60001468658,4.284719E-16
4390.94001471996,4.318676E-16
4392.28001475334,4.319185E-16
4393.62001478672,4.325505E-16
4394.9600148201,4.339802E-16
4396.30001485348,4.345185E-16
4397.64001488686,4.367101E-16
4398.98001492023,4.364428E-16
4400.32001495361,4.338990E-16
4401.66001498699,4.367286E-16
4403.00001502037,4.411928E-16
4404.34001505375,4.427349E-16
4405.68001508713,4.436487E-16
4407.02001512051,4.467210E-16
4408.36001515388,4.499361E-16
4409.70001518726,4.522555E-16
4411.04001522064,4.525929E-16
4412.38001525402,4.534786E-16
4413.7200152874,4.529907E-16
4415.06001532078,4.525013E-16
4416.40001535416,4.535427E-16
4417.74001538754,4.536279E-16
4419.08001542091,4.522060E-16
4420.42001545429,4.520949E-16
4421.76001548767,4.493282E-16
4423.10001552105,4.486370E-16
4424.44001555443,4.452500E-16
4425.78001558781,4.423192E-16
4427.12001562119,4.450630E-16
4428.46001565456,4.447808E-16
4429.80001568794,4.446293E-16
4431.14001572132,4.461140E-16
4432.4800157547,4.491517E-16
4433.82001578808,4.505673E-16
4435.16001582146,4.481408E-16
4436.50001585484,4.440129E-16
4437.84001588821,4.457243E-16
4439.18001592159,4.476828E-16
4440.52001595497,4.479608E-16
4441.86001598835,4.492534E-16
4443.20001602173,4.502592E-16
4444.54001605511,4.541721E-16
4445.88001608849,4.550784E-16
4447.22001612186,4.560571E-16
4448.56001615524,4.573297E-16
4449.90001618862,4.582424E-16
4451.240016222,4.556502E-16
4452.58001625538,4.534351E-16
4453.92001628876,4.554393E-16
4455.26001632214,4.589064E-16
4456.60001635551,4.590540E-16
4457.94001638889,4.571801E-16
4459.28001642227,4.589865E-16
4460.62001645565,4.582266E-16
4461.96001648903,4.563986E-16
4463.30001652241,4.566264E-16
4464.64001655579,4.545561E-16
4465.98001658916,4.538073E-16
4467.32001662254,4.542187E-16
4468.66001665592,4.521345E-16
4470.0000166893,4.485831E-16
4471.34001672268,4.509726E-16
4472.68001675606,4.542511E-16
4474.02001678944,4.544377E-16
4475.36001682281,4.548024E-16
4476.70001685619,4.550327E-16
4478.04001688957,4.559903E-16
4479.38001692295,4.596992E-16
4480.72001695633,4.615107E-16
4482.06001698971,4.599658E-16
4483.40001702309,4.622618E-16
4484.74001705646,4.665745E-16
4486.08001708985,4.654615E-16
4487.42001712322,4.605890E-16
4488.7600171566,4.601158E-16
4490.10001718998,4.567468E-16
4491.44001722336,4.566517E-16
4492.78001725674,4.593582E-16
4494.12001729012,4.591368E-16
4495.46001732349,4.609258E-16
4496.80001735687,4.635908E-16
4498.14001739025,4.641670E-16
4499.48001742363,4.651370E-16
4500.82001745701,4.649009E-16
4502.16001749039,4.637617E-16
4503.50001752377,4.660935E-16
4504.84001755714,4.676672E-16
4506.18001759052,4.678165E-16
4507.5200176239,4.670469E-16
4508.86001765728,4.711717E-16
4510.20001769066,4.794445E-16
4511.54001772404,4.884960E-16
4512.88001775742,4.913069E-16
4514.2200177908,4.920123E-16
4515.56001782417,4.936681E-16
4516.90001785755,4.987210E-16
4518.24001789093,5.029965E-16
4519.58001792431,5.092953E-16
4520.92001795769,5.159463E-16
4522.26001799107,5.178068E-16
4523.60001802445,5.169903E-16
4524.94001805782,5.163685E-16
4526.2800180912,5.139834E-16
4527.62001812458,5.090636E-16
4528.96001815796,5.034390E-16
4530.30001819134,4.991232E-16
4531.64001822472,5.002055E-16
4532.9800182581,5.008303E-16
4534.32001829147,4.956543E-16
4535.66001832485,4.928366E-16
4537.00001835823,4.934538E-16
4538.34001839161,4.915114E-16
4539.68001842499,4.864896E-16
4541.02001845837,4.828323E-16
4542.36001849175,4.776613E-16
4543.70001852512,4.734040E-16
4545.0400185585,4.690894E-16
4546.38001859188,4.651736E-16
4547.72001862526,4.687041E-16
4549.06001865864,4.683037E-16
4550.40001869202,4.641498E-16
4551.7400187254,4.638738E-16
4553.08001875878,4.641459E-16
4554.42001879215,4.642716E-16
4555.76001882553,4.626239E-16
4557.10001885891,4.595171E-16
4558.44001889229,4.576498E-16
4559.78001892567,4.550960E-16
4561.12001895905,4.569014E-16
4562.46001899243,4.572757E-16
4563.8000190258,4.572925E-16
4565.14001905918,4.535254E-16
4566.48001909256,4.500093E-16
4567.82001912594,4.501820E-16
4569.16001915932,4.466837E-16
4570.5000191927,4.429612E-16
4571.84001922607,4.451023E-16
4573.18001925945,4.431061E-16
4574.52001929283,4.391005E-16
4575.86001932621,4.364556E-16
4577.20001935959,4.381390E-16
4578.54001939297,4.370075E-16
4579.88001942635,4.347892E-16
4581.22001945973,4.342483E-16
4582.5600194931,4.333618E-16
4583.90001952648,4.326125E-16
4585.24001955986,4.331164E-16
4586.58001959324,4.335973E-16
4587.92001962662,4.311414E-16
4589.26001966,4.275431E-16
4590.60001969338,4.263965E-16
4591.94001972675,4.282158E-16
4593.28001976013,4.232432E-16
4594.62001979351,4.217625E-16
4595.96001982689,4.213392E-16
4597.30001986027,4.190205E-16
4598.64001989365,4.175778E-16
4599.98001992703,4.155809E-16
4601.3200199604,4.124017E-16
4602.66001999378,4.099738E-16
4604.00002002716,4.090138E-16
4605.34002006054,4.035466E-16
4606.68002009392,3.985189E-16
4608.0200201273,3.977847E-16
4609.36002016068,3.953939E-16
4610.70002019406,3.919505E-16
4612.04002022743,3.911600E-16
4613.38002026081,3.890664E-16
4614.72002029419,3.870072E-16
4616.06002032757,3.893478E-16
4617.40002036095,3.920034E-16
4618.74002039433,3.897824E-16
4620.08002042771,3.877310E-16
4621.42002046108,3.899913E-16
4622.76002049446,3.897990E-16
4624.10002052784,3.864262E-16
4625.44002056122,3.877103E-16
4626.7800205946,3.871702E-16
4628.12002062798,3.818709E-16
4629.46002066136,3.786842E-16
4630.80002069473,3.815089E-16
4632.14002072811,3.821265E-16
4633.48002076149,3.815561E-16
4634.82002079487,3.836820E-16
4636.16002082825,3.835688E-16
4637.50002086163,3.843194E-16
4638.840020895,3.878079E-16
4640.18002092838,3.879261E-16
4641.52002096176,3.869024E-16
4642.86002099514,3.875483E-16
4644.20002102852,3.883540E-16
4645.5400210619,3.908439E-16
4646.88002109528,3.891800E-16
4648.22002112866,3.896832E-16
4649.56002116203,3.916248E-16
4650.90002119541,3.943288E-16
4652.24002122879,3.943853E-16
4653.58002126217,3.984438E-16
4654.92002129555,4.002961E-16
4656.26002132893,3.993232E-16
4657.60002136231,4.040730E-16
4658.94002139568,4.065756E-16
4660.28002142906,4.078659E-16
4661.62002146244,4.079942E-16
4662.96002149582,4.095218E-16
4664.3000215292,4.108663E-16
4665.64002156258,4.131395E-16
4666.98002159596,4.131590E-16
4668.32002162933,4.121427E-16
4669.66002166271,4.129571E-16
4671.00002169609,4.171399E-16
4672.34002172947,4.190246E-16
4673.68002176285,4.208315E-16
4675.02002179623,4.198418E-16
4676.36002182961,4.223123E-16
4677.70002186298,4.251790E-16
4679.04002189636,4.271679E-16
4680.38002192974,4.289987E-16
4681.72002196312,4.276776E-16
4683.0600219965,4.263139E-16
4684.40002202988,4.261676E-16
4685.74002206326,4.319800E-16
4687.08002209664,4.314359E-16
4688.42002213001,4.342465E-16
4689.76002216339,4.370253E-16
4691.10002219677,4.432194E-16
4692.44002223015,4.468695E-16
4693.78002226353,4.486529E-16
4695.12002229691,4.524056E-16
4696.46002233029,4.524672E-16
4697.80002236366,4.519055E-16
4699.14002239704,4.544722E-16
4700.48002243042,4.570002E-16
4701.8200224638,4.598645E-16
4703.16002249718,4.628267E-16
4704.50002253056,4.654180E-16
4705.84002256394,4.669818E-16
4707.18002259731,4.644460E-16
4708.52002263069,4.690056E-16
4709.86002266407,4.693925E-16
4711.20002269745,4.700085E-16
4712.54002273083,4.731143E-16
4713.88002276421,4.745366E-16
4715.22002279759,4.769393E-16
4716.56002283096,4.797938E-16
4717.90002286434,4.793679E-16
4719.24002289772,4.832434E-16
4720.5800229311,4.855741E-16
4721.92002296448,4.878324E-16
4723.26002299786,4.889455E-16
4724.60002303124,4.894080E-16
4725.94002306461,4.940570E-16
4727.28002309799,4.961484E-16
4728.62002313137,4.970902E-16
4729.96002316475,5.040141E-16
4731.30002319813,5.066424E-16
4732.64002323151,5.084448E-16
4733.98002326489,5.131863E-16
4735.32002329826,5.195137E-16
4736.66002333164,5.232806E-16
4738.00002336502,5.268999E-16
4739.3400233984,5.273776E-16
4740.68002343178,5.283447E-16
4742.02002346516,5.287173E-16
4743.36002349854,5.314295E-16
4744.70002353191,5.344553E-16
4746.04002356529,5.339336E-16
4747.38002359867,5.354701E-16
4748.72002363205,5.377601E-16
4750.06002366543,5.431314E-16
4751.40002369881,5.492027E-16
4752.74002373219,5.464526E-16
4754.08002376557,5.440744E-16
4755.42002379894,5.484789E-16
4756.76002383232,5.513851E-16
4758.1000238657,5.511725E-16
4759.44002389908,5.525901E-16
4760.78002393246,5.545562E-16
4762.12002396584,5.591473E-16
4763.46002399922,5.630317E-16
4764.80002403259,5.665242E-16
4766.14002406597,5.684189E-16
4767.48002409935,5.697544E-16
4768.82002413273,5.764122E-16
4770.16002416611,5.837493E-16
4771.50002419949,5.861065E-16
4772.84002423287,5.897344E-16
4774.18002426624,5.947206E-16
4775.52002429962,5.944461E-16
4776.860024333,5.950240E-16
4778.20002436638,5.981777E-16
4779.54002439976,5.990461E-16
4780.88002443314,6.000064E-16
4782.22002446652,6.016657E-16
4783.56002449989,6.020674E-16
4784.90002453327,6.042314E-16
4786.24002456665,6.048690E-16
4787.58002460003,6.058225E-16
4788.92002463341,6.019624E-16
4790.26002466679,5.999013E-16
4791.60002470017,6.011246E-16
4792.94002473354,6.046476E-16
4794.28002476692,6.074639E-16
4795.6200248003,6.078220E-16
4796.96002483368,6.110599E-16
4798.30002486706,6.123194E-16
4799.64002490044,6.146186E-16
4800.98002493382,6.192371E-16
4802.32002496719,6.186027E-16
4803.66002500057,6.192101E-16
4805.00002503395,6.217536E-16
4806.34002506733,6.249194E-16
4807.68002510071,6.301418E-16
4809.02002513409,6.325718E-16
4810.36002516747,6.338572E-16
4811.70002520085,6.357051E-16
4813.04002523422,6.428488E-16
4814.3800252676,6.465789E-16
4815.72002530098,6.453767E-16
4817.06002533436,6.473094E-16
4818.40002536774,6.512189E-16
4819.74002540112,6.563511E-16
4821.0800254345,6.575060E-16
4822.42002546787,6.569147E-16
4823.76002550125,6.555024E-16
4825.10002553463,6.642122E-16
4826.44002556801,6.646470E-16
4827.78002560139,6.617560E-16
4829.12002563477,6.584396E-16
4830.46002566815,6.581910E-16
4831.80002570152,6.606329E-16
4833.1400257349,6.598257E-16
4834.48002576828,6.559875E-16
4835.82002580166,6.575593E-16
4837.16002583504,6.573435E-16
4838.50002586842,6.551382E-16
4839.84002590179,6.588189E-16
4841.18002593517,6.584716E-16
4842.52002596855,6.608614E-16
4843.86002600193,6.627696E-16
4845.20002603531,6.627664E-16
4846.54002606869,6.580865E-16
4847.88002610207,6.606714E-16
4849.22002613545,6.646939E-16
4850.56002616882,6.665157E-16
4851.9000262022,6.663739E-16
4853.24002623558,6.644637E-16
4854.58002626896,6.621418E-16
4855.92002630234,6.577490E-16
4857.26002633572,6.537991E-16
4858.6000263691,6.488315E-16
4859.94002640248,6.454843E-16
4861.28002643585,6.407119E-16
4862.62002646923,6.385159E-16
4863.96002650261,6.357823E-16
4865.30002653599,6.305751E-16
4866.64002656937,6.228093E-16
4867.98002660275,6.170889E-16
4869.32002663612,6.124476E-16
4870.6600266695,6.062174E-16
4872.00002670288,6.031908E-16
4873.34002673626,6.003237E-16
4874.68002676964,5.927662E-16
4876.02002680302,5.885472E-16
4877.3600268364,5.853290E-16
4878.70002686977,5.843149E-16
4880.04002690315,5.797182E-16
4881.38002693653,5.761000E-16
4882.72002696991,5.750386E-16
4884.06002700329,5.748969E-16
4885.40002703667,5.732360E-16
4886.74002707005,5.692914E-16
4888.08002710343,5.669488E-16
4889.4200271368,5.635653E-16
4890.76002717018,5.641469E-16
4892.10002720356,5.650785E-16
4893.44002723694,5.629464E-16
4894.78002727032,5.610796E-16
4896.1200273037,5.597563E-16
4897.46002733708,5.586588E-16
4898.80002737045,5.601988E-16
4900.14002740383,5.552355E-16
4901.48002743721,5.545349E-16
4902.82002747059,5.517125E-16
4904.16002750397,5.502462E-16
4905.50002753735,5.517100E-16
4906.84002757073,5.499460E-16
4908.1800276041,5.489711E-16
4909.52002763748,5.512478E-16
4910.86002767086,5.507867E-16
4912.20002770424,5.525359E-16
4913.54002773762,5.502019E-16
4914.880027771,5.471120E-16
4916.22002780438,5.448607E-16
4917.56002783775,5.448173E-16
4918.90002787113,5.454962E-16
4920.24002790451,5.437529E-16
4921.58002793789,5.467824E-16
4922.92002797127,5.464370E-16
4924.26002800465,5.478573E-16
4925.60002803803,5.466947E-16
4926.9400280714,5.431382E-16
4928.28002810478,5.443499E-16
4929.62002813816,5.446799E-16
4930.96002817154,5.433584E-16
4932.30002820492,5.357631E-16
4933.6400282383,5.315796E-16
4934.98002827168,5.308848E-16
4936.32002830505,5.242543E-16
4937.66002833843,5.175228E-16
4939.00002837181,5.168342E-16
4940.34002840519,5.177482E-16
4941.68002843857,5.147300E-16
4943.02002847195,5.084270E-16
4944.36002850533,5.047870E-16
4945.70002853871,5.054645E-16
4947.04002857208,5.054705E-16
4948.38002860546,4.980648E-16
4949.72002863884,4.905506E-16
4951.06002867222,4.889117E-16
4952.4000287056,4.908408E-16
4953.74002873898,4.885235E-16
4955.08002877236,4.874376E-16
4956.42002880573,4.817379E-16
4957.76002883911,4.750286E-16
4959.10002887249,4.773778E-16
4960.44002890587,4.766057E-16
4961.78002893925,4.770603E-16
4963.12002897263,4.735915E-16
4964.46002900601,4.713622E-16
4965.80002903938,4.666355E-16
4967.14002907276,4.627258E-16
4968.48002910614,4.648962E-16
4969.82002913952,4.605485E-16
4971.1600291729,4.551227E-16
