3500.913054   2.812295E-13   2.325649E-15  0
3502.731113   2.829401E-13   2.385490E-15  0
3504.549172   2.856349E-13   2.353799E-15  0
3506.367231   2.873247E-13   2.256719E-15  0
3508.185290   2.882083E-13   2.194491E-15  0
3510.003349   2.816066E-13   2.125042E-15  0
3511.821409   2.874512E-13   2.143624E-15  0
3513.639468   2.859598E-13   2.166237E-15  0
3515.457527   2.873728E-13   2.228711E-15  0
3517.275586   2.926421E-13   2.331075E-15  0
3519.093645   2.902961E-13   2.385126E-15  0
3520.911704   2.946488E-13   2.361781E-15  0
3522.729763   2.897751E-13   2.244631E-15  0
3524.547822   2.859852E-13   2.158470E-15  0
3526.365881   2.890699E-13   2.130283E-15  0
3528.183940   2.897295E-13   2.125904E-15  0
3530.001999   2.891595E-13   2.149668E-15  0
3531.820058   2.839921E-13   2.184035E-15  0
3533.638118   2.873626E-13   2.275677E-15  0
3535.456177   2.859866E-13   2.334519E-15  0
3537.274236   2.930451E-13   2.336119E-15  0
3539.092295   2.914428E-13   2.228044E-15  0
3540.910354   2.902880E-13   2.147524E-15  0
3542.728413   2.893285E-13   2.103988E-15  0
3544.546472   2.910963E-13   2.100210E-15  0
3546.364531   2.921724E-13   2.119456E-15  0
3548.182590   2.949915E-13   2.182258E-15  0
3550.000649   2.902196E-13   2.250184E-15  0
3551.818708   2.896203E-13   2.316749E-15  0
3553.636768   2.895309E-13   2.294111E-15  0
3555.454827   2.926961E-13   2.207216E-15  0
3557.272886   2.948609E-13   2.143190E-15  0
3559.090945   2.937364E-13   2.092002E-15  0
3560.909004   2.894119E-13   2.064062E-15  0
3562.727063   2.923152E-13   2.094218E-15  0
3564.545122   2.944158E-13   2.150744E-15  0
3566.363181   2.929189E-13   2.219453E-15  0
3568.181240   2.895976E-13   2.293465E-15  0
3569.999299   2.945920E-13   2.293302E-15  0
3571.817358   2.914494E-13   2.182378E-15  0
3573.635417   2.892086E-13   2.100642E-15  0
3575.453477   2.868783E-13   2.050183E-15  0
3577.271536   2.937815E-13   2.054053E-15  0
