@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.870
@SPECTRUM spectrum_05D2nn_1071.dat
@SN-NAME 05D2nn
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -1.250
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4257.560            0.00244        0.00725
       4272.560           -0.00040        0.00577
       4287.560            0.00095        0.00453
       4302.560           -0.00069        0.00373
       4317.560            0.00286        0.00352
       4332.560            0.00185        0.00308
       4347.560            0.00007        0.00282
       4362.560           -0.00251        0.00269
       4377.560           -0.00167        0.00252
       4392.560            0.00313        0.00239
       4407.560            0.00065        0.00237
       4422.560            0.00171        0.00230
       4437.560           -0.00206        0.00222
       4452.560            0.00264        0.00213
       4467.560           -0.00063        0.00210
       4482.560           -0.00083        0.00207
       4497.560            0.00246        0.00206
       4512.560            0.00268        0.00201
       4527.560           -0.00002        0.00202
       4542.560           -0.00038        0.00203
       4557.560            0.00172        0.00195
       4572.560            0.00048        0.00191
       4587.560            0.00109        0.00185
       4602.560            0.00176        0.00182
       4617.560            0.00153        0.00179
       4632.560            0.00170        0.00176
       4647.560           -0.00119        0.00171
       4662.560            0.00213        0.00174
       4677.560            0.00021        0.00177
       4692.560           -0.00038        0.00194
       4707.560            0.00088        0.00175
       4722.560           -0.00121        0.00169
       4737.560            0.00219        0.00167
       4752.560            0.00257        0.00166
       4767.560            0.00050        0.00164
       4782.560            0.00013        0.00162
       4797.560           -0.00063        0.00162
       4812.560            0.00161        0.00161
       4827.560            0.00153        0.00164
       4842.560            0.00113        0.00174
       4857.560            0.00062        0.00155
       4872.560            0.00234        0.00152
       4887.560            0.00144        0.00154
       4902.560            0.00121        0.00154
       4917.560            0.00564        0.00150
       4932.560            0.00076        0.00153
       4947.560            0.00121        0.00165
       4962.560           -0.00147        0.00149
       4977.560            0.00099        0.00149
       4992.560           -0.00018        0.00148
       5007.560           -0.00035        0.00145
       5022.560           -0.00055        0.00144
       5037.560           -0.00077        0.00142
       5052.560           -0.00021        0.00156
       5067.560            0.00200        0.00142
       5082.560            0.00093        0.00141
       5097.560            0.00107        0.00140
       5112.560           -0.00038        0.00139
       5127.560           -0.00023        0.00152
       5142.560           -0.00052        0.00140
       5157.560            0.00077        0.00138
       5172.560           -0.00023        0.00134
       5187.560            0.00276        0.00139
       5202.560            0.00263        0.00166
       5217.560            0.00028        0.00139
       5232.560            0.00202        0.00138
       5247.560           -0.00126        0.00138
       5262.560            0.00070        0.00134
       5277.560            0.00098        0.00148
       5292.560            0.00162        0.00136
       5307.560            0.00089        0.00137
       5322.560            0.00199        0.00136
       5337.560            0.00334        0.00148
       5352.560            0.00127        0.00136
       5367.560            0.00236        0.00133
       5382.560            0.00182        0.00134
       5397.560            0.00345        0.00148
       5412.560            0.00119        0.00137
       5427.560            0.00286        0.00137
       5442.560            0.00221        0.00135
       5457.560            0.00196        0.00146
       5472.560            0.00613        0.00131
       5487.560            0.00598        0.00133
       5502.560            0.00556        0.00133
       5517.560            0.00158        0.00145
       5532.560            0.00416        0.00133
       5547.560            0.00409        0.00136
       5562.560            0.00071        0.00149
       5577.560           -0.00339        0.00295
       5592.560            0.00191        0.00139
       5607.560            0.00389        0.00136
       5622.560            0.00096        0.00148
       5637.560            0.00432        0.00133
       5652.560            0.00196        0.00132
       5667.560            0.00331        0.00146
       5682.560            0.00123        0.00136
       5697.560            0.00361        0.00136
       5712.560            0.00362        0.00147
       5727.560            0.00257        0.00134
       5742.560            0.00215        0.00134
       5757.560            0.00483        0.00134
       5772.560            0.00506        0.00147
       5787.560            0.00541        0.00133
       5802.560            0.00520        0.00134
       5817.560            0.00569        0.00147
       5832.560            0.00477        0.00136
       5847.560            0.00358        0.00135
       5862.560            0.00289        0.00160
       5877.560            0.00393        0.00152
       5892.560            0.00455        0.00208
       5907.560            0.00435        0.00163
       5922.560            0.00629        0.00148
       5937.560            0.00602        0.00146
       5952.560            0.00575        0.00161
       5967.560            0.00274        0.00141
       5982.560            0.00283        0.00138
       5997.560            0.00327        0.00150
       6012.560            0.00262        0.00133
       6027.560            0.00132        0.00132
       6042.560            0.00098        0.00144
       6057.560            0.00177        0.00130
       6072.560            0.00076        0.00142
       6087.560            0.00160        0.00127
       6102.560            0.00395        0.00129
       6117.560            0.00156        0.00139
       6132.560            0.00334        0.00127
       6147.560            0.00227        0.00130
       6162.560            0.00290        0.00141
       6177.560            0.00459        0.00130
       6192.560            0.00354        0.00127
       6207.560            0.00132        0.00142
       6222.560            0.00753        0.00132
       6237.560            0.00385        0.00167
       6252.560            0.00076        0.00141
       6267.560            0.00145        0.00142
       6282.560            0.00407        0.00154
       6297.560            0.00291        0.00247
       6312.560            0.00488        0.00153
       6327.560            0.00613        0.00156
       6342.560            0.00396        0.00130
       6357.560           -0.00070        0.00185
       6372.560            0.00397        0.00155
       6387.560            0.00357        0.00128
       6402.560            0.00214        0.00135
       6417.560            0.00246        0.00125
       6432.560            0.00405        0.00133
       6447.560            0.00487        0.00121
       6462.560            0.00551        0.00134
       6477.560            0.00440        0.00141
       6492.560            0.00682        0.00129
       6507.560            0.01090        0.00150
       6522.560            0.00420        0.00126
       6537.560            0.00506        0.00134
       6552.560            0.00731        0.00157
       6567.560            0.00549        0.00143
       6582.560            0.00437        0.00141
       6597.560            0.00552        0.00124
       6612.560            0.00744        0.00121
       6627.560            0.00639        0.00131
       6642.560            0.00553        0.00119
       6657.560            0.00678        0.00129
       6672.560            0.00768        0.00119
       6687.560            0.00817        0.00121
       6702.560            0.00463        0.00133
       6717.560            0.00551        0.00118
       6732.560            0.00683        0.00128
       6747.560            0.00379        0.00116
       6762.560            0.00735        0.00128
       6777.560            0.00481        0.00116
       6792.560            0.00504        0.00116
       6807.560            0.00436        0.00127
       6822.560            0.00447        0.00132
       6837.560            0.00260        0.00167
       6852.560            0.00614        0.00128
       6867.560            0.00145        0.00197
       6882.560            0.00518        0.00141
       6897.560            0.00320        0.00140
       6912.560            0.00197        0.00157
       6927.560            0.00313        0.00140
       6942.560            0.00372        0.00158
       6957.560            0.00126        0.00135
       6972.560            0.00274        0.00147
       6987.560            0.00247        0.00137
       7002.560            0.00502        0.00126
       7017.560           -0.00064        0.00132
       7032.560            0.00054        0.00117
       7047.560            0.00203        0.00141
       7062.560           -0.00001        0.00123
       7077.560            0.00295        0.00138
       7092.560            0.00134        0.00121
       7107.560            0.00150        0.00129
       7122.560            0.00107        0.00118
       7137.560            0.00354        0.00125
       7152.560            0.00422        0.00138
       7167.560            0.00337        0.00131
       7182.560            0.00645        0.00152
       7197.560            0.00360        0.00129
       7212.560            0.00742        0.00138
       7227.560            0.00434        0.00135
       7242.560            0.00584        0.00260
       7257.560            0.00449        0.00160
       7272.560            0.00906        0.00199
       7287.560            0.00787        0.00201
       7302.560            0.00645        0.00165
       7317.560            0.01155        0.00232
       7332.560            0.00952        0.00188
       7347.560            0.00682        0.00198
       7362.560            0.00861        0.00182
       7377.560            0.00669        0.00173
       7392.560            0.00500        0.00158
       7407.560            0.00816        0.00177
       7422.560            0.00517        0.00135
       7437.560            0.00429        0.00155
       7452.560            0.00789        0.00148
       7467.560            0.00259        0.00158
       7482.560           -0.00097        0.00186
       7497.560            0.00458        0.00140
       7512.560            0.00484        0.00155
       7527.560            0.00676        0.00192
       7542.560            0.00459        0.00158
       7557.560            0.00501        0.00151
       7572.560            0.00722        0.00206
       7587.560            0.00678        0.00178
       7602.560            0.00474        0.00358
       7617.560            0.00753        0.00246
       7632.560            0.00415        0.00230
       7647.560            0.00340        0.00202
       7662.560            0.00434        0.00173
       7677.560            0.00504        0.00167
       7692.560            0.00576        0.00165
       7707.560            0.00110        0.00222
       7722.560            0.00373        0.00235
       7737.560            0.00559        0.00187
       7752.560            0.00611        0.00269
       7767.560            0.00506        0.00210
       7782.560            0.00621        0.00207
       7797.560            0.00445        0.00262
       7812.560            0.00543        0.00218
       7827.560            0.00590        0.00238
       7842.560            0.00597        0.00210
       7857.560            0.00703        0.00281
       7872.560            0.00508        0.00268
       7887.560            0.00355        0.00239
       7902.560            0.00245        0.00213
       7917.560            0.00690        0.00304
       7932.560           -0.00095        0.00238
       7947.560            0.00425        0.00197
       7962.560            0.00624        0.00286
       7977.560            0.00300        0.00233
       7992.560           -0.00221        0.00310
       8007.560            0.00038        0.00202
       8022.560            0.00600        0.00279
       8037.560            0.00058        0.00193
       8052.560            0.00572        0.00223
       8067.560            0.00428        0.00203
       8082.560            0.00101        0.00194
       8097.560           -0.00014        0.00195
       8112.560            0.00153        0.00208
       8127.560            0.00173        0.00187
       8142.560            0.00062        0.00205
       8157.560            0.00250        0.00214
       8172.560            0.00396        0.00196
       8187.560            0.00469        0.00215
       8202.560            0.00240        0.00192
       8217.560            0.00259        0.00215
       8232.560            0.00408        0.00207
       8247.560            0.00223        0.00216
       8262.560            0.00219        0.00190
       8277.560            0.00354        0.00302
       8292.560           -0.00051        0.00359
       8307.560            0.00387        0.00305
       8322.560            0.00427        0.00213
       8337.560            0.00382        0.00287
       8352.560            0.00157        0.00367
       8367.560            0.00468        0.00272
       8382.560            0.00609        0.00267
       8397.560            0.00501        0.00382
       8412.560            0.00490        0.00287
       8427.560            0.00271        0.00385
       8442.560            0.00728        0.00262
       8457.560            0.00568        0.00329
       8472.560            0.00566        0.00275
