@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.610
@SPECTRUM spectrum_03D4dy_272.dat
@SN-NAME 03D4dy
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 4.770
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.200            0.00950        0.00639
       4273.200           -0.00129        0.00545
       4288.200           -0.00171        0.00458
       4303.200           -0.00083        0.00392
       4318.200            0.00983        0.00360
       4333.200            0.00206        0.00323
       4348.200           -0.00205        0.00304
       4363.200           -0.00085        0.00319
       4378.200            0.00300        0.00273
       4393.200            0.00091        0.00256
       4408.200            0.00449        0.00252
       4423.200            0.00454        0.00244
       4438.200            0.00440        0.00236
       4453.200            0.00079        0.00229
       4468.200            0.00361        0.00226
       4483.200           -0.00058        0.00224
       4498.200            0.00203        0.00220
       4513.200            0.00380        0.00217
       4528.200            0.00265        0.00216
       4543.200            0.00273        0.00215
       4558.200            0.00150        0.00210
       4573.200            0.00274        0.00208
       4588.200            0.00271        0.00203
       4603.200            0.00365        0.00218
       4618.200            0.00341        0.00198
       4633.200            0.00439        0.00196
       4648.200            0.00774        0.00193
       4663.200            0.00435        0.00194
       4678.200            0.00540        0.00192
       4693.200            0.00929        0.00189
       4708.200            0.00912        0.00186
       4723.200            0.01018        0.00204
       4738.200            0.00949        0.00184
       4753.200            0.00731        0.00180
       4768.200            0.00791        0.00180
       4783.200            0.00390        0.00178
       4798.200            0.00535        0.00177
       4813.200            0.00719        0.00178
       4828.200            0.00669        0.00198
       4843.200            0.00685        0.00178
       4858.200            0.00602        0.00169
       4873.200            0.00714        0.00169
       4888.200            0.00609        0.00172
       4903.200            0.00486        0.00170
       4918.200            0.00775        0.00182
       4933.200            0.00726        0.00166
       4948.200            0.00513        0.00168
       4963.200            0.00638        0.00170
       4978.200            0.00797        0.00168
       4993.200            0.00999        0.00182
       5008.200            0.00888        0.00165
       5023.200            0.00953        0.00164
       5038.200            0.00831        0.00161
       5053.200            0.01041        0.00176
       5068.200            0.00957        0.00160
       5083.200            0.00719        0.00159
       5098.200            0.01119        0.00159
       5113.200            0.00629        0.00158
       5128.200            0.01223        0.00180
       5143.200            0.00768        0.00161
       5158.200            0.00754        0.00158
       5173.200            0.00273        0.00152
       5188.200            0.00515        0.00176
       5203.200            0.00574        0.00173
       5218.200            0.00668        0.00159
       5233.200            0.00970        0.00159
       5248.200            0.00603        0.00175
       5263.200            0.00473        0.00157
       5278.200            0.00502        0.00156
       5293.200            0.00545        0.00158
       5308.200            0.00869        0.00174
       5323.200            0.00456        0.00160
       5338.200            0.00760        0.00158
       5353.200            0.00607        0.00172
       5368.200            0.00396        0.00156
       5383.200            0.00668        0.00156
       5398.200            0.00604        0.00154
       5413.200            0.00922        0.00168
       5428.200            0.00757        0.00155
       5443.200            0.00759        0.00156
       5458.200            0.00529        0.00171
       5473.200            0.00667        0.00156
       5488.200            0.00836        0.00156
       5503.200            0.01049        0.00172
       5518.200            0.00904        0.00158
       5533.200            0.00904        0.00158
       5548.200            0.00732        0.00163
       5563.200            0.00854        0.00191
       5578.200            0.01116        0.00430
       5593.200            0.01037        0.00172
       5608.200            0.01105        0.00181
       5623.200            0.01164        0.00163
       5638.200            0.01176        0.00162
       5653.200            0.01365        0.00177
       5668.200            0.01335        0.00163
       5683.200            0.01302        0.00164
       5698.200            0.01569        0.00180
       5713.200            0.01450        0.00165
       5728.200            0.01524        0.00166
       5743.200            0.01770        0.00180
       5758.200            0.01351        0.00164
       5773.200            0.01312        0.00164
       5788.200            0.01470        0.00178
       5803.200            0.01255        0.00165
       5818.200            0.01612        0.00183
       5833.200            0.01630        0.00168
       5848.200            0.01736        0.00167
       5863.200            0.01992        0.00198
       5878.200            0.01507        0.00197
       5893.200            0.01333        0.00294
       5908.200            0.01340        0.00216
       5923.200            0.01142        0.00188
       5938.200            0.01228        0.00185
       5953.200            0.00849        0.00202
       5968.200            0.01093        0.00178
       5983.200            0.00904        0.00193
       5998.200            0.00911        0.00172
       6013.200            0.00943        0.00167
       6028.200            0.00908        0.00181
       6043.200            0.00443        0.00163
       6058.200            0.00698        0.00160
       6073.200            0.00356        0.00174
       6088.200            0.00584        0.00157
       6103.200            0.00488        0.00174
       6118.200            0.00446        0.00156
       6133.200            0.00912        0.00158
       6148.200            0.00893        0.00179
       6163.200            0.01287        0.00163
       6178.200            0.01769        0.00178
       6193.200            0.01593        0.00159
       6208.200            0.01555        0.00161
       6223.200            0.01697        0.00182
       6238.200            0.02046        0.00190
       6253.200            0.01634        0.00180
       6268.200            0.01877        0.00224
       6283.200            0.02088        0.00186
       6298.200            0.02591        0.00451
       6313.200            0.01753        0.00213
       6328.200            0.02093        0.00197
       6343.200            0.02084        0.00169
       6358.200            0.01698        0.00229
       6373.200            0.02027        0.00223
       6388.200            0.01636        0.00164
       6403.200            0.02107        0.00171
       6418.200            0.01758        0.00156
       6433.200            0.01661        0.00154
       6448.200            0.02032        0.00172
       6463.200            0.01815        0.00176
       6478.200            0.01810        0.00184
       6493.200            0.01501        0.00167
       6508.200            0.01911        0.00175
       6523.200            0.01590        0.00183
       6538.200            0.01622        0.00174
       6553.200            0.02201        0.00200
       6568.200            0.01494        0.00172
       6583.200            0.01857        0.00185
       6598.200            0.01749        0.00161
       6613.200            0.01679        0.00157
       6628.200            0.01355        0.00169
       6643.200            0.01611        0.00153
       6658.200            0.01464        0.00167
       6673.200            0.01539        0.00152
       6688.200            0.01971        0.00167
       6703.200            0.01634        0.00155
       6718.200            0.01828        0.00155
       6733.200            0.01465        0.00168
       6748.200            0.01417        0.00152
       6763.200            0.01463        0.00163
       6778.200            0.01382        0.00150
       6793.200            0.01178        0.00162
       6808.200            0.01440        0.00148
       6823.200            0.01454        0.00180
       6838.200            0.01113        0.00219
       6853.200            0.01086        0.00170
       6868.200            0.00489        0.00257
       6883.200            0.00655        0.00182
       6898.200            0.01153        0.00202
       6913.200            0.00719        0.00188
       6928.200            0.00910        0.00205
       6943.200            0.01213        0.00189
       6958.200            0.01116        0.00175
       6973.200            0.01574        0.00199
       6988.200            0.01168        0.00165
       7003.200            0.01227        0.00182
       7018.200            0.01054        0.00162
       7033.200            0.01125        0.00166
       7048.200            0.01180        0.00165
       7063.200            0.01470        0.00177
       7078.200            0.01403        0.00161
       7093.200            0.01652        0.00162
       7108.200            0.01291        0.00170
       7123.200            0.01599        0.00159
       7138.200            0.01603        0.00180
       7153.200            0.01577        0.00166
       7168.200            0.01618        0.00189
       7183.200            0.01465        0.00177
       7198.200            0.01715        0.00191
       7213.200            0.01558        0.00166
       7228.200            0.01441        0.00197
       7243.200            0.01259        0.00310
       7258.200            0.01103        0.00211
       7273.200            0.01340        0.00309
       7288.200            0.01296        0.00250
       7303.200            0.01763        0.00249
       7318.200            0.01959        0.00271
       7333.200            0.01232        0.00272
       7348.200            0.01744        0.00250
       7363.200            0.01546        0.00271
       7378.200            0.01653        0.00218
       7393.200            0.01407        0.00237
       7408.200            0.01501        0.00214
       7423.200            0.01269        0.00184
       7438.200            0.01384        0.00231
       7453.200            0.01144        0.00182
       7468.200            0.00909        0.00236
       7483.200            0.01235        0.00232
       7498.200            0.01080        0.00203
       7513.200            0.01165        0.00197
       7528.200            0.01371        0.00288
       7543.200            0.01307        0.00197
       7558.200            0.01175        0.00221
       7573.200            0.01550        0.00243
       7588.200            0.00868        0.00256
       7603.200            0.00972        0.00489
       7618.200            0.00847        0.00327
       7633.200            0.01096        0.00364
       7648.200            0.00762        0.00248
       7663.200            0.00753        0.00254
       7678.200            0.01055        0.00201
       7693.200            0.01255        0.00231
       7708.200            0.00533        0.00279
       7723.200            0.01241        0.00354
       7738.200            0.00636        0.00240
       7753.200            0.01091        0.00387
       7768.200            0.01526        0.00298
       7783.200            0.00979        0.00326
       7798.200            0.01075        0.00313
       7813.200            0.01156        0.00299
       7828.200            0.01604        0.00328
       7843.200            0.00550        0.00292
       7858.200            0.00622        0.00425
       7873.200            0.01033        0.00335
       7888.200            0.01654        0.00355
       7903.200            0.00934        0.00291
       7918.200            0.00351        0.00458
       7933.200            0.00734        0.00303
       7948.200            0.00355        0.00295
       7963.200            0.00190        0.00343
       7978.200            0.00741        0.00353
       7993.200            0.00143        0.00370
       8008.200            0.00698        0.00308
       8023.200            0.01239        0.00342
       8038.200            0.00694        0.00292
       8053.200            0.00532        0.00272
       8068.200            0.00860        0.00273
       8083.200            0.00528        0.00257
       8098.200            0.00545        0.00261
       8113.200            0.00980        0.00268
       8128.200            0.00868        0.00239
       8143.200            0.00907        0.00291
       8158.200            0.00950        0.00257
