3666.7617662      8.61323e-18     
3672.28566826     1.59477e-17     
3677.80957033     1.13327e-17     
3683.33347239     3.769e-17       
3688.85737446     1.83118e-17     
3694.38127652     1.07426e-17     
3699.90517859     -1.30059e-18    
3705.42908065     3.7728e-17      
3710.95298272     2.19803e-17     
3716.47688478     1.49301e-17     
3722.00078685     1.15678e-17     
3727.52468891     4.1323e-17      
3733.04859098     2.38862e-17     
3738.57249304     2.15953e-17     
3744.09639511     9.14479e-18     
3749.62029717     6.36843e-18     
3755.14419924     2.80254e-17     
3760.6681013      4.65695e-18     
3766.19200337     -2.9379e-18     
3771.71590543     1.86612e-17     
3777.2398075      1.27006e-17     
3782.76370956     7.12336e-18     
3788.28761163     2.77895e-17     
3793.81151369     -3.79839e-18    
3799.33541576     2.05139e-17     
3804.85931782     1.96183e-18     
3810.38321989     5.31286e-18     
3815.90712195     1.19173e-17     
3821.43102402     -7.86282e-19    
3826.95492608     6.3477e-18      
3832.47882815     1.34018e-17     
3838.00273021     4.38543e-18     
3843.52663228     7.62271e-18     
3849.05053434     6.17689e-18     
3854.57443641     7.84681e-18     
3860.09833847     -1.5551e-18     
3865.62224054     6.83469e-18     
3871.1461426      6.61542e-18     
3876.67004467     1.20257e-17     
3882.19394673     1.96724e-17     
3887.7178488      5.39605e-18     
3893.24175086     1.53976e-17     
3898.76565293     1.0383e-17      
3904.28955499     1.74605e-17     
3909.81345706     3.59193e-18     
3915.33735912     1.44578e-17     
3920.86126119     3.21443e-17     
3926.38516325     2.16709e-17     
3931.90906532     2.23659e-17     
3937.43296738     4.55269e-18     
3942.95686945     9.85195e-18     
3948.48077151     1.90436e-17     
3954.00467358     1.61359e-17     
3959.52857564     5.69874e-18     
3965.05247771     1.28837e-17     
3970.57637977     1.2046e-17      
3976.10028184     1.66724e-17     
3981.6241839      1.85306e-17     
3987.14808597     1.12979e-17     
3992.67198803     7.06086e-18     
3998.1958901      1.72985e-17     
4003.71979216     1.69304e-17     
4009.24369423     2.69095e-17     
4014.76759629     1.59337e-17     
4020.29149836     2.00777e-17     
4025.81540042     1.86289e-17     
4031.33930249     1.45282e-17     
4036.86320455     1.97258e-17     
4042.38710662     2.7952e-17      
4047.91100868     2.1543e-17      
4053.43491075     2.56753e-17     
4058.95881281     2.41273e-17     
4064.48271488     1.9017e-17      
4070.00661694     2.6062e-17      
4075.53051901     2.48308e-17     
4081.05442107     1.97662e-17     
4086.57832314     2.57707e-17     
4092.1022252      1.10875e-17     
4097.62612727     3.08201e-17     
4103.15002933     1.9909e-17      
4108.6739314      2.69305e-17     
4114.19783346     2.85945e-17     
4119.72173553     3.16935e-17     
4125.24563759     3.04645e-17     
4130.76953966     2.86703e-17     
4136.29344172     4.15961e-17     
4141.81734378     3.51577e-17     
4147.34124585     3.05725e-17     
4152.86514791     2.36481e-17     
4158.38904998     3.35516e-17     
4163.91295204     2.17519e-17     
4169.43685411     3.31314e-17     
4174.96075617     3.40255e-17     
4180.48465824     3.50608e-17     
4186.0085603      3.04292e-17     
4191.53246237     3.63532e-17     
4197.05636443     3.23227e-17     
4202.5802665      2.18172e-17     
4208.10416856     3.71557e-17     
4213.62807063     4.34457e-17     
4219.15197269     3.78435e-17     
