   Wavelength                Flux           Variance
3287.17488789   6.56931815178e-18  2.20570168774e-32
3289.54658695  -9.43258225709e-17   2.0361999331e-32
  3291.918286  -1.05939541627e-16  2.02884215912e-32
3294.28998505   2.01980121512e-16  2.19255162235e-32
3296.66168411   -1.6400516065e-16  2.00448529857e-32
3299.03338316  -9.38020788599e-17  2.07948760283e-32
3301.40508221    5.3302738288e-17  2.04342691634e-32
3303.77678127  -3.23275687099e-18  1.94877235249e-32
3306.14848032  -1.99197645453e-17  1.82217102216e-32
3308.52017937  -4.52386110122e-17  1.72718105512e-32
3310.89187843  -1.27838726221e-16    1.648662968e-32
3313.26357748  -2.00619348575e-16  1.57802257775e-32
3315.63527653   1.82557375699e-16   1.7671234878e-32
3318.00697559   3.70455208665e-17  1.68907477712e-32
3320.37867464  -6.32544065825e-17  1.67538420097e-32
3322.75037369   1.26695082572e-16    1.727593122e-32
3325.12207275   7.25781401374e-17  1.63332961772e-32
 3327.4937718   6.21281161409e-17  1.60707113483e-32
3329.86547085   1.89132884611e-16  1.62201368927e-32
3332.23716991   4.78161282183e-17  1.58424708701e-32
3334.60886896   2.63004064643e-16  1.54600609651e-32
3336.98056801   1.83219539985e-16  1.38402090315e-32
3339.35226707  -4.27155270865e-17  1.26353226653e-32
3341.72396612  -4.91918627349e-17  1.23370661051e-32
3344.09566517   2.00340446311e-16  1.35917313031e-32
3346.46736423  -6.60249314362e-17  1.18280141798e-32
3348.83906328  -2.98650861208e-16  1.08947244143e-32
3351.21076233   1.59348799204e-16  1.30407201612e-32
3353.58246139   3.56824477957e-17  1.26831218982e-32
3355.95416044   3.67973031106e-17  1.32526472849e-32
3358.32585949   1.14285791082e-16  1.29563972008e-32
3360.69755855   1.64252649298e-17  1.23060955992e-32
 3363.0692576  -3.11609997911e-17  1.14795618641e-32
3365.44095665   4.47154640295e-17  1.15426875378e-32
3367.81265571   2.43076269201e-16  1.22791398845e-32
3370.18435476  -8.88887088704e-17  1.01332378605e-32
3372.55605381  -1.37109749623e-16  9.78246685967e-33
3374.92775286   7.39934909118e-17  1.05366225463e-32
3377.29945192    1.1377690089e-16  1.03343167954e-32
3379.67115097   5.62847475737e-17  1.01066093143e-32
3382.04285002    5.7333976865e-17  1.02142811797e-32
3384.41454908  -2.41219795762e-17  9.34952121575e-33
3386.78624813   6.54876463179e-17  9.82191060116e-33
3389.15794718   3.49761309202e-17  9.94345488384e-33
3391.52964624    1.0436292391e-16   1.0189513689e-32
3393.90134529   8.91869378536e-17  9.86719221052e-33
3396.27304434   1.66092588828e-16  9.91086356374e-33
 3398.6447434   1.01501870105e-17  8.85512056194e-33
3401.01644245   9.37836282287e-17  9.05816982358e-33
 3403.3881415   3.33599431025e-17  9.00024225523e-33
3405.75984056   8.23794553604e-17  8.64621667206e-33
3408.13153961   2.07558027571e-16  9.02166299377e-33
3410.50323866  -3.34189823245e-18  8.05516440831e-33
3412.87493772   1.05483761649e-16  8.03921471906e-33
3415.24663677   1.32217433637e-16  8.16856121538e-33
3417.61833582   5.76085770005e-17  7.89750605975e-33
3419.99003488   2.32322723135e-16  8.41107618791e-33
3422.36173393   1.92959546742e-16  8.00909900089e-33
3424.73343298   1.45171466384e-16  7.98068065716e-33
3427.10513204   1.23332684605e-16  8.03172662345e-33
3429.47683109   9.81972087734e-17  8.13928774471e-33
3431.84853014   1.28958202528e-16  7.85318225676e-33
 3434.2202292   4.96375195731e-17  7.68955264157e-33
3436.59192825   1.63433772303e-16  7.90131737601e-33
 3438.9636273   4.09900368363e-17  7.50425551418e-33
3441.33532636   1.08955966034e-16  7.60759840917e-33
3443.70702541   6.45984483223e-17  7.42430677499e-33
3446.07872446  -9.88983856669e-17  6.77949201668e-33
3448.45042352   1.01392344049e-16  7.34481572526e-33
3450.82212257   1.45715139917e-16  7.22875832826e-33
3453.19382162   5.32953507504e-17  6.66933589213e-33
3455.56552068   1.60327812134e-17   6.6376283127e-33
3457.93721973   2.08304642396e-17  6.58274326782e-33
3460.30891878  -2.52794145514e-17  6.30941432164e-33
3462.68061784   3.75009345748e-17  6.54619665089e-33
3465.05231689   1.01204438791e-17  6.52314058557e-33
3467.42401594  -1.82267774402e-17  6.69575539891e-33
  3469.795715   1.64659654682e-16  7.10597198462e-33
3472.16741405   1.97063165179e-16  6.87364718242e-33
 3474.5391131   1.41417876776e-16  6.52573378787e-33
3476.91081216   1.56614070608e-16  6.85591477624e-33
3479.28251121    3.5384591974e-17  6.42796218708e-33
3481.65421026   7.38154425467e-17  6.29604288391e-33
3484.02590932   1.06751371418e-16   6.3135430217e-33
3486.39760837   1.36903818446e-16  6.50697210171e-33
3488.76930742   2.15249216795e-16  6.75976532178e-33
3491.14100648    1.2228939202e-16  6.09859912016e-33
3493.51270553   9.95286907917e-17   6.0055980971e-33
3495.88440458   5.81218654682e-17  5.72140745058e-33
3498.25610364   1.68353125565e-16   6.0414426775e-33
3500.62780269    1.2488164713e-16  5.89434804012e-33
3502.99950174   5.91214927229e-17  5.40924742493e-33
 3505.3712008   1.31888728826e-16  5.43982586632e-33
3507.74289985   1.44523251158e-16  5.38972774738e-33
 3510.1145989   1.74534318329e-16  5.45117606906e-33
3512.48629796   2.09053132464e-16  5.40916000414e-33
3514.85799701   2.23013614194e-16   5.6671975334e-33
3517.22969606   1.47505725255e-16   5.3707765495e-33
3519.60139512   1.54344695189e-16  5.37681237115e-33
3521.97309417   1.66242701818e-16  5.30882217447e-33
3524.34479322    2.2260033178e-16  5.39628758845e-33
3526.71649228   1.14296504508e-16  5.21491637721e-33
3529.08819133   2.52783145896e-17  5.13529674905e-33
3531.45989038   4.45445440087e-17  5.24745047515e-33
3533.83158944   1.40712255878e-16  5.49966783995e-33
3536.20328849   2.00416271831e-16   5.7103141181e-33
3538.57498754   2.07370670358e-16   5.6629479915e-33
 3540.9466866    1.5152414969e-16  5.66517530489e-33
3543.31838565   7.10014969569e-17   5.5400365044e-33
 3545.6900847   1.21546726086e-16  5.51004983059e-33
3548.06178376   1.92182640795e-16  5.68238345637e-33
3550.43348281   1.55215541981e-16  5.38008740417e-33
3552.80518186   1.32467126514e-16  5.36296739209e-33
3555.17688092   8.89173124305e-17  5.10722938897e-33
3557.54857997   1.82911142033e-16  5.28237645275e-33
3559.92027902   2.22680533605e-16  5.21052737076e-33
3562.29197808   9.52814914126e-17  4.79399291489e-33
3564.66367713   1.64756693495e-16  4.97056818682e-33
3567.03537618   2.61817506797e-16  5.07008332857e-33
3569.40707524   3.42180260258e-16  5.26780556871e-33
3571.77877429   2.77421514194e-16  5.08940001425e-33
3574.15047334   2.44492966767e-16  4.94729175759e-33
 3576.5221724   1.36682156873e-16  4.49277812735e-33
3578.89387145   1.88263857609e-16  4.45905806172e-33
 3581.2655705   2.33998935316e-16   4.5971409476e-33
3583.63726956   1.32556144583e-16  4.28391006503e-33
3586.00896861   1.45040723706e-16  4.36793728518e-33
3588.38066766   2.51789606892e-16  4.64377027845e-33
3590.75236672    2.5008604929e-16  4.55038082895e-33
3593.12406577    1.7067420365e-16   4.2923108114e-33
3595.49576482   2.58226721815e-16   4.5228395162e-33
3597.86746388   2.51063488122e-16  4.51871609966e-33
3600.23916293   1.40306139147e-16   4.2523287292e-33
3602.61086198   3.04000202169e-16  4.58432715148e-33
3604.98256104   2.80523522312e-16  4.48069325321e-33
3607.35426009   1.38218097478e-16  4.20479121825e-33
3609.72595914   2.68188075039e-16    4.561889734e-33
 3612.0976582   3.64690984753e-16  4.65685389101e-33
3614.46935725   3.77371697444e-16  4.70275489071e-33
 3616.8410563     3.928622049e-16  4.67934250796e-33
3619.21275536   3.18459859652e-16  4.48296894038e-33
3621.58445441   2.15329872419e-16  4.23921791832e-33
3623.95615346   2.83512340608e-16  4.63706029277e-33
3626.32785252   2.16013148331e-16  4.38463738243e-33
3628.69955157   1.93911644543e-16  4.20297687992e-33
3631.07125062   2.94629126712e-16  4.23084313852e-33
3633.44294968   2.92089871758e-16  4.25940549679e-33
3635.81464873   3.24807307749e-16  4.19800715392e-33
3638.18634778   2.76259297248e-16  4.11736143989e-33
3640.55804684   2.58198297973e-16  3.98137533697e-33
3642.92974589    2.8199919444e-16    3.929880242e-33
3645.30144494   2.98428751715e-16  3.98017096796e-33
  3647.673144    3.7425138811e-16  4.10113140039e-33
3650.04484305    3.2111654969e-16  4.02855139178e-33
 3652.4165421   3.18119663659e-16   3.8753376198e-33
3654.78824116   3.27379639721e-16  3.85881802717e-33
3657.15994021   3.42104529829e-16  3.87882869568e-33
3659.53163926   4.50137300748e-16   4.0603940778e-33
3661.90333832   3.79986107501e-16  3.86100120503e-33
3664.27503737   4.15137819508e-16  3.92336502055e-33
3666.64673642   3.93421241423e-16  3.89754502215e-33
3669.01843548   4.20181877155e-16  3.94899999568e-33
3671.39013453   4.54711487129e-16  3.95418868681e-33
3673.76183358   5.10781864056e-16  4.05398973941e-33
3676.13353264   4.94649892689e-16  4.10181455505e-33
3678.50523169   4.81729528961e-16  4.02480286188e-33
3680.87693074   4.32068156451e-16  3.85116466719e-33
 3683.2486298   3.56974077836e-16  3.68366527159e-33
3685.62032885   4.87032159866e-16  4.03858887398e-33
 3687.9920279   5.12863263438e-16  4.09384954234e-33
3690.36372696   5.01301151318e-16  4.07456327731e-33
3692.73542601   4.06794043368e-16  3.89597390953e-33
3695.10712506   4.45179489452e-16  3.87489684816e-33
3697.47882412   5.33588289113e-16  4.04058609372e-33
3699.85052317   5.59311550025e-16  4.08245645955e-33
3702.22222222   5.48701037972e-16  4.09934597518e-33
3704.59392128   4.95093488171e-16  3.96809234961e-33
3706.96562033   4.27010647798e-16   3.7147668447e-33
3709.33731938   3.87172719733e-16  3.61953854538e-33
3711.70901844   4.49304224223e-16  3.78903163118e-33
3714.08071749   4.27496590326e-16  3.76406613808e-33
3716.45241654   3.60917121445e-16  3.64851911576e-33
 3718.8241156   3.20454751621e-16  3.55267288465e-33
3721.19581465    3.7612785004e-16  3.58240463976e-33
 3723.5675137   3.84737969907e-16  3.58037539961e-33
3725.93921276   4.16788156051e-16  3.70523382076e-33
3728.31091181   3.75141002186e-16  3.52084627148e-33
3730.68261086    2.7309457878e-16  3.29168336313e-33
3733.05430992   2.32970766379e-16  3.17247075761e-33
3735.42600897   3.23422397606e-16   3.2116734894e-33
3737.79770802   3.41385287424e-16  3.28110640416e-33
3740.16940708   3.93951687042e-16  3.36938395825e-33
3742.54110613   3.29095494348e-16  3.16208079773e-33
3744.91280518   3.13476489727e-16  3.03549933192e-33
3747.28450424   2.87181713493e-16  3.00710383505e-33
3749.65620329   3.00078062327e-16  3.06000965414e-33
3752.02790234   3.36752633454e-16   3.1394263854e-33
 3754.3996014   2.97282017082e-16  3.07126341273e-33
3756.77130045   3.00969607772e-16  3.04764301132e-33
 3759.1429995    3.3977684547e-16  3.06183320595e-33
3761.51469856   3.46800323989e-16  3.09455861373e-33
3763.88639761   3.44406411483e-16  3.07859912769e-33
3766.25809666   3.91725779732e-16  3.10349643095e-33
3768.62979571   3.54208359857e-16  3.03313592411e-33
3771.00149477   2.52776390871e-16  2.80227649714e-33
3773.37319382   2.16010340353e-16  2.68304137397e-33
3775.74489287   2.39347712875e-16  2.65966127094e-33
3778.11659193   2.58455976155e-16  2.64601899734e-33
3780.48829098   2.74994156535e-16  2.67864879977e-33
3782.85999003   2.65902380127e-16  2.63102333701e-33
3785.23168909   2.93851018861e-16  2.69222317697e-33
3787.60338814   2.35941042485e-16  2.65360403139e-33
3789.97508719   2.19450459585e-16  2.51876871506e-33
3792.34678625   2.57318183551e-16  2.57118409084e-33
 3794.7184853   2.11288974507e-16  2.48055932545e-33
3797.09018435   1.81451126226e-16  2.37280806061e-33
3799.46188341   2.30790082659e-16  2.46813623712e-33
3801.83358246   3.18639043807e-16  2.66822203019e-33
3804.20528151   3.08111629737e-16   2.5692334506e-33
3806.57698057   2.77347967927e-16  2.55927130497e-33
3808.94867962   2.20532216586e-16  2.46477074401e-33
3811.32037867   2.30300671311e-16   2.4344829358e-33
