#PI: Shappee 
#OBJECT: SN 2011fe 
#JD: 2456413.94863 
#TELESCOPE: The Large Binocular Telescope 
#INSTRUMENT: Multi-Object Double Spectrograph 
# 
#Angstrom    Flux(erg/s/cm**2/Angstrom) 
3601.9 9.7772023e-18 
3611.8 5.6250361e-18 
3621.8 2.4664763e-18 
3631.8 9.9299359e-19 
3641.8 5.6394762e-18 
3651.8 1.2322283e-17 
3661.8 1.7195843e-17 
3671.8 1.8098197e-17 
3681.8 1.4013239e-17 
3691.8 9.7198689e-18 
3701.8 8.0881903e-18 
3711.8 7.4051198e-18 
3721.8 8.7112484e-18 
3731.7 8.2485148e-18 
3741.7 7.7741974e-18 
3751.7 2.0556196e-18 
3761.7 1.9445919e-18 
3771.7 3.5415643e-19 
3781.7 3.7122843e-18 
3791.7 3.4508539e-18 
3801.7 3.4313267e-18 
3811.7 2.0474395e-18 
3821.7 1.2386692e-19 
3831.7 1.4186115e-18 
3841.7 8.4952673e-19 
3851.7 1.8503127e-18 
3861.6 4.2843339e-18 
3871.6 4.1612548e-18 
3881.6 3.1734417e-18 
3891.6 1.4412001e-18 
3901.6 3.8318974e-18 
3911.6 5.2116123e-18 
3921.6 7.2335551e-18 
3931.6 7.1632561e-18 
3941.6 7.0135144e-18 
3951.6 8.9244601e-18 
3961.6 9.2122184e-18 
3971.6 8.763493e-18 
3981.5 1.1375119e-17 
3991.5 1.179081e-17 
4001.5 1.3290326e-17 
4011.5 1.2763165e-17 
4021.5 1.2323961e-17 
4031.5 1.5163307e-17 
4041.5 1.3105306e-17 
4051.5 1.1157332e-17 
4061.5 8.9619745e-18 
4071.5 8.1223588e-18 
4081.5 6.6797724e-18 
4091.5 5.5272092e-18 
4101.5 6.5319456e-18 
4111.4 5.9331831e-18 
4121.4 6.8522397e-18 
4131.4 7.5991114e-18 
4141.4 6.2894817e-18 
4151.4 7.27612e-18 
4161.4 9.2183999e-18 
4171.4 1.1137977e-17 
4181.4 1.3812524e-17 
4191.4 1.5612442e-17 
4201.4 1.6740172e-17 
4211.4 1.7264051e-17 
4221.4 1.8737166e-17 
4231.3 1.7712401e-17 
4241.3 1.7345314e-17 
4251.3 1.80406e-17 
4261.3 1.7898768e-17 
4271.3 1.7557335e-17 
4281.3 1.8873402e-17 
4291.3 2.103023e-17 
4301.3 2.1231755e-17 
4311.3 2.2515771e-17 
4321.3 2.4861812e-17 
4331.3 2.5795344e-17 
4341.3 2.8101988e-17 
4351.3 3.0293576e-17 
4361.2 3.26165e-17 
4371.2 3.4143045e-17 
4381.2 3.4562074e-17 
4391.2 3.3327705e-17 
4401.2 3.3008514e-17 
4411.2 3.3340025e-17 
4421.2 3.3048246e-17 
4431.2 3.3108224e-17 
4441.2 3.2366717e-17 
4451.2 3.1390869e-17 
4461.2 2.9715529e-17 
4471.2 2.7581134e-17 
4481.1 2.430234e-17 
4491.1 2.2254555e-17 
4501.1 1.9344932e-17 
4511.1 1.8098004e-17 
4521.1 1.652798e-17 
4531.1 1.5125918e-17 
4541.1 1.446522e-17 
4551.1 1.3520266e-17 
4561.1 1.2487596e-17 
4571.1 1.2999158e-17 
4581.1 1.150792e-17 
4591.1 1.033857e-17 
4601.1 9.9238033e-18 
4611.0 9.1711898e-18 
4621.0 9.9046034e-18 
4631.0 1.0838227e-17 
4641.0 1.0493435e-17 
4651.0 9.3280127e-18 
4661.0 9.0259137e-18 
4671.0 7.9740222e-18 
4681.0 8.6842093e-18 
4691.0 8.1166385e-18 
4701.0 8.1752067e-18 
4711.0 8.5133041e-18 
4721.0 9.2989568e-18 
4730.9 7.876243e-18 
4740.9 6.5833715e-18 
4750.9 9.5306757e-18 
4760.9 9.0707979e-18 
4770.9 9.2113653e-18 
4780.9 8.7549812e-18 
4790.9 9.5926781e-18 
4800.9 9.7271091e-18 
4810.9 1.0255142e-17 
4820.9 1.0263758e-17 
4830.9 1.0148296e-17 
4840.9 1.0005756e-17 
4850.8 9.9749787e-18 
4860.8 1.1283246e-17 
4870.8 1.0659351e-17 
4880.8 1.1914824e-17 
4890.8 1.1887672e-17 
4900.8 1.1737763e-17 
4910.8 1.2627086e-17 
4920.8 1.2986952e-17 
4930.8 1.3319997e-17 
4940.8 1.387867e-17 
