@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.536
@SPECTRUM spectrum_05D4ek_999.dat
@SN-NAME 05D4ek
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.080
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.090            0.00958        0.00505
       4273.090            0.00341        0.00417
       4288.090            0.00523        0.00344
       4303.090            0.00117        0.00290
       4318.090            0.00583        0.00271
       4333.090            0.00732        0.00243
       4348.090            0.00035        0.00227
       4363.090            0.00543        0.00213
       4378.090            0.00265        0.00198
       4393.090            0.00718        0.00187
       4408.090            0.00528        0.00188
       4423.090            0.00032        0.00183
       4438.090            0.00340        0.00174
       4453.090            0.00534        0.00167
       4468.090            0.00253        0.00162
       4483.090            0.00430        0.00160
       4498.090            0.00356        0.00157
       4513.090            0.00432        0.00157
       4528.090            0.00465        0.00153
       4543.090            0.00248        0.00153
       4558.090            0.00331        0.00148
       4573.090            0.00297        0.00148
       4588.090            0.00625        0.00146
       4603.090            0.00510        0.00142
       4618.090            0.00430        0.00142
       4633.090            0.00446        0.00140
       4648.090            0.00582        0.00137
       4663.090            0.00420        0.00138
       4678.090            0.00225        0.00136
       4693.090            0.00670        0.00147
       4708.090            0.00701        0.00132
       4723.090            0.00583        0.00132
       4738.090            0.00166        0.00130
       4753.090            0.00621        0.00130
       4768.090            0.00645        0.00129
       4783.090            0.00488        0.00129
       4798.090            0.00393        0.00128
       4813.090            0.00630        0.00130
       4828.090            0.00501        0.00130
       4843.090            0.00731        0.00140
       4858.090            0.00656        0.00123
       4873.090            0.00388        0.00122
       4888.090            0.00348        0.00124
       4903.090            0.00359        0.00124
       4918.090            0.00364        0.00120
       4933.090            0.00370        0.00121
       4948.090            0.00463        0.00133
       4963.090            0.00686        0.00120
       4978.090            0.00533        0.00119
       4993.090            0.00404        0.00118
       5008.090            0.00530        0.00117
       5023.090            0.00419        0.00116
       5038.090            0.00595        0.00114
       5053.090            0.00522        0.00126
       5068.090            0.00579        0.00114
       5083.090            0.00454        0.00113
       5098.090            0.00535        0.00113
       5113.090            0.00375        0.00114
       5128.090            0.00575        0.00123
       5143.090            0.00557        0.00113
       5158.090            0.00651        0.00113
       5173.090            0.00399        0.00109
       5188.090            0.00616        0.00112
       5203.090            0.00793        0.00127
       5218.090            0.00570        0.00113
       5233.090            0.00916        0.00113
       5248.090            0.00612        0.00114
       5263.090            0.00934        0.00110
       5278.090            0.00705        0.00123
       5293.090            0.00695        0.00112
       5308.090            0.00955        0.00113
       5323.090            0.01019        0.00114
       5338.090            0.00776        0.00124
       5353.090            0.01002        0.00112
       5368.090            0.01215        0.00111
       5383.090            0.01114        0.00110
       5398.090            0.01257        0.00119
       5413.090            0.01378        0.00109
       5428.090            0.01633        0.00110
       5443.090            0.01476        0.00111
       5458.090            0.01831        0.00122
       5473.090            0.01852        0.00111
       5488.090            0.01832        0.00111
       5503.090            0.01775        0.00112
       5518.090            0.01937        0.00123
       5533.090            0.01974        0.00112
       5548.090            0.01945        0.00116
       5563.090            0.01810        0.00128
       5578.090            0.02177        0.00250
       5593.090            0.01605        0.00117
       5608.090            0.01396        0.00116
       5623.090            0.01308        0.00127
       5638.090            0.01277        0.00114
       5653.090            0.00723        0.00114
       5668.090            0.00842        0.00126
       5683.090            0.00834        0.00116
       5698.090            0.00646        0.00117
       5713.090            0.00720        0.00127
       5728.090            0.00640        0.00117
       5743.090            0.00848        0.00116
       5758.090            0.00629        0.00115
       5773.090            0.00752        0.00128
       5788.090            0.00723        0.00115
       5803.090            0.00954        0.00117
       5818.090            0.01014        0.00129
       5833.090            0.01372        0.00118
       5848.090            0.01180        0.00117
       5863.090            0.01274        0.00140
       5878.090            0.01132        0.00136
       5893.090            0.01447        0.00209
       5908.090            0.01356        0.00149
       5923.090            0.01605        0.00133
       5938.090            0.01837        0.00133
       5953.090            0.02008        0.00145
       5968.090            0.02215        0.00127
       5983.090            0.02298        0.00124
       5998.090            0.02602        0.00135
       6013.090            0.02341        0.00118
       6028.090            0.02237        0.00117
       6043.090            0.02066        0.00128
       6058.090            0.02376        0.00114
       6073.090            0.02550        0.00125
       6088.090            0.02386        0.00113
       6103.090            0.02415        0.00113
       6118.090            0.02132        0.00123
       6133.090            0.01978        0.00113
       6148.090            0.01844        0.00116
       6163.090            0.01890        0.00126
       6178.090            0.01937        0.00116
       6193.090            0.01689        0.00113
       6208.090            0.02259        0.00126
       6223.090            0.02254        0.00117
       6238.090            0.02313        0.00151
       6253.090            0.02459        0.00126
       6268.090            0.02375        0.00128
       6283.090            0.02448        0.00140
       6298.090            0.02284        0.00189
       6313.090            0.02324        0.00133
       6328.090            0.02362        0.00143
       6343.090            0.02305        0.00117
       6358.090            0.02023        0.00154
       6373.090            0.01951        0.00126
       6388.090            0.02034        0.00115
       6403.090            0.01894        0.00119
       6418.090            0.02166        0.00110
       6433.090            0.02034        0.00117
       6448.090            0.01983        0.00109
       6463.090            0.01935        0.00127
       6478.090            0.01679        0.00129
       6493.090            0.01707        0.00118
       6508.090            0.01925        0.00132
       6523.090            0.01646        0.00115
       6538.090            0.01505        0.00122
       6553.090            0.01545        0.00142
       6568.090            0.01502        0.00119
       6583.090            0.01282        0.00127
       6598.090            0.01293        0.00112
       6613.090            0.01232        0.00107
       6628.090            0.01126        0.00118
       6643.090            0.01073        0.00106
       6658.090            0.01412        0.00115
       6673.090            0.01257        0.00105
       6688.090            0.01137        0.00115
       6703.090            0.01359        0.00106
       6718.090            0.01382        0.00105
       6733.090            0.01553        0.00115
       6748.090            0.01560        0.00105
       6763.090            0.01399        0.00113
       6778.090            0.01389        0.00104
       6793.090            0.01503        0.00104
       6808.090            0.01577        0.00115
       6823.090            0.01530        0.00124
       6838.090            0.01467        0.00156
       6853.090            0.01673        0.00118
       6868.090            0.02011        0.00184
       6883.090            0.01965        0.00136
       6898.090            0.01646        0.00134
       6913.090            0.01772        0.00151
       6928.090            0.01844        0.00133
       6943.090            0.02001        0.00151
       6958.090            0.02105        0.00124
       6973.090            0.02173        0.00139
       6988.090            0.01876        0.00125
       7003.090            0.01869        0.00128
       7018.090            0.01797        0.00113
       7033.090            0.01769        0.00107
       7048.090            0.02022        0.00130
       7063.090            0.01736        0.00112
       7078.090            0.01857        0.00124
       7093.090            0.01904        0.00111
       7108.090            0.01694        0.00117
       7123.090            0.01759        0.00109
       7138.090            0.01656        0.00125
       7153.090            0.01427        0.00115
       7168.090            0.01404        0.00123
       7183.090            0.01147        0.00144
       7198.090            0.01227        0.00128
       7213.090            0.01128        0.00128
       7228.090            0.01256        0.00128
       7243.090            0.01467        0.00269
       7258.090            0.01444        0.00154
       7273.090            0.01626        0.00208
       7288.090            0.01522        0.00189
       7303.090            0.01290        0.00166
       7318.090            0.01118        0.00226
       7333.090            0.01310        0.00182
       7348.090            0.01188        0.00188
       7363.090            0.00992        0.00179
       7378.090            0.01371        0.00162
       7393.090            0.01395        0.00157
       7408.090            0.01214        0.00165
       7423.090            0.01035        0.00130
       7438.090            0.00925        0.00167
       7453.090            0.00792        0.00127
       7468.090            0.00962        0.00157
       7483.090            0.00984        0.00186
       7498.090            0.00865        0.00131
       7513.090            0.00603        0.00147
       7528.090            0.00530        0.00186
       7543.090            0.01043        0.00146
       7558.090            0.01129        0.00142
       7573.090            0.01167        0.00196
       7588.090            0.00998        0.00165
       7603.090            0.00993        0.00397
       7618.090            0.00800        0.00262
       7633.090            0.01610        0.00284
       7648.090            0.01164        0.00193
       7663.090            0.01250        0.00172
       7678.090            0.01222        0.00156
       7693.090            0.00767        0.00146
       7708.090            0.01095        0.00217
       7723.090            0.00902        0.00216
       7738.090            0.01130        0.00172
       7753.090            0.01353        0.00256
       7768.090            0.00978        0.00215
       7783.090            0.01367        0.00206
       7798.090            0.01393        0.00248
       7813.090            0.01308        0.00219
       7828.090            0.01540        0.00218
       7843.090            0.01672        0.00205
       7858.090            0.01472        0.00306
       7873.090            0.01317        0.00242
       7888.090            0.01420        0.00254
       7903.090            0.01266        0.00191
       7918.090            0.01763        0.00300
       7933.090            0.01623        0.00227
       7948.090            0.01219        0.00192
       7963.090            0.01471        0.00289
       7978.090            0.00994        0.00228
       7993.090            0.02241        0.00316
       8008.090            0.01374        0.00193
       8023.090            0.00776        0.00283
       8038.090            0.01315        0.00180
       8053.090            0.01264        0.00220
       8068.090            0.01465        0.00192
       8083.090            0.01160        0.00183
       8098.090            0.00966        0.00185
       8113.090            0.00790        0.00191
       8128.090            0.00911        0.00173
       8143.090            0.01411        0.00217
       8158.090            0.01010        0.00195
       8173.090            0.01089        0.00211
       8188.090            0.00917        0.00196
       8203.090            0.00924        0.00183
       8218.090            0.01127        0.00208
       8233.090            0.01203        0.00206
       8248.090            0.00847        0.00207
       8263.090            0.01057        0.00189
       8278.090            0.01012        0.00328
       8293.090            0.01291        0.00393
       8308.090            0.01268        0.00322
       8323.090            0.00900        0.00212
       8338.090            0.00651        0.00316
       8353.090            0.01096        0.00377
       8368.090            0.01098        0.00265
       8383.090            0.00442        0.00274
       8398.090            0.00975        0.00422
       8413.090            0.01720        0.00309
       8428.090            0.00620        0.00424
       8443.090            0.00695        0.00271
       8458.090            0.00673        0.00354
       8473.090            0.00817        0.00277
       8488.090            0.00974        0.00256
       8503.090            0.00929        0.00312
       8518.090            0.00895        0.00245
