# SIMPLE  =                    T / conforms to FITS standard                      
# BITPIX  =                    8 / array data type                                
# NAXIS   =                    0 / number of array dimensions                     
# EXTEND  =                    T                                                  
# VERSPYT = '3.11.7  '           / Python version                                 
# VERSNPY = '1.26.4  '           / Numpy version                                  
# VERSSCI = '1.12.0  '           / Scipy version                                  
# VERSAST = '6.0.0   '           / Astropy version                                
# VERSSKL = '1.4.1.post1'        / Scikit-learn version                           
# VERSPYP = '1.17.0  '           / PypeIt version                                 
# DATE    = '2025-02-26'         / UTC date created                               
# RA      =    67.41216666666665                                                  
# DEC     =    42.27538055555556                                                  
# TARGET  = 'GOTO25ask'                                                           
# DISPNAME= 'blue    '                                                            
# DECKER  = 'slit    '                                                            
# BINNING = '1,1     '                                                            
# MJD     =         60731.838517                                                  
# DATETIME= '2025-02-25T20:07:27.869' / Date and time of the observation in ISOT f
# AIRMASS =             1.043929                                                  
# EXPTIME =                900.0                                                  
# FILENAME= 'v_e_20250225_20_1_0_9.fits.gz'                                       
# INSTRUME= 'SPRAT   '                                                            
# DETECTOR= 'E2V CCD30-11 10333-02-26'                                            
# DATE-OBS= '2025-02-25T20:07:27.826'                                             
# CONFNAME= 'user_def_config'                                                     
# FOVTYPE = 'slit    '                                                            
# CCDXBIN =                    1                                                  
# CCDYBIN =                    1                                                  
# PYPELINE= 'MultiSlit'                                                           
# PYP_SPEC= 'lt_sprat'                                                            
# TELESCOP= 'LT      '                                                            
# LON-OBS =  -17.879999999999995                                                  
# LAT-OBS =   28.758333333333336                                                  
# ALT-OBS =    2326.999999998442                                                  
# CLBS_DIR= '/home/mpursiai/onedrive-work/work/GOTO_classifications/GOTO-FAST/py&'
# CONTINUE  'peit/20250225/reduced/Calibrations'                                  
# CLBS_ARC= 'Arc_A_0_DET01.fits'                                                  
# HIERARCH CLBS_WAVECALIB = 'WaveCalib_A_0_DET01.fits'                            
# HIERARCH CLBS_BIAS = 'Bias_A_0_DET01.fits'                                      
# HIERARCH CLBS_FLAT = 'Flat_A_0_DET01.fits'                                      
# HIERARCH CLBS_EDGES = 'Edges_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_SLITS = 'Slits_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_TILTIMG = 'Tiltimg_A_0_DET01.fits'                                
# HIERARCH CLBS_TILTS = 'Tilts_A_0_DET01.fits'                                    
# DMODCLS = 'SpecObjs'           / Datamodel class                                
# DMODVER = '1.0.0   '           / Datamodel version                              
# EXT0000 = 'SPAT0121-SLIT0113-DET01'                                             
# NSPEC   =                    1                                                  
# 
#      Lam       Flux        STD
  4000.945  1.429e-15  2.242e-16
  4005.304  7.314e-16  1.971e-16
  4009.664  8.982e-16  1.857e-16
  4014.025  1.364e-15  1.878e-16
  4018.380  5.468e-16  1.637e-16
  4022.743  1.795e-17  1.522e-16
  4027.106  3.139e-16  1.634e-16
  4031.476  8.363e-16  1.744e-16
  4035.844  8.873e-16  1.852e-16
  4040.212  4.599e-16  1.845e-16
  4044.580  7.606e-16  1.930e-16
  4048.949  1.327e-15  2.156e-16
  4053.319  1.155e-15  2.109e-16
  4057.690  9.043e-16  2.000e-16
  4062.063  1.049e-15  1.957e-16
  4066.436  9.975e-16  1.894e-16
  4070.810  1.069e-15  1.850e-16
  4075.185  1.080e-15  1.730e-16
  4079.561  1.623e-15  1.821e-16
  4083.938  9.936e-16  1.578e-16
  4088.316  7.845e-16  1.465e-16
  4092.695  8.670e-16  1.476e-16
  4097.075  9.669e-16  1.448e-16
  4101.456  8.855e-16  1.439e-16
  4105.839  1.035e-15  1.426e-16
  4110.222  1.172e-15  1.420e-16
  4114.606  1.069e-15  1.422e-16
  4118.991  1.064e-15  1.398e-16
  4123.377  1.271e-15  1.426e-16
  4127.765  1.229e-15  1.397e-16
  4132.153  1.362e-15  1.372e-16
  4136.542  9.239e-16  1.275e-16
  4140.932  1.128e-15  1.296e-16
  4145.323  1.252e-15  1.302e-16
  4149.716  1.154e-15  1.240e-16
  4154.109  1.185e-15  1.229e-16
  4158.503  1.485e-15  1.268e-16
  4162.899  1.429e-15  1.229e-16
  4167.295  1.202e-15  1.165e-16
  4171.692  1.181e-15  1.140e-16
  4176.090  1.211e-15  1.116e-16
  4180.490  1.294e-15  1.133e-16
  4184.890  1.327e-15  1.114e-16
  4189.292  1.337e-15  1.092e-16
  4193.694  9.275e-16  1.012e-16
  4198.097  1.202e-15  1.055e-16
  4202.502  1.056e-15  1.027e-16
  4206.907  1.062e-15  1.010e-16
  4211.314  1.131e-15  1.005e-16
  4215.721  1.254e-15  1.026e-16
  4220.130  1.041e-15  9.684e-17
  4224.539  1.384e-15  1.017e-16
  4228.950  1.073e-15  9.561e-17
  4233.361  1.234e-15  9.887e-17
  4237.774  1.253e-15  9.627e-17
  4242.187  1.163e-15  9.541e-17
  4246.602  1.205e-15  9.647e-17
  4251.017  1.206e-15  9.438e-17
  4255.434  1.051e-15  9.260e-17
  4259.852  1.065e-15  9.240e-17
  4264.270  9.946e-16  8.952e-17
  4268.690  1.132e-15  9.099e-17
  4273.111  1.171e-15  9.171e-17
  4277.532  1.027e-15  8.877e-17
  4281.955  1.280e-15  9.113e-17
