# 
# FILTER  = 'clear   '                                                          
# EXPTIME = 1805                                                                
# OBJECT  = '16abc   '                                                          
# TARGNAME= '16abc_S1'                                                          
# ROTPOSN = -25.9997425000                                                      
# DICHNAME= '560     '                                                          
# GRNAME  = '400/3400'                                                          
# GRISNAME= '400/3400'                                                          
# BLUFILT = 'clear   '                                                          
# SLITNAME= 'long_1.0'                                                          
# INSTRUME= 'LRISBLUE'                                                          
# TELESCOP= 'Keck I  '                                                          
# OBSERVER= 'Lunnan, Ho, De'                                                    
# LPIPEVER= '2017.05 ' / LPIPE version number                                   
# ELAPTIME= 1805                                                                
# DATE    = '2017-03-29T12:38:03' / file creation date (YYYY-MM-DDThh:mm:ss UT) 
# UTC     = '12:07:54.97'                                                       
# MJD-OBS = '57841.505497'                                                      
# JD      = 2457842.00550                                                       
# JDMID   = 2457842.02639                                                       
# DATE_BEG= '2017-03-29T12:07:54'                                               
# DATE_END= '2017-03-29T12:37:59'                                               
# AZ      = -121.142203510                                                      
# EL      = 78.9473716600                                                       
# RA      = '13:34:45.49'                                                       
# DEC     = '+13:51:13.9'                                                       
# EQUINOX = 2000.00000000                                                       
# AIRMASS = 1.01883975000                                                       
# SUNELEV = -53.0802631964 / Below horizon                                      
# MOONELEV= -61.6863592352 / Below horizon                                      
# MOONDIST= 158.982792453                                                       
# SLITPA  = 64.0003 / Slit or right chip CCW from North                         
# ROTPPOSN= -82.7004529200                                                      
# BINNING = '2,2     '                                                          
# CAMERA  = 'blue    '                                                          
# FLATTYPE= 'dome    '                                                          
# DICHSEQF= 'raw/b170329_0009.fits' / First file after most recent DICHNAME chan
# DOMEPOSN= 238.904235030                                                       
# LAMPS   = '0,0,0,0,0,0,0,0,0,0'                                               
# WINDOW  = '1,0,0,1024,2048'                                                   
# PANE    = '0,0,4096,4096'                                                     
# NAXIS1  = 2048                                                                
# NAXIS2  = 303                                                                 
# LTV1    = -0.00000000000                                                      
# LTV2    = -1024.00000000                                                      
# XBIN    = 2                                                                   
# YBIN    = 2                                                                   
# PXSCALE = 0.271400000000 / arcsec/pix                                         
# DISPERSN= 2.18000 / Ang/pix                                                   
# SATURATE= 60000                                                               
# CWAVE   = 3600.00 / Expected central wavelength                               
# CWAV    = 3550.80199391                                                       
# DISPAV  = 2.18000                                                             
# YEXTRACT= 66.9352                                                             
# APRAD   = 4.75000                                                             
# APSHARP = 6                                                                   
# NSATURAT= 0                                                                   
# NWAV    = 2048                                                                
# MINWAV  = 1541.28064232                                                       
# MAXWAV  = 5780.69032877                                                       
# WAVORDER= 6                                                                   
# WAVMATCH= 2                                                                   
# WAVRESID= 1.53943814644                                                       
# WAVNUDG = 0.00000000000                                                       
# BAKDISTM= 15.2000                                                             
# BAKDISTP= 17.9000                                                             
# BAKWIDTM= 23.6000                                                             
# BAKWIDTP= 23.7000                                                             
# TRACFILE= 'spredux1d/lsb170329_0104r_16abc.trace'                             
# ARCFILE0= 'spredux1d/fpb170329_0011r_arc.fits'                                
# SOLFILE0= 'spredux1d/fpb170329_0011r_arc.sol'                                 
# ARCFILE = 'spredux1d/fpb170329_0078r_arc.fits'                                
# SOLFILE = 'spredux1d/fpb170329_0078r_arc.sol'                                 
# EXTDATE = '2017-11-28 09:17:20' / UT time 1D spectrum extracted by specextract
# FLUXCAL1= 'elsb170329_0080r_Feige34.spec' /                                     
# FLUXNAM1= 'Feige34 '           /                                                
# FLUXAIR1=              1.09641 /                                                
# END                                                                             
# END
##   wavelen         flux     sky_flux     flux_unc  xpixel    ypixel     response 
   3057.8687 -1.46497e-17  2.31939e-16  2.58098e-17     779    64.443  3.39855e+14 
   3059.8269  1.06043e-17  1.96593e-16  2.45684e-17     780    64.456  3.57205e+14 
   3061.7854 -2.27808e-17  2.07018e-16  2.30530e-17     781    64.469  3.75033e+14 
   3063.7444  1.66836e-17  1.85587e-16  2.26788e-17     782    64.482  3.93353e+14 
   3065.7039  9.44112e-18  1.89107e-16  2.17854e-17     783    64.495  4.12174e+14 
   3067.6636 -1.27834e-17  1.88494e-16  2.04478e-17     784    64.508  4.31508e+14 
   3069.6238 -6.32473e-18  1.79268e-16  1.96776e-17     785    64.521  4.51367e+14 
   3071.5845  3.37446e-18  1.59699e-16  1.87645e-17     786    64.533  4.71764e+14 
   3073.5454  1.60029e-18  1.66694e-16  1.82810e-17     787    64.546  4.92708e+14 
   3075.5068  1.27209e-18  1.57475e-16  1.74521e-17     788    64.559  5.14212e+14 
   3077.4685  1.14823e-17  1.46167e-16  1.68731e-17     789    64.572  5.36284e+14 
   3079.4309 -2.30202e-17  1.61612e-16  1.58627e-17     790    64.584  5.58938e+14 
   3081.3933  8.08835e-19  1.77728e-16  1.63708e-17     791    64.597  5.82175e+14 
   3083.3564  6.90057e-18  1.66079e-16  1.57625e-17     792    64.610  6.06009e+14 
   3085.3198  1.02406e-17  1.68042e-16  1.54390e-17     793    64.622  6.30440e+14 
   3087.2837  1.09086e-18  1.54941e-16  1.44785e-17     794    64.635  6.55474e+14 
   3089.2478  9.74521e-18  1.39603e-16  1.39138e-17     795    64.647  6.81110e+14 
   3091.2124  2.48112e-17  1.18848e-16  1.33941e-17     796    64.660  7.07351e+14 
   3093.1775  2.47878e-17  1.12736e-16  1.28828e-17     797    64.673  7.34194e+14 
   3095.1431 -3.73813e-18  1.16292e-16  1.19201e-17     798    64.685  7.61635e+14 
   3097.1089  3.92510e-18  1.07145e-16  1.15607e-17     799    64.698  7.89663e+14 
   3099.0752 -2.85188e-18  1.09229e-16  1.11360e-17     800    64.710  8.18274e+14 
   3101.0417 -3.75829e-18  1.02168e-16  1.06430e-17     801    64.722  8.47453e+14 
   3103.0088 -1.39975e-17  1.06997e-16  1.02290e-17     802    64.735  8.77189e+14 
   3104.9763 -1.31799e-17  9.36649e-17  9.64250e-18     803    64.747  9.07467e+14 
   3106.9443 -3.80823e-18  9.18104e-17  9.59023e-18     804    64.759  9.38270e+14 
   3108.9126  7.27771e-18  9.90371e-17  9.80828e-18     805    64.772  9.69575e+14 
   3110.8813  6.90057e-18  9.74335e-17  9.53067e-18     806    64.784  1.00136e+15 
   3112.8506  8.45757e-18  7.74018e-17  8.85758e-18     807    64.796  1.03361e+15 
   3114.8203 -1.16584e-18  7.74100e-17  8.40814e-18     808    64.809  1.06629e+15 
   3116.7903 -3.69939e-18  8.34612e-17  8.30339e-18     809    64.821  1.09938e+15 
   3118.7605  1.42731e-17  6.70217e-17  8.15586e-18     810    64.833  1.13285e+15 
   3120.7314  1.90701e-17  7.31611e-17  8.24486e-18     811    64.845  1.16667e+15 
   3122.7029  8.42207e-18  7.07445e-17  7.75580e-18     812    64.857  1.20081e+15 
   3124.6746 -8.08138e-18  7.27554e-17  7.22867e-18     813    64.869  1.23524e+15 
   3126.6465 -6.19087e-18  7.02709e-17  7.06151e-18     814    64.882  1.26993e+15 
   3128.6191  1.03204e-18  6.57889e-17  6.98627e-18     815    64.894  1.30485e+15 
   3130.5920 -8.76319e-19  7.10415e-17  6.93104e-18     816    64.906  1.33996e+15 
   3132.5654  1.65916e-17  6.83081e-17  7.15237e-18     817    64.918  1.37524e+15 
   3134.5393 -2.07785e-18  7.36600e-17  6.70514e-18     818    64.930  1.41066e+15 
   3136.5137  1.92430e-18  7.59278e-17  6.73351e-18     819    64.942  1.44618e+15 
   3138.4883  1.37629e-17  6.93808e-17  6.73939e-18     820    64.954  1.48178e+15 
   3140.4634  7.31139e-19  8.56971e-17  6.70104e-18     821    64.965  1.51743e+15 
   3142.4390 -5.86421e-18  1.18528e-16  7.15919e-18     822    64.977  1.55310e+15 
   3144.4148  5.88681e-18  1.26260e-16  7.44146e-18     823    64.989  1.58876e+15 
   3146.3914 -7.51498e-18  1.33581e-16  7.21580e-18     824    65.001  1.62441e+15 
   3148.3682  1.22247e-17  1.14962e-16  7.13599e-18     825    65.013  1.65999e+15 
   3150.3455  1.40530e-17  1.08680e-16  6.95156e-18     826    65.025  1.69551e+15 
   3152.3230 -2.85343e-18  9.89779e-17  6.31974e-18     827    65.036  1.73094e+15 
   3154.3013 -1.75883e-18  9.09800e-17  6.08733e-18     828    65.048  1.76628e+15 
   3156.2798  2.65582e-18  7.97006e-17  5.85737e-18     829    65.060  1.80149e+15 
   3158.2588  5.34171e-19  7.39432e-17  5.60581e-18     830    65.072  1.83657e+15 
   3160.2383  8.79668e-18  7.01162e-17  5.63027e-18     831    65.083  1.87151e+15 
   3162.2180  2.74160e-18  7.22004e-17  5.47179e-18     832    65.095  1.90631e+15 
   3164.1985  2.28242e-19  7.39088e-17  5.38590e-18     833    65.106  1.94095e+15 
   3166.1792  3.54412e-18  7.52488e-17  5.42166e-18     834    65.118  1.97545e+15 
   3168.1604  7.05436e-19  6.96232e-17  5.17334e-18     835    65.130  2.00978e+15 
   3170.1421  9.92866e-19  7.08649e-17  5.14653e-18     836    65.141  2.04397e+15 
   3172.1240  4.16363e-18  6.22022e-17  4.96664e-18     837    65.153  2.07800e+15 
   3174.1064  3.28587e-18  6.28680e-17  4.90599e-18     838    65.164  2.11189e+15 
   3176.0896 -5.86240e-18  5.85236e-17  4.54292e-18     839    65.176  2.14564e+15 
   3178.0728 -2.79131e-18  5.58973e-17  4.50250e-18     840    65.187  2.17926e+15 
   3180.0566 -2.16508e-18  5.26405e-17  4.39115e-18     841    65.199  2.21277e+15 
   3182.0410 -3.30496e-18  5.16390e-17  4.29267e-18     842    65.210  2.24618e+15 
   3184.0256 -4.29397e-18  5.01214e-17  4.18662e-18     843    65.221  2.27950e+15 
   3186.0107 -5.33090e-18  5.30472e-17  4.18760e-18     844    65.233  2.31274e+15 
   3187.9963 -5.22873e-18  5.11579e-17  4.10176e-18     845    65.244  2.34593e+15 
   3189.9824  2.71094e-18  5.55743e-17  4.34522e-18     846    65.255  2.37908e+15 
   3191.9690 -1.03260e-18  5.24897e-17  4.14875e-18     847    65.267  2.41221e+15 
   3193.9558  8.36875e-19  5.03354e-17  4.10206e-18     848    65.278  2.44534e+15 
   3195.9434  2.03913e-18  5.18783e-17  4.12535e-18     849    65.289  2.47850e+15 
   3197.9312  6.85372e-18  4.91919e-17  4.13445e-18     850    65.300  2.51169e+15 
