@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.470
@SPECTRUM spectrum_04D4jr_650.dat
@SN-NAME 04D4jr
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -5.930
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.420            0.01402        0.00545
       4273.420            0.02082        0.00460
       4288.420            0.01486        0.00376
       4303.420            0.02162        0.00324
       4318.420            0.02176        0.00297
       4333.420            0.01937        0.00266
       4348.420            0.01880        0.00243
       4363.420            0.02145        0.00233
       4378.420            0.02101        0.00216
       4393.420            0.02121        0.00205
       4408.420            0.02296        0.00205
       4423.420            0.02147        0.00200
       4438.420            0.02196        0.00190
       4453.420            0.01925        0.00180
       4468.420            0.02114        0.00174
       4483.420            0.02380        0.00173
       4498.420            0.02764        0.00170
       4513.420            0.02613        0.00169
       4528.420            0.03224        0.00167
       4543.420            0.03337        0.00167
       4558.420            0.03729        0.00163
       4573.420            0.03613        0.00161
       4588.420            0.03831        0.00159
       4603.420            0.03568        0.00155
       4618.420            0.03321        0.00153
       4633.420            0.02861        0.00150
       4648.420            0.02517        0.00149
       4663.420            0.02224        0.00150
       4678.420            0.02141        0.00148
       4693.420            0.02101        0.00160
       4708.420            0.01429        0.00143
       4723.420            0.01895        0.00144
       4738.420            0.01797        0.00141
       4753.420            0.01728        0.00140
       4768.420            0.01672        0.00140
       4783.420            0.01284        0.00141
       4798.420            0.01832        0.00140
       4813.420            0.01628        0.00140
       4828.420            0.01737        0.00141
       4843.420            0.01601        0.00153
       4858.420            0.02137        0.00134
       4873.420            0.01941        0.00133
       4888.420            0.02247        0.00135
       4903.420            0.02083        0.00135
       4918.420            0.01908        0.00131
       4933.420            0.02265        0.00131
       4948.420            0.02573        0.00131
       4963.420            0.02107        0.00143
       4978.420            0.02265        0.00131
       4993.420            0.02258        0.00129
       5008.420            0.02262        0.00127
       5023.420            0.02338        0.00127
       5038.420            0.02711        0.00126
       5053.420            0.02896        0.00137
       5068.420            0.03217        0.00124
       5083.420            0.03347        0.00123
       5098.420            0.03775        0.00123
       5113.420            0.04018        0.00123
       5128.420            0.04231        0.00134
       5143.420            0.04244        0.00124
       5158.420            0.04264        0.00123
       5173.420            0.04407        0.00119
       5188.420            0.04276        0.00125
       5203.420            0.04631        0.00147
       5218.420            0.04175        0.00123
       5233.420            0.04056        0.00123
       5248.420            0.04463        0.00124
       5263.420            0.04774        0.00120
       5278.420            0.04558        0.00134
       5293.420            0.04737        0.00122
       5308.420            0.04684        0.00124
       5323.420            0.04403        0.00126
       5338.420            0.04806        0.00135
       5353.420            0.04765        0.00122
       5368.420            0.04444        0.00121
       5383.420            0.03882        0.00120
       5398.420            0.03466        0.00131
       5413.420            0.03135        0.00119
       5428.420            0.02862        0.00120
       5443.420            0.02591        0.00121
       5458.420            0.02381        0.00133
       5473.420            0.02395        0.00121
       5488.420            0.02130        0.00126
       5503.420            0.02436        0.00124
       5518.420            0.02311        0.00135
       5533.420            0.02432        0.00123
       5548.420            0.02865        0.00127
       5563.420            0.03620        0.00140
       5578.420            0.02631        0.00344
       5593.420            0.03220        0.00129
       5608.420            0.02901        0.00127
       5623.420            0.03084        0.00138
       5638.420            0.03044        0.00125
       5653.420            0.02914        0.00125
       5668.420            0.03363        0.00138
       5683.420            0.03526        0.00126
       5698.420            0.03461        0.00128
       5713.420            0.03692        0.00128
       5728.420            0.03626        0.00141
       5743.420            0.03593        0.00127
       5758.420            0.03924        0.00127
       5773.420            0.04012        0.00139
       5788.420            0.04828        0.00127
       5803.420            0.04546        0.00128
       5818.420            0.05042        0.00141
       5833.420            0.04957        0.00132
       5848.420            0.04918        0.00131
       5863.420            0.04634        0.00153
       5878.420            0.04150        0.00150
       5893.420            0.04203        0.00229
       5908.420            0.04282        0.00161
       5923.420            0.04127        0.00145
       5938.420            0.04632        0.00143
       5953.420            0.04532        0.00157
       5968.420            0.04470        0.00139
       5983.420            0.04377        0.00136
       5998.420            0.04506        0.00147
       6013.420            0.04604        0.00130
       6028.420            0.04778        0.00130
       6043.420            0.04815        0.00141
       6058.420            0.04226        0.00126
       6073.420            0.03925        0.00125
       6088.420            0.03792        0.00136
       6103.420            0.03745        0.00126
       6118.420            0.03581        0.00136
       6133.420            0.03467        0.00125
       6148.420            0.03504        0.00130
       6163.420            0.03626        0.00144
       6178.420            0.03540        0.00127
       6193.420            0.03321        0.00124
       6208.420            0.03245        0.00137
       6223.420            0.02770        0.00129
       6238.420            0.02849        0.00161
       6253.420            0.02769        0.00136
       6268.420            0.02731        0.00138
       6283.420            0.02608        0.00151
       6298.420            0.02578        0.00263
       6313.420            0.02303        0.00149
       6328.420            0.02492        0.00154
       6343.420            0.02252        0.00129
       6358.420            0.02455        0.00191
       6373.420            0.02249        0.00154
       6388.420            0.02651        0.00126
       6403.420            0.02949        0.00131
       6418.420            0.02852        0.00120
       6433.420            0.02854        0.00130
       6448.420            0.03148        0.00121
       6463.420            0.03007        0.00136
       6478.420            0.03199        0.00138
       6493.420            0.03059        0.00128
       6508.420            0.02887        0.00143
       6523.420            0.02577        0.00125
       6538.420            0.02858        0.00132
       6553.420            0.02396        0.00153
       6568.420            0.02838        0.00133
       6583.420            0.02804        0.00138
       6598.420            0.03080        0.00123
       6613.420            0.02908        0.00118
       6628.420            0.03073        0.00131
       6643.420            0.03301        0.00117
       6658.420            0.02919        0.00128
       6673.420            0.03303        0.00117
       6688.420            0.03063        0.00116
       6703.420            0.02849        0.00129
       6718.420            0.03213        0.00116
       6733.420            0.03135        0.00127
       6748.420            0.02898        0.00116
       6763.420            0.02870        0.00125
       6778.420            0.03066        0.00115
       6793.420            0.02913        0.00116
       6808.420            0.03121        0.00128
       6823.420            0.02850        0.00135
       6838.420            0.03054        0.00167
       6853.420            0.02701        0.00129
       6868.420            0.02787        0.00198
       6883.420            0.02600        0.00149
       6898.420            0.02170        0.00146
       6913.420            0.02748        0.00163
       6928.420            0.02322        0.00142
       6943.420            0.02600        0.00160
       6958.420            0.02232        0.00134
       6973.420            0.02257        0.00149
       6988.420            0.02252        0.00141
       7003.420            0.02291        0.00128
       7018.420            0.02523        0.00133
       7033.420            0.02433        0.00118
       7048.420            0.02442        0.00143
       7063.420            0.02286        0.00124
       7078.420            0.02530        0.00137
       7093.420            0.02392        0.00124
       7108.420            0.02333        0.00131
       7123.420            0.02359        0.00122
       7138.420            0.02165        0.00126
       7153.420            0.01964        0.00139
       7168.420            0.02170        0.00138
       7183.420            0.01862        0.00165
       7198.420            0.02095        0.00147
       7213.420            0.02016        0.00143
       7228.420            0.01974        0.00141
       7243.420            0.01715        0.00274
       7258.420            0.01615        0.00166
       7273.420            0.01748        0.00220
       7288.420            0.02047        0.00207
       7303.420            0.01695        0.00177
       7318.420            0.01912        0.00237
       7333.420            0.01592        0.00193
       7348.420            0.01829        0.00201
       7363.420            0.01830        0.00190
       7378.420            0.01701        0.00177
       7393.420            0.02122        0.00169
       7408.420            0.01911        0.00181
       7423.420            0.01596        0.00144
       7438.420            0.02095        0.00183
       7453.420            0.01805        0.00142
       7468.420            0.01913        0.00170
       7483.420            0.02411        0.00200
       7498.420            0.02091        0.00149
       7513.420            0.01895        0.00167
       7528.420            0.02010        0.00197
       7543.420            0.02210        0.00161
       7558.420            0.02209        0.00156
       7573.420            0.02500        0.00206
       7588.420            0.02371        0.00186
       7603.420            0.01848        0.00473
       7618.420            0.02283        0.00323
       7633.420            0.02875        0.00345
       7648.420            0.02350        0.00225
       7663.420            0.02333        0.00191
       7678.420            0.02365        0.00175
       7693.420            0.01855        0.00165
       7708.420            0.02010        0.00235
       7723.420            0.01953        0.00232
       7738.420            0.01618        0.00190
       7753.420            0.01549        0.00268
       7768.420            0.01658        0.00264
       7783.420            0.01559        0.00239
       7798.420            0.01666        0.00263
       7813.420            0.01570        0.00226
       7828.420            0.01635        0.00239
       7843.420            0.01955        0.00216
       7858.420            0.01516        0.00318
       7873.420            0.01728        0.00252
       7888.420            0.01703        0.00270
       7903.420            0.01554        0.00209
       7918.420            0.01341        0.00310
       7933.420            0.01497        0.00243
       7948.420            0.01561        0.00208
       7963.420            0.01477        0.00300
       7978.420            0.01700        0.00241
       7993.420            0.01486        0.00326
       8008.420            0.01637        0.00209
       8023.420            0.01241        0.00293
       8038.420            0.01548        0.00198
       8053.420            0.01255        0.00234
       8068.420            0.01535        0.00207
       8083.420            0.01624        0.00203
       8098.420            0.01532        0.00202
       8113.420            0.01424        0.00208
       8128.420            0.01586        0.00194
       8143.420            0.01584        0.00239
       8158.420            0.01975        0.00222
       8173.420            0.01486        0.00241
       8188.420            0.01399        0.00217
       8203.420            0.01529        0.00226
       8218.420            0.01229        0.00214
       8233.420            0.01504        0.00233
       8248.420            0.01324        0.00232
       8263.420            0.01101        0.00211
       8278.420            0.01079        0.00348
       8293.420            0.01653        0.00407
       8308.420            0.01931        0.00339
       8323.420            0.01405        0.00235
       8338.420            0.02154        0.00346
       8353.420            0.01088        0.00390
       8368.420            0.01246        0.00287
       8383.420            0.01904        0.00291
       8398.420            0.01551        0.00436
       8413.420            0.01861        0.00317
       8428.420            0.00872        0.00443
       8443.420            0.01236        0.00315
       8458.420            0.01522        0.00381
       8473.420            0.01608        0.00301
       8488.420            0.01329        0.00284
       8503.420            0.01807        0.00329
       8518.420            0.01636        0.00276
