@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.763
@SPECTRUM spectrum_05D4cn_952.dat
@SN-NAME 05D4cn
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 4.650
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.710            0.00006        0.00466
       4274.710            0.01001        0.00400
       4289.710            0.00388        0.00326
       4304.710            0.00437        0.00284
       4319.710            0.00258        0.00263
       4334.710            0.00275        0.00238
       4349.710            0.00183        0.00245
       4364.710           -0.00078        0.00214
       4379.710           -0.00027        0.00199
       4394.710            0.00034        0.00190
       4409.710            0.00212        0.00187
       4424.710            0.00356        0.00183
       4439.710            0.00077        0.00177
       4454.710            0.00224        0.00171
       4469.710            0.00080        0.00167
       4484.710            0.00015        0.00165
       4499.710            0.00196        0.00164
       4514.710            0.00046        0.00162
       4529.710            0.00188        0.00159
       4544.710            0.00130        0.00158
       4559.710            0.00048        0.00154
       4574.710            0.00155        0.00153
       4589.710            0.00154        0.00149
       4604.710            0.00250        0.00162
       4619.710            0.00001        0.00148
       4634.710            0.00526        0.00146
       4649.710            0.00116        0.00144
       4664.710           -0.00081        0.00143
       4679.710            0.00244        0.00141
       4694.710           -0.00074        0.00140
       4709.710           -0.00032        0.00138
       4724.710           -0.00060        0.00152
       4739.710            0.00272        0.00137
       4754.710            0.00167        0.00136
       4769.710           -0.00100        0.00135
       4784.710           -0.00002        0.00135
       4799.710            0.00333        0.00135
       4814.710            0.00130        0.00148
       4829.710            0.00204        0.00136
       4844.710            0.00117        0.00133
       4859.710            0.00144        0.00127
       4874.710            0.00123        0.00127
       4889.710           -0.00081        0.00129
       4904.710           -0.00049        0.00142
       4919.710           -0.00284        0.00127
       4934.710            0.00187        0.00128
       4949.710            0.00044        0.00128
       4964.710           -0.00095        0.00126
       4979.710           -0.00014        0.00136
       4994.710            0.00061        0.00124
       5009.710            0.00033        0.00122
       5024.710            0.00236        0.00120
       5039.710            0.00082        0.00120
       5054.710           -0.00140        0.00132
       5069.710            0.00079        0.00121
       5084.710            0.00070        0.00120
       5099.710            0.00051        0.00120
       5114.710            0.00230        0.00131
       5129.710            0.00151        0.00119
       5144.710            0.00165        0.00118
       5159.710            0.00164        0.00117
       5174.710           -0.00010        0.00124
       5189.710            0.00098        0.00120
       5204.710            0.00410        0.00126
       5219.710            0.00364        0.00119
       5234.710            0.00499        0.00130
       5249.710            0.00172        0.00119
       5264.710            0.00122        0.00117
       5279.710            0.00045        0.00117
       5294.710            0.00137        0.00129
       5309.710           -0.00017        0.00118
       5324.710           -0.00166        0.00118
       5339.710            0.00342        0.00117
       5354.710            0.00063        0.00128
       5369.710            0.00070        0.00116
       5384.710            0.00003        0.00115
       5399.710           -0.00017        0.00125
       5414.710            0.00244        0.00114
       5429.710            0.00198        0.00115
       5444.710            0.00169        0.00115
       5459.710            0.00484        0.00127
       5474.710            0.00240        0.00115
       5489.710            0.00058        0.00116
       5504.710            0.00489        0.00127
       5519.710            0.00024        0.00116
       5534.710            0.00311        0.00117
       5549.710            0.00270        0.00132
       5564.710            0.00396        0.00129
       5579.710            0.00456        0.00227
       5594.710            0.00402        0.00131
       5609.710            0.00356        0.00120
       5624.710            0.00334        0.00119
       5639.710            0.00158        0.00129
       5654.710            0.00292        0.00117
       5669.710            0.00149        0.00118
       5684.710            0.00038        0.00132
       5699.710            0.00048        0.00120
       5714.710            0.00255        0.00119
       5729.710            0.00239        0.00131
       5744.710            0.00071        0.00119
       5759.710            0.00163        0.00119
       5774.710            0.00154        0.00130
       5789.710            0.00236        0.00118
       5804.710            0.00091        0.00120
       5819.710            0.00107        0.00132
       5834.710            0.00187        0.00121
       5849.710            0.00233        0.00120
       5864.710            0.00312        0.00143
       5879.710            0.00033        0.00141
       5894.710            0.00232        0.00180
       5909.710            0.00623        0.00147
       5924.710           -0.00068        0.00134
       5939.710            0.00186        0.00144
       5954.710            0.00252        0.00131
       5969.710            0.00152        0.00126
       5984.710            0.00217        0.00137
       5999.710            0.00182        0.00123
       6014.710            0.00408        0.00119
       6029.710            0.00067        0.00130
       6044.710            0.00407        0.00117
       6059.710            0.00236        0.00128
       6074.710            0.00356        0.00116
       6089.710            0.00405        0.00116
       6104.710            0.00281        0.00127
       6119.710            0.00549        0.00114
       6134.710            0.00342        0.00127
       6149.710            0.00606        0.00118
       6164.710            0.00619        0.00116
       6179.710            0.00477        0.00129
       6194.710            0.00781        0.00116
       6209.710            0.00509        0.00118
       6224.710            0.00805        0.00133
       6239.710            0.00942        0.00147
       6254.710            0.00819        0.00143
       6269.710            0.00606        0.00130
       6284.710            0.00564        0.00136
       6299.710            0.00946        0.00326
       6314.710            0.00441        0.00143
       6329.710            0.01026        0.00142
       6344.710            0.00867        0.00120
       6359.710            0.00550        0.00168
       6374.710            0.00909        0.00148
       6389.710            0.00873        0.00117
       6404.710            0.01009        0.00122
       6419.710            0.00814        0.00113
       6434.710            0.00941        0.00121
       6449.710            0.00635        0.00112
       6464.710            0.00667        0.00126
       6479.710            0.00816        0.00129
       6494.710            0.00821        0.00126
       6509.710            0.00698        0.00135
       6524.710            0.00413        0.00119
       6539.710            0.00697        0.00125
       6554.710            0.00858        0.00140
       6569.710            0.00874        0.00121
       6584.710            0.00446        0.00129
       6599.710            0.00638        0.00115
       6614.710            0.00454        0.00122
       6629.710            0.00341        0.00111
       6644.710            0.00553        0.00110
       6659.710            0.00403        0.00120
       6674.710            0.00482        0.00109
       6689.710            0.00250        0.00119
       6704.710            0.00649        0.00110
       6719.710            0.00502        0.00119
       6734.710            0.00743        0.00110
       6749.710            0.00643        0.00109
       6764.710            0.00887        0.00118
       6779.710            0.00619        0.00108
       6794.710            0.00661        0.00119
       6809.710            0.00814        0.00108
       6824.710            0.00831        0.00144
       6839.710            0.01080        0.00142
       6854.710            0.00860        0.00135
       6869.710            0.01038        0.00166
       6884.710            0.01054        0.00136
       6899.710            0.00957        0.00150
       6914.710            0.00674        0.00140
       6929.710            0.00635        0.00147
       6944.710            0.00641        0.00136
       6959.710            0.00505        0.00138
       6974.710            0.00700        0.00127
       6989.710            0.00634        0.00118
       7004.710            0.00996        0.00130
       7019.710            0.00934        0.00114
       7034.710            0.00606        0.00122
       7049.710            0.00738        0.00119
       7064.710            0.00895        0.00127
       7079.710            0.00832        0.00116
       7094.710            0.00574        0.00125
       7109.710            0.00635        0.00112
       7124.710            0.00841        0.00114
       7139.710            0.00786        0.00128
       7154.710            0.00971        0.00119
       7169.710            0.00934        0.00139
       7184.710            0.00788        0.00133
       7199.710            0.01242        0.00144
       7214.710            0.00815        0.00119
       7229.710            0.00846        0.00148
       7244.710            0.00763        0.00226
       7259.710            0.00896        0.00165
       7274.710            0.00597        0.00199
       7289.710            0.00716        0.00181
       7304.710            0.00821        0.00186
       7319.710            0.00714        0.00198
       7334.710            0.00589        0.00202
       7349.710            0.00836        0.00175
       7364.710            0.00707        0.00199
       7379.710            0.00694        0.00153
       7394.710            0.00855        0.00174
       7409.710            0.00500        0.00148
       7424.710            0.00820        0.00147
       7439.710            0.00695        0.00149
       7454.710            0.00569        0.00132
       7469.710            0.00404        0.00175
       7484.710            0.00593        0.00166
       7499.710            0.00440        0.00147
       7514.710            0.00431        0.00148
       7529.710           -0.00029        0.00204
       7544.710            0.00484        0.00137
       7559.710            0.00115        0.00160
       7574.710            0.00637        0.00174
       7589.710            0.00488        0.00187
       7604.710            0.00093        0.00333
       7619.710            0.00795        0.00283
       7634.710            0.00410        0.00242
       7649.710            0.00473        0.00187
       7664.710            0.00772        0.00184
       7679.710            0.00851        0.00146
       7694.710            0.00640        0.00164
       7709.710            0.00038        0.00211
       7724.710            0.00330        0.00237
       7739.710            0.00622        0.00173
       7754.710            0.00612        0.00285
       7769.710            0.00324        0.00188
       7784.710            0.01006        0.00220
       7799.710            0.00914        0.00223
       7814.710            0.00526        0.00236
       7829.710            0.00490        0.00210
       7844.710            0.00532        0.00225
       7859.710            0.00477        0.00271
       7874.710            0.00619        0.00236
       7889.710            0.00672        0.00246
       7904.710            0.01133        0.00211
       7919.710            0.01280        0.00329
       7934.710            0.00901        0.00208
       7949.710            0.01165        0.00212
       7964.710            0.00802        0.00260
       7979.710            0.00681        0.00247
       7994.710            0.00988        0.00273
       8009.710            0.01127        0.00213
       8024.710            0.00425        0.00245
       8039.710            0.00636        0.00200
       8054.710            0.00748        0.00195
       8069.710            0.00420        0.00189
       8084.710            0.00633        0.00187
       8099.710            0.00482        0.00185
       8114.710            0.00494        0.00189
