@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.629
@SPECTRUM spectrum_04D4fx_589.dat
@SN-NAME 04D4fx
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -8.350
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.830            0.01699        0.00547
       4274.830            0.00320        0.00458
       4289.830            0.00426        0.00376
       4304.830            0.00520        0.00321
       4319.830            0.00269        0.00292
       4334.830           -0.00054        0.00264
       4349.830            0.00663        0.00247
       4364.830            0.00230        0.00230
       4379.830            0.00104        0.00212
       4394.830            0.00211        0.00203
       4409.830            0.00278        0.00197
       4424.830            0.00405        0.00191
       4439.830            0.00073        0.00185
       4454.830            0.00159        0.00177
       4469.830            0.00196        0.00172
       4484.830            0.00243        0.00170
       4499.830            0.00170        0.00169
       4514.830            0.00284        0.00166
       4529.830            0.00460        0.00161
       4544.830            0.00010        0.00161
       4559.830            0.00330        0.00158
       4574.830            0.00345        0.00156
       4589.830            0.00431        0.00153
       4604.830            0.00447        0.00152
       4619.830            0.00429        0.00151
       4634.830            0.00485        0.00148
       4649.830            0.00183        0.00146
       4664.830            0.00704        0.00146
       4679.830            0.00428        0.00145
       4694.830            0.00207        0.00157
       4709.830            0.00834        0.00141
       4724.830            0.00696        0.00141
       4739.830            0.00519        0.00140
       4754.830            0.00398        0.00138
       4769.830            0.00549        0.00138
       4784.830            0.00647        0.00138
       4799.830            0.00367        0.00136
       4814.830            0.00852        0.00135
       4829.830            0.00450        0.00136
       4844.830            0.00337        0.00145
       4859.830            0.00289        0.00129
       4874.830            0.00191        0.00129
       4889.830            0.00252        0.00131
       4904.830            0.00369        0.00131
       4919.830            0.00400        0.00128
       4934.830            0.00812        0.00128
       4949.830            0.00738        0.00127
       4964.830            0.00659        0.00138
       4979.830            0.00888        0.00126
       4994.830            0.00922        0.00125
       5009.830            0.01055        0.00123
       5024.830            0.00862        0.00123
       5039.830            0.00960        0.00121
       5054.830            0.01132        0.00135
       5069.830            0.01163        0.00121
       5084.830            0.01032        0.00120
       5099.830            0.00893        0.00120
       5114.830            0.00736        0.00119
       5129.830            0.00638        0.00130
       5144.830            0.00578        0.00118
       5159.830            0.00443        0.00117
       5174.830            0.00575        0.00114
       5189.830            0.00690        0.00119
       5204.830            0.00454        0.00134
       5219.830            0.00687        0.00118
       5234.830            0.00306        0.00119
       5249.830            0.00325        0.00118
       5264.830            0.00487        0.00116
       5279.830            0.00172        0.00128
       5294.830            0.00555        0.00118
       5309.830            0.00637        0.00117
       5324.830            0.00487        0.00116
       5339.830            0.00451        0.00127
       5354.830            0.00501        0.00117
       5369.830            0.00327        0.00114
       5384.830            0.00355        0.00115
       5399.830            0.00457        0.00124
       5414.830            0.00379        0.00114
       5429.830            0.00478        0.00114
       5444.830            0.00560        0.00114
       5459.830            0.00372        0.00126
       5474.830            0.00527        0.00114
       5489.830            0.00515        0.00115
       5504.830            0.00302        0.00115
       5519.830            0.00723        0.00126
       5534.830            0.00481        0.00115
       5549.830            0.00797        0.00116
       5564.830            0.00781        0.00130
       5579.830            0.00894        0.00188
       5594.830            0.00734        0.00116
       5609.830            0.00857        0.00115
       5624.830            0.00910        0.00127
       5639.830            0.01146        0.00115
       5654.830            0.01363        0.00114
       5669.830            0.01427        0.00126
       5684.830            0.01244        0.00116
       5699.830            0.01348        0.00116
       5714.830            0.01167        0.00115
       5729.830            0.01200        0.00128
       5744.830            0.00853        0.00115
       5759.830            0.01174        0.00115
       5774.830            0.01325        0.00126
       5789.830            0.01314        0.00115
       5804.830            0.01505        0.00115
       5819.830            0.01274        0.00127
       5834.830            0.01404        0.00117
       5849.830            0.01602        0.00115
       5864.830            0.01295        0.00135
       5879.830            0.01468        0.00129
       5894.830            0.01332        0.00162
       5909.830            0.00901        0.00136
       5924.830            0.00882        0.00125
       5939.830            0.00707        0.00123
       5954.830            0.00827        0.00135
       5969.830            0.00438        0.00119
       5984.830            0.00616        0.00117
       5999.830            0.00396        0.00128
       6014.830            0.00421        0.00114
       6029.830            0.00552        0.00115
       6044.830            0.00641        0.00124
       6059.830            0.00830        0.00113
       6074.830            0.01037        0.00113
       6089.830            0.00635        0.00123
       6104.830            0.00759        0.00112
       6119.830            0.00581        0.00122
       6134.830            0.00860        0.00112
       6149.830            0.00580        0.00114
       6164.830            0.00832        0.00123
       6179.830            0.01011        0.00114
       6194.830            0.01041        0.00113
       6209.830            0.01389        0.00123
       6224.830            0.01274        0.00116
       6239.830            0.00991        0.00136
       6254.830            0.01276        0.00120
       6269.830            0.01116        0.00119
       6284.830            0.01343        0.00134
       6299.830            0.01493        0.00189
       6314.830            0.01488        0.00121
       6329.830            0.01219        0.00133
       6344.830            0.01306        0.00114
       6359.830            0.01605        0.00150
       6374.830            0.01289        0.00121
       6389.830            0.01377        0.00112
       6404.830            0.01464        0.00119
       6419.830            0.01538        0.00111
       6434.830            0.01759        0.00120
       6449.830            0.01422        0.00109
       6464.830            0.01458        0.00120
       6479.830            0.01667        0.00124
       6494.830            0.01534        0.00117
       6509.830            0.01568        0.00127
       6524.830            0.01394        0.00115
       6539.830            0.01565        0.00117
       6554.830            0.01576        0.00133
       6569.830            0.01579        0.00115
       6584.830            0.01613        0.00124
       6599.830            0.01495        0.00112
       6614.830            0.01624        0.00110
       6629.830            0.01625        0.00121
       6644.830            0.01296        0.00108
       6659.830            0.01324        0.00118
       6674.830            0.01259        0.00108
       6689.830            0.01440        0.00108
       6704.830            0.01360        0.00119
       6719.830            0.01256        0.00109
       6734.830            0.01297        0.00119
       6749.830            0.01160        0.00108
       6764.830            0.01428        0.00118
       6779.830            0.01141        0.00108
       6794.830            0.01121        0.00108
       6809.830            0.01330        0.00118
       6824.830            0.01063        0.00123
       6839.830            0.01101        0.00138
       6854.830            0.01122        0.00120
       6869.830            0.00822        0.00162
       6884.830            0.00818        0.00130
       6899.830            0.00703        0.00129
       6914.830            0.00974        0.00142
       6929.830            0.00851        0.00123
       6944.830            0.00797        0.00139
       6959.830            0.00605        0.00120
       6974.830            0.01052        0.00132
       6989.830            0.00668        0.00126
       7004.830            0.00869        0.00114
       7019.830            0.00818        0.00123
       7034.830            0.00830        0.00110
       7049.830            0.00806        0.00127
       7064.830            0.01087        0.00113
       7079.830            0.00996        0.00125
       7094.830            0.01171        0.00113
       7109.830            0.00878        0.00122
       7124.830            0.01083        0.00112
       7139.830            0.01119        0.00114
       7154.830            0.00880        0.00126
       7169.830            0.00902        0.00124
       7184.830            0.00902        0.00145
       7199.830            0.01069        0.00130
       7214.830            0.00899        0.00130
       7229.830            0.01157        0.00131
       7244.830            0.01388        0.00216
       7259.830            0.00930        0.00139
       7274.830            0.01234        0.00184
       7289.830            0.00963        0.00168
       7304.830            0.01015        0.00154
       7319.830            0.01091        0.00185
       7334.830            0.01317        0.00167
       7349.830            0.01148        0.00164
       7364.830            0.01472        0.00162
       7379.830            0.01087        0.00149
       7394.830            0.00932        0.00145
       7409.830            0.01070        0.00151
       7424.830            0.00998        0.00131
       7439.830            0.00917        0.00139
       7454.830            0.01149        0.00140
       7469.830            0.01337        0.00148
       7484.830            0.01287        0.00165
       7499.830            0.00922        0.00135
       7514.830            0.01069        0.00154
       7529.830            0.00812        0.00161
       7544.830            0.00928        0.00144
       7559.830            0.00810        0.00140
       7574.830            0.00909        0.00173
       7589.830            0.00916        0.00162
       7604.830            0.00580        0.00403
       7619.830            0.01102        0.00251
       7634.830            0.00407        0.00256
       7649.830            0.00796        0.00188
       7664.830            0.00786        0.00161
       7679.830            0.00770        0.00159
       7694.830            0.00633        0.00145
       7709.830            0.00841        0.00210
       7724.830            0.00904        0.00179
       7739.830            0.01197        0.00170
       7754.830            0.00790        0.00209
       7769.830            0.00945        0.00179
       7784.830            0.00677        0.00176
       7799.830            0.00906        0.00207
       7814.830            0.01040        0.00190
       7829.830            0.00760        0.00192
       7844.830            0.00448        0.00186
       7859.830            0.00940        0.00247
       7874.830            0.00785        0.00200
       7889.830            0.00757        0.00194
       7904.830            0.00648        0.00198
       7919.830            0.00996        0.00238
       7934.830            0.00681        0.00198
       7949.830            0.00699        0.00180
       7964.830            0.00738        0.00251
       7979.830            0.00203        0.00198
       7994.830            0.00982        0.00254
       8009.830            0.00561        0.00180
       8024.830            0.00549        0.00243
       8039.830            0.00519        0.00174
       8054.830            0.00834        0.00202
       8069.830            0.00850        0.00179
       8084.830            0.00773        0.00185
       8099.830            0.00575        0.00179
       8114.830            0.00818        0.00190
       8129.830            0.00619        0.00182
       8144.830            0.00639        0.00213
       8159.830            0.01068        0.00202
       8174.830            0.00700        0.00225
       8189.830            0.00836        0.00203
       8204.830            0.01151        0.00188
       8219.830            0.01072        0.00219
       8234.830            0.00494        0.00209
       8249.830            0.00982        0.00212
       8264.830            0.00771        0.00198
       8279.830            0.00742        0.00302
       8294.830            0.00968        0.00318
       8309.830            0.00853        0.00275
       8324.830            0.00500        0.00213
       8339.830            0.00813        0.00329
       8354.830            0.00474        0.00298
       8369.830            0.01123        0.00250
       8384.830            0.00777        0.00250
       8399.830            0.00428        0.00353
       8414.830            0.00772        0.00259
       8429.830            0.00766        0.00363
       8444.830            0.00863        0.00239
       8459.830            0.01120        0.00312
       8474.830            0.00606        0.00248
       8489.830            0.00830        0.00256
       8504.830            0.01078        0.00269
