   3.8159265e+03   4.0179954e-17   3.9950805e-17
   3.8168052e+03  -5.2374231e-18   4.2655113e-17
   3.8176841e+03  -1.1970217e-16   3.8585368e-17
   3.8185632e+03   7.3305176e-17   4.5310873e-17
   3.8194426e+03   3.3660189e-17   3.8368918e-17
   3.8203223e+03   6.7105881e-17   3.8703500e-17
   3.8212021e+03   4.9346849e-17   3.7817384e-17
   3.8220820e+03   1.2838538e-17   3.7457855e-17
   3.8229622e+03   6.6406979e-17   3.7864239e-17
   3.8238425e+03   9.8728618e-17   3.8079137e-17
   3.8247231e+03   4.6643616e-17   3.6786201e-17
   3.8256040e+03   4.7848349e-17   3.6809640e-17
   3.8264849e+03   1.3383074e-17   3.6306545e-17
   3.8273660e+03   3.9369165e-18   3.6234256e-17
   3.8282473e+03   3.9312897e-17   3.8004770e-17
   3.8291289e+03   9.6018285e-17   4.0062422e-17
   3.8300107e+03   2.8118079e-17   3.9080674e-17
   3.8308928e+03   2.3751929e-18   3.8051089e-17
   3.8317749e+03   2.0704910e-17   3.6854013e-17
   3.8326575e+03   3.9221725e-17   3.5752692e-17
   3.8335400e+03   5.0957482e-17   3.4124929e-17
   3.8344229e+03  -3.3263116e-18   3.2186120e-17
   3.8353059e+03   6.7894250e-17   3.4650454e-17
   3.8361890e+03   2.3947468e-17   3.4554266e-17
   3.8370725e+03   5.1206186e-17   3.5845968e-17
   3.8379561e+03  -4.5150317e-17   3.9745886e-17
   3.8388398e+03  -1.0178507e-17   4.0487129e-17
   3.8397239e+03   2.4709857e-17   3.5724852e-17
   3.8406082e+03   3.6549405e-18   4.1275634e-17
   3.8414927e+03  -9.2064805e-18   4.1968967e-17
   3.8423772e+03   5.2327975e-18   4.1968388e-17
   3.8432620e+03   1.0488785e-16   4.4169086e-17
   3.8441472e+03   4.6321300e-17   4.2421835e-17
   3.8450325e+03  -3.7855411e-17   3.8928016e-17
   3.8459177e+03   2.2582401e-17   4.0434808e-17
   3.8468035e+03   2.0333403e-17   4.0817059e-17
   3.8476895e+03  -2.6180564e-17   3.2921153e-17
   3.8485754e+03  -1.6333508e-18   3.2609673e-17
   3.8494617e+03  -8.0904881e-19   3.1915407e-17
   3.8503481e+03  -2.7037801e-17   3.1603947e-17
   3.8512349e+03   2.1965874e-17   3.2249449e-17
   3.8521218e+03   2.2101737e-17   3.2320769e-17
   3.8530088e+03   2.9563786e-17   3.2703092e-17
   3.8538960e+03   3.8922706e-17   3.3539934e-17
   3.8547837e+03   1.5720098e-17   3.2654331e-17
   3.8556714e+03   4.2710233e-17   3.3562916e-17
   3.8565591e+03   1.0126043e-16   3.4638929e-17
   3.8574473e+03   3.3224073e-17   3.3250990e-17
   3.8583357e+03  -6.7502769e-18   3.2341518e-17
   3.8592241e+03   4.2222144e-17   3.2460665e-17
   3.8601128e+03  -1.1921850e-17   3.0737926e-17
   3.8610017e+03  -6.9710686e-17   2.9445800e-17
   3.8618909e+03   1.2655599e-17   3.1622092e-17
   3.8627803e+03   4.6710161e-17   3.2865461e-17
   3.8636697e+03   6.1214495e-17   3.3415135e-17
   3.8645596e+03   8.7009772e-17   3.3486419e-17
   3.8654495e+03   3.7728561e-17   3.2002989e-17
   3.8663396e+03   9.0462325e-18   3.0782709e-17
   3.8672300e+03   6.2720805e-18   3.0399582e-17
   3.8681206e+03  -1.4714299e-17   3.0112140e-17
   3.8690112e+03   2.7252623e-19   3.0877057e-17
   3.8699023e+03   1.2471998e-17   3.1163619e-17
   3.8707935e+03  -4.1502017e-17   2.9560768e-17
   3.8716848e+03   1.7787890e-18   3.0325662e-17
   3.8725764e+03  -2.4124094e-18   3.0157814e-17
   3.8734683e+03  -2.0951883e-17   2.9822564e-17
   3.8743604e+03  -2.1870920e-17   2.9989542e-17
   3.8752524e+03   3.7190722e-17   3.1687056e-17
   3.8761448e+03   6.0664407e-17   3.2140973e-17
   3.8770376e+03   2.1420868e-17   3.0944807e-17
   3.8779304e+03  -1.8578893e-17   2.9916065e-17
   3.8788232e+03  -6.7796921e-17   2.8767793e-17
   3.8797166e+03   1.2463196e-17   3.0345634e-17
   3.8806101e+03   5.3017817e-17   3.1038662e-17
   3.8815037e+03   5.9184640e-17   3.1062121e-17
   3.8823975e+03   4.7068708e-17   2.9794334e-17
   3.8832915e+03  -4.6821030e-17   2.7761412e-17
   3.8841858e+03  -5.6086353e-18   2.8167498e-17
   3.8850803e+03   3.8361010e-17   2.9003970e-17
   3.8859751e+03  -3.5023575e-17   2.8214495e-17
   3.8868699e+03   1.8377306e-19   2.9290042e-17
   3.8877649e+03   5.9951073e-17   3.1537144e-17
   3.8886602e+03   3.2383175e-17   3.1321495e-17
   3.8895557e+03  -6.5341644e-18   3.1201488e-17
   3.8904514e+03   4.1407199e-17   3.2850740e-17
   3.8913474e+03   3.3521203e-17   3.2802439e-17
   3.8922434e+03  -9.4534303e-18   3.2443331e-17
   3.8931399e+03   3.7428599e-18   3.2777561e-17
   3.8940364e+03   2.0247118e-17   3.3016153e-17
   3.8949331e+03   2.3098092e-17   3.2155012e-17
   3.8958301e+03   5.0801979e-17   3.2417506e-17
   3.8967273e+03   3.6157236e-17   3.1389052e-17
   3.8976245e+03   2.4960724e-17   3.1460303e-17
   3.8985222e+03   1.7588944e-17   3.0431895e-17
   3.8994199e+03  -1.7449990e-17   2.9260081e-17
   3.9003179e+03   7.8292579e-18   2.9570410e-17
   3.9012161e+03   7.3434441e-17   3.0836909e-17
   3.9021145e+03   9.0427080e-17   3.0908163e-17
   3.9030129e+03   1.8775736e-17   2.9330044e-17
   3.9039119e+03  -3.1738126e-17   2.8182235e-17
   3.9048108e+03   6.6064732e-18   2.8755491e-17
   3.9057100e+03   6.7425477e-18   2.9089696e-17
   3.9066094e+03   4.7898257e-18   2.9806335e-17
   3.9075090e+03  -6.6585154e-17   2.9471254e-17
   3.9084089e+03  -2.1980697e-17   3.1024421e-17
   3.9093091e+03   1.2237919e-17   3.0617630e-17
   3.9102092e+03   2.5798202e-17   2.9565526e-17
   3.9111096e+03   4.7013048e-17   2.8489550e-17
