@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.770
@SPECTRUM spectrum_04D1pc_684.dat
@SN-NAME 04D1pc
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 0.070
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.649            0.00000        0.36287
       4153.098            0.00000        0.36985
       4155.547            0.00000        0.35739
       4157.997            0.00000        0.44286
       4160.447            0.00000        0.36426
       4162.898            0.00000        0.41037
       4165.349            0.00000        0.35780
       4167.801            0.00000        0.44895
       4170.252            0.00000        0.38014
       4172.705            0.00000        0.43474
       4175.158            0.00000        0.37148
       4177.611            0.00000        0.35535
       4180.064            0.00000        0.39997
       4182.519            0.03940        0.36442
       4184.973           -0.18610        0.32440
       4187.428           -0.00910        0.23220
       4189.883           -0.03730        0.19669
       4192.339           -0.09270        0.16565
       4194.795           -0.06130        0.14194
       4197.251            0.32980        0.16010
       4199.708           -0.01840        0.09114
       4202.166           -0.01660        0.08577
       4204.624            0.01580        0.07286
       4207.082            0.01040        0.06650
       4209.541           -0.00080        0.05620
       4212.000            0.07740        0.05243
       4214.459            0.00050        0.04253
       4216.919           -0.04300        0.03955
       4219.379            0.01010        0.03455
       4221.840           -0.00320        0.03148
       4224.301           -0.02310        0.02735
       4226.763           -0.01150        0.02602
       4229.225            0.00940        0.02372
       4231.687           -0.03380        0.02214
       4234.150           -0.00620        0.02049
       4236.613            0.00840        0.01795
       4239.077            0.01930        0.01727
       4241.541           -0.03160        0.01658
       4244.005           -0.00570        0.01536
       4246.470           -0.02620        0.01480
       4248.936           -0.00370        0.01381
       4251.401           -0.01420        0.01333
       4253.867           -0.02700        0.01280
       4256.333           -0.00370        0.01183
       4258.801            0.00090        0.01167
       4261.268            0.01000        0.01105
       4263.736            0.01690        0.01059
       4266.204            0.00300        0.01019
       4268.672           -0.00830        0.00994
       4271.141           -0.00160        0.00929
       4273.611           -0.00740        0.00915
       4276.081            0.01850        0.00886
       4278.551           -0.00350        0.00862
       4281.021            0.01100        0.00839
       4283.492           -0.00770        0.00796
       4285.963           -0.01090        0.00767
       4288.435           -0.00240        0.00753
       4290.907            0.00370        0.00730
       4293.380            0.00200        0.00704
       4295.853            0.00560        0.00697
       4298.326            0.01640        0.00687
       4300.800           -0.00200        0.00670
       4303.274           -0.00340        0.00646
       4305.749            0.00250        0.00647
       4308.224           -0.00170        0.00623
       4310.699           -0.01100        0.00622
       4313.175            0.00820        0.00613
       4315.651           -0.01260        0.00616
       4318.128            0.00030        0.00613
       4320.605           -0.00040        0.00608
       4323.082            0.00560        0.00581
       4325.560           -0.00030        0.00551
       4328.038           -0.00120        0.00550
       4330.517            0.00850        0.00539
       4332.996           -0.00410        0.00525
       4335.475           -0.00370        0.00527
       4337.955            0.00010        0.00525
       4340.435           -0.00410        0.00511
       4342.916           -0.00310        0.00488
       4345.396            0.00900        0.00493
       4347.878            0.00180        0.00483
       4350.359            0.00820        0.00494
       4352.842           -0.00150        0.00483
       4355.324            0.00050        0.00487
       4357.807            0.00960        0.00474
       4360.290            0.00350        0.00469
       4362.774            0.00660        0.00464
       4365.258            0.00480        0.00457
       4367.742            0.00200        0.00454
       4370.227            0.00650        0.00454
       4372.712            0.00060        0.00453
       4375.198            0.00090        0.00452
       4377.684           -0.00190        0.00438
       4380.170            0.00430        0.00435
       4382.657           -0.00080        0.00431
       4385.145            0.00410        0.00420
       4387.632            0.00430        0.00418
       4390.120            0.00520        0.00424
       4392.608            0.00290        0.00412
       4395.097           -0.00260        0.00408
       4397.586            0.00140        0.00416
       4400.075            0.00910        0.00420
       4402.565            0.00470        0.00416
       4405.056            0.00120        0.00430
       4407.546            0.00000        0.00433
       4410.037            0.00810        0.00437
       4412.528           -0.00090        0.00434
       4415.021           -0.00080        0.00434
       4417.512           -0.00210        0.00434
       4420.005            0.00050        0.00423
       4422.498           -0.00200        0.00423
       4424.991            0.00490        0.00418
       4427.485           -0.00150        0.00414
       4429.979           -0.00170        0.00410
       4432.473            0.00070        0.00399
       4434.968            0.00900        0.00399
       4437.463            0.00650        0.00399
       4439.958            0.00890        0.00390
       4442.455            0.00910        0.00401
       4444.951            0.00550        0.00391
       4447.448           -0.00120        0.00378
       4449.945           -0.00030        0.00369
       4452.442            0.00390        0.00372
       4454.940            0.00110        0.00368
       4457.438           -0.00720        0.00357
       4459.937            0.00420        0.00357
       4462.436            0.00010        0.00352
       4464.935            0.00230        0.00356
       4467.435           -0.00220        0.00354
       4469.935           -0.00220        0.00355
       4472.435           -0.00020        0.00349
       4474.936            0.00240        0.00346
       4477.437            0.00080        0.00347
       4479.938           -0.00380        0.00349
       4482.440            0.00040        0.00345
       4484.942           -0.00350        0.00346
       4487.445            0.00380        0.00348
       4489.948            0.00370        0.00349
       4492.451            0.00120        0.00341
       4494.955           -0.00170        0.00343
       4497.459            0.00190        0.00343
       4499.963           -0.00500        0.00345
       4502.468           -0.00410        0.00342
       4504.974           -0.00380        0.00343
       4507.479            0.00520        0.00344
       4509.985           -0.00550        0.00337
       4512.491           -0.00270        0.00338
       4514.998           -0.00200        0.00345
       4517.505           -0.00080        0.00342
       4520.012           -0.00530        0.00339
       4522.520            0.00370        0.00339
       4525.028           -0.00160        0.00342
       4527.537           -0.00400        0.00347
       4530.045            0.00150        0.00347
       4532.555            0.00030        0.00347
       4535.064           -0.00160        0.00346
       4537.574           -0.00040        0.00352
       4540.084            0.00410        0.00351
       4542.595            0.00120        0.00347
       4545.106           -0.00120        0.00345
       4547.617            0.00160        0.00341
       4550.129           -0.00290        0.00340
       4552.641            0.00050        0.00337
       4555.153           -0.00060        0.00335
       4557.666            0.00370        0.00338
       4560.179           -0.00250        0.00334
       4562.693            0.00000        0.00329
       4565.207            0.00220        0.00327
       4567.721            0.00260        0.00330
       4570.235            0.00350        0.00324
       4572.750           -0.00260        0.00327
       4575.265            0.00450        0.00325
       4577.781            0.00360        0.00321
       4580.297           -0.00140        0.00329
       4582.813           -0.00640        0.00329
       4585.330            0.00360        0.00332
       4587.847            0.00530        0.00325
       4590.364            0.00050        0.00318
       4592.882           -0.00320        0.00322
       4595.400            0.00150        0.00316
       4597.918           -0.00530        0.00312
       4600.437           -0.00270        0.00312
       4602.956           -0.00020        0.00310
       4605.476           -0.00130        0.00311
       4607.996            0.00020        0.00313
       4610.516           -0.00210        0.00308
       4613.036           -0.00350        0.00312
       4615.557           -0.00400        0.00308
       4618.078           -0.00210        0.00305
       4620.600            0.00400        0.00308
       4623.122            0.00090        0.00299
       4625.644           -0.00160        0.00304
       4628.167            0.00000        0.00303
       4630.689           -0.00330        0.00304
       4633.212            0.00030        0.00298
       4635.736            0.00420        0.00301
       4638.260            0.00060        0.00300
       4640.784            0.00470        0.00298
       4643.309            0.00240        0.00304
       4645.834            0.00280        0.00294
       4648.359            0.00450        0.00297
       4650.885            0.00170        0.00297
       4653.411            0.00040        0.00300
       4655.937            0.00620        0.00303
       4658.464           -0.00030        0.00304
       4660.991            0.00220        0.00309
       4663.518            0.00410        0.00307
       4666.046           -0.00110        0.00306
       4668.574            0.00250        0.00307
       4671.103            0.00070        0.00303
       4673.631            0.00380        0.00304
       4676.160            0.00250        0.00304
       4678.689            0.00160        0.00302
       4681.219           -0.00130        0.00306
       4683.749           -0.00180        0.00300
       4686.280            0.00240        0.00304
       4688.811           -0.00120        0.00299
       4691.341            0.00270        0.00296
       4693.873            0.00100        0.00297
       4696.404            0.00290        0.00296
       4698.937           -0.00280        0.00292
       4701.469            0.00110        0.00291
       4704.002            0.00430        0.00288
       4706.535            0.00440        0.00287
       4709.068            0.00220        0.00293
       4711.602            0.00240        0.00289
       4714.136            0.00310        0.00291
       4716.670            0.00220        0.00292
       4719.205            0.00160        0.00292
       4721.740            0.00490        0.00288
       4724.275            0.00480        0.00290
       4726.811            0.00050        0.00284
       4729.347            0.00330        0.00287
       4731.883           -0.00290        0.00278
       4734.420            0.00020        0.00283
       4736.957            0.00210        0.00284
       4739.495            0.00130        0.00281
       4742.032            0.00200        0.00280
       4744.570           -0.00070        0.00282
       4747.108           -0.00140        0.00281
       4749.647            0.00040        0.00280
       4752.186           -0.00460        0.00278
       4754.726           -0.00080        0.00278
       4757.265           -0.00150        0.00275
       4759.805           -0.00510        0.00273
       4762.345           -0.00510        0.00277
       4764.886            0.00280        0.00279
       4767.427            0.00200        0.00279
       4769.968            0.00070        0.00277
       4772.510           -0.00320        0.00277
       4775.051           -0.00010        0.00279
       4777.594            0.00250        0.00278
       4780.136            0.00090        0.00281
       4782.679            0.00010        0.00279
       4785.222           -0.00550        0.00281
       4787.766            0.00080        0.00279
       4790.309           -0.00400        0.00278
       4792.854           -0.00390        0.00281
       4795.398           -0.00330        0.00280
       4797.942           -0.00100        0.00282
       4800.488           -0.00590        0.00276
       4803.033            0.00470        0.00277
       4805.579            0.00200        0.00282
       4808.125            0.00240        0.00278
       4810.671           -0.00050        0.00278
       4813.218           -0.00080        0.00281
       4815.765           -0.00180        0.00287
       4818.312           -0.00110        0.00294
       4820.859            0.00620        0.00294
       4823.408           -0.00340        0.00292
       4825.956            0.00210        0.00298
       4828.504           -0.00330        0.00294
       4831.053            0.00340        0.00289
       4833.602            0.00510        0.00292
       4836.152            0.00470        0.00292
       4838.702           -0.00140        0.00290
       4841.251            0.00210        0.00291
