@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.585
@SPECTRUM spectrum_05D4ej_1000.dat
@SN-NAME 05D4ej
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 7.580
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.380            0.00000        0.74218
       4152.829            0.00000        0.72898
       4155.279            0.00000        0.76595
       4157.729            0.00000        0.63857
       4160.180            0.00000        0.71351
       4162.631            0.00000        0.64139
       4165.083            0.00000        0.95620
       4167.535            0.00000        0.75692
       4169.987            0.00000        0.80301
       4172.440            0.00000        0.63468
       4174.894            0.00000        0.80737
       4177.347            0.00000        0.71236
       4179.801            0.00000        0.62716
       4182.256            0.00000        0.76560
       4184.711           -0.19420        0.54152
       4187.166            0.21770        0.44117
       4189.622            0.06810        0.33688
       4192.078           -0.11690        0.30011
       4194.535           -0.11190        0.24753
       4196.992           -0.21260        0.20476
       4199.450            0.14600        0.17721
       4201.907           -0.05350        0.15207
       4204.366           -0.05320        0.13069
       4206.825           -0.08980        0.11692
       4209.284           -0.00130        0.09691
       4211.743           -0.09320        0.09249
       4214.203            0.06230        0.07771
       4216.664            0.02140        0.06936
       4219.125           -0.09000        0.06516
       4221.586            0.13670        0.06284
       4224.047            0.02370        0.05079
       4226.510            0.03690        0.04374
       4228.972           -0.07040        0.04291
       4231.435           -0.02630        0.03867
       4233.898            0.04740        0.03573
       4236.362            0.04100        0.03317
       4238.826           -0.00990        0.03066
       4241.291            0.00510        0.02759
       4243.756           -0.00190        0.02736
       4246.221           -0.02490        0.02487
       4248.687            0.00800        0.02409
       4251.153           -0.00940        0.02252
       4253.620           -0.00470        0.02188
       4256.087            0.02600        0.02109
       4258.554           -0.02690        0.01959
       4261.022           -0.01850        0.01929
       4263.490            0.00710        0.01822
       4265.959            0.02960        0.01754
       4268.428           -0.01720        0.01679
       4270.897           -0.00120        0.01650
       4273.368           -0.00580        0.01568
       4275.838           -0.00640        0.01486
       4278.309           -0.00590        0.01472
       4280.780           -0.02060        0.01411
       4283.251            0.00100        0.01353
       4285.723            0.02250        0.01338
       4288.195            0.00130        0.01275
       4290.668           -0.01520        0.01241
       4293.141            0.00890        0.01226
       4295.615           -0.00240        0.01217
       4298.089           -0.01240        0.01161
       4300.563           -0.01370        0.01117
       4303.038            0.01220        0.01100
       4305.513            0.00340        0.01070
       4307.988            0.01000        0.01039
       4310.464           -0.00220        0.01028
       4312.940           -0.00110        0.01016
       4315.417           -0.00410        0.01039
       4317.895            0.00780        0.01025
       4320.372           -0.01040        0.00995
       4322.850           -0.01700        0.00994
       4325.328           -0.00210        0.00987
       4327.807           -0.00410        0.00939
       4330.286            0.00380        0.00937
       4332.766           -0.00000        0.00919
       4335.245           -0.01460        0.00892
       4337.726            0.01180        0.00871
       4340.206           -0.01770        0.00864
       4342.688           -0.01750        0.00863
       4345.169           -0.00520        0.00853
       4347.651            0.00720        0.00836
       4350.133           -0.01360        0.00823
       4352.616            0.01390        0.00844
       4355.099           -0.01050        0.00825
       4357.582           -0.00680        0.00804
       4360.066           -0.00250        0.00802
       4362.550           -0.02040        0.00805
       4365.035            0.00340        0.00775
       4367.520           -0.01020        0.00778
       4370.005            0.00540        0.00768
       4372.491           -0.00670        0.00777
       4374.977            0.00430        0.00746
       4377.463           -0.01810        0.00748
       4379.951            0.00730        0.00727
       4382.438           -0.00690        0.00723
       4384.925            0.00350        0.00719
       4387.414           -0.00170        0.00705
       4389.902           -0.00070        0.00699
       4392.391           -0.00900        0.00699
       4394.880            0.00700        0.00695
       4397.370            0.00090        0.00690
       4399.860            0.00000        0.00697
       4402.350           -0.00270        0.00705
       4404.841            0.00310        0.00705
       4407.332            0.00540        0.00750
       4409.824           -0.00830        0.00738
       4412.315           -0.00320        0.00717
       4414.808           -0.00720        0.00705
       4417.300           -0.00170        0.00705
       4419.793           -0.00680        0.00700
       4422.287           -0.01020        0.00688
       4424.781            0.00050        0.00688
       4427.275           -0.00560        0.00675
       4429.770           -0.00840        0.00668
       4432.265           -0.00860        0.00664
       4434.760           -0.00920        0.00651
       4437.255           -0.00530        0.00652
       4439.751           -0.01010        0.00643
       4442.248            0.00140        0.00643
       4444.745           -0.00330        0.00651
       4447.242            0.00760        0.00641
       4449.740            0.01990        0.00631
       4452.238           -0.01000        0.00624
       4454.736           -0.00660        0.00610
       4457.235           -0.00130        0.00603
       4459.734           -0.00940        0.00603
       4462.233            0.00480        0.00593
       4464.733            0.00220        0.00608
       4467.233            0.00050        0.00599
       4469.734           -0.00880        0.00605
       4472.235           -0.00620        0.00612
       4474.736           -0.00290        0.00599
       4477.238           -0.00010        0.00589
       4479.740           -0.00750        0.00592
       4482.242           -0.00710        0.00600
       4484.745           -0.00240        0.00580
       4487.248           -0.00650        0.00600
       4489.752            0.00910        0.00589
       4492.256           -0.00670        0.00572
       4494.760           -0.00210        0.00587
       4497.265            0.00230        0.00588
       4499.770            0.00280        0.00585
       4502.275            0.01110        0.00589
       4504.781           -0.00060        0.00580
       4507.287            0.01250        0.00586
       4509.793            0.00120        0.00593
       4512.300           -0.00320        0.00584
       4514.807           -0.00150        0.00573
       4517.315           -0.01250        0.00577
       4519.823            0.01560        0.00579
       4522.331           -0.00560        0.00578
       4524.839            0.00930        0.00570
       4527.349           -0.00250        0.00578
       4529.858           -0.00380        0.00575
       4532.368           -0.00710        0.00571
       4534.877           -0.00110        0.00568
       4537.388            0.00470        0.00583
       4539.899           -0.00470        0.00582
       4542.410            0.00670        0.00578
       4544.921            0.00170        0.00572
       4547.434           -0.00580        0.00562
       4549.946           -0.00070        0.00566
       4552.458           -0.01080        0.00560
       4554.971            0.00300        0.00554
       4557.484            0.00230        0.00546
       4559.998           -0.00230        0.00549
       4562.512            0.00380        0.00548
       4565.026           -0.00510        0.00544
       4567.541           -0.00440        0.00548
       4570.056            0.00810        0.00535
       4572.572           -0.00410        0.00547
       4575.087           -0.00750        0.00548
       4577.604           -0.00270        0.00554
       4580.120           -0.00230        0.00542
       4582.637            0.00090        0.00542
       4585.154            0.00160        0.00546
       4587.672           -0.00500        0.00537
       4590.189            0.00300        0.00535
       4592.708           -0.00890        0.00534
       4595.227           -0.00760        0.00537
       4597.746           -0.00570        0.00531
       4600.265           -0.00160        0.00527
       4602.784            0.00830        0.00527
       4605.304            0.01190        0.00528
       4607.825           -0.00480        0.00526
       4610.345           -0.00530        0.00522
       4612.866            0.00140        0.00527
       4615.388            0.00270        0.00518
       4617.910           -0.00390        0.00523
       4620.432            0.00260        0.00525
       4622.954            0.00150        0.00520
       4625.477           -0.00960        0.00521
       4628.000            0.00150        0.00523
       4630.523           -0.00130        0.00519
       4633.047           -0.00200        0.00512
       4635.571            0.00390        0.00505
       4638.096           -0.00440        0.00518
       4640.621            0.01190        0.00518
       4643.146            0.00290        0.00505
       4645.671            0.00570        0.00499
       4648.197           -0.00310        0.00504
       4650.723           -0.00140        0.00521
       4653.250            0.00890        0.00512
       4655.777            0.00730        0.00508
       4658.304            0.00380        0.00519
       4660.832            0.00420        0.00511
       4663.359            0.00530        0.00510
       4665.888            0.00530        0.00503
       4668.416           -0.00080        0.00504
       4670.945           -0.00250        0.00506
       4673.474            0.00610        0.00508
       4676.004            0.00050        0.00505
       4678.534           -0.00540        0.00501
       4681.064            0.00640        0.00512
       4683.595            0.00410        0.00507
       4686.125            0.00400        0.00497
       4688.657            0.00430        0.00494
       4691.188            0.00570        0.00505
       4693.720           -0.00430        0.00501
       4696.253           -0.00070        0.00487
       4698.785           -0.00220        0.00486
       4701.318            0.00380        0.00483
       4703.852           -0.00740        0.00487
       4706.385           -0.00130        0.00482
       4708.919           -0.00440        0.00488
       4711.453           -0.00070        0.00493
       4713.988            0.00100        0.00487
       4716.523           -0.00380        0.00496
       4719.058            0.00230        0.00483
       4721.594           -0.00320        0.00486
       4724.129            0.00780        0.00488
       4726.666            0.00010        0.00484
       4729.202            0.00790        0.00484
       4731.739            0.00240        0.00476
       4734.276           -0.00330        0.00480
       4736.814            0.00440        0.00483
       4739.352           -0.00100        0.00472
       4741.890           -0.00540        0.00484
       4744.429            0.00080        0.00475
       4746.967           -0.00010        0.00481
       4749.506           -0.00090        0.00477
       4752.046            0.00350        0.00472
       4754.586            0.00930        0.00477
       4757.126            0.01080        0.00479
       4759.667           -0.00480        0.00468
       4762.208            0.00430        0.00474
       4764.749           -0.00730        0.00464
       4767.290            0.00090        0.00473
       4769.832            0.00670        0.00472
       4772.374            0.00690        0.00474
       4774.916           -0.00190        0.00474
       4777.459            0.00910        0.00476
       4780.002           -0.00110        0.00487
       4782.545            0.00010        0.00472
       4785.089           -0.00150        0.00465
       4787.633           -0.00310        0.00474
       4790.177           -0.00170        0.00466
       4792.722            0.00030        0.00467
       4795.267            0.00180        0.00468
       4797.812            0.00220        0.00473
       4800.358            0.01370        0.00464
       4802.904            0.00450        0.00469
       4805.450            0.00360        0.00479
       4807.997           -0.00310        0.00473
       4810.543           -0.00000        0.00472
       4813.090            0.00700        0.00477
       4815.638           -0.00150        0.00476
       4818.186           -0.00730        0.00489
       4820.734           -0.01070        0.00488
       4823.282           -0.00180        0.00484
       4825.831           -0.00350        0.00484
       4828.380            0.00540        0.00481
       4830.930           -0.00060        0.00482
       4833.479            0.00380        0.00484
       4836.029            0.00010        0.00475
