# SIMPLE  =                    T / conforms to FITS standard                      
# BITPIX  =                    8 / array data type                                
# NAXIS   =                    0 / number of array dimensions                     
# EXTEND  =                    T                                                  
# VERSPYT = '3.11.7  '           / Python version                                 
# VERSNPY = '1.26.4  '           / Numpy version                                  
# VERSSCI = '1.12.0  '           / Scipy version                                  
# VERSAST = '6.0.0   '           / Astropy version                                
# VERSSKL = '1.4.1.post1'        / Scikit-learn version                           
# VERSPYP = '1.17.0  '           / PypeIt version                                 
# DATE    = '2025-02-05'         / UTC date created                               
# RA      =   213.20354166666664                                                  
# DEC     =   15.736172222222221                                                  
# TARGET  = 'GOTO141248.85+154410.22'                                             
# DISPNAME= 'blue    '                                                            
# DECKER  = 'slit    '                                                            
# BINNING = '1,1     '                                                            
# MJD     =         60711.163106                                                  
# DATETIME= '2025-02-05T03:54:52.358' / Date and time of the observation in ISOT f
# AIRMASS =             1.245365                                                  
# EXPTIME =                900.0                                                  
# FILENAME= 'v_e_20250204_96_1_0_9.fits.gz'                                       
# INSTRUME= 'SPRAT   '                                                            
# DETECTOR= 'E2V CCD30-11 10333-02-26'                                            
# DATE-OBS= '2025-02-05T03:54:52.385'                                             
# CONFNAME= 'user_def_config'                                                     
# FOVTYPE = 'slit    '                                                            
# CCDXBIN =                    1                                                  
# CCDYBIN =                    1                                                  
# PYPELINE= 'MultiSlit'                                                           
# PYP_SPEC= 'lt_sprat'                                                            
# TELESCOP= 'LT      '                                                            
# LON-OBS =  -17.879999999999995                                                  
# LAT-OBS =   28.758333333333336                                                  
# ALT-OBS =    2326.999999998442                                                  
# CLBS_DIR= '/home/mpursiai/onedrive-work/work/GOTO_classifications/GOTO-FAST/py&'
# CONTINUE  'peit/20250204/reduced/Calibrations'                                  
# CLBS_ARC= 'Arc_A_0_DET01.fits'                                                  
# HIERARCH CLBS_WAVECALIB = 'WaveCalib_A_0_DET01.fits'                            
# HIERARCH CLBS_BIAS = 'Bias_A_0_DET01.fits'                                      
# HIERARCH CLBS_FLAT = 'Flat_A_0_DET01.fits'                                      
# HIERARCH CLBS_EDGES = 'Edges_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_SLITS = 'Slits_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_TILTIMG = 'Tiltimg_A_0_DET01.fits'                                
# HIERARCH CLBS_TILTS = 'Tilts_A_0_DET01.fits'                                    
# DMODCLS = 'SpecObjs'           / Datamodel class                                
# DMODVER = '1.0.0   '           / Datamodel version                              
# EXT0000 = 'SPAT0126-SLIT0113-DET01'                                             
# NSPEC   =                    1                                                  
# 
#      Lam       Flux        STD
  4000.015  4.715e-15  2.503e-16
  4004.182  4.659e-15  2.327e-16
  4008.354  4.422e-15  2.199e-16
  4012.524  4.433e-15  2.115e-16
  4016.698  4.337e-15  2.089e-16
  4020.874  4.131e-15  2.064e-16
  4025.051  3.503e-15  1.983e-16
  4029.242  4.439e-15  2.232e-16
  4033.427  4.056e-15  2.231e-16
  4037.618  5.603e-15  2.457e-16
  4041.805  5.458e-15  2.487e-16
  4045.994  4.970e-15  2.462e-16
  4050.182  4.848e-15  2.464e-16
  4054.365  4.909e-15  2.349e-16
  4058.556  4.974e-15  2.329e-16
  4062.753  4.732e-15  2.236e-16
  4066.954  4.662e-15  2.148e-16
  4071.155  4.558e-15  2.086e-16
  4075.359  3.947e-15  1.947e-16
  4079.565  3.957e-15  1.849e-16
  4083.774  3.858e-15  1.776e-16
  4087.984  3.893e-15  1.713e-16
  4092.196  3.988e-15  1.696e-16
  4096.411  4.028e-15  1.648e-16
  4100.628  3.989e-15  1.622e-16
  4104.846  4.139e-15  1.595e-16
  4109.067  3.842e-15  1.557e-16
  4113.290  4.254e-15  1.578e-16
  4117.512  3.764e-15  2.092e-16
  4117.518  3.999e-15  2.214e-16
  4121.742  4.394e-15  1.556e-16
  4125.971  4.214e-15  1.526e-16
  4130.202  4.351e-15  1.511e-16
  4134.435  4.325e-15  1.493e-16
  4138.671  4.329e-15  1.464e-16
  4142.908  4.472e-15  1.438e-16
  4147.148  4.678e-15  1.434e-16
  4151.389  4.300e-15  1.372e-16
  4155.632  4.815e-15  1.409e-16
  4159.878  4.208e-15  1.334e-16
  4164.126  4.012e-15  1.294e-16
  4168.376  4.265e-15  1.314e-16
  4172.627  4.068e-15  1.261e-16
  4176.880  4.151e-15  1.260e-16
  4181.137  3.969e-15  1.221e-16
  4185.392  4.020e-15  1.194e-16
  4189.654  3.907e-15  1.172e-16
  4193.915  4.042e-15  1.169e-16
  4198.179  4.115e-15  1.157e-16
  4202.445  3.939e-15  1.131e-16
  4206.712  4.014e-15  1.124e-16
  4210.982  3.725e-15  1.085e-16
  4215.254  4.065e-15  1.115e-16
  4219.528  4.046e-15  1.097e-16
  4223.804  4.051e-15  1.088e-16
  4228.081  3.905e-15  1.067e-16
  4232.361  3.794e-15  1.043e-16
  4236.642  3.528e-15  1.012e-16
  4240.926  3.847e-15  1.030e-16
  4245.211  3.773e-15  1.022e-16
  4249.499  3.563e-15  9.939e-17
  4253.788  3.548e-15  9.924e-17
  4258.080  3.849e-15  1.014e-16
  4262.373  3.543e-15  9.814e-17
  4266.668  3.378e-15  9.567e-17
  4270.966  3.313e-15  9.412e-17
  4275.265  3.531e-15  9.542e-17
  4279.566  3.391e-15  9.319e-17
  4283.869  3.239e-15  9.214e-17
  4288.174  3.319e-15  9.134e-17
  4292.480  3.258e-15  9.040e-17
  4296.789  3.054e-15  8.834e-17
  4301.100  3.318e-15  8.969e-17
  4305.413  3.201e-15  8.860e-17
  4309.727  3.123e-15  8.736e-17
  4314.043  3.121e-15  8.663e-17
  4318.361  2.929e-15  8.480e-17
  4322.682  2.874e-15  8.376e-17
  4327.004  2.954e-15  8.386e-17
  4331.328  3.116e-15  8.468e-17
  4335.654  3.026e-15  8.361e-17
  4339.981  2.867e-15  8.166e-17
  4344.311  2.831e-15  8.113e-17
  4348.642  2.949e-15  8.174e-17
  4352.976  2.746e-15  7.969e-17
  4357.311  2.854e-15  8.054e-17
  4361.648  2.820e-15  7.971e-17
  4365.987  2.780e-15  7.852e-17
  4370.327  2.914e-15  7.966e-17
  4374.670  2.786e-15  7.859e-17
  4379.011  2.924e-15  1.099e-16
  4379.018  2.706e-15  1.109e-16
  4383.361  2.792e-15  7.758e-17
  4387.709  2.721e-15  7.671e-17
  4392.059  2.745e-15  7.646e-17
  4396.410  2.801e-15  7.694e-17
  4400.764  2.946e-15  7.813e-17
  4405.119  2.906e-15  7.680e-17
  4409.476  3.170e-15  7.975e-17
  4413.836  2.910e-15  7.757e-17
  4418.197  2.992e-15  7.808e-17
  4422.559  3.050e-15  7.792e-17
  4426.923  3.219e-15  7.874e-17
  4431.289  3.163e-15  7.803e-17
  4435.658  3.402e-15  7.922e-17
  4440.028  3.087e-15  7.615e-17
  4444.399  3.103e-15  7.600e-17
  4448.773  3.200e-15  7.622e-17
  4453.148  3.063e-15  7.510e-17
  4457.524  3.060e-15  7.446e-17
  4461.903  3.165e-15  7.474e-17
  4466.283  3.148e-15  7.395e-17
  4470.666  3.111e-15  7.343e-17
  4475.050  2.846e-15  7.064e-17
  4479.435  2.703e-15  6.941e-17
  4483.823  2.789e-15  6.927e-17
