@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.585
@SPECTRUM spectrum_04D1kj_650.dat
@SN-NAME 04D1kj
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -3.720
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.270           -0.00279        0.00792
       4274.270           -0.00360        0.00657
       4289.270            0.00136        0.00548
       4304.270            0.00126        0.00460
       4319.270           -0.00263        0.00426
       4334.270            0.00983        0.00381
       4349.270           -0.00112        0.00352
       4364.270            0.00382        0.00335
       4379.270           -0.00049        0.00310
       4394.270            0.00283        0.00294
       4409.270            0.00251        0.00295
       4424.270            0.00690        0.00287
       4439.270            0.00037        0.00272
       4454.270            0.00476        0.00258
       4469.270            0.00501        0.00250
       4484.270            0.00566        0.00248
       4499.270            0.00482        0.00244
       4514.270            0.01351        0.00242
       4529.270            0.01228        0.00239
       4544.270            0.00815        0.00238
       4559.270            0.01078        0.00231
       4574.270            0.00985        0.00228
       4589.270            0.01446        0.00225
       4604.270            0.01649        0.00219
       4619.270            0.00884        0.00217
       4634.270            0.01419        0.00215
       4649.270            0.01272        0.00213
       4664.270            0.01008        0.00213
       4679.270            0.00876        0.00210
       4694.270            0.01369        0.00227
       4709.270            0.01064        0.00203
       4724.270            0.00894        0.00203
       4739.270            0.01152        0.00199
       4754.270            0.01240        0.00198
       4769.270            0.00917        0.00198
       4784.270            0.01286        0.00198
       4799.270            0.01256        0.00196
       4814.270            0.01285        0.00198
       4829.270            0.01269        0.00199
       4844.270            0.01637        0.00215
       4859.270            0.01424        0.00189
       4874.270            0.01480        0.00187
       4889.270            0.01328        0.00190
       4904.270            0.01533        0.00189
       4919.270            0.01970        0.00185
       4934.270            0.01693        0.00185
       4949.270            0.01876        0.00184
       4964.270            0.02064        0.00202
       4979.270            0.01948        0.00182
       4994.270            0.01622        0.00181
       5009.270            0.01520        0.00178
       5024.270            0.01447        0.00176
       5039.270            0.01258        0.00175
       5054.270            0.01433        0.00192
       5069.270            0.01385        0.00175
       5084.270            0.01047        0.00172
       5099.270            0.01255        0.00172
       5114.270            0.00928        0.00171
       5129.270            0.00885        0.00188
       5144.270            0.01125        0.00172
       5159.270            0.01116        0.00172
       5174.270            0.01383        0.00165
       5189.270            0.01054        0.00174
       5204.270            0.01434        0.00196
       5219.270            0.01215        0.00173
       5234.270            0.01106        0.00175
       5249.270            0.01347        0.00175
       5264.270            0.01733        0.00170
       5279.270            0.01161        0.00190
       5294.270            0.01617        0.00173
       5309.270            0.01537        0.00174
       5324.270            0.01492        0.00178
       5339.270            0.01352        0.00190
       5354.270            0.01265        0.00172
       5369.270            0.01374        0.00170
       5384.270            0.01406        0.00170
       5399.270            0.01419        0.00185
       5414.270            0.01687        0.00168
       5429.270            0.01755        0.00170
       5444.270            0.01649        0.00171
       5459.270            0.01754        0.00190
       5474.270            0.01917        0.00173
       5489.270            0.02357        0.00174
       5504.270            0.02386        0.00176
       5519.270            0.02256        0.00193
       5534.270            0.01708        0.00178
       5549.270            0.02216        0.00185
       5564.270            0.01934        0.00206
       5579.270            0.02977        0.00432
       5594.270            0.02025        0.00186
       5609.270            0.02433        0.00185
       5624.270            0.02588        0.00204
       5639.270            0.02707        0.00185
       5654.270            0.02173        0.00184
       5669.270            0.01887        0.00205
       5684.270            0.02259        0.00188
       5699.270            0.02313        0.00191
       5714.270            0.02375        0.00190
       5729.270            0.02000        0.00208
       5744.270            0.01793        0.00188
       5759.270            0.01718        0.00188
       5774.270            0.01663        0.00212
       5789.270            0.01310        0.00187
       5804.270            0.01342        0.00190
       5819.270            0.01111        0.00210
       5834.270            0.01081        0.00192
       5849.270            0.01508        0.00192
       5864.270            0.01278        0.00234
       5879.270            0.01045        0.00231
       5894.270            0.01277        0.00360
       5909.270            0.01194        0.00247
       5924.270            0.01402        0.00224
       5939.270            0.01101        0.00218
       5954.270            0.01709        0.00244
       5969.270            0.00824        0.00211
       5984.270            0.00897        0.00207
       5999.270            0.00837        0.00223
       6014.270            0.01464        0.00194
       6029.270            0.01426        0.00192
       6044.270            0.01515        0.00205
       6059.270            0.01812        0.00184
       6074.270            0.01198        0.00183
       6089.270            0.01651        0.00198
       6104.270            0.01944        0.00184
       6119.270            0.02409        0.00197
       6134.270            0.02551        0.00183
       6149.270            0.02197        0.00188
       6164.270            0.02515        0.00205
       6179.270            0.02284        0.00186
       6194.270            0.02683        0.00181
       6209.270            0.02680        0.00201
       6224.270            0.02753        0.00194
       6239.270            0.03096        0.00251
       6254.270            0.02756        0.00209
       6269.270            0.02601        0.00208
       6284.270            0.02566        0.00230
       6299.270            0.02827        0.00308
       6314.270            0.02660        0.00213
       6329.270            0.02251        0.00237
       6344.270            0.02014        0.00190
       6359.270            0.02733        0.00249
       6374.270            0.02456        0.00198
       6389.270            0.03101        0.00184
       6404.270            0.02727        0.00188
       6419.270            0.02628        0.00175
       6434.270            0.03021        0.00185
       6449.270            0.02679        0.00172
       6464.270            0.03142        0.00206
       6479.270            0.02405        0.00200
       6494.270            0.02809        0.00190
       6509.270            0.02627        0.00210
       6524.270            0.02662        0.00185
       6539.270            0.02303        0.00196
       6554.270            0.02383        0.00231
       6569.270            0.02020        0.00189
       6584.270            0.02319        0.00200
       6599.270            0.02183        0.00181
       6614.270            0.02338        0.00169
       6629.270            0.02075        0.00189
       6644.270            0.02411        0.00166
       6659.270            0.01947        0.00182
       6674.270            0.01856        0.00165
       6689.270            0.01897        0.00163
       6704.270            0.01910        0.00181
       6719.270            0.02072        0.00162
       6734.270            0.01374        0.00179
       6749.270            0.01683        0.00163
       6764.270            0.01630        0.00176
       6779.270            0.01491        0.00161
       6794.270            0.01606        0.00161
       6809.270            0.01702        0.00177
       6824.270            0.01419        0.00203
       6839.270            0.01502        0.00254
       6854.270            0.01638        0.00188
       6869.270            0.02006        0.00298
       6884.270            0.02076        0.00216
       6899.270            0.01954        0.00216
       6914.270            0.01663        0.00247
       6929.270            0.02221        0.00215
       6944.270            0.02030        0.00253
       6959.270            0.01434        0.00194
       6974.270            0.01852        0.00228
       6989.270            0.01574        0.00202
       7004.270            0.01526        0.00187
       7019.270            0.00931        0.00190
       7034.270            0.01514        0.00168
       7049.270            0.02200        0.00207
       7064.270            0.01979        0.00176
       7079.270            0.01923        0.00195
       7094.270            0.01849        0.00174
       7109.270            0.01926        0.00185
       7124.270            0.01837        0.00171
       7139.270            0.01898        0.00179
       7154.270            0.01738        0.00196
       7169.270            0.01896        0.00193
       7184.270            0.02263        0.00229
       7199.270            0.02025        0.00198
       7214.270            0.01894        0.00198
       7229.270            0.01646        0.00206
       7244.270            0.01728        0.00454
       7259.270            0.01832        0.00241
       7274.270            0.02288        0.00349
       7289.270            0.02652        0.00304
       7304.270            0.02245        0.00277
       7319.270            0.01601        0.00369
       7334.270            0.01278        0.00306
       7349.270            0.01308        0.00303
       7364.270            0.01410        0.00304
       7379.270            0.01838        0.00254
       7394.270            0.01493        0.00264
       7409.270            0.01524        0.00265
       7424.270            0.01498        0.00210
       7439.270            0.01844        0.00282
       7454.270            0.01825        0.00203
       7469.270            0.01600        0.00270
       7484.270            0.01281        0.00309
       7499.270            0.01411        0.00212
       7514.270            0.01488        0.00249
       7529.270            0.01574        0.00305
       7544.270            0.01405        0.00233
       7559.270            0.01349        0.00235
       7574.270            0.01732        0.00321
       7589.270            0.01608        0.00281
       7604.270           -0.00482        0.00671
       7619.270            0.01575        0.00436
       7634.270            0.01786        0.00449
       7649.270            0.00934        0.00304
       7664.270            0.01340        0.00278
       7679.270            0.01288        0.00245
       7694.270            0.01102        0.00241
       7709.270            0.00612        0.00379
       7724.270            0.00854        0.00357
       7739.270            0.01415        0.00285
       7754.270            0.01139        0.00420
       7769.270            0.01049        0.00369
       7784.270            0.01127        0.00348
       7799.270            0.01413        0.00404
       7814.270            0.01238        0.00366
       7829.270            0.00934        0.00355
       7844.270            0.01075        0.00351
       7859.270            0.00878        0.00531
       7874.270            0.01091        0.00408
       7889.270            0.00962        0.00433
       7904.270            0.00878        0.00315
       7919.270            0.00422        0.00506
       7934.270            0.01763        0.00374
       7949.270            0.01121        0.00324
       7964.270            0.01109        0.00498
       7979.270            0.01456        0.00388
       7994.270            0.00605        0.00535
       8009.270            0.01152        0.00318
       8024.270            0.00334        0.00487
       8039.270            0.01099        0.00290
       8054.270            0.01756        0.00374
       8069.270            0.01154        0.00313
       8084.270            0.01686        0.00298
       8099.270            0.01129        0.00313
       8114.270            0.01090        0.00299
       8129.270            0.01226        0.00277
       8144.270            0.01665        0.00351
       8159.270            0.01707        0.00310
       8174.270            0.01487        0.00335
       8189.260            0.01495        0.00310
       8204.260            0.01096        0.00320
       8219.260            0.01492        0.00303
       8234.260            0.01550        0.00319
       8249.260            0.01191        0.00330
       8264.260            0.01294        0.00300
       8279.260            0.01648        0.00592
       8294.260            0.01629        0.00673
       8309.260            0.01206        0.00523
       8324.260            0.00527        0.00338
       8339.260            0.01009        0.00546
       8354.260            0.00797        0.00614
       8369.260            0.00905        0.00435
       8384.260            0.01597        0.00462
       8399.260            0.01878        0.00724
       8414.260            0.00603        0.00499
       8429.260            0.01832        0.00747
       8444.260            0.01523        0.00454
       8459.260            0.01028        0.00617
       8474.260            0.00333        0.00441
       8489.260            0.00761        0.00434
       8504.260            0.01324        0.00538
