# TELESCOPE = Liverpool Telescope
# INSTRUMENT = SPRAT
# PROPOSAL = PL22A20b
# OBJECT = 2022hpe
# RA = 21:58:38.604
# DEC = 8:27:13.34
# DATE-OBS = 2022-05-03T04:32:24.879
# MJD-OBS = 59702.189177
# EXPTIME-OBS = 1800.0s
# AIRMASS-OBS = 1.90964
# SEEING-OBS = 1.519302
# wl fl
# [A] [Normalised]
4020.000000 0.923739
4029.200000 0.509049
4038.400000 0.630392
4047.600000 0.795208
4056.800000 0.726896
4066.000000 1.09858
4075.200000 1.1127
4084.400000 0.963495
4093.600000 0.843332
4102.800000 0.873363
4112.000000 0.75049
4121.200000 0.787058
4130.400000 0.715
4139.600000 0.532987
4148.800000 0.72524
4158.000000 0.513991
4167.200000 0.793829
4176.400000 0.629426
4185.600000 0.568113
4194.800000 0.701073
4204.000000 0.635692
4213.200000 0.694006
4222.400000 0.452469
4231.600000 0.539153
4240.800000 0.496738
4250.000000 0.520185
4259.200000 0.514148
4268.400000 0.599204
4277.600000 0.55106
4286.800000 0.654559
4296.000000 0.601768
4305.200000 0.705649
4314.400000 0.658256
4323.600000 0.675244
4332.800000 0.610604
4342.000000 0.772665
4351.200000 0.575894
4360.400000 0.68381
4369.600000 0.65871
4378.800000 0.600322
4388.000000 0.698394
4397.200000 0.763112
4406.400000 0.68792
4415.600000 0.741102
4424.800000 0.749825
4434.000000 0.834964
4443.200000 0.75282
4452.400000 0.675138
4461.600000 0.629376
4470.800000 0.618452
4480.000000 0.62375
4489.200000 0.579035
4498.400000 0.613016
4507.600000 0.637765
4516.800000 0.505887
4526.000000 0.465638
4535.200000 0.463828
4544.400000 0.40872
4553.600000 0.470279
4562.800000 0.418395
4572.000000 0.4897
4581.200000 0.538062
4590.400000 0.485078
4599.600000 0.638964
4608.800000 0.612181
4618.000000 0.641737
4627.200000 0.675132
4636.400000 0.71471
4645.600000 0.786384
4654.800000 0.794891
4664.000000 0.965503
4673.200000 1.14863
4682.400000 1.22676
