   Wavelength                Flux           Variance
3287.17488789  -2.00152190717e-17  7.60190620799e-33
3289.54658695  -2.94176574204e-17  7.23681349191e-33
  3291.918286   3.16770291671e-17  7.47282092434e-33
3294.28998505   3.26965200886e-17  7.58998001884e-33
3296.66168411    1.1988591885e-16  7.59198825436e-33
3299.03338316   5.25238142635e-17  7.54069586797e-33
3301.40508221   1.01587314957e-16  7.56953767795e-33
3303.77678127   6.37844289845e-17  6.93180507158e-33
3306.14848032   1.10815352444e-16  6.80053192273e-33
3308.52017937   4.60886222693e-17  6.27804523306e-33
3310.89187843  -1.92465291269e-17  5.94201978537e-33
3313.26357748  -1.84589036627e-17  5.69519499996e-33
3315.63527653    5.3031863019e-17  5.83334076836e-33
3318.00697559   3.86592634478e-17  5.97990120813e-33
3320.37867464   -4.4589420182e-17  5.69658977249e-33
3322.75037369  -1.21327890657e-16  5.45467881381e-33
3325.12207275  -5.57108856568e-17  5.63317258448e-33
 3327.4937718   7.82928654669e-17  5.93626509873e-33
3329.86547085    1.9515393112e-16   6.0574261657e-33
3332.23716991   2.10369735996e-16  5.85864961329e-33
3334.60886896   1.37738102041e-16  5.27162513427e-33
3336.98056801   1.09535050316e-16  5.02729073351e-33
3339.35226707   5.61771203824e-17   4.5891927234e-33
3341.72396612  -2.12624485704e-17  4.26779376061e-33
3344.09566517   5.39617270159e-17  4.52642460806e-33
3346.46736423  -5.75596751644e-18  4.33376545842e-33
3348.83906328   1.27868011058e-17  4.14530578227e-33
3351.21076233   1.13832940633e-16  4.59022561023e-33
3353.58246139  -2.16748637907e-17  4.32958007151e-33
3355.95416044  -6.83398206495e-18   4.4644468715e-33
3358.32585949  -5.51737670798e-17  4.55413715607e-33
3360.69755855   2.15315273122e-17  4.45370321201e-33
 3363.0692576    1.1019822473e-16   4.5941655926e-33
3365.44095665   9.13264855763e-17  4.39728135524e-33
3367.81265571   1.86895757155e-16  4.43877307302e-33
3370.18435476    1.4739690127e-16  4.17482817899e-33
3372.55605381   8.06010825149e-17  3.88639309739e-33
3374.92775286   1.68449148675e-16  3.90207984063e-33
3377.29945192   1.70638583833e-16  3.85748557656e-33
3379.67115097   3.54809910378e-17  3.48546595225e-33
3382.04285002   4.48604718527e-17  3.41656684365e-33
3384.41454908   5.41124442207e-17  3.45962021726e-33
3386.78624813   8.07930318057e-17  3.51829092947e-33
3389.15794718    9.0315577244e-17  3.47748853372e-33
3391.52964624   1.96350282197e-16  3.69340829451e-33
3393.90134529   1.03401735116e-16  3.32123059755e-33
3396.27304434   1.44532171004e-18  3.05515819703e-33
 3398.6447434   5.43588581921e-17  3.11766433476e-33
3401.01644245   1.65986850853e-16  3.30493450757e-33
 3403.3881415   1.75992084377e-16  3.28591170908e-33
3405.75984056   1.47195079643e-16  3.16450033784e-33
3408.13153961   1.36775907969e-16  3.02699435403e-33
3410.50323866   1.42466715823e-16   3.1298439001e-33
3412.87493772   1.06942285783e-16  3.02861319915e-33
3415.24663677   7.66008854424e-17  2.75737029029e-33
3417.61833582   1.32570118991e-16  2.84025814265e-33
3419.99003488   1.45387865805e-16  2.90318023644e-33
3422.36173393    1.6383213428e-16  2.99512603085e-33
3424.73343298   1.34661841253e-16  2.91844882539e-33
3427.10513204   1.15964126899e-16  2.79768926671e-33
3429.47683109   3.81518077289e-17   2.5846709075e-33
3431.84853014   5.26061052748e-17  2.59488309591e-33
 3434.2202292   8.48147416797e-17  2.55249734589e-33
3436.59192825   1.11553500249e-16  2.73698966484e-33
 3438.9636273   7.05715171891e-17  2.56729284415e-33
3441.33532636   7.42379458726e-17  2.52024780968e-33
3443.70702541   1.19969494471e-16  2.64685309028e-33
3446.07872446   3.82380688134e-17  2.48702132816e-33
3448.45042352   4.74684673848e-17  2.47041270463e-33
3450.82212257   1.10906671006e-16  2.57815919182e-33
3453.19382162   6.69180441227e-17  2.44106795375e-33
3455.56552068   1.20620310746e-16  2.52229494216e-33
3457.93721973  -4.84320328305e-17  2.14445483435e-33
3460.30891878   1.10460749744e-16  2.39542764187e-33
3462.68061784   6.60914207272e-17  2.25783104793e-33
3465.05231689   9.20511926712e-17  2.32446977635e-33
3467.42401594   6.84143169223e-17  2.41763034208e-33
