@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.734
@SPECTRUM spectrum_05D2ct_799.dat
@SN-NAME 05D2ct
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 7.820
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.900            0.02577        0.00619
       4274.900            0.01007        0.00523
       4289.900            0.01205        0.00433
       4304.900            0.00771        0.00374
       4319.900            0.01246        0.00345
       4334.900            0.01261        0.00307
       4349.900            0.01004        0.00282
       4364.900            0.01171        0.00272
       4379.900            0.00958        0.00252
       4394.900            0.00897        0.00238
       4409.900            0.01020        0.00242
       4424.900            0.00750        0.00234
       4439.900            0.01590        0.00223
       4454.900            0.01267        0.00211
       4469.900            0.01262        0.00204
       4484.900            0.01028        0.00201
       4499.900            0.01146        0.00199
       4514.900            0.01235        0.00196
       4529.900            0.01410        0.00197
       4544.900            0.01425        0.00194
       4559.900            0.01592        0.00188
       4574.900            0.01096        0.00186
       4589.900            0.01397        0.00182
       4604.900            0.01038        0.00178
       4619.900            0.01050        0.00176
       4634.900            0.01160        0.00174
       4649.900            0.01119        0.00171
       4664.900            0.01199        0.00174
       4679.900            0.01179        0.00172
       4694.900            0.01178        0.00184
       4709.900            0.01635        0.00168
       4724.900            0.01239        0.00165
       4739.900            0.01482        0.00162
       4754.900            0.00874        0.00161
       4769.900            0.00809        0.00161
       4784.900            0.01272        0.00160
       4799.900            0.01236        0.00160
       4814.900            0.01146        0.00162
       4829.900            0.01196        0.00164
       4844.900            0.01024        0.00176
       4859.900            0.00590        0.00153
       4874.900            0.01118        0.00153
       4889.900            0.01254        0.00156
       4904.900            0.01381        0.00153
       4919.900            0.00811        0.00149
       4934.900            0.01169        0.00150
       4949.900            0.01099        0.00149
       4964.900            0.01248        0.00165
       4979.900            0.00992        0.00149
       4994.900            0.01024        0.00147
       5009.900            0.01247        0.00145
       5024.900            0.01179        0.00143
       5039.900            0.01315        0.00140
       5054.900            0.01181        0.00154
       5069.900            0.01051        0.00140
       5084.900            0.01099        0.00138
       5099.900            0.01356        0.00138
       5114.900            0.01084        0.00138
       5129.900            0.01023        0.00151
       5144.900            0.01030        0.00140
       5159.900            0.01046        0.00138
       5174.900            0.01020        0.00134
       5189.900            0.01375        0.00142
       5204.900            0.01189        0.00163
       5219.900            0.01309        0.00139
       5234.900            0.01228        0.00140
       5249.900            0.01134        0.00140
       5264.900            0.00967        0.00136
       5279.900            0.00831        0.00151
       5294.900            0.00931        0.00138
       5309.900            0.01109        0.00139
       5324.900            0.01005        0.00143
       5339.900            0.01059        0.00153
       5354.900            0.00937        0.00137
       5369.900            0.00829        0.00135
       5384.900            0.01068        0.00135
       5399.900            0.00665        0.00145
       5414.900            0.00880        0.00133
       5429.900            0.01087        0.00137
       5444.900            0.00986        0.00136
       5459.900            0.00608        0.00148
       5474.900            0.00930        0.00135
       5489.900            0.00994        0.00136
       5504.900            0.01033        0.00138
       5519.900            0.01230        0.00152
       5534.900            0.00985        0.00139
       5549.900            0.01161        0.00143
       5564.900            0.01060        0.00164
       5579.900            0.01462        0.00407
       5594.900            0.01126        0.00144
       5609.900            0.01043        0.00143
       5624.900            0.01031        0.00157
       5639.900            0.01215        0.00141
       5654.900            0.00959        0.00141
       5669.900            0.01074        0.00158
       5684.900            0.00722        0.00146
       5699.900            0.01087        0.00146
       5714.900            0.00987        0.00145
       5729.900            0.00915        0.00159
       5744.900            0.00793        0.00144
       5759.900            0.00818        0.00144
       5774.900            0.00817        0.00158
       5789.900            0.00930        0.00143
       5804.900            0.00818        0.00145
       5819.900            0.00898        0.00159
       5834.900            0.01064        0.00147
       5849.900            0.00984        0.00146
       5864.900            0.00997        0.00179
       5879.900            0.00670        0.00174
       5894.900            0.01385        0.00254
       5909.900            0.00897        0.00182
       5924.900            0.00921        0.00167
       5939.900            0.00998        0.00162
       5954.900            0.00686        0.00182
       5969.900            0.00804        0.00158
       5984.900            0.00995        0.00154
       5999.900            0.00775        0.00168
       6014.900            0.01050        0.00147
       6029.900            0.01066        0.00146
       6044.900            0.01081        0.00156
       6059.900            0.00917        0.00141
       6074.900            0.01120        0.00139
       6089.900            0.00665        0.00151
       6104.900            0.00890        0.00140
       6119.900            0.01399        0.00150
       6134.900            0.01117        0.00140
       6149.900            0.01270        0.00148
       6164.900            0.01195        0.00162
       6179.900            0.01268        0.00141
       6194.900            0.01083        0.00139
       6209.900            0.01216        0.00154
       6224.900            0.01323        0.00147
       6239.900            0.01319        0.00189
       6254.900            0.01293        0.00159
       6269.900            0.01099        0.00156
       6284.900            0.00989        0.00176
       6299.900            0.01051        0.00292
       6314.900            0.00704        0.00162
       6329.900            0.00929        0.00178
       6344.900            0.01156        0.00145
       6359.900            0.01029        0.00214
       6374.900            0.00944        0.00158
       6389.900            0.00762        0.00141
       6404.900            0.00908        0.00143
       6419.900            0.00896        0.00134
       6434.900            0.00727        0.00142
       6449.900            0.01051        0.00133
       6464.900            0.07450        0.00159
       6479.900            0.01005        0.00151
       6494.900            0.00988        0.00147
       6509.900            0.01050        0.00158
       6524.900            0.00675        0.00141
       6539.900            0.00760        0.00148
       6554.900            0.01214        0.00175
       6569.900            0.00947        0.00148
       6584.900            0.00696        0.00152
       6599.900            0.00939        0.00137
       6614.900            0.00900        0.00129
       6629.900            0.00998        0.00145
       6644.900            0.00735        0.00127
       6659.900            0.01002        0.00139
       6674.900            0.01284        0.00127
       6689.900            0.01184        0.00125
       6704.900            0.01452        0.00139
       6719.900            0.01506        0.00126
       6734.900            0.01363        0.00138
       6749.900            0.01520        0.00126
       6764.900            0.01666        0.00136
       6779.900            0.01559        0.00123
       6794.900            0.01389        0.00124
       6809.900            0.01410        0.00136
       6824.900            0.01276        0.00157
       6839.900            0.01884        0.00187
       6854.900            0.01305        0.00145
       6869.900            0.01168        0.00224
       6884.900            0.01324        0.00164
       6899.900            0.01503        0.00162
       6914.900            0.01202        0.00184
       6929.900            0.00520        0.00156
       6944.900            0.00526        0.00181
       6959.900            0.00630        0.00145
       6974.900            0.00817        0.00172
       6989.900            0.01053        0.00152
       7004.900            0.00922        0.00144
       7019.900            0.00688        0.00142
       7034.900            0.00715        0.00128
       7049.900            0.00706        0.00159
       7064.900            0.00690        0.00134
       7079.900            0.00671        0.00150
       7094.900            0.00578        0.00133
       7109.900            0.01009        0.00141
       7124.900            0.00967        0.00131
       7139.900            0.00996        0.00137
       7154.900            0.00670        0.00150
       7169.900            0.00720        0.00148
       7184.900            0.00556        0.00176
       7199.900            0.00770        0.00156
       7214.900            0.00892        0.00152
       7229.900            0.00846        0.00159
       7244.900            0.00679        0.00329
       7259.900            0.00543        0.00177
       7274.900            0.00520        0.00249
       7289.900            0.00796        0.00231
       7304.900            0.00711        0.00209
       7319.900            0.00522        0.00271
       7334.900            0.01048        0.00232
       7349.900            0.00659        0.00228
       7364.900            0.00886        0.00226
       7379.900            0.00576        0.00190
       7394.900            0.00597        0.00201
       7409.900            0.00536        0.00198
       7424.900            0.00457        0.00162
       7439.900            0.00557        0.00211
       7454.900            0.00654        0.00156
       7469.900            0.00636        0.00200
       7484.900            0.00748        0.00227
       7499.900            0.00189        0.00160
       7514.900            0.00165        0.00190
       7529.900            0.01348        0.00224
       7544.900            0.00350        0.00172
       7559.900            0.00545        0.00176
       7574.900            0.00200        0.00237
       7589.900            0.00346        0.00214
       7604.900           -0.00073        0.00554
       7619.900           -0.00306        0.00332
       7634.900            0.00343        0.00338
       7649.900            0.00585        0.00243
       7664.900            0.00619        0.00205
       7679.900            0.00126        0.00187
       7694.900           -0.00014        0.00181
       7709.900           -0.00150        0.00290
       7724.900            0.00241        0.00262
       7739.900            0.00351        0.00217
       7754.900            0.00572        0.00310
       7769.900            0.00625        0.00301
       7784.900            0.00252        0.00271
       7799.900           -0.00184        0.00299
       7814.900            0.00553        0.00272
       7829.900            0.00180        0.00262
       7844.900            0.00078        0.00264
       7859.900           -0.00108        0.00384
       7874.900           -0.00098        0.00296
       7889.900            0.00094        0.00285
       7904.900            0.00321        0.00256
       7919.900            0.00831        0.00369
       7934.900           -0.00067        0.00272
       7949.900            0.00152        0.00239
       7964.900            0.00734        0.00367
       7979.900           -0.00096        0.00282
       7994.900           -0.00264        0.00386
       8009.900           -0.00139        0.00230
       8024.900            0.00237        0.00356
       8039.900            0.00119        0.00215
       8054.900            0.00131        0.00275
       8069.900           -0.00063        0.00227
       8084.900           -0.00020        0.00223
       8099.900           -0.00361        0.00229
       8114.900           -0.00184        0.00222
       8129.900            0.00016        0.00209
       8144.900            0.00040        0.00258
       8159.900            0.00084        0.00234
       8174.900           -0.00135        0.00253
       8189.900           -0.00286        0.00233
       8204.900           -0.00608        0.00221
       8219.900           -0.00513        0.00251
       8234.900           -0.00526        0.00239
       8249.900           -0.00523        0.00245
       8264.900           -0.00166        0.00229
       8279.900           -0.00304        0.00432
       8294.900            0.00366        0.00482
       8309.900           -0.00486        0.00379
       8324.900           -0.00507        0.00253
       8339.900           -0.00337        0.00419
       8354.900           -0.00833        0.00436
       8369.900           -0.00493        0.00323
       8384.900           -0.00327        0.00342
       8399.900           -0.00544        0.00531
       8414.900           -0.00394        0.00361
       8429.900            0.02349        0.00561
       8444.900           -0.00630        0.00349
       8459.900           -0.00445        0.00458
       8474.900           -0.00015        0.00326
