@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.182
@SPECTRUM spectrum_06D1ab_1100.dat
@SN-NAME 06D1ab
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -4.410
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.700            0.15070        0.02980
       4274.700            0.11344        0.02590
       4289.700            0.05032        0.02203
       4304.700            0.08843        0.01854
       4319.700            0.00941        0.01867
       4334.700            0.05313        0.01707
       4349.700            0.07763        0.01630
       4364.700            0.03220        0.01574
       4379.700            0.03294        0.01438
       4394.700            0.07193        0.01387
       4409.700            0.05302        0.01371
       4424.700            0.08148        0.01361
       4439.700            0.06061        0.01320
       4454.700            0.06937        0.01264
       4469.700            0.08112        0.01254
       4484.700            0.10595        0.01241
       4499.700            0.11757        0.01238
       4514.700            0.12895        0.01222
       4529.700            0.16540        0.01167
       4544.700            0.15640        0.01166
       4559.700            0.20249        0.01156
       4574.700            0.18689        0.01144
       4589.700            0.19269        0.01118
       4604.700            0.19210        0.01106
       4619.700            0.16954        0.01104
       4634.700            0.15597        0.01084
       4649.700            0.15967        0.01059
       4664.700            0.14556        0.01044
       4679.700            0.15306        0.01036
       4694.700            0.14755        0.01125
       4709.700            0.13549        0.01007
       4724.700            0.15155        0.01016
       4739.700            0.12820        0.01005
       4754.700            0.14497        0.00995
       4769.700            0.14875        0.00986
       4784.700            0.16315        0.00986
       4799.700            0.17888        0.00982
       4814.700            0.19027        0.00980
       4829.700            0.20075        0.00970
       4844.700            0.19743        0.01044
       4859.700            0.20149        0.00893
       4874.700            0.19301        0.00905
       4889.700            0.17714        0.00913
       4904.700            0.17658        0.00919
       4919.700            0.18434        0.00889
       4934.700            0.17711        0.00892
       4949.700            0.17026        0.00977
       4964.700            0.16948        0.00882
       4979.700            0.16868        0.00866
       4994.700            0.14175        0.00859
       5009.700            0.15162        0.00838
       5024.700            0.11056        0.00836
       5039.700            0.11034        0.00827
       5054.700            0.11962        0.00916
       5069.700            0.09368        0.00826
       5084.700            0.08299        0.00815
       5099.700            0.10279        0.00811
       5114.700            0.10445        0.00812
       5129.700            0.12152        0.00873
       5144.700            0.11398        0.00789
       5159.700            0.12810        0.00781
       5174.700            0.13541        0.00742
       5189.700            0.13923        0.00765
       5204.700            0.12501        0.00853
       5219.700            0.14136        0.00774
       5234.700            0.14935        0.00769
       5249.700            0.16966        0.00776
       5264.700            0.19283        0.00740
       5279.700            0.20209        0.00826
       5294.700            0.20730        0.00764
       5309.700            0.21540        0.00766
       5324.700            0.21873        0.00746
       5339.700            0.21244        0.00817
       5354.700            0.20362        0.00749
       5369.700            0.19826        0.00734
       5384.700            0.19587        0.00738
       5399.700            0.19791        0.00785
       5414.700            0.17897        0.00717
       5429.700            0.16146        0.00718
       5444.700            0.15908        0.00720
       5459.700            0.12641        0.00786
       5474.700            0.13723        0.00709
       5489.700            0.12467        0.00711
       5504.700            0.12535        0.00708
       5519.700            0.13646        0.00773
       5534.700            0.12077        0.00703
       5549.700            0.12077        0.00707
       5564.700            0.10922        0.00782
       5579.700            0.12005        0.01126
       5594.700            0.10680        0.00685
       5609.700            0.10915        0.00691
       5624.700            0.11666        0.00752
       5639.700            0.10381        0.00683
       5654.700            0.10830        0.00675
       5669.700            0.08982        0.00743
       5684.700            0.08950        0.00675
       5699.700            0.08856        0.00670
       5714.700            0.07098        0.00668
       5729.700            0.08832        0.00739
       5744.700            0.08317        0.00668
       5759.700            0.09315        0.00663
       5774.700            0.09986        0.00726
       5789.700            0.09791        0.00658
       5804.700            0.10504        0.00662
       5819.700            0.09783        0.00728
       5834.700            0.08422        0.00665
       5849.700            0.09428        0.00659
       5864.700            0.09035        0.00740
       5879.700            0.09843        0.00682
       5894.700            0.09948        0.00691
       5909.700            0.08599        0.00725
       5924.700            0.09934        0.00664
       5939.700            0.10520        0.00657
       5954.700            0.11244        0.00717
       5969.700            0.12299        0.00646
       5984.700            0.12331        0.00639
       5999.700            0.12347        0.00703
       6014.700            0.14130        0.00627
       6029.700            0.13128        0.00629
       6044.700            0.14533        0.00689
       6059.700            0.13597        0.00624
       6074.700            0.14681        0.00621
       6089.700            0.14766        0.00676
       6104.700            0.13169        0.00613
       6119.700            0.13228        0.00670
       6134.700            0.14322        0.00612
       6149.700            0.13115        0.00613
       6164.700            0.11424        0.00665
       6179.700            0.11330        0.00608
       6194.700            0.12340        0.00601
       6209.700            0.11574        0.00659
       6224.700            0.11178        0.00603
       6239.700            0.11045        0.00691
       6254.700            0.11017        0.00612
       6269.700            0.11130        0.00611
       6284.700            0.10731        0.00679
       6299.700            0.09662        0.00706
       6314.700            0.11358        0.00607
       6329.700            0.12087        0.00672
       6344.700            0.10923        0.00589
       6359.700            0.10924        0.00670
       6374.700            0.10634        0.00592
       6389.700            0.09415        0.00583
       6404.700            0.09305        0.00625
       6419.700            0.08644        0.00570
       6434.700            0.09156        0.00621
       6449.700            0.09036        0.00568
       6464.700            0.10986        0.00590
       6479.700            0.10587        0.00625
       6494.700            0.10647        0.00578
       6509.700            0.11387        0.00631
       6524.700            0.11898        0.00573
       6539.700            0.13251        0.00579
       6554.700            0.13085        0.00642
       6569.700            0.12220        0.00570
       6584.700            0.12030        0.00617
       6599.700            0.12828        0.00560
       6614.700            0.12545        0.00554
       6629.700            0.12018        0.00607
       6644.700            0.14342        0.00551
       6659.700            0.12865        0.00602
       6674.700            0.13515        0.00546
       6689.700            0.11911        0.00545
       6704.700            0.11695        0.00597
       6719.700            0.11183        0.00538
       6734.700            0.08721        0.00592
       6749.700            0.09187        0.00537
       6764.700            0.09611        0.00587
       6779.700            0.08725        0.00535
       6794.700            0.09132        0.00535
       6809.700            0.08922        0.00586
       6824.700            0.10397        0.00580
       6839.700            0.11970        0.00639
       6854.700            0.10600        0.00568
       6869.700            0.11007        0.00734
       6884.700            0.09935        0.00612
       6899.700            0.09616        0.00599
       6914.700            0.12476        0.00648
       6929.700            0.11511        0.00564
       6944.700            0.11556        0.00625
       6959.700            0.12539        0.00546
       6974.700            0.11291        0.00610
       6989.700            0.11103        0.00534
       7004.700            0.10891        0.00532
       7019.700            0.09531        0.00569
       7034.700            0.10098        0.00520
       7049.700            0.07603        0.00586
       7064.700            0.07100        0.00525
       7079.700            0.05357        0.00577
       7094.700            0.06701        0.00521
       7109.700            0.04227        0.00565
       7124.700            0.05297        0.00517
       7139.700            0.03805        0.00524
       7154.700            0.05525        0.00576
       7169.700            0.03790        0.00543
       7184.700            0.04991        0.00639
       7199.700            0.05036        0.00571
       7214.700            0.03815        0.00581
       7229.700            0.04660        0.00568
       7244.700            0.04692        0.00845
       7259.700            0.06605        0.00598
       7274.700            0.06326        0.00726
       7289.700            0.06829        0.00703
       7304.700            0.07602        0.00646
       7319.700            0.08761        0.00761
       7334.700            0.09459        0.00676
       7349.700            0.10076        0.00704
       7364.700            0.10467        0.00664
       7379.700            0.10734        0.00662
       7394.700            0.10962        0.00631
       7409.700            0.12414        0.00674
       7424.700            0.12450        0.00591
       7439.700            0.11437        0.00609
       7454.700            0.11779        0.00634
       7469.700            0.11575        0.00637
       7484.700            0.11639        0.00705
       7499.700            0.13821        0.00595
       7514.700            0.12159        0.00673
       7529.700            0.10478        0.00666
       7544.700            0.11918        0.00612
       7559.700            0.12457        0.00582
       7574.700            0.10927        0.00702
       7589.700            0.12355        0.00718
       7604.700            0.09007        0.01502
       7619.700            0.12181        0.01245
       7634.700            0.10094        0.00995
       7649.700            0.09758        0.00868
       7664.700            0.10806        0.00674
       7679.700            0.09759        0.00646
       7694.700            0.09862        0.00585
       7709.700            0.08086        0.00802
       7724.700            0.09423        0.00708
       7739.700            0.09964        0.00675
       7754.700            0.08724        0.00787
       7769.700            0.09651        0.00713
       7784.700            0.09046        0.00692
       7799.700            0.08872        0.00793
       7814.700            0.08223        0.00729
       7829.700            0.07890        0.00747
       7844.700            0.08108        0.00709
       7859.700            0.07700        0.00830
       7874.700            0.08080        0.00821
       7889.700            0.08610        0.00736
       7904.700            0.09148        0.00759
       7919.700            0.06959        0.00881
       7934.700            0.08440        0.00747
       7949.700            0.07913        0.00674
       7964.700            0.06695        0.00923
       7979.700            0.07484        0.00740
       7994.700            0.05963        0.00941
       8009.700            0.06198        0.00668
       8024.700            0.07608        0.00888
       8039.700            0.08088        0.00653
       8054.700            0.05317        0.00761
       8069.700            0.07176        0.00672
       8084.700            0.05610        0.00700
       8099.700            0.05591        0.00670
       8114.700            0.06460        0.00710
       8129.700            0.06143        0.00673
       8144.700            0.05326        0.00721
       8159.700            0.08551        0.00849
       8174.700            0.06327        0.00745
       8189.700            0.06806        0.00811
       8204.700            0.05651        0.00697
       8219.700            0.05544        0.00796
       8234.700            0.06959        0.00788
       8249.700            0.06419        0.00777
       8264.700            0.06671        0.00717
       8279.700            0.06528        0.01063
       8294.700            0.03848        0.01108
       8309.700            0.09094        0.01004
       8324.700            0.05414        0.00762
       8339.700            0.07723        0.01132
       8354.700            0.06582        0.01059
       8369.700            0.05885        0.00890
       8384.700            0.06041        0.00886
       8399.700            0.05401        0.01248
       8414.700            0.05320        0.00913
       8429.700            0.05448        0.01273
       8444.700            0.05786        0.00864
       8459.700            0.06297        0.01011
       8474.700            0.07933        0.00958
       8489.700            0.06120        0.00848
       8504.700            0.06546        0.01072
