# OBJECT: ZTF20aatxryt
# OBSERVER: Jesper Sollerman, Steve Schulze
# REDUCER: Steve Schulze
# PIPELINE: PyNOT
# DATE-OBS: 2020-11-09T05:46:11.717
# PROPID: 61-501
# JD: 2459162.74041
# MJD: 59162.24041
# EXPTIME: 4050.0
# TELESCOPE: NOT
# INSTRUMENT: ALFOSC
# SLIT: Slit_1.0
# DISERPER: Grism_#4
# ABS FLUX CAL UNC (MAG): 0.19
wavelength	flux
3501.8051309928005	-2.913805560689527e-17
3505.060432581271	-1.730492084411518e-16
3508.3157341697415	-2.693332023804629e-17
3511.571035758212	-6.37054542016706e-17
3514.8263373466825	-5.718684177568521e-17
3518.081638935153	-5.912652862652922e-17
3521.3369405236235	-1.2279097011290331e-17
3524.592242112094	1.1491321652028195e-16
3527.8475437005645	6.43453291048463e-17
3531.102845289035	-6.925090807988511e-17
3534.3581468775055	7.544591309382277e-17
3537.613448465976	1.2858050178107984e-16
3540.8687500544465	1.5177595944274687e-17
3544.124051642917	1.1913786676883566e-16
3547.3793532313875	4.881565893642905e-17
3550.634654819858	5.245184008610428e-17
3553.8899564083285	-6.513554975460518e-17
3557.145257996799	-5.126466311111251e-17
3560.4005595852695	-8.75098814699936e-18
3563.65586117374	4.737188643193372e-17
3566.9111627622106	1.3147469455251396e-16
3570.166464350681	-2.7565538829143064e-17
3573.4217659391516	-2.3145209662617084e-17
3576.677067527622	-3.778514936295898e-17
3579.9323691160926	8.180316751522933e-17
3583.187670704563	9.659847867727289e-17
3586.4429722930336	7.523811401119711e-17
3589.698273881504	6.733550100251579e-17
3592.9535754699746	4.9859916532021916e-17
3596.208877058445	1.306168899521195e-16
3599.4641786469156	1.5455955755001326e-16
3602.719480235386	4.67399141953678e-17
3605.9747818238566	3.837856089644736e-17
3609.230083412327	7.453693799049164e-17
3612.4853850007976	4.359978677862811e-17
3615.740686589268	7.685567679181927e-17
3618.9959881777386	6.604393434717798e-17
3622.251289766209	5.194727740578643e-17
3625.5065913546796	9.436930356132545e-17
3628.76189294315	1.4646569353192047e-16
3632.0171945316206	1.119605937588715e-16
3635.272496120091	1.7072677091299818e-16
3638.5277977085616	1.336583952009818e-16
3641.783099297032	3.5306594172754557e-17
3645.0384008855026	1.240065577403288e-17
3648.293702473973	6.79280145123538e-17
3651.5490040624436	8.95120204283629e-17
3654.804305650914	9.156296056536454e-17
3658.0596072393846	6.48668628410266e-17
3661.314908827855	7.645656566764205e-17
3664.5702104163256	2.0516113813506186e-17
3667.825512004796	4.604537907173884e-17
3671.0808135932666	1.4487885052338602e-16
3674.336115181737	1.1527295237448985e-16
3677.5914167702076	8.521424913423564e-17
3680.846718358678	5.4265378853851663e-17
3684.1020199471486	7.868004050337907e-17
3687.357321535619	4.102004977413346e-17
3690.6126231240896	8.0075949898469e-17
3693.86792471256	3.446759005763703e-17
3697.1232263010306	5.4624997359562286e-17
3700.378527889501	1.5983738448101787e-17
3703.6338294779716	5.898004031627443e-17
3706.889131066442	1.030991833037404e-16
3710.1444326549126	1.1349010476618518e-16
3713.399734243383	7.776263543901424e-17
3716.6550358318536	1.0466739682044304e-16
3719.910337420324	5.87713810918085e-17
3723.1656390087946	8.739555326494655e-17
3726.420940597265	2.2491146614467608e-17
3729.6762421857356	8.265811995910051e-17
3732.931543774206	7.237333610488415e-17
3736.1868453626766	7.651550772554643e-17
3739.442146951147	7.06287296434752e-17
3742.6974485396177	6.504973428297074e-17
3745.952750128088	8.448423092651428e-17
3749.2080517165587	8.010966531990811e-17
3752.463353305029	1.0122086985041999e-16
3755.7186548934997	1.120095363099229e-16
3758.97395648197	8.884198094036686e-17
3762.2292580704407	1.038418670883319e-16
3765.484559658911	8.507072796646617e-17
3768.7398612473817	7.714282476569624e-17
3771.995162835852	7.409520780865611e-17
3775.2504644243227	8.375854723928562e-17
3778.505766012793	1.0295245716795657e-16
3781.7610676012637	1.15973654190763e-16
3785.016369189734	1.3280992661611525e-16
3788.2716707782047	9.069017651646928e-17
3791.526972366675	1.181071111683715e-16
3794.7822739551457	1.2485979207232538e-16
3798.037575543616	1.0005632848654401e-16
3801.2928771320867	1.2417021316714146e-16
3804.548178720557	1.3325232594841586e-16
3807.8034803090277	1.0696385850406662e-16
3811.058781897498	8.154042965535117e-17
3814.3140834859687	8.744772066319508e-17
3817.569385074439	9.59851043507737e-17
3820.8246866629097	9.072552556465155e-17
3824.07998825138	1.1708867052937883e-16
3827.3352898398507	1.2030994322830714e-16
3830.590591428321	1.27234609058363e-16
3833.8458930167917	1.1638215505371215e-16
3837.101194605262	1.3161207057172916e-16
3840.3564961937327	1.2917880318285408e-16
3843.611797782203	1.235207603365e-16
3846.8670993706737	1.0489939374086103e-16
3850.122400959144	8.739227680189417e-17
3853.3777025476147	9.896560700872687e-17
3856.633004136085	1.0221421805968123e-16
3859.8883057245557	1.1058293560416076e-16
3863.143607313026	1.1677899266822368e-16
3866.3989089014967	1.1178606771906175e-16
3869.654210489967	1.1860504394365076e-16
3872.9095120784377	1.2239268391412104e-16
3876.1648136669082	1.3740917360478865e-16
3879.4201152553787	1.0772787886687032e-16
3882.6754168438492	5.602682866559626e-17
3885.9307184323197	7.998711432020063e-17
3889.1860200207902	1.3006231507175147e-16
3892.4413216092607	1.0592155008602888e-16
3895.6966231977312	1.0483465970952789e-16
3898.9519247862017	1.1452071343352346e-16
