# SIMPLE  =                    T / conforms to FITS standard                      
# BITPIX  =                    8 / array data type                                
# NAXIS   =                    0 / number of array dimensions                     
# EXTEND  =                    T                                                  
# VERSPYT = '3.11.10 '           / Python version                                 
# VERSNPY = '2.1.3   '           / Numpy version                                  
# VERSSCI = '1.14.1  '           / Scipy version                                  
# VERSAST = '7.0.0   '           / Astropy version                                
# VERSSKL = '1.5.2   '           / Scikit-learn version                           
# VERSPYP = '0.1.dev17393+g9bd5e51' / PypeIt version                              
# DATE    = '2025-04-16'         / UTC date created                               
# RA      =   165.90304166666667                                                  
# DEC     =   17.315844444444444                                                  
# TARGET  = 'GOTO110336.73+171857.04'                                             
# DISPNAME= 'blue    '                                                            
# DECKER  = 'slit    '                                                            
# BINNING = '1,1     '                                                            
# MJD     =         60780.928028                                                  
# DATETIME= '2025-04-15T22:16:21.619' / Date and time of the observation in ISOT f
# AIRMASS =             1.025136                                                  
# EXPTIME =                900.0                                                  
# FILENAME= 'v_e_20250415_18_1_0_9.fits.gz'                                       
# INSTRUME= 'SPRAT   '                                                            
# DETECTOR= 'E2V CCD30-11 10333-02-26'                                            
# DATE-OBS= '2025-04-15T22:16:21.661'                                             
# CONFNAME= 'user_def_config'                                                     
# FOVTYPE = 'slit    '                                                            
# CCDXBIN =                    1                                                  
# CCDYBIN =                    1                                                  
# PYPELINE= 'MultiSlit'                                                           
# PYP_SPEC= 'lt_sprat'                                                            
# TELESCOP= 'LT      '                                                            
# LON-OBS =  -17.879999999999995                                                  
# LAT-OBS =   28.758333333333336                                                  
# ALT-OBS =    2326.999999998442                                                  
# CLBS_DIR= '/home/mpursiai/onedrive-work/work/GOTO_classifications/GOTO-FAST/LT&'
# CONTINUE  '/20250415/reduced/Calibrations'                                      
# CLBS_ARC= 'Arc_A_0_DET01.fits'                                                  
# HIERARCH CLBS_WAVECALIB = 'WaveCalib_A_0_DET01.fits'                            
# HIERARCH CLBS_BIAS = 'Bias_A_0_DET01.fits'                                      
# HIERARCH CLBS_FLAT = 'Flat_A_0_DET01.fits'                                      
# HIERARCH CLBS_EDGES = 'Edges_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_SLITS = 'Slits_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_TILTIMG = 'Tiltimg_A_0_DET01.fits'                                
# HIERARCH CLBS_TILTS = 'Tilts_A_0_DET01.fits'                                    
# DMODCLS = 'SpecObjs'           / Datamodel class                                
# DMODVER = '1.0.0   '           / Datamodel version                              
# EXT0000 = 'SPAT0126-SLIT0113-DET01'                                             
# NSPEC   =                    1                                                  
# 
#      Lam       Flux        STD
  4003.312  1.370e-15  1.881e-16
  4007.649  1.053e-15  1.738e-16
  4011.988  1.077e-15  1.690e-16
  4016.327  1.718e-15  1.695e-16
  4020.667  7.842e-16  1.581e-16
  4025.008  1.434e-15  1.663e-16
  4029.351  8.783e-16  1.641e-16
  4033.694  1.252e-15  1.741e-16
  4038.039  1.597e-15  1.844e-16
  4042.385  1.462e-15  1.824e-16
  4046.731  1.772e-15  1.924e-16
  4051.079  1.097e-15  1.884e-16
  4055.428  1.546e-15  1.881e-16
  4059.778  1.142e-15  1.803e-16
  4064.130  9.734e-16  1.682e-16
  4068.482  1.023e-15  1.640e-16
  4072.836  1.177e-15  1.602e-16
  4077.189  1.474e-15  1.581e-16
  4081.546  1.626e-15  1.534e-16
  4085.902  1.345e-15  1.445e-16
  4090.260  1.717e-15  1.450e-16
  4094.619  1.428e-15  1.378e-16
  4098.979  1.426e-15  1.363e-16
  4103.340  1.432e-15  1.339e-16
  4107.703  1.573e-15  1.349e-16
  4112.065  8.123e-16  1.240e-16
  4116.430  1.665e-15  1.327e-16
  4120.796  1.271e-15  1.263e-16
  4125.162  1.932e-15  1.317e-16
  4129.530  1.998e-15  1.316e-16
  4133.899  1.542e-15  1.231e-16
  4138.269  1.599e-15  1.210e-16
  4142.640  1.311e-15  1.146e-16
  4147.012  1.392e-15  1.145e-16
  4151.385  1.385e-15  1.119e-16
  4155.759  1.437e-15  1.114e-16
  4160.135  1.432e-15  1.085e-16
  4164.511  1.826e-15  1.118e-16
  4168.889  1.619e-15  1.066e-16
  4173.267  1.491e-15  1.036e-16
  4177.647  1.418e-15  1.011e-16
  4182.028  1.514e-15  1.009e-16
  4186.410  1.658e-15  1.008e-16
  4190.793  1.454e-15  9.753e-17
  4195.177  1.702e-15  9.829e-17
  4199.563  1.315e-15  9.400e-17
  4203.949  1.254e-15  9.176e-17
  4208.337  1.253e-15  9.148e-17
  4212.726  1.178e-15  8.886e-17
  4217.115  1.225e-15  8.895e-17
  4221.506  1.524e-15  9.067e-17
  4225.898  1.419e-15  8.791e-17
  4230.291  1.352e-15  8.698e-17
  4234.685  1.381e-15  8.734e-17
  4239.081  1.239e-15  8.515e-17
  4243.477  1.451e-15  8.770e-17
  4247.874  1.666e-15  8.857e-17
  4252.273  1.483e-15  8.547e-17
  4256.673  1.533e-15  8.610e-17
  4261.073  1.329e-15  8.339e-17
  4265.476  1.461e-15  8.382e-17
  4269.878  1.423e-15  8.340e-17
  4274.283  1.604e-15  8.413e-17
  4278.688  1.388e-15  8.114e-17
  4283.094  1.385e-15  8.052e-17
  4287.501  1.311e-15  7.864e-17
