#PI: Shappee 
#OBJECT: ASASSN-14lp 
#JD: 2457006.02252 
# 
#Angstrom    Flux(erg/s/cm**2/Angstrom) 
3455.5 4.7931483e-14 
3457.0 4.8518257e-14 
3458.4 5.1964598e-14 
3459.9 5.0353487e-14 
3461.4 5.0766155e-14 
3462.8 5.3912775e-14 
3464.3 5.4316222e-14 
3465.7 5.0282704e-14 
3467.2 5.2949504e-14 
3468.7 5.3524491e-14 
3470.1 5.2352637e-14 
3471.6 5.054158e-14 
3473.1 5.1559563e-14 
3474.5 5.2224175e-14 
3476.0 5.3407954e-14 
3477.4 5.0701125e-14 
3478.9 4.7469616e-14 
3480.4 5.1127149e-14 
3481.8 4.8872787e-14 
3483.3 4.7674973e-14 
3484.8 5.2565962e-14 
3486.2 4.9346254e-14 
3487.7 4.8272827e-14 
3489.2 5.064152e-14 
3490.6 4.5373119e-14 
3492.1 4.9537531e-14 
3493.5 4.8654667e-14 
3495.0 4.447579e-14 
3496.5 4.769631e-14 
3497.9 4.3906511e-14 
3499.4 4.7722731e-14 
3500.9 4.7778626e-14 
3502.3 4.5652966e-14 
3503.8 4.5835028e-14 
3505.3 4.2962059e-14 
3506.7 4.5080256e-14 
3508.2 4.4429919e-14 
3509.6 4.5347136e-14 
3511.1 4.8223584e-14 
3512.6 4.7515088e-14 
3514.0 4.4733039e-14 
3515.5 4.2803165e-14 
3517.0 4.6985862e-14 
3518.4 4.613765e-14 
3519.9 4.1959261e-14 
3521.3 4.3821378e-14 
3522.8 4.5210276e-14 
3524.3 4.3019893e-14 
3525.7 4.1611031e-14 
3527.2 4.2738885e-14 
3528.7 4.2982893e-14 
3530.1 4.3310535e-14 
3531.6 4.3570221e-14 
3533.1 4.3807726e-14 
3534.5 4.3094628e-14 
3536.0 4.4202463e-14 
3537.4 4.0263556e-14 
3538.9 4.273788e-14 
3540.4 4.2542983e-14 
3541.8 4.4961095e-14 
3543.3 4.1989505e-14 
3544.8 4.2820052e-14 
3546.2 4.7461885e-14 
3547.7 4.5742911e-14 
3549.2 4.3542879e-14 
3550.6 4.4448665e-14 
3552.1 4.3588583e-14 
3553.5 4.3511293e-14 
3555.0 4.3348228e-14 
3556.5 4.2407697e-14 
3557.9 4.0245994e-14 
3559.4 4.1736971e-14 
3560.9 4.0286434e-14 
3562.3 4.1693293e-14 
3563.8 4.1291192e-14 
3565.2 3.9268097e-14 
3566.7 3.9722748e-14 
3568.2 3.8471978e-14 
3569.6 3.7794415e-14 
3571.1 3.8134834e-14 
3572.6 4.0603084e-14 
3574.0 3.6133006e-14 
3575.5 3.7081384e-14 
