@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.499
@SPECTRUM spectrum_05D4af_914.dat
@SN-NAME 05D4af
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 11.310
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4257.590            0.00332        0.00441
       4272.590            0.00355        0.00372
       4287.590            0.00360        0.00301
       4302.590            0.00395        0.00254
       4317.590           -0.00108        0.00235
       4332.590            0.00300        0.00209
       4347.590            0.00343        0.00192
       4362.590            0.00486        0.00182
       4377.590            0.00224        0.00169
       4392.590            0.00249        0.00174
       4407.590           -0.00022        0.00161
       4422.590            0.00582        0.00158
       4437.590            0.00358        0.00149
       4452.590            0.00206        0.00144
       4467.590            0.00390        0.00139
       4482.590            0.00308        0.00137
       4497.590            0.00312        0.00134
       4512.590            0.00173        0.00135
       4527.590            0.00245        0.00131
       4542.590            0.00288        0.00132
       4557.590            0.00270        0.00129
       4572.590            0.00236        0.00126
       4587.590            0.00232        0.00126
       4602.590            0.00382        0.00126
       4617.590            0.00318        0.00133
       4632.590            0.00263        0.00121
       4647.590            0.00168        0.00119
       4662.590            0.00429        0.00119
       4677.590            0.00446        0.00118
       4692.590            0.00353        0.00117
       4707.590            0.00239        0.00114
       4722.590            0.00369        0.00115
       4737.590            0.00273        0.00112
       4752.590            0.00304        0.00124
       4767.590            0.00337        0.00110
       4782.590            0.00483        0.00111
       4797.590            0.00299        0.00111
       4812.590            0.00491        0.00111
       4827.590            0.00499        0.00112
       4842.590            0.00368        0.00121
       4857.590            0.00241        0.00108
       4872.590            0.00424        0.00106
       4887.590            0.00338        0.00107
       4902.590            0.00160        0.00106
       4917.590            0.00218        0.00105
       4932.590            0.00196        0.00114
       4947.590            0.00145        0.00103
       4962.590            0.00352        0.00104
       4977.590            0.00240        0.00103
       4992.590            0.00271        0.00102
       5007.590            0.00327        0.00111
       5022.590            0.00490        0.00100
       5037.590            0.00253        0.00099
       5052.590            0.00467        0.00099
       5067.590            0.00466        0.00099
       5082.590            0.00230        0.00108
       5097.590            0.00407        0.00098
       5112.590            0.00398        0.00098
       5127.590            0.00524        0.00097
       5142.590            0.00498        0.00107
       5157.590            0.00423        0.00098
       5172.590            0.00435        0.00094
       5187.590            0.00574        0.00095
       5202.590            0.00459        0.00112
       5217.590            0.00473        0.00096
       5232.590            0.00484        0.00097
       5247.590            0.00637        0.00097
       5262.590            0.00549        0.00104
       5277.590            0.00729        0.00095
       5292.590            0.00727        0.00096
       5307.590            0.00805        0.00097
       5322.590            0.00845        0.00105
       5337.590            0.00916        0.00096
       5352.590            0.00963        0.00095
       5367.590            0.00750        0.00094
       5382.590            0.01013        0.00103
       5397.590            0.01153        0.00094
       5412.590            0.00945        0.00093
       5427.590            0.00936        0.00102
       5442.590            0.00757        0.00094
       5457.590            0.00879        0.00094
       5472.590            0.00971        0.00093
       5487.590            0.00942        0.00103
       5502.590            0.01160        0.00093
       5517.590            0.01341        0.00094
       5532.590            0.01487        0.00103
       5547.590            0.01250        0.00095
       5562.590            0.01112        0.00095
       5577.590            0.01017        0.00243
       5592.590            0.00611        0.00097
       5607.590            0.00536        0.00095
       5622.590            0.00444        0.00103
       5637.590            0.00687        0.00093
       5652.590            0.00503        0.00093
       5667.590            0.00482        0.00102
       5682.590            0.00537        0.00094
       5697.590            0.00782        0.00096
       5712.590            0.00652        0.00104
       5727.590            0.00841        0.00095
       5742.590            0.00726        0.00094
       5757.590            0.00705        0.00102
       5772.590            0.01077        0.00094
       5787.590            0.00946        0.00094
       5802.590            0.01325        0.00103
       5817.590            0.01424        0.00095
       5832.590            0.01672        0.00094
       5847.590            0.01777        0.00103
       5862.590            0.01887        0.00098
       5877.590            0.02001        0.00100
       5892.590            0.01989        0.00140
       5907.590            0.02032        0.00102
       5922.590            0.01813        0.00101
       5937.590            0.01935        0.00109
       5952.590            0.02055        0.00100
       5967.590            0.01784        0.00105
       5982.590            0.01816        0.00097
       5997.590            0.01439        0.00095
       6012.590            0.01370        0.00102
       6027.590            0.01230        0.00093
       6042.590            0.01232        0.00093
       6057.590            0.01153        0.00101
       6072.590            0.01311        0.00091
       6087.590            0.01454        0.00099
       6102.590            0.01313        0.00091
       6117.590            0.01411        0.00093
       6132.590            0.01252        0.00100
       6147.590            0.01387        0.00092
       6162.590            0.01525        0.00090
       6177.590            0.01279        0.00101
       6192.590            0.01307        0.00089
       6207.590            0.01309        0.00100
       6222.590            0.01237        0.00091
       6237.590            0.01189        0.00100
       6252.590            0.01248        0.00104
       6267.590            0.01507        0.00097
       6282.590            0.01441        0.00106
       6297.590            0.01688        0.00136
       6312.590            0.01561        0.00103
       6327.590            0.01421        0.00107
       6342.590            0.01518        0.00092
       6357.590            0.01474        0.00116
       6372.590            0.01196        0.00103
       6387.590            0.01278        0.00100
       6402.590            0.01309        0.00097
       6417.590            0.01284        0.00089
       6432.590            0.01230        0.00096
       6447.590            0.01155        0.00088
       6462.590            0.01228        0.00102
       6477.590            0.01258        0.00093
       6492.590            0.01018        0.00091
       6507.590            0.01059        0.00102
       6522.590            0.00907        0.00090
       6537.590            0.01004        0.00104
       6552.590            0.01172        0.00095
       6567.590            0.00902        0.00097
       6582.590            0.00778        0.00100
       6597.590            0.00889        0.00089
       6612.590            0.00749        0.00096
       6627.590            0.00673        0.00087
       6642.590            0.00660        0.00096
       6657.590            0.00833        0.00086
       6672.590            0.00876        0.00086
       6687.590            0.00838        0.00094
       6702.590            0.00888        0.00087
       6717.590            0.01128        0.00095
       6732.590            0.01055        0.00088
       6747.590            0.01043        0.00095
       6762.590            0.01199        0.00086
       6777.590            0.01139        0.00086
       6792.590            0.01326        0.00095
       6807.590            0.01710        0.00087
       6822.590            0.01672        0.00100
       6837.590            0.01730        0.00105
       6852.590            0.01831        0.00098
       6867.590            0.01798        0.00119
       6882.590            0.02083        0.00107
       6897.590            0.02054        0.00114
       6912.590            0.02107        0.00101
       6927.590            0.01874        0.00111
       6942.590            0.01977        0.00100
       6957.590            0.02221        0.00105
       6972.590            0.01899        0.00095
       6987.590            0.01604        0.00101
       7002.590            0.01572        0.00091
       7017.590            0.01350        0.00091
       7032.590            0.01313        0.00097
       7047.590            0.01006        0.00093
       7062.590            0.00941        0.00099
       7077.590            0.01132        0.00091
       7092.590            0.01144        0.00100
       7107.590            0.01075        0.00089
       7122.590            0.01040        0.00098
       7137.590            0.00955        0.00091
       7152.590            0.00719        0.00102
       7167.590            0.00940        0.00096
       7182.590            0.01175        0.00108
       7197.590            0.00986        0.00115
       7212.590            0.00990        0.00096
       7227.590            0.01144        0.00108
       7242.590            0.01308        0.00151
       7257.590            0.01333        0.00125
       7272.590            0.00982        0.00126
       7287.590            0.01300        0.00145
       7302.590            0.00951        0.00117
       7317.590            0.00899        0.00150
       7332.590            0.00711        0.00120
       7347.590            0.01085        0.00121
       7362.590            0.00799        0.00135
       7377.590            0.00998        0.00113
       7392.590            0.01301        0.00124
       7407.590            0.01068        0.00113
       7422.590            0.01167        0.00113
       7437.590            0.01386        0.00113
       7452.590            0.01183        0.00110
       7467.590            0.01160        0.00113
       7482.590            0.00858        0.00135
       7497.590            0.01006        0.00105
       7512.590            0.00648        0.00105
       7527.590            0.00849        0.00147
       7542.590            0.00707        0.00104
       7557.590            0.00554        0.00118
       7572.590            0.00797        0.00123
       7587.590            0.01132        0.00135
       7602.590            0.00802        0.00257
       7617.590            0.00949        0.00226
       7632.590            0.00968        0.00194
       7647.590            0.01119        0.00171
       7662.590            0.01276        0.00133
       7677.590            0.01104        0.00124
       7692.590            0.01272        0.00119
       7707.590            0.00902        0.00133
       7722.590            0.00828        0.00168
       7737.590            0.01040        0.00119
       7752.590            0.00892        0.00190
       7767.590            0.01331        0.00130
       7782.590            0.01300        0.00145
       7797.590            0.01361        0.00149
       7812.590            0.01280        0.00152
       7827.590            0.01470        0.00143
       7842.590            0.01088        0.00147
       7857.590            0.01401        0.00179
       7872.590            0.01593        0.00174
       7887.590            0.01702        0.00157
       7902.590            0.01139        0.00140
       7917.590            0.01276        0.00194
       7932.590            0.01424        0.00146
       7947.590            0.01062        0.00151
       7962.590            0.01195        0.00159
       7977.590            0.01587        0.00166
       7992.590            0.00907        0.00171
       8007.590            0.01097        0.00147
       8022.590            0.01346        0.00165
       8037.590            0.00986        0.00149
       8052.590            0.00883        0.00140
       8067.590            0.01018        0.00160
       8082.590            0.01198        0.00131
       8097.590            0.01083        0.00153
       8112.590            0.01317        0.00136
       8127.590            0.01202        0.00151
       8142.590            0.01068        0.00152
       8157.590            0.01298        0.00157
       8172.590            0.00798        0.00171
       8187.590            0.00943        0.00154
       8202.590            0.01182        0.00161
       8217.590            0.01181        0.00152
       8232.590            0.00788        0.00184
       8247.590            0.00783        0.00151
       8262.590            0.00971        0.00163
