@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.366
@SPECTRUM spectrum_05D2ei_833.dat
@SN-NAME 05D2ei
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 16.860
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.724            0.00000        0.88102
       4152.200            0.00000        1.19696
       4154.676            0.00000        0.81274
       4157.153            0.00000        1.08676
       4159.630            0.00000        0.76315
       4162.107            0.00000        1.26110
       4164.585            0.00000        0.81875
       4167.063            0.00000        1.34487
       4169.542            0.00000        0.86002
       4172.021            0.00000        0.93512
       4174.501            0.00000        0.75872
       4176.981            0.00000        1.45241
       4179.461            0.00000        0.74709
       4181.942            0.00000        0.75663
       4184.424            0.07200        0.65864
       4186.905           -0.19270        0.56288
       4189.387            0.48780        0.52373
       4191.870           -0.06290        0.36207
       4194.353           -0.00980        0.30370
       4196.836           -0.19200        0.25480
       4199.320           -0.16710        0.22582
       4201.804           -0.30860        0.21680
       4204.289           -0.17810        0.17088
       4206.774            0.01030        0.13630
       4209.259            0.07740        0.12565
       4211.745           -0.03580        0.10472
       4214.231            0.05330        0.09507
       4216.718           -0.02150        0.08331
       4219.205            0.07030        0.07904
       4221.693            0.03010        0.06661
       4224.181           -0.09190        0.06288
       4226.669           -0.02810        0.05557
       4229.158           -0.00640        0.05017
       4231.647            0.00680        0.04695
       4234.136            0.02290        0.04602
       4236.626           -0.07970        0.04386
       4239.117            0.05930        0.03768
       4241.607           -0.02510        0.03478
       4244.099            0.01650        0.03295
       4246.590            0.05710        0.03091
       4249.083           -0.00290        0.02909
       4251.575            0.00940        0.02807
       4254.067           -0.01310        0.02725
       4256.561           -0.01310        0.02515
       4259.054            0.01690        0.02388
       4261.548           -0.00410        0.02310
       4264.043            0.03470        0.02218
       4266.538            0.00810        0.02174
       4269.033           -0.01660        0.02076
       4271.528            0.03090        0.02030
       4274.024           -0.00080        0.01888
       4276.521            0.03530        0.01858
       4279.018            0.01030        0.01771
       4281.515           -0.01980        0.01718
       4284.013            0.00730        0.01678
       4286.511            0.00630        0.01635
       4289.009           -0.01580        0.01591
       4291.508           -0.00790        0.01509
       4294.007           -0.00130        0.01474
       4296.507            0.01310        0.01448
       4299.007           -0.00150        0.01392
       4301.507            0.00740        0.01358
       4304.008            0.00500        0.01349
       4306.509            0.00620        0.01292
       4309.011            0.01330        0.01294
       4311.513           -0.02190        0.01313
       4314.015           -0.01960        0.01296
       4316.518            0.00980        0.01235
       4319.021           -0.00240        0.01245
       4321.525           -0.01720        0.01192
       4324.029           -0.00980        0.01190
       4326.533            0.01100        0.01152
       4329.038           -0.00150        0.01124
       4331.543            0.00300        0.01095
       4334.048            0.00320        0.01090
       4336.554            0.00560        0.01082
       4339.061            0.00660        0.01056
       4341.567           -0.00250        0.01049
       4344.074            0.00400        0.01029
       4346.582            0.01720        0.01026
       4349.090            0.01040        0.01015
       4351.598            0.01140        0.01024
       4354.106           -0.00080        0.00986
       4356.615           -0.00320        0.00976
       4359.125           -0.01240        0.00952
       4361.635            0.00940        0.00986
       4364.145            0.02940        0.00945
       4366.655            0.00500        0.00935
       4369.166            0.02390        0.00929
       4371.677            0.00510        0.00925
       4374.189           -0.00690        0.00927
       4376.701            0.00340        0.00898
       4379.213            0.00400        0.00872
       4381.726            0.01630        0.00863
       4384.239           -0.00060        0.00850
       4386.753            0.00860        0.00850
       4389.267           -0.00710        0.00851
       4391.781            0.00280        0.00844
       4394.296            0.00170        0.00844
       4396.811            0.00880        0.00854
       4399.327            0.00760        0.00847
       4401.842            0.00620        0.00855
       4404.358            0.01010        0.00874
       4406.875            0.00820        0.00871
       4409.392            0.00680        0.00876
       4411.909           -0.00450        0.00881
       4414.427           -0.01680        0.00875
       4416.945            0.00910        0.00869
       4419.463            0.01340        0.00856
       4421.982            0.00680        0.00862
       4424.501            0.00690        0.00847
       4427.021            0.00390        0.00833
       4429.541            0.01050        0.00819
       4432.062            0.02430        0.00811
       4434.582            0.00520        0.00803
       4437.103            0.00370        0.00802
       4439.625            0.01660        0.00792
       4442.146            0.01450        0.00779
       4444.668            0.00380        0.00796
       4447.191            0.00340        0.00780
       4449.714            0.00840        0.00767
       4452.237           -0.00330        0.00756
       4454.761            0.00470        0.00749
       4457.285            0.01320        0.00732
       4459.809            0.00620        0.00736
       4462.333            0.01480        0.00729
       4464.858            0.00220        0.00718
       4467.384            0.00660        0.00713
       4469.910            0.00920        0.00722
       4472.436            0.01580        0.00712
       4474.962            0.01260        0.00698
       4477.489            0.00060        0.00713
       4480.017            0.00570        0.00716
       4482.544            0.00680        0.00705
       4485.072            0.00470        0.00711
       4487.601            0.01260        0.00708
       4490.129            0.00310        0.00708
       4492.658            0.00560        0.00697
       4495.188            0.00500        0.00704
       4497.717           -0.00180        0.00698
       4500.248            0.00390        0.00701
       4502.778            0.00740        0.00695
       4505.309            0.01230        0.00693
       4507.840            0.01750        0.00697
       4510.371            0.00490        0.00694
       4512.903            0.01170        0.00686
       4515.436            0.01920        0.00690
       4517.968            0.00610        0.00690
       4520.501            0.00520        0.00687
       4523.034           -0.00090        0.00679
       4525.568            0.01780        0.00695
       4528.102            0.00460        0.00700
       4530.636            0.01620        0.00699
       4533.171            0.01090        0.00710
       4535.706            0.00560        0.00700
       4538.241           -0.01100        0.00703
       4540.777            0.01070        0.00714
       4543.313           -0.00460        0.00696
       4545.850            0.00140        0.00703
       4548.386            0.00320        0.00695
       4550.923           -0.01130        0.00685
       4553.461            0.00570        0.00674
       4555.999            0.00650        0.00669
       4558.537            0.00570        0.00673
       4561.076            0.00490        0.00660
       4563.614           -0.00210        0.00668
       4566.154           -0.00090        0.00661
       4568.693            0.00970        0.00652
       4571.233            0.00740        0.00640
       4573.773            0.01210        0.00654
       4576.314            0.01050        0.00672
       4578.855            0.01080        0.00650
       4581.396            0.00800        0.00654
       4583.938            0.01900        0.00648
       4586.479            0.01020        0.00646
       4589.022           -0.00400        0.00646
       4591.564           -0.00250        0.00640
       4594.107            0.00660        0.00633
       4596.651            0.01040        0.00632
       4599.194            0.01120        0.00625
       4601.738            0.00640        0.00623
       4604.283           -0.00590        0.00614
       4606.828            0.01200        0.00622
       4609.373            0.00140        0.00623
       4611.918            0.01150        0.00627
       4614.463            0.00480        0.00617
       4617.009            0.01090        0.00618
       4619.556            0.00970        0.00615
       4622.103            0.01720        0.00610
       4624.649            0.00200        0.00616
       4627.197            0.01040        0.00611
       4629.745            0.00820        0.00610
       4632.292            0.00420        0.00613
       4634.841            0.01050        0.00602
       4637.390            0.00530        0.00604
       4639.938            0.00840        0.00594
       4642.488            0.00760        0.00584
       4645.038            0.00470        0.00595
       4647.587           -0.00130        0.00593
       4650.138            0.00790        0.00590
       4652.688            0.00580        0.00594
       4655.239            0.01200        0.00616
       4657.791           -0.00250        0.00604
       4660.342           -0.00160        0.00612
       4662.895           -0.00190        0.00602
       4665.447           -0.00100        0.00606
       4668.000            0.00640        0.00610
       4670.552            0.00020        0.00612
       4673.105           -0.00530        0.00599
       4675.659            0.01050        0.00602
       4678.213            0.00470        0.00605
       4680.767            0.01070        0.00595
       4683.322            0.00680        0.00594
       4685.876            0.00590        0.00591
       4688.432            0.01450        0.00594
       4690.987           -0.00280        0.00592
       4693.543            0.01260        0.00588
       4696.100            0.00210        0.00588
       4698.656            0.00730        0.00576
       4701.213            0.00690        0.00578
       4703.770           -0.00090        0.00580
       4706.328           -0.00020        0.00582
       4708.885            0.00830        0.00573
       4711.443            0.00310        0.00575
       4714.001            0.01480        0.00587
       4716.561            0.00620        0.00580
       4719.120            0.00560        0.00577
       4721.679            0.00110        0.00575
       4724.238            0.00640        0.00572
       4726.798            0.00700        0.00566
       4729.359            0.00680        0.00563
       4731.919            0.00960        0.00561
       4734.480            0.00570        0.00558
       4737.042            0.00020        0.00558
       4739.603            0.01320        0.00565
       4742.165            0.01250        0.00559
       4744.727            0.00770        0.00564
       4747.290            0.01000        0.00554
       4749.853            0.00270        0.00554
       4752.416            0.00680        0.00553
       4754.979            0.00750        0.00555
       4757.543            0.00880        0.00547
       4760.107            0.00530        0.00547
       4762.671            0.00870        0.00543
       4765.236            0.00740        0.00547
       4767.801            0.00080        0.00552
       4770.366            0.01130        0.00546
       4772.932           -0.00200        0.00543
       4775.498            0.01260        0.00557
       4778.064            0.00030        0.00546
       4780.630            0.00880        0.00550
       4783.197            0.00460        0.00552
       4785.765            0.02510        0.00553
       4788.332            0.01330        0.00559
       4790.900            0.01790        0.00553
       4793.468            0.01290        0.00542
       4796.036            0.00960        0.00554
       4798.605            0.00310        0.00546
       4801.174            0.00950        0.00549
       4803.743            0.00940        0.00553
       4806.312            0.00870        0.00549
       4808.882            0.00340        0.00554
       4811.453            0.00120        0.00555
       4814.023            0.01840        0.00559
       4816.594            0.00710        0.00568
       4819.165            0.00830        0.00575
       4821.736            0.01310        0.00576
       4824.308            0.01180        0.00577
       4826.880            0.00510        0.00580
       4829.452            0.01520        0.00577
       4832.025            0.00240        0.00576
       4834.598            0.00880        0.00573
       4837.171            0.01300        0.00572
       4839.744            0.00390        0.00561
       4842.318            0.01030        0.00570
       4844.892            0.01500        0.00562
       4847.466            0.00450        0.00562
       4850.041            0.00740        0.00549
       4852.616            0.00460        0.00540
       4855.191            0.00850        0.00536
       4857.767            0.00940        0.00533
