@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.149
@SPECTRUM spectrum_05D1hn_1073.dat
@SN-NAME 05D1hn
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -1.030
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.510            0.02285        0.05085
       4274.510            0.09525        0.04279
       4289.510            0.06719        0.03522
       4304.510            0.07459        0.02887
       4319.510            0.05879        0.02905
       4334.510            0.07170        0.02682
       4349.510            0.13086        0.02794
       4364.510            0.08380        0.02504
       4379.510            0.14112        0.02339
       4394.510            0.14454        0.02242
       4409.510            0.14071        0.02218
       4424.510            0.19476        0.02211
       4439.510            0.14382        0.02127
       4454.510            0.23266        0.02109
       4469.510            0.22655        0.02105
       4484.510            0.21214        0.02095
       4499.510            0.22723        0.02068
       4514.510            0.26705        0.02067
       4529.510            0.20288        0.01990
       4544.510            0.19963        0.02029
       4559.510            0.21290        0.01976
       4574.510            0.21534        0.01896
       4589.510            0.23496        0.02010
       4604.510            0.20655        0.01810
       4619.510            0.23832        0.01815
       4634.510            0.25349        0.01774
       4649.510            0.22727        0.01711
       4664.510            0.29000        0.01743
       4679.510            0.25335        0.01779
       4694.510            0.27190        0.01824
       4709.510            0.23356        0.01715
       4724.510            0.22902        0.01838
       4739.510            0.16962        0.01616
       4754.510            0.21546        0.01617
       4769.510            0.18996        0.01588
       4784.510            0.20854        0.01582
       4799.510            0.17390        0.01555
       4814.510            0.17269        0.01690
       4829.510            0.19011        0.01528
       4844.510            0.16202        0.01482
       4859.510            0.12578        0.01380
       4874.510            0.10519        0.01389
       4889.510            0.12933        0.01408
       4904.510            0.12218        0.01554
       4919.510            0.11538        0.01381
       4934.510            0.13908        0.01388
       4949.510            0.14722        0.01393
       4964.510            0.15572        0.01369
       4979.510            0.13185        0.01465
       4994.510            0.16959        0.01336
       5009.510            0.16887        0.01307
       5024.510            0.19625        0.01310
       5039.510            0.19824        0.01300
       5054.510            0.20442        0.01436
       5069.510            0.18535        0.01290
       5084.510            0.18686        0.01270
       5099.510            0.19407        0.01263
       5114.510            0.19973        0.01380
       5129.510            0.23316        0.01243
       5144.510            0.23438        0.01221
       5159.510            0.21166        0.01197
       5174.510            0.19178        0.01247
       5189.510            0.22306        0.01168
       5204.510            0.20994        0.01196
       5219.510            0.20943        0.01184
       5234.510            0.19794        0.01288
       5249.510            0.22275        0.01179
       5264.510            0.22954        0.01131
       5279.510            0.25831        0.01139
       5294.510            0.21323        0.01261
       5309.510            0.20644        0.01149
       5324.510            0.17961        0.01121
       5339.510            0.19614        0.01114
       5354.510            0.21786        0.01228
       5369.510            0.18378        0.01099
       5384.510            0.18808        0.01103
       5399.510            0.16860        0.01212
       5414.510            0.17985        0.01148
       5429.510            0.15963        0.01122
       5444.510            0.16358        0.01185
       5459.510            0.16745        0.01063
       5474.510            0.16847        0.01049
       5489.510            0.15960        0.01056
       5504.510            0.14282        0.01148
       5519.510            0.13816        0.01044
       5534.510            0.12822        0.01040
       5549.510            0.14246        0.01150
       5564.510            0.13450        0.01076
       5579.510            0.12549        0.01420
       5594.510            0.13317        0.01113
       5609.510            0.12552        0.01022
       5624.510            0.14663        0.01013
       5639.510            0.15129        0.01103
       5654.510            0.14975        0.00996
       5669.510            0.10703        0.00996
       5684.510            0.11210        0.01090
       5699.510            0.11943        0.00989
       5714.510            0.12741        0.00984
       5729.510            0.13281        0.01087
       5744.510            0.12254        0.00986
       5759.510            0.13056        0.00977
       5774.510            0.15533        0.01071
       5789.510            0.16852        0.00971
       5804.510            0.17020        0.00975
       5819.510            0.18584        0.01064
       5834.510            0.21567        0.00981
       5849.510            0.18951        0.00981
       5864.510            0.19400        0.01139
       5879.510            0.20140        0.01072
       5894.510            0.19186        0.01230
       5909.510            0.18655        0.01004
       5924.510            0.20570        0.01002
       5939.510            0.18960        0.01079
       5954.510            0.18941        0.00980
       5969.510            0.15752        0.00956
       5984.510            0.15670        0.01031
       5999.510            0.13889        0.00924
       6014.510            0.12490        0.00905
       6029.510            0.12674        0.00992
       6044.510            0.12944        0.00903
       6059.510            0.13711        0.00982
       6074.510            0.11909        0.00889
       6089.510            0.13754        0.00885
       6104.510            0.13320        0.00962
       6119.510            0.14019        0.00875
       6134.510            0.14578        0.00959
       6149.510            0.16826        0.00885
       6164.510            0.14005        0.00864
       6179.510            0.13730        0.00955
       6194.510            0.13343        0.00870
       6209.510            0.12719        0.00878
       6224.510            0.13711        0.00968
       6239.510            0.12221        0.01015
       6254.510            0.12554        0.00992
       6269.510            0.15649        0.00909
       6284.510            0.16634        0.00919
       6299.510            0.16724        0.01113
       6314.510            0.17585        0.00930
       6329.510            0.17046        0.01009
       6344.510            0.17291        0.00874
       6359.510            0.18937        0.00997
       6374.510            0.20062        0.00888
       6389.510            0.20118        0.00887
       6404.510            0.19579        0.00952
       6419.510            0.20175        0.00883
       6434.510            0.17574        0.00936
       6449.510            0.19467        0.00868
       6464.510            0.19575        0.00920
       6479.510            0.18003        0.00965
       6494.510            0.17673        0.00896
       6509.510            0.18287        0.00993
       6524.510            0.16178        0.00872
       6539.510            0.17935        0.00906
       6554.510            0.18333        0.01010
       6569.510            0.16763        0.00881
       6584.510            0.17816        0.00964
       6599.510            0.17057        0.00866
       6614.510            0.18250        0.00951
       6629.510            0.18079        0.00866
       6644.510            0.18383        0.00863
       6659.510            0.18466        0.00948
       6674.510            0.18794        0.00873
       6689.510            0.20060        0.00988
       6704.510            0.17407        0.00862
       6719.510            0.17994        0.00954
       6734.510            0.17422        0.00850
       6749.510            0.17113        0.00837
       6764.510            0.14757        0.00879
       6779.510            0.15442        0.00818
       6794.510            0.17803        0.00934
       6809.510            0.16565        0.00838
       6824.510            0.18177        0.01033
       6839.510            0.17729        0.00969
       6854.510            0.17402        0.00982
       6869.510            0.16079        0.01058
       6884.510            0.16542        0.00932
       6899.510            0.15003        0.01000
       6914.510            0.14189        0.00911
       6929.510            0.10864        0.00932
       6944.510            0.09294        0.00850
       6959.510            0.07309        0.00862
       6974.510            0.04662        0.00778
       6989.510            0.04610        0.00811
       7004.510            0.04294        0.00728
       7019.510            0.05002        0.00714
       7034.510            0.05000        0.00772
       7049.510            0.08131        0.00758
       7064.510            0.09381        0.00833
       7079.510            0.09652        0.00769
       7094.510            0.10554        0.00846
       7109.510            0.12472        0.00796
       7124.510            0.12308        0.00877
       7139.510            0.12871        0.00820
       7154.510            0.13830        0.00847
       7169.510            0.16051        0.01021
       7184.510            0.17025        0.00999
       7199.510            0.16617        0.01036
       7214.510            0.14155        0.00850
       7229.510            0.14450        0.01019
       7244.510            0.13039        0.01233
       7259.510            0.13121        0.01059
       7274.510            0.13813        0.01143
       7289.510            0.14000        0.01191
       7304.510            0.14293        0.01021
       7319.510            0.13282        0.01103
       7334.510            0.11213        0.01147
       7349.510            0.14911        0.01065
       7364.510            0.13456        0.01167
       7379.510            0.11038        0.00916
       7394.510            0.11693        0.01036
       7409.510            0.12216        0.00914
       7424.510            0.11163        0.00917
       7439.510            0.10186        0.00890
       7454.510            0.13908        0.00981
       7469.510            0.11081        0.00950
       7484.510            0.10676        0.00974
       7499.510            0.10661        0.00923
       7514.510            0.11145        0.00909
       7529.510            0.08529        0.01128
       7544.510            0.06581        0.00819
       7559.510            0.11090        0.01016
       7574.510            0.09705        0.01010
       7589.510            0.11320        0.01218
       7604.510            0.07984        0.01698
       7619.510            0.06829        0.01344
       7634.510            0.07713        0.01233
       7649.510            0.10136        0.01123
       7664.510            0.08695        0.00950
       7679.510            0.08286        0.00847
       7694.510            0.08903        0.00960
       7709.510            0.07684        0.01123
       7724.510            0.06895        0.01244
       7739.510            0.06363        0.00948
       7754.510            0.10127        0.01436
       7769.510            0.08447        0.01012
       7784.510            0.06699        0.01144
       7799.510            0.08789        0.01147
       7814.510            0.10195        0.01276
       7829.510            0.06883        0.01082
       7844.510            0.05791        0.01173
       7859.510            0.07704        0.01406
       7874.510            0.04847        0.01188
       7889.510            0.05519        0.01239
       7904.510            0.07603        0.01120
       7919.510            0.05439        0.01616
       7934.510            0.06126        0.01088
       7949.510            0.08164        0.01160
       7964.510            0.10161        0.01362
       7979.510            0.04930        0.01279
       7994.510            0.05255        0.01360
       8009.510            0.06038        0.01136
       8024.510            0.04557        0.01239
       8039.510            0.06680        0.01087
       8054.510            0.05368        0.01034
       8069.510            0.05958        0.01128
       8084.510            0.04864        0.00897
       8099.510            0.06987        0.01032
       8114.510            0.06166        0.01050
