@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 1.000
@SPECTRUM spectrum_06D2cb_1155.dat
@SN-NAME 06D2cb
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.990
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4120.314            0.00000        0.14008
       4123.416            0.00000        0.04708
       4126.518            0.00000        0.17922
       4129.621            0.00000        0.17748
       4132.725            0.00000        0.18231
       4135.829            0.00000        0.16459
       4138.934            0.00000        0.20107
       4142.040            0.00000        0.18124
       4145.146            0.00000        0.20852
       4148.253            0.00000        0.28825
       4151.360            0.00000        0.17105
       4154.469            0.00000        0.20240
       4157.577            0.00000        0.19862
       4160.687            0.03260        0.14843
       4163.796            0.23040        0.12209
       4166.907            0.17320        0.10471
       4170.019            0.03710        0.08623
       4173.130           -0.00580        0.08191
       4176.243           -0.06520        0.07791
       4179.356            0.01530        0.07720
       4182.470            0.16200        0.07242
       4185.583           -0.03440        0.07092
       4188.698            0.08890        0.06224
       4191.814           -0.08280        0.06070
       4194.930           -0.04890        0.05209
       4198.047           -0.05020        0.04554
       4201.164           -0.09240        0.04216
       4204.282           -0.02350        0.03594
       4207.400            0.00540        0.03202
       4210.520           -0.00420        0.02980
       4213.639           -0.05260        0.02551
       4216.759            0.00370        0.02346
       4219.880           -0.00390        0.02039
       4223.002           -0.00080        0.01958
       4226.125            0.00620        0.01716
       4229.247           -0.00710        0.01646
       4232.371           -0.02390        0.01507
       4235.494            0.01510        0.01401
       4238.619           -0.00130        0.01312
       4241.744           -0.00540        0.01254
       4244.870            0.02140        0.01187
       4247.996           -0.00000        0.01143
       4251.123            0.00960        0.01103
       4254.250           -0.02240        0.01057
       4257.378           -0.01280        0.00992
       4260.507           -0.00010        0.00983
       4263.636            0.00710        0.00907
       4266.766           -0.00160        0.00881
       4269.896           -0.00130        0.00829
       4273.028            0.00570        0.00828
       4276.159            0.00030        0.00770
       4279.292           -0.00900        0.00768
       4282.424            0.00600        0.00763
       4285.557           -0.00070        0.00763
       4288.691            0.00080        0.00745
       4291.826            0.00060        0.00720
       4294.961           -0.01150        0.00698
       4298.096            0.00240        0.00677
       4301.232            0.00160        0.00650
       4304.370           -0.00030        0.00628
       4307.507           -0.00300        0.00612
       4310.645           -0.00670        0.00592
       4313.783            0.00080        0.00579
       4316.922           -0.00240        0.00576
       4320.062            0.00100        0.00561
       4323.203           -0.00180        0.00558
       4326.344           -0.00360        0.00547
       4329.485           -0.00130        0.00525
       4332.627           -0.00180        0.00521
       4335.770            0.00360        0.00507
       4338.913           -0.00760        0.00496
       4342.057            0.00910        0.00488
       4345.201            0.00110        0.00475
       4348.346            0.00050        0.00466
       4351.491            0.00750        0.00457
       4354.637            0.00150        0.00444
       4357.783           -0.00310        0.00435
       4360.931            0.00130        0.00431
       4364.078           -0.00100        0.00426
       4367.227           -0.00260        0.00426
       4370.375            0.00190        0.00429
       4373.525           -0.00090        0.00431
       4376.675            0.00270        0.00433
       4379.825            0.00010        0.00432
       4382.976           -0.00250        0.00431
       4386.128           -0.00300        0.00426
       4389.280            0.00300        0.00420
       4392.433           -0.00100        0.00414
       4395.586            0.00420        0.00406
       4398.740           -0.00610        0.00397
       4401.894            0.00410        0.00390
       4405.049            0.00220        0.00384
       4408.204           -0.00180        0.00377
       4411.360            0.00670        0.00374
       4414.517           -0.00130        0.00368
       4417.674           -0.00390        0.00362
       4420.832           -0.00300        0.00350
       4423.990            0.00150        0.00345
       4427.149            0.00000        0.00340
       4430.308            0.00540        0.00338
       4433.468           -0.00540        0.00333
       4436.628           -0.00060        0.00328
       4439.789            0.00350        0.00327
       4442.951            0.00620        0.00332
       4446.113           -0.00100        0.00331
       4449.275            0.00110        0.00329
       4452.438           -0.00610        0.00331
       4455.602            0.00200        0.00324
       4458.766            0.00030        0.00322
       4461.931            0.00380        0.00322
       4465.096            0.00290        0.00318
       4468.262            0.00330        0.00319
       4471.428           -0.00680        0.00319
       4474.595            0.00180        0.00322
       4477.763            0.00260        0.00319
       4480.930           -0.00380        0.00317
       4484.099           -0.00160        0.00315
       4487.268            0.00150        0.00317
       4490.438            0.00060        0.00313
       4493.607           -0.00100        0.00316
       4496.778           -0.00390        0.00317
       4499.949           -0.00100        0.00317
       4503.121            0.00310        0.00313
       4506.292            0.00300        0.00318
       4509.465           -0.00290        0.00315
       4512.639            0.00370        0.00315
       4515.812           -0.00630        0.00312
       4518.986            0.00020        0.00310
       4522.161            0.00610        0.00306
       4525.337           -0.00100        0.00311
       4528.513           -0.00510        0.00299
       4531.689           -0.00100        0.00300
       4534.866           -0.00030        0.00297
       4538.043           -0.00420        0.00295
       4541.221           -0.00430        0.00296
       4544.399            0.00020        0.00295
       4547.578           -0.00100        0.00293
       4550.758            0.00320        0.00294
       4553.938           -0.00220        0.00298
       4557.118            0.00140        0.00293
       4560.299           -0.00030        0.00289
       4563.480            0.00040        0.00285
       4566.663            0.00220        0.00284
       4569.845           -0.00040        0.00284
       4573.028           -0.00000        0.00284
       4576.212           -0.00280        0.00288
       4579.396           -0.00030        0.00284
       4582.581           -0.00010        0.00284
       4585.766            0.00060        0.00286
       4588.951            0.00060        0.00285
       4592.137            0.00070        0.00281
       4595.324            0.00200        0.00282
       4598.511           -0.00130        0.00282
       4601.698            0.00180        0.00281
       4604.886           -0.00590        0.00279
       4608.075            0.00030        0.00278
       4611.264           -0.00260        0.00273
       4614.454            0.00450        0.00272
       4617.644            0.00160        0.00269
       4620.834           -0.00050        0.00273
       4624.025           -0.00170        0.00278
       4627.217            0.00380        0.00278
       4630.409            0.00510        0.00277
       4633.602            0.00160        0.00279
       4636.795            0.00140        0.00274
       4639.988           -0.00120        0.00275
       4643.183           -0.00070        0.00273
       4646.377            0.00150        0.00275
       4649.572            0.00160        0.00273
       4652.768            0.00090        0.00272
       4655.963            0.00180        0.00271
       4659.160            0.00270        0.00271
       4662.357           -0.00040        0.00266
       4665.555            0.00150        0.00267
       4668.752           -0.00270        0.00262
       4671.951            0.00130        0.00262
       4675.150            0.00250        0.00263
       4678.349           -0.00080        0.00263
       4681.549           -0.00400        0.00263
       4684.750            0.00600        0.00263
       4687.951           -0.00080        0.00265
       4691.152           -0.00110        0.00262
       4694.354            0.00100        0.00260
       4697.556           -0.00300        0.00259
       4700.759            0.00040        0.00257
       4703.962            0.00130        0.00254
       4707.166            0.00330        0.00255
       4710.370           -0.00070        0.00257
       4713.575            0.00380        0.00256
       4716.780            0.00090        0.00255
       4719.985            0.00200        0.00254
       4723.191            0.00300        0.00254
       4726.398           -0.00280        0.00250
       4729.605            0.00000        0.00248
       4732.813           -0.00570        0.00249
       4736.021            0.00140        0.00247
       4739.229           -0.00060        0.00249
       4742.438           -0.00260        0.00252
       4745.648            0.00070        0.00251
       4748.858            0.00260        0.00250
       4752.068            0.00470        0.00249
       4755.279            0.00170        0.00251
       4758.490            0.00300        0.00251
       4761.702            0.00110        0.00252
       4764.914           -0.00280        0.00251
       4768.127            0.00210        0.00252
       4771.340            0.00150        0.00250
       4774.554           -0.00000        0.00251
       4777.768           -0.00020        0.00250
       4780.982            0.00200        0.00255
       4784.197            0.00080        0.00255
       4787.413           -0.00160        0.00273
       4790.629            0.00180        0.00274
       4793.845            0.00050        0.00261
       4797.062            0.00120        0.00257
       4800.279           -0.00020        0.00257
       4803.497            0.00340        0.00256
       4806.715            0.00020        0.00256
       4809.934           -0.00150        0.00254
       4813.153           -0.00160        0.00252
       4816.372            0.00160        0.00247
       4819.592           -0.00050        0.00243
       4822.812            0.00020        0.00239
       4826.034           -0.00160        0.00235
       4829.255           -0.00050        0.00234
       4832.477            0.00070        0.00232
       4835.699            0.00200        0.00234
       4838.922           -0.00200        0.00234
       4842.145            0.00120        0.00238
       4845.369           -0.00150        0.00241
       4848.592           -0.00360        0.00240
       4851.817           -0.00470        0.00242
       4855.042            0.00140        0.00240
       4858.267           -0.00080        0.00243
       4861.493           -0.00080        0.00242
       4864.719           -0.00320        0.00242
       4867.946            0.00790        0.00244
       4871.173           -0.00200        0.00239
       4874.400            0.00380        0.00239
       4877.628           -0.00210        0.00239
       4880.857            0.00100        0.00235
       4884.085            0.00220        0.00234
       4887.315            0.00100        0.00233
       4890.545            0.00100        0.00235
       4893.775           -0.00100        0.00234
       4897.006           -0.00010        0.00235
       4900.237           -0.00170        0.00237
       4903.468            0.00100        0.00236
       4906.700           -0.00010        0.00235
       4909.933            0.00370        0.00236
       4913.165            0.00270        0.00237
       4916.398           -0.00230        0.00238
       4919.632           -0.00170        0.00236
       4922.866            0.00210        0.00233
       4926.101           -0.00030        0.00235
       4929.335           -0.00290        0.00233
       4932.571            0.00080        0.00236
       4935.806            0.00040        0.00238
       4939.043           -0.00050        0.00237
       4942.280            0.00140        0.00235
       4945.517           -0.00100        0.00234
       4948.754           -0.00270        0.00232
       4951.992            0.00120        0.00232
       4955.230           -0.00060        0.00231
       4958.469            0.00120        0.00231
       4961.708           -0.00160        0.00233
       4964.948           -0.00060        0.00232
       4968.188            0.00070        0.00230
       4971.428           -0.00020        0.00227
       4974.668            0.00270        0.00227
       4977.910            0.00000        0.00227
       4981.151           -0.00120        0.00224
       4984.394            0.00380        0.00223
       4987.636           -0.00200        0.00224
       4990.879            0.00350        0.00224
       4994.123           -0.00180        0.00224
