@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.949
@SPECTRUM spectrum_03D4cx_245.dat
@SN-NAME 03D4cx
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 1.150
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4151.361            0.00000        0.76314
       4153.833            0.00000        0.94920
       4156.306            0.00000        0.91816
       4158.778            0.00000        0.73032
       4161.252            0.00000        0.83210
       4163.726            0.00000        1.00845
       4166.200            0.00000        1.52127
       4168.675            0.00000        0.78668
       4171.150            0.00000        1.59840
       4173.625            0.11120        0.63721
       4176.101           -0.12630        0.58338
       4178.578            0.12920        0.49334
       4181.054            0.32030        0.44309
       4183.531            0.20440        0.34290
       4186.009            0.16630        0.30773
       4188.487            0.51100        0.29826
       4190.965           -0.20180        0.25222
       4193.444            0.03850        0.20394
       4195.923           -0.01160        0.18592
       4198.403            0.25160        0.16981
       4200.883           -0.07380        0.14224
       4203.363           -0.08700        0.13404
       4205.844            0.05250        0.10824
       4208.325            0.07370        0.10386
       4210.807            0.08470        0.08982
       4213.289            0.07090        0.07992
       4215.771           -0.04540        0.06417
       4218.254            0.06500        0.06623
       4220.737            0.03930        0.05686
       4223.221            0.05890        0.05482
       4225.705           -0.04620        0.04761
       4228.189            0.02380        0.04267
       4230.674           -0.04160        0.04083
       4233.160            0.02070        0.03941
       4235.645            0.00350        0.03674
       4238.131            0.03960        0.03432
       4240.618            0.00510        0.03173
       4243.104           -0.01260        0.03237
       4245.592            0.00650        0.02889
       4248.080           -0.00840        0.02836
       4250.567           -0.02860        0.02716
       4253.056            0.07970        0.02608
       4255.545           -0.00990        0.02476
       4258.034            0.00400        0.02363
       4260.523           -0.02700        0.02202
       4263.014            0.00250        0.02223
       4265.504           -0.02270        0.02072
       4267.995           -0.01020        0.02109
       4270.486            0.00350        0.01917
       4272.978           -0.00590        0.01931
       4275.470            0.00320        0.01844
       4277.962            0.03460        0.01797
       4280.455           -0.01880        0.01692
       4282.948           -0.00370        0.01665
       4285.442            0.01950        0.01626
       4287.936           -0.00060        0.01622
       4290.430           -0.02010        0.01491
       4292.925            0.03260        0.01556
       4295.420           -0.01180        0.01467
       4297.916           -0.01510        0.01407
       4300.411           -0.00310        0.01370
       4302.908            0.00060        0.01318
       4305.404           -0.00590        0.01235
       4307.901            0.01550        0.01254
       4310.399           -0.00230        0.01202
       4312.896           -0.00650        0.01224
       4315.395           -0.03160        0.01223
       4317.894            0.01190        0.01216
       4320.393           -0.02110        0.01194
       4322.892            0.01350        0.01173
       4325.392            0.00330        0.01121
       4327.892            0.00090        0.01168
       4330.393           -0.02060        0.01076
       4332.893           -0.01720        0.01080
       4335.395            0.00350        0.01086
       4337.896           -0.00990        0.01088
       4340.398           -0.00770        0.01000
       4342.901            0.00890        0.01032
       4345.403           -0.00870        0.00981
       4347.907           -0.02190        0.00989
       4350.410            0.00030        0.00981
       4352.914           -0.00830        0.00991
       4355.418            0.00320        0.00984
       4357.923            0.00130        0.00948
       4360.428            0.00680        0.00990
       4362.934            0.00020        0.00964
       4365.440           -0.00930        0.00943
       4367.946            0.00390        0.00954
       4370.453           -0.00400        0.00923
       4372.959            0.01310        0.00929
       4375.467            0.00580        0.00920
       4377.975            0.01520        0.00906
       4380.483            0.00450        0.00866
       4382.991           -0.01200        0.00848
       4385.500           -0.00320        0.00854
       4388.009           -0.01430        0.00844
       4390.519            0.01710        0.00858
       4393.029            0.00140        0.00816
       4395.539           -0.00380        0.00856
       4398.050           -0.00610        0.00810
       4400.561            0.00490        0.00831
       4403.073           -0.01050        0.00799
       4405.584            0.00280        0.00820
       4408.097            0.00990        0.00795
       4410.609           -0.00340        0.00793
       4413.122           -0.00120        0.00816
       4415.635            0.00230        0.00761
       4418.149            0.00750        0.00790
       4420.663            0.01020        0.00799
       4423.177           -0.00510        0.00797
       4425.692            0.01180        0.00762
       4428.207           -0.01980        0.00772
       4430.723           -0.01050        0.00781
       4433.239            0.00630        0.00750
       4435.755           -0.00820        0.00754
       4438.271            0.00470        0.00763
       4440.789           -0.00030        0.00736
       4443.306            0.00140        0.00726
       4445.823            0.00340        0.00751
       4448.341            0.01940        0.00755
       4450.860           -0.00640        0.00751
       4453.378            0.01440        0.00748
       4455.897           -0.00830        0.00732
       4458.417            0.00560        0.00720
       4460.937           -0.00080        0.00752
       4463.457           -0.00270        0.00729
       4465.978            0.01010        0.00731
       4468.499            0.01840        0.00747
       4471.020           -0.00400        0.00729
       4473.542           -0.00030        0.00735
       4476.063            0.00670        0.00764
       4478.586           -0.00830        0.00730
       4481.108           -0.00800        0.00711
       4483.632            0.01560        0.00718
       4486.155           -0.00850        0.00709
       4488.679            0.00380        0.00714
       4491.203            0.00230        0.00717
       4493.728            0.01640        0.00742
       4496.252            0.00010        0.00720
       4498.777           -0.01270        0.00708
       4501.303            0.00510        0.00718
       4503.829           -0.00440        0.00702
       4506.355            0.00220        0.00727
       4508.882           -0.00400        0.00695
       4511.409            0.00390        0.00730
       4513.936            0.00210        0.00696
       4516.463           -0.00750        0.00702
       4518.992            0.00580        0.00699
       4521.520           -0.01010        0.00701
       4524.048            0.00120        0.00686
       4526.578            0.01230        0.00691
       4529.107           -0.00780        0.00681
       4531.637            0.00750        0.00679
       4534.167            0.01280        0.00718
       4536.697           -0.00490        0.00693
       4539.228            0.00820        0.00691
       4541.759            0.01470        0.00705
       4544.291            0.00070        0.00681
       4546.822            0.00270        0.00695
       4549.354           -0.00270        0.00674
       4551.887           -0.00190        0.00674
       4554.420           -0.00090        0.00672
       4556.953            0.01350        0.00662
       4559.486            0.01840        0.00684
       4562.021           -0.00230        0.00668
       4564.555            0.00060        0.00651
       4567.089           -0.00880        0.00659
       4569.624            0.00470        0.00658
       4572.159           -0.01210        0.00655
       4574.695            0.00720        0.00674
       4577.231           -0.00530        0.00650
       4579.767           -0.00210        0.00668
       4582.304            0.00810        0.00660
       4584.840           -0.00600        0.00623
       4587.378           -0.00430        0.00654
       4589.916            0.00200        0.00653
       4592.453           -0.00430        0.00643
       4594.992           -0.00420        0.00658
       4597.530            0.00730        0.00628
       4600.069            0.00430        0.00638
       4602.608            0.00040        0.00667
       4605.148            0.00230        0.00638
       4607.688            0.01020        0.00644
       4610.228            0.00240        0.00643
       4612.769            0.00140        0.00644
       4615.310           -0.00130        0.00632
       4617.851            0.00050        0.00629
       4620.393            0.00590        0.00647
       4622.935           -0.00130        0.00620
       4625.477           -0.00390        0.00641
       4628.020            0.00100        0.00639
       4630.562            0.00140        0.00633
       4633.106           -0.00820        0.00649
       4635.649           -0.00070        0.00634
       4638.193           -0.00220        0.00625
       4640.738            0.00130        0.00626
       4643.282            0.00430        0.00606
       4645.827           -0.00500        0.00629
       4648.372           -0.00050        0.00603
       4650.918           -0.00150        0.00618
       4653.464           -0.00730        0.00597
       4656.010            0.00510        0.00620
       4658.557            0.00100        0.00635
       4661.104            0.00120        0.00617
       4663.650            0.00390        0.00626
       4666.198            0.00810        0.00613
       4668.746            0.00550        0.00601
       4671.294            0.00240        0.00614
       4673.843            0.00470        0.00630
       4676.392           -0.00270        0.00609
       4678.940           -0.00830        0.00604
       4681.490            0.00850        0.00610
       4684.040           -0.00150        0.00618
       4686.590            0.00480        0.00608
       4689.140            0.00240        0.00608
       4691.691           -0.00840        0.00609
       4694.242            0.00030        0.00609
       4696.793           -0.00160        0.00610
       4699.345           -0.00610        0.00596
       4701.897           -0.00190        0.00601
       4704.450           -0.00290        0.00603
       4707.002            0.00150        0.00588
       4709.555           -0.00270        0.00583
       4712.108           -0.00450        0.00581
       4714.662            0.00590        0.00591
       4717.216            0.00130        0.00578
       4719.771            0.00250        0.00600
       4722.325            0.00960        0.00588
       4724.880           -0.00460        0.00599
       4727.435            0.00480        0.00612
       4729.990            0.00270        0.00600
       4732.546            0.00400        0.00595
       4735.103           -0.00390        0.00570
       4737.659            0.00110        0.00585
       4740.216            0.00110        0.00568
       4742.772           -0.00460        0.00590
       4745.330            0.00040        0.00598
       4747.888           -0.00940        0.00596
       4750.446           -0.00630        0.00582
       4753.004           -0.00200        0.00585
       4755.562           -0.00590        0.00569
       4758.122            0.00560        0.00573
       4760.681           -0.00420        0.00570
       4763.240            0.00080        0.00570
       4765.800            0.00770        0.00567
       4768.360            0.00410        0.00570
       4770.921           -0.00920        0.00585
       4773.481           -0.01920        0.00579
       4776.043            0.00900        0.00570
       4778.604            0.00920        0.00575
       4781.166            0.00110        0.00595
       4783.728            0.01050        0.00568
       4786.290           -0.00670        0.00560
       4788.853           -0.00540        0.00573
       4791.416            0.01270        0.00574
       4793.979           -0.00230        0.00568
       4796.542           -0.00090        0.00566
       4799.106           -0.00120        0.00563
       4801.670            0.00490        0.00559
       4804.235           -0.00460        0.00558
       4806.799            0.00310        0.00562
       4809.365           -0.00400        0.00571
       4811.930            0.00900        0.00563
       4814.496           -0.00760        0.00573
       4817.062           -0.01350        0.00575
       4819.628            0.00000        0.00563
       4822.194           -0.00740        0.00572
       4824.761            0.00370        0.00570
       4827.328           -0.00460        0.00556
       4829.896            0.00070        0.00572
       4832.463            0.00510        0.00558
       4835.031            0.00400        0.00555
       4837.600           -0.00150        0.00564
       4840.168           -0.00330        0.00553
       4842.737            0.00040        0.00556
       4845.307            0.00260        0.00554
       4847.876            0.00710        0.00556
