@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.778
@SPECTRUM spectrum_04D1jd_630.dat
@SN-NAME 04D1jd
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 6.816
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.470            0.01576        0.01004
       4273.470           -0.00511        0.00841
       4288.470            0.00702        0.00694
       4303.470           -0.00118        0.00592
       4318.470           -0.00483        0.00544
       4333.470            0.00570        0.00489
       4348.470            0.00647        0.00498
       4363.470           -0.00191        0.00429
       4378.470           -0.00059        0.00402
       4393.470           -0.00811        0.00382
       4408.470            0.00493        0.00383
       4423.470            0.00213        0.00377
       4438.470            0.00401        0.00357
       4453.470            0.00413        0.00341
       4468.470           -0.00389        0.00330
       4483.470            0.00522        0.00328
       4498.470           -0.00284        0.00322
       4513.470            0.00437        0.00317
       4528.470           -0.00442        0.00314
       4543.470            0.00428        0.00315
       4558.470            0.00217        0.00306
       4573.470           -0.00186        0.00301
       4588.470           -0.00439        0.00297
       4603.470            0.00709        0.00316
       4618.470           -0.00166        0.00286
       4633.470            0.00116        0.00283
       4648.470            0.00173        0.00277
       4663.470            0.00505        0.00281
       4678.470            0.00011        0.00278
       4693.470            0.00114        0.00273
       4708.470            0.00109        0.00270
       4723.470           -0.00037        0.00294
       4738.470           -0.00213        0.00264
       4753.470           -0.00076        0.00261
       4768.470            0.00008        0.00260
       4783.470           -0.00043        0.00261
       4798.470           -0.00411        0.00260
       4813.470            0.00074        0.00287
       4828.470            0.00145        0.00267
       4843.470           -0.00252        0.00262
       4858.470           -0.00058        0.00252
       4873.470            0.00006        0.00248
       4888.470            0.00049        0.00251
       4903.470            0.00151        0.00273
       4918.470            0.00233        0.00244
       4933.470           -0.00149        0.00243
       4948.470            0.00045        0.00244
       4963.470           -0.00422        0.00244
       4978.470           -0.00217        0.00262
       4993.470            0.00420        0.00238
       5008.470            0.00209        0.00235
       5023.470            0.00277        0.00232
       5038.470           -0.00178        0.00231
       5053.470            0.00357        0.00252
       5068.470            0.00123        0.00229
       5083.470            0.00143        0.00226
       5098.470            0.00054        0.00227
       5113.470            0.00111        0.00248
       5128.470            0.00565        0.00226
       5143.470            0.00041        0.00229
       5158.470           -0.00109        0.00226
       5173.470           -0.00201        0.00239
       5188.470            0.00010        0.00226
       5203.470            0.00145        0.00240
       5218.470            0.00180        0.00226
       5233.470            0.00158        0.00249
       5248.470           -0.00155        0.00227
       5263.470            0.00055        0.00221
       5278.470           -0.00589        0.00222
       5293.470            0.00104        0.00246
       5308.470           -0.00233        0.00226
       5323.470           -0.00388        0.00226
       5338.470            0.00418        0.00224
       5353.470            0.00253        0.00245
       5368.470            0.00030        0.00221
       5383.470            0.00189        0.00222
       5398.470           -0.00019        0.00238
       5413.470            0.00042        0.00218
       5428.470           -0.00041        0.00220
       5443.470           -0.00148        0.00219
       5458.470           -0.00115        0.00242
       5473.470           -0.00054        0.00221
       5488.470            0.00251        0.00221
       5503.470           -0.00187        0.00245
       5518.470            0.00455        0.00225
       5533.470            0.00414        0.00225
       5548.470           -0.00096        0.00252
       5563.470            0.00403        0.00248
       5578.470            0.00574        0.00639
       5593.470            0.00084        0.00265
       5608.470            0.00209        0.00230
       5623.470            0.00835        0.00230
       5638.470            0.00321        0.00250
       5653.470            0.00485        0.00229
       5668.470            0.00343        0.00229
       5683.470           -0.00010        0.00253
       5698.470           -0.00030        0.00233
       5713.470            0.00491        0.00235
       5728.470            0.00500        0.00257
       5743.470           -0.00011        0.00232
       5758.470            0.00310        0.00231
       5773.470           -0.00133        0.00254
       5788.470            0.00476        0.00230
       5803.470           -0.00021        0.00233
       5818.470            0.00000        0.00256
       5833.470            0.00101        0.00235
       5848.470            0.00323        0.00234
       5863.470            0.00666        0.00275
       5878.470            0.00404        0.00279
       5893.470            0.00029        0.00420
       5908.470            0.00071        0.00299
       5923.470            0.00670        0.00262
       5938.470            0.00023        0.00283
       5953.470            0.00375        0.00260
       5968.470            0.00230        0.00251
       5983.470            0.00057        0.00271
       5998.470            0.00438        0.00241
       6013.470            0.00478        0.00234
       6028.470            0.00460        0.00255
       6043.470            0.00667        0.00228
       6058.470            0.00672        0.00247
       6073.470            0.00072        0.00225
       6088.470            0.00385        0.00222
       6103.470            0.00522        0.00245
       6118.470            0.00620        0.00220
       6133.470           -0.00033        0.00243
       6148.470            0.00483        0.00225
       6163.470            0.00392        0.00221
       6178.470            0.00148        0.00246
       6193.470            0.00190        0.00221
       6208.470           -0.00144        0.00223
       6223.470            0.00602        0.00250
       6238.470            0.00689        0.00284
       6253.470            0.00907        0.00268
       6268.470            0.00407        0.00247
       6283.470            0.00600        0.00248
       6298.470            0.00650        0.00506
       6313.470            0.00909        0.00276
       6328.470            0.00671        0.00271
       6343.470            0.00876        0.00232
       6358.470            0.00455        0.00291
       6373.470            0.00406        0.00280
       6388.470            0.00632        0.00224
       6403.470            0.00518        0.00232
       6418.470            0.01080        0.00214
       6433.470            0.00478        0.00231
       6448.470            0.00826        0.00211
       6463.470            0.00363        0.00235
       6478.470            0.00957        0.00244
       6493.470            0.00637        0.00226
       6508.470            0.00600        0.00252
       6523.470            0.00547        0.00221
       6538.470            0.00527        0.00231
       6553.470            0.00582        0.00267
       6568.470            0.00643        0.00240
       6583.470            0.00447        0.00243
       6598.470            0.00551        0.00215
       6613.470            0.00861        0.00231
       6628.470            0.01023        0.00209
       6643.470            0.00363        0.00205
       6658.470            0.00643        0.00224
       6673.470            0.00645        0.00204
       6688.470            0.00356        0.00223
       6703.470            0.00335        0.00205
       6718.470            0.00767        0.00224
       6733.470            0.00313        0.00203
       6748.470            0.00349        0.00204
       6763.470            0.00400        0.00220
       6778.470            0.00771        0.00201
       6793.470            0.00553        0.00220
       6808.470            0.00941        0.00202
       6823.470            0.00613        0.00259
       6838.470            0.00269        0.00266
       6853.470            0.00584        0.00246
       6868.470            0.01103        0.00299
       6883.470            0.01293        0.00252
       6898.470            0.01172        0.00273
       6913.470            0.01404        0.00256
       6928.470            0.01043        0.00273
       6943.470            0.01057        0.00252
       6958.470            0.00970        0.00258
       6973.470            0.01107        0.00237
       6988.470            0.01160        0.00244
       7003.470            0.00992        0.00220
       7018.470            0.01265        0.00214
       7033.470            0.01570        0.00227
       7048.470            0.00832        0.00226
       7063.470            0.00504        0.00238
       7078.470            0.01408        0.00219
       7093.470            0.01573        0.00236
       7108.470            0.01111        0.00208
       7123.470            0.01078        0.00230
       7138.470            0.00830        0.00219
       7153.470            0.01086        0.00224
       7168.470            0.01152        0.00259
       7183.470            0.00988        0.00251
       7198.470            0.01194        0.00269
       7213.470            0.00746        0.00223
       7228.470            0.01318        0.00271
       7243.470            0.01053        0.00424
       7258.470            0.01303        0.00319
       7273.470            0.01537        0.00356
       7288.470            0.00925        0.00385
       7303.470            0.01300        0.00306
       7318.470            0.01689        0.00360
       7333.470            0.00789        0.00366
       7348.470            0.01305        0.00327
       7363.470            0.00933        0.00365
       7378.470            0.01117        0.00289
       7393.470            0.00897        0.00323
       7408.470            0.01814        0.00284
       7423.470            0.00908        0.00272
       7438.470            0.01235        0.00282
       7453.470            0.01291        0.00267
       7468.470            0.01576        0.00285
       7483.470            0.01025        0.00337
       7498.470            0.01211        0.00254
       7513.470            0.01385        0.00268
       7528.470            0.00946        0.00360
       7543.470            0.00883        0.00252
       7558.470            0.00512        0.00286
       7573.470            0.01266        0.00306
       7588.470            0.01546        0.00334
       7603.470            0.00989        0.00625
       7618.470            0.01549        0.00538
       7633.470            0.01429        0.00463
       7648.470            0.01572        0.00396
       7663.470            0.00662        0.00315
       7678.470            0.01621        0.00299
       7693.470            0.00843        0.00282
       7708.470            0.00342        0.00382
       7723.470            0.01664        0.00451
       7738.470            0.00551        0.00322
       7753.470            0.00963        0.00503
       7768.470            0.01106        0.00341
       7783.470            0.01092        0.00399
       7798.470            0.00537        0.00403
       7813.470            0.01225        0.00425
       7828.470            0.01254        0.00387
       7843.470            0.00972        0.00410
       7858.470            0.00672        0.00487
       7873.470            0.00996        0.00464
       7888.470            0.01350        0.00417
       7903.470            0.00305        0.00401
       7918.470            0.00115        0.00517
       7933.470            0.01016        0.00384
       7948.470            0.01380        0.00382
       7963.470            0.00873        0.00439
       7978.470            0.01359        0.00446
       7993.470            0.01670        0.00469
       8008.470            0.02035        0.00394
       8023.470            0.02055        0.00436
       8038.470            0.01153        0.00373
       8053.470            0.00716        0.00354
       8068.470            0.01175        0.00390
       8083.470            0.01359        0.00314
       8098.470            0.01740        0.00375
       8113.470            0.01211        0.00325
       8128.470            0.01566        0.00355
