@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.880
@SPECTRUM spectrum_04D4bk_558.dat
@SN-NAME 04D4bk
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 3.140
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.240            0.00179        0.00715
       4274.240            0.00262        0.00597
       4289.240            0.00369        0.00484
       4304.240           -0.00025        0.00419
       4319.240            0.00865        0.00384
       4334.240           -0.00557        0.00347
       4349.240            0.00099        0.00351
       4364.240            0.00023        0.00301
       4379.240            0.00334        0.00280
       4394.240            0.00092        0.00268
       4409.240            0.00033        0.00262
       4424.240            0.00237        0.00256
       4439.240            0.00103        0.00245
       4454.240           -0.00385        0.00235
       4469.240           -0.00456        0.00233
       4484.240           -0.00082        0.00227
       4499.240           -0.00218        0.00224
       4514.240            0.00094        0.00220
       4529.240            0.00082        0.00217
       4544.240            0.00082        0.00215
       4559.240           -0.00060        0.00212
       4574.240            0.00199        0.00208
       4589.240           -0.00007        0.00224
       4604.240            0.00092        0.00202
       4619.240            0.00210        0.00202
       4634.240           -0.00015        0.00197
       4649.240           -0.00083        0.00195
       4664.240           -0.00067        0.00195
       4679.240           -0.00158        0.00192
       4694.240           -0.00085        0.00190
       4709.240           -0.00190        0.00187
       4724.240           -0.00128        0.00206
       4739.240           -0.00135        0.00187
       4754.240           -0.00086        0.00183
       4769.240           -0.00022        0.00183
       4784.240           -0.00149        0.00183
       4799.240           -0.00201        0.00183
       4814.240           -0.00084        0.00199
       4829.240            0.00156        0.00182
       4844.240           -0.00158        0.00180
       4859.240            0.00164        0.00173
       4874.240            0.00018        0.00172
       4889.240           -0.00105        0.00175
       4904.240           -0.00065        0.00191
       4919.240            0.00154        0.00170
       4934.240            0.00213        0.00170
       4949.240            0.00174        0.00172
       4964.240            0.00221        0.00169
       4979.240           -0.00190        0.00183
       4994.240            0.00097        0.00167
       5009.240           -0.00305        0.00164
       5024.240           -0.00054        0.00163
       5039.240           -0.00077        0.00162
       5054.240            0.00185        0.00178
       5069.240            0.00126        0.00160
       5084.240           -0.00192        0.00160
       5099.240           -0.00059        0.00160
       5114.240           -0.00047        0.00174
       5129.240            0.00358        0.00158
       5144.240            0.00017        0.00159
       5159.240           -0.00225        0.00157
       5174.240           -0.00122        0.00168
       5189.240            0.00096        0.00157
       5204.240            0.00338        0.00162
       5219.240            0.00110        0.00158
       5234.240            0.00111        0.00173
       5249.240            0.00086        0.00158
       5264.240            0.00042        0.00154
       5279.240            0.00097        0.00155
       5294.240           -0.00173        0.00173
       5309.240            0.00414        0.00156
       5324.240            0.00064        0.00156
       5339.240            0.00023        0.00170
       5354.240            0.00212        0.00155
       5369.240            0.00085        0.00154
       5384.240            0.00323        0.00153
       5399.240            0.00131        0.00165
       5414.240            0.00100        0.00152
       5429.240           -0.00000        0.00151
       5444.240            0.00126        0.00168
       5459.240            0.00392        0.00153
       5474.240            0.00209        0.00152
       5489.240            0.00222        0.00152
       5504.240            0.00335        0.00168
       5519.240            0.00229        0.00153
       5534.240            0.00328        0.00153
       5549.240            0.00417        0.00171
       5564.240            0.00141        0.00168
       5579.240           -0.00095        0.00298
       5594.240            0.00712        0.00170
       5609.240            0.00198        0.00155
       5624.240           -0.00118        0.00154
       5639.240            0.00009        0.00168
       5654.240            0.00386        0.00154
       5669.240            0.00615        0.00157
       5684.240            0.00376        0.00170
       5699.240            0.00478        0.00155
       5714.240            0.00619        0.00158
       5729.240            0.00000        0.00170
       5744.240            0.00061        0.00155
       5759.240            0.00005        0.00154
       5774.240            0.00408        0.00170
       5789.240            0.00183        0.00154
       5804.240            0.00549        0.00155
       5819.240            0.00338        0.00170
       5834.240            0.00265        0.00156
       5849.240            0.00399        0.00155
       5864.240            0.00276        0.00181
       5879.240            0.00485        0.00177
       5894.240           -0.00002        0.00244
       5909.240            0.00458        0.00172
       5924.240            0.00536        0.00169
       5939.240            0.00338        0.00180
       5954.240            0.00265        0.00165
       5969.240            0.00165        0.00160
       5984.240            0.00208        0.00174
       5999.240            0.00195        0.00158
       6014.240            0.00105        0.00169
       6029.240            0.00300        0.00154
       6044.240            0.00283        0.00152
       6059.240            0.00094        0.00166
       6074.240            0.00083        0.00151
       6089.240            0.00102        0.00149
       6104.240            0.00351        0.00165
       6119.240            0.00305        0.00149
       6134.240            0.00005        0.00165
       6149.240            0.00148        0.00151
       6164.240            0.00276        0.00151
       6179.240            0.00190        0.00166
       6194.240            0.00466        0.00149
       6209.240            0.00437        0.00167
       6224.240            0.00482        0.00154
       6239.240            0.00575        0.00182
       6254.240            0.00079        0.00178
       6269.240            0.00426        0.00161
       6284.240            0.00062        0.00179
       6299.240            0.00130        0.00236
       6314.240            0.00202        0.00169
       6329.240           -0.00013        0.00178
       6344.240            0.00274        0.00154
       6359.240            0.00293        0.00195
       6374.240            0.00314        0.00162
       6389.240            0.00192        0.00150
       6404.240            0.00496        0.00158
       6419.240            0.00276        0.00147
       6434.240            0.00162        0.00159
       6449.240            0.00509        0.00145
       6464.240            0.00653        0.00158
       6479.240            0.00094        0.00165
       6494.240            0.00098        0.00156
       6509.240            0.00264        0.00169
       6524.240            0.00251        0.00152
       6539.240            0.00184        0.00172
       6554.240            0.00327        0.00161
       6569.240            0.00660        0.00154
       6584.240            0.00643        0.00166
       6599.240            0.00326        0.00148
       6614.240            0.00762        0.00159
       6629.240            0.00742        0.00144
       6644.240            0.00415        0.00156
       6659.240            0.00421        0.00143
       6674.240            0.00555        0.00143
       6689.240            0.00374        0.00156
       6704.240            0.00755        0.00143
       6719.240            0.00185        0.00157
       6734.240            0.00624        0.00143
       6749.240            0.00612        0.00159
       6764.240            0.00539        0.00142
       6779.240            0.00751        0.00142
       6794.240            0.00705        0.00156
       6809.240            0.00679        0.00143
       6824.240            0.00795        0.00180
       6839.240            0.00495        0.00169
       6854.240            0.00495        0.00173
       6869.240            0.00325        0.00195
       6884.240            0.00164        0.00187
       6899.240            0.00034        0.00170
       6914.240            0.00438        0.00172
       6929.240            0.00223        0.00181
       6944.240            0.00555        0.00169
       6959.240            0.00464        0.00172
       6974.240            0.00466        0.00158
       6989.240            0.00268        0.00166
       7004.240            0.00267        0.00150
       7019.240            0.00461        0.00161
       7034.240            0.00272        0.00146
       7049.240            0.00312        0.00154
       7064.240            0.00165        0.00164
       7079.240            0.00485        0.00150
       7094.240            0.00130        0.00162
       7109.240            0.00125        0.00146
       7124.240            0.00526        0.00162
       7139.240            0.00531        0.00151
       7154.240            0.00422        0.00168
       7169.240            0.00110        0.00159
       7184.240            0.01002        0.00173
       7199.240            0.00184        0.00183
       7214.240            0.00764        0.00156
       7229.240            0.00201        0.00191
       7244.240            0.00175        0.00257
       7259.240            0.00467        0.00203
       7274.240            0.00668        0.00241
       7289.240            0.00640        0.00238
       7304.240            0.00555        0.00204
       7319.240            0.00789        0.00255
       7334.240            0.00545        0.00214
       7349.240            0.00407        0.00230
       7364.240            0.00403        0.00210
       7379.240            0.00654        0.00188
       7394.240            0.00969        0.00212
       7409.240            0.00827        0.00184
       7424.240            0.00629        0.00190
       7439.240            0.00734        0.00184
       7454.240            0.00460        0.00184
       7469.240            0.00824        0.00191
       7484.240            0.00523        0.00219
       7499.240            0.00818        0.00172
       7514.240            0.00386        0.00201
       7529.240            0.00990        0.00215
       7544.240            0.00664        0.00174
       7559.240            0.00639        0.00200
       7574.240            0.00927        0.00207
       7589.240            0.01006        0.00232
       7604.240           -0.00130        0.00436
       7619.240            0.00549        0.00356
       7634.240            0.00820        0.00307
       7649.240            0.00564        0.00268
       7664.240            0.00674        0.00215
       7679.240            0.00653        0.00205
       7694.240            0.00598        0.00190
       7709.240            0.00649        0.00274
       7724.240            0.00588        0.00255
       7739.240            0.00847        0.00227
       7754.240            0.00509        0.00287
       7769.240            0.00655        0.00222
       7784.240            0.00622        0.00260
       7799.240            0.00333        0.00256
       7814.240            0.00526        0.00280
       7829.240            0.00556        0.00245
       7844.240            0.00110        0.00275
       7859.240            0.00056        0.00300
       7874.240            0.00350        0.00295
       7889.240            0.00179        0.00262
       7904.240            0.00401        0.00270
       7919.240            0.00438        0.00325
       7934.240            0.00538        0.00272
       7949.240            0.00781        0.00234
       7964.240            0.00377        0.00320
       7979.240            0.00315        0.00270
       7994.240            0.00971        0.00303
       8009.240            0.00639        0.00259
       8024.240            0.00205        0.00284
       8039.240            0.00270        0.00248
       8054.240            0.00347        0.00240
       8069.240            0.00505        0.00259
       8084.240            0.00427        0.00222
       8099.240            0.00483        0.00256
       8114.240            0.00334        0.00225
       8129.240            0.00222        0.00254
