@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.722
@SPECTRUM spectrum_05D4ev_985.dat
@SN-NAME 05D4ev
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -3.610
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.716            0.00000        0.38739
       4153.165            0.00000        0.30066
       4155.615            0.00000        0.23593
       4158.065            0.00000        0.28607
       4160.516            0.00000        0.28489
       4162.967            0.00000        0.36858
       4165.418            0.00000        0.26940
       4167.871            0.00000        0.38904
       4170.323            0.00000        0.46885
       4172.776            0.00000        0.26117
       4175.229            0.00000        0.25958
       4177.683            0.00000        0.32366
       4180.137            0.00000        0.23589
       4182.591            0.17280        0.29946
       4185.046            0.16510        0.23590
       4187.502            0.22670        0.22246
       4189.958            0.09130        0.13946
       4192.414           -0.05910        0.11510
       4194.871           -0.00400        0.09850
       4197.328           -0.21110        0.10519
       4199.785           -0.07450        0.06966
       4202.243           -0.09500        0.06902
       4204.701           -0.00500        0.05259
       4207.160            0.06400        0.05121
       4209.619           -0.09990        0.05074
       4212.079            0.00710        0.03835
       4214.539           -0.04120        0.03512
       4216.999           -0.01280        0.03035
       4219.460            0.02080        0.02724
       4221.921           -0.02590        0.02498
       4224.383           -0.04950        0.02458
       4226.845            0.00250        0.02066
       4229.307           -0.00830        0.01927
       4231.770           -0.01640        0.01830
       4234.233           -0.00900        0.01741
       4236.697           -0.00990        0.01595
       4239.162            0.04090        0.01591
       4241.626           -0.00400        0.01414
       4244.091            0.01220        0.01398
       4246.556           -0.00680        0.01306
       4249.022            0.00360        0.01255
       4251.488            0.00810        0.01213
       4253.955           -0.00680        0.01192
       4256.422            0.02040        0.01151
       4258.890           -0.01740        0.01094
       4261.357            0.01480        0.01074
       4263.826            0.00200        0.01028
       4266.294            0.01010        0.00987
       4268.763           -0.00280        0.00940
       4271.232           -0.00330        0.00929
       4273.703           -0.01100        0.00899
       4276.173           -0.00720        0.00882
       4278.644            0.00760        0.00868
       4281.115            0.00050        0.00847
       4283.586            0.00600        0.00820
       4286.058            0.00090        0.00795
       4288.530            0.00820        0.00767
       4291.003           -0.00680        0.00750
       4293.476            0.00500        0.00723
       4295.950           -0.00210        0.00701
       4298.424           -0.00660        0.00688
       4300.898           -0.00300        0.00649
       4303.373            0.00600        0.00631
       4305.848            0.00060        0.00609
       4308.323           -0.00150        0.00608
       4310.799            0.00080        0.00618
       4313.275           -0.00130        0.00630
       4315.752            0.00060        0.00649
       4318.229            0.00530        0.00654
       4320.707            0.00330        0.00638
       4323.185           -0.00140        0.00642
       4325.663           -0.00000        0.00627
       4328.142            0.00850        0.00616
       4330.621           -0.00790        0.00604
       4333.101            0.01580        0.00610
       4335.581           -0.00200        0.00588
       4338.061           -0.00210        0.00569
       4340.542            0.00120        0.00562
       4343.022           -0.00810        0.00561
       4345.504            0.00380        0.00557
       4347.986            0.00950        0.00558
       4350.468            0.00970        0.00560
       4352.951           -0.00360        0.00562
       4355.434            0.00810        0.00555
       4357.917           -0.00040        0.00548
       4360.401            0.00440        0.00556
       4362.885            0.01050        0.00553
       4365.370            0.00060        0.00546
       4367.855           -0.00630        0.00542
       4370.340           -0.00420        0.00532
       4372.826            0.00090        0.00528
       4375.312           -0.00010        0.00516
       4377.799            0.00400        0.00505
       4380.286            0.00630        0.00496
       4382.773            0.00720        0.00491
       4385.261            0.00430        0.00483
       4387.749           -0.00530        0.00479
       4390.237            0.00280        0.00478
       4392.726           -0.00470        0.00483
       4395.215           -0.00250        0.00487
       4397.705            0.00370        0.00482
       4400.195            0.00620        0.00478
       4402.686           -0.00060        0.00477
       4405.176            0.00410        0.00475
       4407.667           -0.00390        0.00476
       4410.159           -0.00460        0.00478
       4412.651           -0.00030        0.00477
       4415.143           -0.00530        0.00480
       4417.636            0.00270        0.00478
       4420.129            0.00020        0.00478
       4422.623            0.00280        0.00475
       4425.116           -0.00340        0.00475
       4427.611           -0.00290        0.00470
       4430.105            0.00260        0.00466
       4432.600           -0.00450        0.00463
       4435.096           -0.00540        0.00460
       4437.591           -0.00900        0.00457
       4440.087           -0.00680        0.00455
       4442.584            0.00330        0.00456
       4445.081           -0.00050        0.00459
       4447.578            0.00590        0.00453
       4450.076           -0.00610        0.00451
       4452.574           -0.00880        0.00445
       4455.072           -0.00330        0.00437
       4457.571            0.00060        0.00432
       4460.070           -0.00390        0.00430
       4462.569            0.00120        0.00426
       4465.069           -0.00170        0.00435
       4467.569           -0.00320        0.00434
       4470.070           -0.00230        0.00438
       4472.571            0.00040        0.00440
       4475.072           -0.00030        0.00439
       4477.574            0.00330        0.00433
       4480.076            0.00290        0.00434
       4482.579           -0.00650        0.00435
       4485.081           -0.00530        0.00430
       4487.584            0.00190        0.00429
       4490.088           -0.00380        0.00429
       4492.592           -0.00070        0.00426
       4495.096           -0.00490        0.00426
       4497.601           -0.00370        0.00429
       4500.106           -0.00650        0.00428
       4502.611           -0.00740        0.00434
       4505.117           -0.00120        0.00435
       4507.623            0.00010        0.00433
       4510.130           -0.00060        0.00444
       4512.637            0.00630        0.00430
       4515.144           -0.00370        0.00442
       4517.651           -0.00320        0.00450
       4520.159            0.00540        0.00445
       4522.667            0.00680        0.00439
       4525.176           -0.00290        0.00433
       4527.685            0.00380        0.00409
       4530.195           -0.01060        0.00405
       4532.705           -0.00440        0.00401
       4535.214           -0.00000        0.00403
       4537.725           -0.00040        0.00410
       4540.236           -0.00230        0.00409
       4542.747           -0.00030        0.00419
       4545.259            0.00160        0.00418
       4547.771            0.00910        0.00404
       4550.283           -0.00300        0.00402
       4552.795            0.00240        0.00401
       4555.309           -0.00230        0.00403
       4557.822            0.00070        0.00404
       4560.335           -0.00140        0.00404
       4562.850            0.00290        0.00404
       4565.364           -0.00210        0.00402
       4567.879           -0.00470        0.00401
       4570.394           -0.00340        0.00402
       4572.909            0.00090        0.00404
       4575.425           -0.00380        0.00401
       4577.941            0.00750        0.00400
       4580.458           -0.00030        0.00394
       4582.975            0.00240        0.00395
       4585.492            0.00460        0.00393
       4588.010           -0.00110        0.00390
       4590.527           -0.00100        0.00391
       4593.046            0.00130        0.00391
       4595.564            0.00240        0.00392
       4598.083            0.00650        0.00385
       4600.603           -0.00070        0.00385
       4603.123            0.01020        0.00387
       4605.643           -0.00200        0.00388
       4608.163            0.00740        0.00388
       4610.684            0.00630        0.00389
       4613.205            0.00180        0.00388
       4615.726            0.00390        0.00394
       4618.248            0.00110        0.00388
       4620.770            0.00110        0.00392
       4623.292           -0.00390        0.00393
       4625.815            0.00770        0.00386
       4628.338            0.00080        0.00386
       4630.862           -0.00150        0.00384
       4633.386           -0.00110        0.00380
       4635.910           -0.00150        0.00378
       4638.435            0.00550        0.00379
       4640.959           -0.00130        0.00377
       4643.485            0.00590        0.00375
       4646.010           -0.00280        0.00371
       4648.536           -0.00370        0.00370
       4651.062           -0.00810        0.00372
       4653.589            0.00830        0.00371
       4656.116           -0.00330        0.00372
       4658.643            0.00090        0.00375
       4661.171            0.00150        0.00370
       4663.699           -0.00280        0.00367
       4666.227           -0.00020        0.00364
       4668.756            0.00500        0.00363
       4671.285            0.00280        0.00364
       4673.814            0.00230        0.00364
       4676.344           -0.00360        0.00364
       4678.874            0.00470        0.00364
       4681.404            0.00280        0.00367
       4683.935           -0.00210        0.00362
       4686.466            0.00210        0.00361
       4688.997            0.00430        0.00362
       4691.528           -0.00080        0.00365
       4694.061            0.00050        0.00371
       4696.593           -0.00110        0.00360
       4699.125           -0.00680        0.00355
       4701.659            0.00350        0.00354
       4704.192           -0.00250        0.00353
       4706.726           -0.00420        0.00351
       4709.259           -0.00110        0.00353
       4711.794           -0.00350        0.00353
       4714.329           -0.00010        0.00356
       4716.863           -0.00370        0.00360
       4719.399            0.00090        0.00357
       4721.935           -0.00150        0.00360
       4724.470            0.00230        0.00359
       4727.007            0.00660        0.00355
       4729.543            0.00110        0.00354
       4732.081           -0.00210        0.00350
       4734.618            0.00500        0.00349
       4737.155           -0.00400        0.00351
       4739.693           -0.00420        0.00352
       4742.231            0.00110        0.00353
       4744.770           -0.00090        0.00352
       4747.309            0.00220        0.00354
       4749.848           -0.00160        0.00353
       4752.388            0.00010        0.00351
       4754.928            0.00020        0.00351
       4757.468           -0.00040        0.00349
       4760.008           -0.00280        0.00346
       4762.549           -0.00760        0.00346
       4765.090            0.00230        0.00343
       4767.632           -0.00400        0.00347
       4770.174            0.00330        0.00345
       4772.716            0.00330        0.00348
       4775.258            0.00850        0.00351
       4777.801           -0.00610        0.00351
       4780.344           -0.00030        0.00352
       4782.888           -0.00660        0.00347
       4785.432           -0.00170        0.00344
       4787.976           -0.00180        0.00343
       4790.520            0.00690        0.00345
       4793.065            0.00190        0.00345
       4795.610           -0.00020        0.00344
       4798.155            0.00060        0.00347
       4800.701            0.00080        0.00345
       4803.247           -0.00340        0.00343
       4805.793            0.00130        0.00346
       4808.340           -0.00080        0.00344
       4810.887           -0.00420        0.00344
       4813.434           -0.00960        0.00344
       4815.981            0.00170        0.00345
       4818.529            0.00550        0.00346
       4821.078            0.00560        0.00344
       4823.626           -0.00740        0.00343
       4826.175           -0.00250        0.00342
       4828.724           -0.00250        0.00341
       4831.273            0.00570        0.00341
       4833.823            0.00010        0.00339
       4836.374            0.00480        0.00337
       4838.924           -0.00120        0.00336
