@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.537
@SPECTRUM spectrum_05D4be_918.dat
@SN-NAME 05D4be
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 3.880
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4257.970            0.02464        0.00971
       4272.970            0.01123        0.00801
       4287.970           -0.00674        0.00655
       4302.970            0.01367        0.00560
       4317.970            0.00138        0.00507
       4332.970           -0.00241        0.00455
       4347.970            0.00259        0.00418
       4362.970            0.00717        0.00394
       4377.970            0.00660        0.00402
       4392.970            0.00917        0.00347
       4407.970            0.00861        0.00343
       4422.970            0.00480        0.00338
       4437.970            0.00898        0.00319
       4452.970            0.00862        0.00307
       4467.970            0.00934        0.00297
       4482.970            0.01510        0.00294
       4497.970            0.00833        0.00289
       4512.970            0.00682        0.00286
       4527.970            0.01120        0.00280
       4542.970            0.01152        0.00280
       4557.970            0.01368        0.00274
       4572.970            0.01298        0.00269
       4587.970            0.01130        0.00267
       4602.970            0.00949        0.00261
       4617.970            0.00861        0.00284
       4632.970            0.00866        0.00258
       4647.970            0.00704        0.00252
       4662.970            0.01111        0.00251
       4677.970            0.01013        0.00249
       4692.970            0.01290        0.00246
       4707.970            0.01442        0.00242
       4722.970            0.01127        0.00243
       4737.970            0.00799        0.00239
       4752.970            0.00451        0.00261
       4767.970            0.00587        0.00236
       4782.970            0.01062        0.00236
       4797.970            0.01231        0.00234
       4812.970            0.01300        0.00235
       4827.970            0.01583        0.00235
       4842.970            0.01398        0.00255
       4857.970            0.01533        0.00224
       4872.970            0.01495        0.00224
       4887.970            0.01262        0.00225
       4902.970            0.01249        0.00224
       4917.970            0.00524        0.00220
       4932.970            0.00745        0.00239
       4947.970            0.00986        0.00217
       4962.970            0.01082        0.00218
       4977.970            0.00916        0.00215
       4992.970            0.01144        0.00214
       5007.970            0.00549        0.00232
       5022.970            0.00712        0.00210
       5037.970            0.00689        0.00210
       5052.970            0.00554        0.00209
       5067.970            0.00762        0.00208
       5082.970            0.00795        0.00228
       5097.970            0.00911        0.00209
       5112.970            0.00605        0.00205
       5127.970            0.00998        0.00204
       5142.970            0.01218        0.00225
       5157.970            0.01419        0.00204
       5172.970            0.01093        0.00196
       5187.970            0.01273        0.00200
       5202.970            0.01083        0.00224
       5217.970            0.01012        0.00203
       5232.970            0.00947        0.00202
       5247.970            0.01306        0.00203
       5262.970            0.01325        0.00216
       5277.970            0.01121        0.00199
       5292.970            0.01404        0.00200
       5307.970            0.01660        0.00202
       5322.970            0.01298        0.00220
       5337.970            0.01396        0.00201
       5352.970            0.01467        0.00200
       5367.970            0.01555        0.00198
       5382.970            0.01746        0.00215
       5397.970            0.01696        0.00196
       5412.970            0.01924        0.00196
       5427.970            0.02279        0.00215
       5442.970            0.02215        0.00196
       5457.970            0.02385        0.00196
       5472.970            0.01976        0.00194
       5487.970            0.02104        0.00214
       5502.970            0.01796        0.00197
       5517.970            0.02001        0.00197
       5532.970            0.02068        0.00213
       5547.970            0.01972        0.00198
       5562.970            0.02226        0.00199
       5577.970            0.02232        0.00478
       5592.970            0.02143        0.00196
       5607.970            0.02243        0.00198
       5622.970            0.02155        0.00215
       5637.970            0.02018        0.00195
       5652.970            0.01523        0.00194
       5667.970            0.01481        0.00220
       5682.970            0.01519        0.00197
       5697.970            0.00955        0.00198
       5712.970            0.01522        0.00217
       5727.970            0.02405        0.00199
       5742.970            0.01085        0.00198
       5757.970            0.00894        0.00215
       5772.970            0.00767        0.00198
       5787.970            0.00905        0.00196
       5802.970            0.00837        0.00215
       5817.970            0.01123        0.00198
       5832.970            0.00803        0.00198
       5847.970            0.00908        0.00214
       5862.970            0.01254        0.00203
       5877.970            0.00802        0.00209
       5892.970            0.01209        0.00320
       5907.970            0.01607        0.00212
       5922.970            0.01473        0.00208
       5937.970            0.01508        0.00231
       5952.970            0.02268        0.00206
       5967.970            0.02373        0.00220
       5982.970            0.02472        0.00202
       5997.970            0.02214        0.00198
       6012.970            0.02315        0.00215
       6027.970            0.02429        0.00195
       6042.970            0.02728        0.00195
       6057.970            0.02236        0.00211
       6072.970            0.02343        0.00190
       6087.970            0.02190        0.00208
       6102.970            0.01903        0.00191
       6117.970            0.02581        0.00189
       6132.970            0.02131        0.00209
       6147.970            0.01861        0.00194
       6162.970            0.02355        0.00189
       6177.970            0.01899        0.00210
       6192.970            0.02381        0.00187
       6207.970            0.02268        0.00208
       6222.970            0.02317        0.00190
       6237.970            0.02175        0.00207
       6252.970            0.02353        0.00216
       6267.970            0.02333        0.00200
       6282.970            0.01851        0.00222
       6297.970            0.02193        0.00251
       6312.970            0.02472        0.00206
       6327.970            0.01825        0.00222
       6342.970            0.02095        0.00191
       6357.970            0.01858        0.00228
       6372.970            0.01518        0.00200
       6387.970            0.01768        0.00207
       6402.970            0.01960        0.00203
       6417.970            0.02011        0.00185
       6432.970            0.01961        0.00202
       6447.970            0.01736        0.00185
       6462.970            0.01716        0.00195
       6477.970            0.01521        0.00207
       6492.970            0.01411        0.00191
       6507.970            0.01489        0.00211
       6522.970            0.00792        0.00186
       6537.970            0.01361        0.00215
       6552.970            0.01389        0.00198
       6567.970            0.00827        0.00193
       6582.970            0.00710        0.00206
       6597.970            0.00723        0.00186
       6612.970            0.00708        0.00199
       6627.970            0.00701        0.00181
       6642.970            0.01229        0.00200
       6657.970            0.01101        0.00182
       6672.970            0.01306        0.00182
       6687.970            0.01146        0.00199
       6702.970            0.01495        0.00183
       6717.970            0.01142        0.00200
       6732.970            0.01250        0.00182
       6747.970            0.01196        0.00199
       6762.970            0.01369        0.00181
       6777.970            0.01475        0.00181
       6792.970            0.01471        0.00198
       6807.970            0.01807        0.00182
       6822.970            0.01655        0.00210
       6837.970            0.01429        0.00214
       6852.970            0.01560        0.00203
       6867.970            0.01407        0.00240
       6882.970            0.01635        0.00219
       6897.970            0.01337        0.00234
       6912.970            0.01703        0.00210
       6927.970            0.01318        0.00225
       6942.970            0.01416        0.00207
       6957.970            0.01185        0.00216
       6972.970            0.01233        0.00197
       6987.970            0.01219        0.00211
       7002.970            0.01157        0.00189
       7017.970            0.01390        0.00189
       7032.970            0.01343        0.00202
       7047.970            0.01560        0.00195
       7062.970            0.01204        0.00208
       7077.970            0.01625        0.00190
       7092.970            0.01290        0.00209
       7107.970            0.01158        0.00187
       7122.970            0.01206        0.00205
       7137.970            0.01271        0.00193
       7152.970            0.00832        0.00195
       7167.970            0.01083        0.00227
       7182.970            0.01184        0.00227
       7197.970            0.01283        0.00244
       7212.970            0.01201        0.00199
       7227.970            0.01014        0.00225
       7242.970            0.01388        0.00305
       7257.970            0.01350        0.00255
       7272.970            0.00798        0.00261
       7287.970            0.00414        0.00289
       7302.970            0.00723        0.00239
       7317.970            0.00968        0.00266
       7332.970            0.00944        0.00278
       7347.970            0.00811        0.00246
       7362.970            0.00943        0.00277
       7377.970            0.01347        0.00232
       7392.970            0.01011        0.00255
       7407.970            0.00903        0.00231
       7422.970            0.00693        0.00233
       7437.970            0.00408        0.00231
       7452.970            0.00969        0.00231
       7467.970            0.00594        0.00229
       7482.970            0.01215        0.00272
       7497.970            0.00751        0.00218
       7512.970            0.00780        0.00222
       7527.970            0.01191        0.00293
       7542.970            0.00979        0.00218
       7557.970            0.00578        0.00242
       7572.970            0.00877        0.00246
       7587.970            0.01051        0.00280
       7602.970            0.00122        0.00519
       7617.970            0.01405        0.00473
       7632.970            0.00815        0.00404
       7647.970            0.00793        0.00354
       7662.970            0.00790        0.00275
       7677.970            0.00534        0.00258
       7692.970            0.00372        0.00239
       7707.970            0.00600        0.00277
       7722.970            0.00814        0.00333
       7737.970            0.00529        0.00245
       7752.970            0.00422        0.00381
       7767.970            0.00934        0.00266
       7782.970            0.00486        0.00296
       7797.970            0.00494        0.00303
       7812.970            0.00518        0.00312
       7827.970            0.01127        0.00292
       7842.970            0.00510        0.00303
       7857.970            0.00342        0.00349
       7872.970            0.00893        0.00344
       7887.970            0.00647        0.00317
       7902.970            0.00871        0.00276
       7917.970            0.00509        0.00423
       7932.970            0.00907        0.00296
       7947.970            0.00277        0.00309
       7962.970            0.00790        0.00327
       7977.970            0.01270        0.00336
       7992.970            0.01053        0.00342
       8007.970            0.00504        0.00306
       8022.970            0.00457        0.00335
       8037.970            0.00716        0.00306
       8052.970            0.01005        0.00291
       8067.970            0.00876        0.00323
       8082.970            0.00432        0.00278
       8097.970            0.00236        0.00320
       8112.970            0.00356        0.00287
       8127.970            0.00658        0.00294
       8142.970            0.00045        0.00346
       8157.970            0.00819        0.00327
       8172.970            0.00648        0.00360
       8187.970            0.00516        0.00326
       8202.970            0.00133        0.00339
       8217.970            0.00188        0.00321
       8232.970           -0.00093        0.00380
       8247.970            0.00053        0.00319
       8262.970            0.00784        0.00347
