# SIMPLE  =                    T / conforms to FITS standard                      
# BITPIX  =                    8 / array data type                                
# NAXIS   =                    0 / number of array dimensions                     
# EXTEND  =                    T                                                  
# VERSPYT = '3.11.10 '           / Python version                                 
# VERSNPY = '2.1.3   '           / Numpy version                                  
# VERSSCI = '1.14.1  '           / Scipy version                                  
# VERSAST = '7.0.0   '           / Astropy version                                
# VERSSKL = '1.5.2   '           / Scikit-learn version                           
# VERSPYP = '1.17.0  '           / PypeIt version                                 
# DATE    = '2025-01-29'         / UTC date created                               
# RA      =   129.98583333333335                                                  
# DEC     =    19.64448611111111                                                  
# TARGET  = 'GOTO25mo'                                                            
# DISPNAME= 'blue    '                                                            
# DECKER  = 'slit    '                                                            
# BINNING = '1,1     '                                                            
# MJD     =         60704.098959                                                  
# DATETIME= '2025-01-29T02:22:30.058' / Date and time of the observation in ISOT f
# AIRMASS =             1.046694                                                  
# EXPTIME =               1200.0                                                  
# FILENAME= 'v_e_20250128_36_1_0_9.fits.gz'                                       
# INSTRUME= 'SPRAT   '                                                            
# DETECTOR= 'E2V CCD30-11 10333-02-26'                                            
# DATE-OBS= '2025-01-29T02:22:30.068'                                             
# CONFNAME= 'user_def_config'                                                     
# FOVTYPE = 'slit    '                                                            
# CCDXBIN =                    1                                                  
# CCDYBIN =                    1                                                  
# PYPELINE= 'MultiSlit'                                                           
# PYP_SPEC= 'lt_sprat'                                                            
# TELESCOP= 'LT      '                                                            
# LON-OBS =  -17.879999999999995                                                  
# LAT-OBS =   28.758333333333336                                                  
# ALT-OBS =    2326.999999998442                                                  
# CLBS_DIR= '/home/mpursiai/onedrive-work/work/GOTO_classifications/GOTO-FAST/py&'
# CONTINUE  'peit/20250128/reduced/Calibrations'                                  
# CLBS_ARC= 'Arc_A_0_DET01.fits'                                                  
# HIERARCH CLBS_WAVECALIB = 'WaveCalib_A_0_DET01.fits'                            
# HIERARCH CLBS_BIAS = 'Bias_A_0_DET01.fits'                                      
# HIERARCH CLBS_FLAT = 'Flat_A_0_DET01.fits'                                      
# HIERARCH CLBS_EDGES = 'Edges_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_SLITS = 'Slits_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_TILTIMG = 'Tiltimg_A_0_DET01.fits'                                
# HIERARCH CLBS_TILTS = 'Tilts_A_0_DET01.fits'                                    
# DMODCLS = 'SpecObjs'           / Datamodel class                                
# DMODVER = '1.0.0   '           / Datamodel version                              
# EXT0000 = 'SPAT0125-SLIT0113-DET01'                                             
# NSPEC   =                    1                                                  
# 
#      Lam       Flux        STD
  4002.016  1.535e-15  1.915e-16
  4006.143  6.476e-16  1.556e-16
  4010.273  7.070e-16  1.561e-16
  4014.403  7.569e-16  1.502e-16
  4018.541  9.364e-16  1.547e-16
  4022.677  7.253e-16  1.500e-16
  4026.820  6.456e-16  1.426e-16
  4030.952  3.927e-16  1.648e-16
  4035.098  1.679e-15  2.599e-16
  4039.278  5.047e-16  3.245e-16
  4043.426  2.828e-15  3.580e-16
  4047.582  8.205e-16  3.193e-16
  4051.730  5.052e-16  2.845e-16
  4055.877  1.480e-15  2.438e-16
  4060.033  1.156e-15  1.731e-16
  4064.197  9.048e-16  1.644e-16
  4068.363  7.303e-16  1.489e-16
  4072.532  5.645e-16  1.341e-16
  4076.704  1.328e-15  1.470e-16
  4080.879  7.907e-16  1.403e-16
  4085.051  1.812e-17  1.037e-16
  4089.233  1.024e-15  1.265e-16
  4093.412  2.697e-16  1.023e-16
  4097.596  4.316e-16  1.086e-16
  4101.783  6.113e-16  1.105e-16
  4105.972  6.193e-16  1.117e-16
  4110.164  4.749e-16  9.551e-17
  4114.358  9.390e-16  1.105e-16
  4118.554  7.244e-16  1.079e-16
  4122.753  9.271e-16  1.078e-16
  4126.953  8.107e-16  1.067e-16
  4131.157  9.245e-16  1.073e-16
  4135.363  1.013e-15  1.072e-16
  4139.573  1.114e-15  1.073e-16
  4143.783  8.454e-16  1.018e-16
  4147.998  9.033e-16  9.993e-17
  4152.213  1.139e-15  1.028e-16
  4156.430  1.099e-15  9.833e-17
  4160.652  1.135e-15  1.008e-16
  4164.874  9.556e-16  9.794e-17
  4169.100  7.704e-16  9.079e-17
  4173.330  9.952e-16  9.360e-17
  4177.559  1.370e-15  9.841e-17
  4181.791  7.755e-16  8.798e-17
  4186.027  1.351e-15  9.314e-17
  4190.265  1.252e-15  9.072e-17
  4194.505  1.209e-15  9.010e-17
  4198.745  9.078e-16  8.593e-17
  4202.991  1.368e-15  8.994e-17
  4207.238  1.092e-15  8.559e-17
  4211.486  1.245e-15  8.659e-17
  4215.737  1.325e-15  8.873e-17
  4219.993  1.131e-15  8.475e-17
  4224.250  1.541e-15  8.949e-17
  4228.509  1.178e-15  8.332e-17
  4232.769  1.213e-15  8.166e-17
  4237.032  1.183e-15  8.092e-17
  4241.297  1.120e-15  8.053e-17
  4245.566  1.150e-15  7.990e-17
  4249.835  1.155e-15  7.895e-17
  4254.110  1.244e-15  7.957e-17
  4258.382  1.110e-15  7.761e-17
  4262.658  1.028e-15  7.576e-17
  4266.939  1.215e-15  7.996e-17
  4271.221  1.027e-15  7.487e-17
  4275.505  1.166e-15  7.699e-17
  4279.789  1.235e-15  7.871e-17
  4284.078  1.136e-15  7.459e-17
  4288.368  1.319e-15  7.882e-17
  4292.661  1.081e-15  7.352e-17
  4296.954  1.244e-15  7.485e-17
  4301.253  9.574e-16  7.042e-17
  4305.553  1.096e-15  7.174e-17
  4309.853  1.110e-15  6.925e-17
  4314.158  1.226e-15  7.308e-17
  4318.465  9.470e-16  6.832e-17
  4322.771  1.104e-15  7.157e-17
