#PI: Shappee 
#OBJECT: ASASSN-14lp 
#JD: 2457007.02453 
# 
#Angstrom    Flux(erg/s/cm**2/Angstrom) 
3456.5 4.5396586e-14 
3458.0 4.5790886e-14 
3459.5 4.6897187e-14 
3460.9 4.7041783e-14 
3462.4 5.0728678e-14 
3463.8 5.1040624e-14 
3465.3 4.7491618e-14 
3466.8 5.1654233e-14 
3468.2 4.9556607e-14 
3469.7 4.9763467e-14 
3471.2 5.1160171e-14 
3472.6 4.9841225e-14 
3474.1 4.8932286e-14 
3475.6 5.2064735e-14 
3477.0 5.0299172e-14 
3478.5 5.0699159e-14 
3479.9 5.0401548e-14 
3481.4 4.8425603e-14 
3482.9 4.9377526e-14 
3484.3 5.0099007e-14 
3485.8 4.808872e-14 
3487.3 4.7563961e-14 
3488.7 5.0706726e-14 
3490.2 5.0789695e-14 
3491.7 4.7884757e-14 
3493.1 4.663727e-14 
3494.6 4.7937438e-14 
3496.0 4.6684932e-14 
3497.5 4.6331988e-14 
3499.0 4.7923166e-14 
3500.4 4.4080058e-14 
3501.9 4.8677799e-14 
3503.4 4.5885009e-14 
3504.8 4.5087032e-14 
3506.3 4.7529453e-14 
3507.8 4.8396264e-14 
3509.2 4.6823597e-14 
3510.7 4.5807173e-14 
3512.1 4.869039e-14 
3513.6 4.7063968e-14 
3515.1 4.7588718e-14 
3516.5 4.5065622e-14 
3518.0 4.5594545e-14 
3519.5 4.6302465e-14 
3520.9 4.5366889e-14 
3522.4 4.4369877e-14 
3523.8 4.2359837e-14 
3525.3 4.5996094e-14 
3526.8 4.4891245e-14 
3528.2 4.4801587e-14 
3529.7 4.5664511e-14 
3531.2 4.6900494e-14 
3532.6 4.8093033e-14 
3534.1 4.6227477e-14 
3535.6 4.4241066e-14 
3537.0 4.6471474e-14 
3538.5 4.5857888e-14 
3539.9 4.7390729e-14 
3541.4 4.7437229e-14 
3542.9 4.9372724e-14 
3544.3 4.9543488e-14 
3545.8 4.6933992e-14 
3547.3 4.8502726e-14 
3548.7 4.8428999e-14 
3550.2 4.5260958e-14 
3551.7 4.686995e-14 
3553.1 4.8760633e-14 
3554.6 4.6471285e-14 
3556.0 4.7658159e-14 
3557.5 4.5766715e-14 
3559.0 4.528049e-14 
3560.4 4.52364e-14 
3561.9 4.6748357e-14 
3563.4 4.532449e-14 
3564.8 4.4666047e-14 
3566.3 4.5593297e-14 
3567.8 4.4436417e-14 
3569.2 4.5914955e-14 
3570.7 4.2406035e-14 
3572.1 4.3295852e-14 
3573.6 4.3802055e-14 
3575.1 4.3594776e-14 
3576.5 4.1425098e-14 
3578.0 4.1428558e-14 
3579.5 4.1940725e-14 
3580.9 4.2508471e-14 
3582.4 4.1909071e-14 
3583.9 3.9282658e-14 
3585.3 3.7980774e-14 
3586.8 3.779325e-14 
3588.2 4.0201054e-14 
3589.7 3.776569e-14 
3591.2 3.6348782e-14 
3592.6 3.9427447e-14 
3594.1 3.7372185e-14 
3595.6 3.8845945e-14 
3597.0 3.5821907e-14 
3598.5 3.4669045e-14 
3600.0 3.35063e-14 
3601.4 3.1121745e-14 
3602.9 3.1779764e-14 
