# SNID ztf25aadnsyh
# OBSERVER = Rich/Hinds
# RA 149.7869583333333
# OBS_DATE 2025-03-01 09:23:12.13
# MJD 60735.39111262
# DEC 10.291777777777778
# INSTRUMENT KAST
#wavelength flux flux_err
3454.22750001 0.23817054 0.15454405
3455.23802678 0.11373990 0.14743255
3456.24855356 -0.02616286 0.14880565
3457.25908033 0.08738725 0.14975647
3458.26960711 0.18553871 0.14881751
3459.28013388 0.05677514 0.14937400
3460.29066066 0.01629749 0.14817098
3461.30118743 0.19191418 0.15674095
3462.31171421 -0.03207478 0.15562609
3463.32224098 0.10402589 0.15407115
3464.33276776 0.27567920 0.16151913
3465.34329453 0.13680081 0.15933327
3466.35382131 0.05970900 0.15377755
3467.36434808 0.12260234 0.15760321
3468.37487486 0.39056227 0.15723119
3469.38540163 0.32007281 0.16131443
3470.39592841 0.49114314 0.16786614
3471.40645518 0.49237924 0.15765586
3472.41698195 0.33835585 0.15730632
3473.42750873 0.30575673 0.16201909
3474.43803550 0.15226972 0.15095884
3475.44856228 0.11683387 0.14998773
3476.45908905 0.21079189 0.15644472
3477.46961583 0.11447049 0.16032172
3478.48014260 0.02966570 0.17346358
3479.49066938 0.06618451 0.17879398
3480.50119615 0.15630103 0.18925243
3481.51172293 0.42734189 0.19535099
3482.52224970 0.08283537 0.18167026
3483.53277648 0.16080554 0.17511819
3484.54330325 0.05550408 0.17139199
3485.55383003 0.12533225 0.17180002
3486.56435680 0.22127578 0.17824806
3487.57488358 -0.15171436 0.16568123
3488.58541035 0.11681378 0.16648322
3489.59593713 0.33088944 0.16301042
3490.60646390 0.21637215 0.15535226
3491.61699068 0.36086209 0.16104618
3492.62751745 0.49512705 0.16717673
3493.63804423 0.32516400 0.16590592
3494.64857100 -0.08286625 0.15732378
3495.65909778 0.23078986 0.14961821
3496.66962455 0.19226421 0.14628996
3497.68015133 0.35781269 0.15686349
3498.69067810 0.28558466 0.15841193
3499.70120488 0.06197754 0.14771616
3500.71173165 0.00695434 0.14667803
3501.72225843 0.32165241 0.14745438
3502.73278520 0.07257169 0.14512643
3503.74331198 -0.01785482 0.14896722
