# SNID ztf25aabowed
# OBSERVER = Rich/Hinds/Wise
# RA 17.97
# OBS_DATE 2025-01-24 04:01:23.42
# MJD 60699.16763218
# DEC 20.399194444444444
# INSTRUMENT KAST
#wavelength flux flux_err
3464.83288581 0.09953293 0.04755463
3465.84412735 0.04664875 0.04852492
3466.85536889 0.08875386 0.05409058
3467.86661042 0.10803171 0.04786186
3468.87785196 -0.05584793 0.04204649
3469.88909350 0.06739797 0.04426368
3470.90033504 0.04909899 0.04403422
3471.91157657 0.07946659 0.04432402
3472.92281811 0.02765526 0.03963571
3473.93405965 0.09139316 0.04392786
3474.94530119 0.10255434 0.04502990
3475.95654272 0.02629791 0.04103397
3476.96778426 0.03982574 0.04476160
3477.97902580 0.10787882 0.05081213
3478.99026734 0.02633682 0.04683618
3480.00150887 0.09290244 0.05093922
3481.01275041 0.07170414 0.05060952
3482.02399195 0.12216733 0.05159393
3483.03523349 0.17968529 0.05466108
3484.04647502 0.07997960 0.05188158
3485.05771656 0.12245305 0.05095629
3486.06895810 0.13961561 0.05205044
3487.08019964 0.10017931 0.05078948
3488.09144117 0.09050907 0.04991818
3489.10268271 0.17137881 0.05248887
3490.11392425 0.14334470 0.05151436
3491.12516579 0.04709224 0.04702704
3492.13640732 0.08756732 0.05034838
3493.14764886 0.02620878 0.04993156
3494.15889040 -0.02423409 0.04715494
3495.17013194 0.11963186 0.04594794
3496.18137347 0.02210379 0.04426498
3497.19261501 -0.03633578 0.04541739
3498.20385655 0.10182304 0.04601740
3499.21509809 0.04977509 0.04548636
3500.22633962 0.14075387 0.04891321
3501.23758116 0.10837969 0.04969144
3502.24882270 0.06495530 0.04746380
3503.26006424 0.07847763 0.04740197
3504.27130577 0.14180486 0.04906645
3505.28254731 0.07874722 0.04514448
3506.29378885 0.07238682 0.04663440
3507.30503038 0.09005135 0.04483204
3508.31627192 0.08267128 0.04821349
3509.32751346 0.05476063 0.04762805
3510.33875500 0.04063961 0.04597615
3511.34999653 0.11168744 0.04906406
3512.36123807 0.13712168 0.04986433
3513.37247961 -0.01402495 0.04317275
3514.38372115 0.08882394 0.04603898
3515.39496268 0.23776254 0.05167196
3516.40620422 0.07521102 0.04779658
3517.41744576 0.09960642 0.04673969
3518.42868730 0.07514197 0.04549208
3519.43992883 0.07493760 0.04466915
3520.45117037 0.23017909 0.05083542
3521.46241191 0.15166152 0.04837089
3522.47365345 0.13025384 0.04641164
3523.48489498 0.15461007 0.04599721
3524.49613652 0.15214233 0.04750525
3525.50737806 0.12320656 0.05063425
3526.51861960 0.14981848 0.04909860
3527.52986113 0.09577478 0.04426262
3528.54110267 0.07360173 0.04747261
3529.55234421 0.10600863 0.04793847
3530.56358575 0.18275996 0.05230739
3531.57482728 0.14974818 0.05177423
3532.58606882 0.10119516 0.04759124
3533.59731036 0.15918754 0.04824535
3534.60855190 0.12426201 0.05116265
3535.61979343 0.07704405 0.04945826
3536.63103497 0.04025052 0.04683322
3537.64227651 0.10640725 0.04896624
3538.65351805 0.09352577 0.05025575
3539.66475958 0.08747718 0.05127583
3540.67600112 0.03227304 0.05301749
3541.68724266 0.07857230 0.05619890
3542.69848420 0.13966134 0.05825926
3543.70972573 0.18258958 0.05959955
3544.72096727 0.09159454 0.05560556
3545.73220881 0.15749139 0.05697956
3546.74345034 0.15955313 0.05522624
3547.75469188 0.08558837 0.05469226
3548.76593342 0.06954022 0.05533346
3549.77717496 0.12208602 0.05410621
3550.78841649 0.11523212 0.05287636
3551.79965803 0.18812074 0.05556744
3552.81089957 0.12134697 0.06150831
3553.82214111 0.22459584 0.06226122
3554.83338264 0.16789770 0.05716592
3555.84462418 0.08991691 0.05523742
3556.85586572 0.15928304 0.05946137
3557.86710726 0.20834053 0.06047476
3558.87834879 0.14707787 0.05650897
3559.88959033 0.15941842 0.05613828
3560.90083187 0.11566911 0.05312381
3561.91207341 0.03336426 0.05375874
3562.92331494 0.03468228 0.05180988
3563.93455648 0.10054482 0.05058731
3564.94579802 0.17361037 0.05358325
3565.95703956 0.22565214 0.05343407
3566.96828109 0.16568732 0.05402582
3567.97952263 0.14480059 0.05383375
3568.99076417 0.16430479 0.05522348
3570.00200571 0.12562397 0.05074916
3571.01324724 0.02671777 0.05169338
3572.02448878 0.11642339 0.05562401
3573.03573032 0.06331321 0.05248850
3574.04697186 0.11352797 0.05345478
3575.05821339 0.07166561 0.05156795
3576.06945493 0.09871262 0.05323764
3577.08069647 0.15209240 0.05296233
3578.09193801 0.21424906 0.05557516
3579.10317954 0.11407638 0.05269914
3580.11442108 0.03421479 0.05132612
3581.12566262 0.08001576 0.04899534
3582.13690415 -0.03004917 0.04951129
3583.14814569 0.07651625 0.04726279
3584.15938723 0.15884699 0.04640777
3585.17062877 0.18122160 0.04601553
3586.18187030 0.21331756 0.04686035
3587.19311184 0.20931374 0.05030043
3588.20435338 0.06020954 0.04852749
3589.21559492 0.03709315 0.04826105
3590.22683645 0.12459788 0.05079288
3591.23807799 0.05994096 0.04793414
3592.24931953 0.11734024 0.04531703
3593.26056107 0.19083737 0.04933322
3594.27180260 0.07618892 0.04581182
3595.28304414 0.21440068 0.04995292
3596.29428568 0.19897461 0.04887587
3597.30552722 0.05237763 0.04578787
3598.31676875 -0.00430225 0.04517727
3599.32801029 0.15577640 0.04714622
3600.33925183 0.19594772 0.04847782
3601.35049337 0.15374888 0.04702378
3602.36173490 0.11162672 0.05288276
3603.37297644 0.16489372 0.04979434
3604.38421798 0.21656641 0.04605144
3605.39545952 0.14279340 0.04501928
3606.40670105 0.25652057 0.04949247
3607.41794259 0.14752974 0.04572615
3608.42918413 0.13961723 0.04749600
3609.44042567 0.19722962 0.05114131
3610.45166720 0.18232363 0.05099181
3611.46290874 0.18425846 0.04928704
3612.47415028 0.13281192 0.05013777
3613.48539182 0.18578446 0.05372533
3614.49663335 0.10230053 0.05023785
3615.50787489 0.08316495 0.04705654
3616.51911643 0.09877934 0.04861637
3617.53035797 0.10185760 0.04876544
3618.54159950 0.01218307 0.04320734
3619.55284104 0.07853174 0.04503909
3620.56408258 0.12417860 0.04707427
3621.57532411 0.08365371 0.04697204
3622.58656565 0.09924581 0.04697138
3623.59780719 0.12266873 0.04752776
3624.60904873 0.14672215 0.04637714
3625.62029026 0.10736514 0.04711163
3626.63153180 0.19927853 0.05009737
3627.64277334 0.19952101 0.04938466
3628.65401488 0.17541961 0.05237260
3629.66525641 0.11265200 0.05140070
3630.67649795 0.14288867 0.05036797
3631.68773949 0.04940541 0.04660232
3632.69898103 0.04779429 0.04587366
3633.71022256 0.16805188 0.05094234
3634.72146410 0.16993418 0.04978712
3635.73270564 0.05798747 0.04563732
3636.74394718 0.02507767 0.04348397
3637.75518871 0.15218084 0.04834389
3638.76643025 0.14261274 0.04924791
3639.77767179 0.22775938 0.05298800
3640.78891333 0.16342233 0.05288772
3641.80015486 0.17629595 0.05367881
3642.81139640 0.14557846 0.05199727
3643.82263794 0.16187929 0.05240168
3644.83387948 0.02835396 0.04844131
3645.84512101 0.14563242 0.05248232
3646.85636255 0.10806376 0.05653257
3647.86760409 0.05743423 0.06588205
3648.87884563 0.11454109 0.07483376
3649.89008716 0.15310702 0.07851373
3650.90132870 0.04381960 0.07031882
3651.91257024 0.15722282 0.06618819
3652.92381178 0.07003950 0.06446838
3653.93505331 0.16207796 0.06593369
3654.94629485 0.15056343 0.06194828
3655.95753639 0.09129539 0.05493411
3656.96877793 0.14454567 0.05236974
3657.98001946 0.19478306 0.04975997
3658.99126100 0.09880195 0.04825795
3660.00250254 -0.01466360 0.04871738
3661.01374407 0.09672985 0.05446956
3662.02498561 0.11599621 0.05786388
3663.03622715 0.15447611 0.05757370
3664.04746869 0.09829207 0.05055897
3665.05871022 0.16928093 0.04921316
3666.06995176 0.17473572 0.04502427
3667.08119330 0.09288115 0.04057622
3668.09243484 0.11973275 0.04095592
3669.10367637 0.17125157 0.04369546
3670.11491791 0.16354731 0.04454083
3671.12615945 0.07837369 0.03950339
3672.13740099 0.06788600 0.03974752
3673.14864252 0.11218828 0.04169695
3674.15988406 0.14552380 0.04158366
3675.17112560 0.12391776 0.03915044
3676.18236714 0.07261891 0.03747063
3677.19360867 0.16463527 0.04223714
3678.20485021 0.19211566 0.04417062
3679.21609175 0.20250626 0.04182597
3680.22733329 0.13743646 0.03797875
3681.23857482 0.14160700 0.03947702
3682.24981636 0.15000117 0.04029537
3683.26105790 0.19348696 0.04050409
3684.27229944 0.18487632 0.03909049
