@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.733
@SPECTRUM spectrum_05D2fq_827.dat
@SN-NAME 05D2fq
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.070
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.230            0.00129        0.00478
       4273.230            0.00787        0.00407
       4288.230            0.00408        0.00331
       4303.230            0.00588        0.00285
       4318.230            0.00369        0.00266
       4333.230           -0.00080        0.00237
       4348.230            0.00162        0.00243
       4363.230           -0.00041        0.00211
       4378.230            0.00181        0.00201
       4393.230            0.00064        0.00185
       4408.230            0.00316        0.00188
       4423.230            0.00398        0.00185
       4438.230            0.00037        0.00176
       4453.230            0.00167        0.00168
       4468.230            0.00163        0.00161
       4483.230            0.00085        0.00160
       4498.230            0.00136        0.00158
       4513.230            0.00233        0.00156
       4528.230            0.00273        0.00156
       4543.230           -0.00040        0.00155
       4558.230            0.00212        0.00151
       4573.230            0.00055        0.00149
       4588.230           -0.00047        0.00146
       4603.230           -0.00183        0.00155
       4618.230            0.00198        0.00142
       4633.230            0.00066        0.00140
       4648.230            0.00099        0.00138
       4663.230            0.00236        0.00140
       4678.230            0.00262        0.00138
       4693.230           -0.00202        0.00135
       4708.230            0.00209        0.00134
       4723.230           -0.00170        0.00146
       4738.230           -0.00033        0.00131
       4753.230           -0.00019        0.00130
       4768.230            0.00071        0.00129
       4783.230            0.00024        0.00130
       4798.230           -0.00026        0.00129
       4813.230           -0.00052        0.00133
       4828.230           -0.00008        0.00146
       4843.230            0.00371        0.00130
       4858.230            0.00233        0.00124
       4873.230            0.00218        0.00124
       4888.230            0.00132        0.00125
       4903.230            0.00200        0.00138
       4918.230            0.00217        0.00123
       4933.230            0.00159        0.00122
       4948.230            0.00296        0.00122
       4963.230            0.00245        0.00123
       4978.230            0.00231        0.00133
       4993.230            0.00232        0.00119
       5008.230            0.00137        0.00118
       5023.230            0.00041        0.00117
       5038.230            0.00011        0.00116
       5053.230            0.00231        0.00127
       5068.230            0.00142        0.00115
       5083.230            0.00208        0.00114
       5098.230            0.00328        0.00115
       5113.230            0.00040        0.00127
       5128.230            0.00206        0.00115
       5143.230            0.00227        0.00116
       5158.230            0.00010        0.00115
       5173.230            0.00391        0.00123
       5188.230            0.00346        0.00117
       5203.230            0.00221        0.00129
       5218.230           -0.00066        0.00118
       5233.230            0.00083        0.00129
       5248.230            0.00132        0.00118
       5263.230            0.00150        0.00116
       5278.230            0.00309        0.00116
       5293.230            0.00196        0.00128
       5308.230            0.00304        0.00118
       5323.230            0.00421        0.00120
       5338.230            0.00142        0.00119
       5353.230            0.00254        0.00129
       5368.230            0.00097        0.00116
       5383.230            0.00379        0.00116
       5398.230            0.00002        0.00126
       5413.230            0.00156        0.00116
       5428.230            0.00274        0.00117
       5443.230            0.00067        0.00119
       5458.230            0.00235        0.00130
       5473.230            0.00230        0.00119
       5488.230            0.00232        0.00120
       5503.230            0.00006        0.00133
       5518.230            0.00150        0.00122
       5533.230            0.00260        0.00124
       5548.230           -0.00049        0.00141
       5563.230            0.00130        0.00136
       5578.230            0.00432        0.00355
       5593.230            0.00166        0.00150
       5608.230            0.00106        0.00130
       5623.230            0.00104        0.00130
       5638.230            0.00017        0.00141
       5653.230            0.00300        0.00130
       5668.230            0.00111        0.00132
       5683.230            0.00026        0.00146
       5698.230            0.00203        0.00135
       5713.230            0.00086        0.00135
       5728.230            0.00271        0.00148
       5743.230            0.00079        0.00134
       5758.230            0.00077        0.00134
       5773.230            0.00336        0.00147
       5788.230            0.00071        0.00134
       5803.230            0.00320        0.00136
       5818.230            0.00154        0.00150
       5833.230            0.00260        0.00137
       5848.230            0.00497        0.00137
       5863.230            0.00313        0.00165
       5878.230            0.00286        0.00167
       5893.230            0.00257        0.00251
       5908.230            0.00157        0.00183
       5923.230            0.00311        0.00161
       5938.230            0.00199        0.00175
       5953.230            0.00446        0.00158
       5968.230            0.00293        0.00153
       5983.230            0.00603        0.00165
       5998.230            0.00289        0.00147
       6013.230            0.00422        0.00141
       6028.230            0.00336        0.00151
       6043.230            0.00376        0.00135
       6058.230            0.00345        0.00145
       6073.230            0.00301        0.00131
       6088.230            0.00403        0.00130
       6103.230            0.00236        0.00144
       6118.230            0.00604        0.00129
       6133.230            0.00412        0.00129
       6148.230            0.00469        0.00147
       6163.230            0.00374        0.00134
       6178.230            0.00711        0.00145
       6193.230            0.00858        0.00128
       6208.230            0.00763        0.00131
       6223.230            0.00642        0.00149
       6238.230            0.00820        0.00173
       6253.230            0.00736        0.00163
       6268.230            0.00735        0.00151
       6283.230            0.00690        0.00151
       6298.230            0.01005        0.00374
       6313.230            0.00581        0.00174
       6328.230            0.00514        0.00165
       6343.230            0.00309        0.00138
       6358.230           -0.00009        0.00188
       6373.230            0.00236        0.00176
       6388.230            0.00610        0.00131
       6403.230            0.00142        0.00133
       6418.230           -0.00018        0.00123
       6433.230            0.00089        0.00132
       6448.230            0.00275        0.00122
       6463.230            0.00383        0.00141
       6478.230            0.00461        0.00143
       6493.230            0.00169        0.00133
       6508.230            0.00206        0.00150
       6523.230            0.00234        0.00130
       6538.230            0.00304        0.00137
       6553.230           -0.00046        0.00158
       6568.230            0.00036        0.00137
       6583.230            0.00183        0.00143
       6598.230            0.00124        0.00125
       6613.230            0.00369        0.00132
       6628.230            0.00017        0.00119
       6643.230            0.00417        0.00117
       6658.230            0.00472        0.00127
       6673.230            0.00424        0.00116
       6688.230            0.00654        0.00126
       6703.230            0.00452        0.00116
       6718.230            0.00700        0.00126
       6733.230            0.00590        0.00114
       6748.230            0.00598        0.00115
       6763.230            0.00757        0.00124
       6778.230            0.00689        0.00114
       6793.230            0.00850        0.00125
       6808.230            0.00732        0.00114
       6823.230            0.00789        0.00154
       6838.230            0.00551        0.00169
       6853.230            0.00631        0.00136
       6868.230            0.01037        0.00212
       6883.230            0.00876        0.00150
       6898.230            0.00526        0.00164
       6913.230            0.00455        0.00158
       6928.230            0.00451        0.00169
       6943.230            0.00207        0.00154
       6958.230            0.00182        0.00155
       6973.230            0.00474        0.00143
       6988.230            0.00310        0.00130
       7003.230            0.00778        0.00144
       7018.230            0.00647        0.00125
       7033.230            0.00713        0.00129
       7048.230            0.00739        0.00131
       7063.230            0.00602        0.00137
       7078.230            0.00535        0.00126
       7093.230            0.00519        0.00136
       7108.230            0.00648        0.00119
       7123.230            0.00555        0.00132
       7138.230            0.00502        0.00126
       7153.230            0.00425        0.00129
       7168.230            0.00495        0.00147
       7183.230            0.00558        0.00143
       7198.230            0.00382        0.00151
       7213.230            0.00433        0.00129
       7228.230            0.00498        0.00157
       7243.230            0.00552        0.00276
       7258.230            0.00282        0.00197
       7273.230            0.00236        0.00219
       7288.230            0.00758        0.00217
       7303.230            0.00305        0.00211
       7318.230            0.00568        0.00238
       7333.230            0.00050        0.00234
       7348.230            0.00391        0.00212
       7363.230            0.00139        0.00232
       7378.230            0.00311        0.00179
       7393.230           -0.00191        0.00200
       7408.230           -0.00003        0.00176
       7423.230            0.00291        0.00162
       7438.230            0.00193        0.00173
       7453.230            0.00004        0.00158
       7468.230            0.00472        0.00180
       7483.230           -0.00011        0.00199
       7498.230            0.00316        0.00166
       7513.230            0.00304        0.00161
       7528.230            0.00117        0.00249
       7543.230            0.00220        0.00156
       7558.230           -0.00022        0.00180
       7573.230            0.00330        0.00206
       7588.230            0.00212        0.00210
       7603.230            0.00514        0.00372
       7618.230            0.00713        0.00329
       7633.230            0.00373        0.00288
       7648.230            0.00073        0.00233
       7663.230            0.00182        0.00202
       7678.230           -0.00026        0.00164
       7693.230            0.00420        0.00189
       7708.230            0.00057        0.00240
       7723.230            0.00081        0.00299
       7738.230            0.00225        0.00201
       7753.230            0.00380        0.00339
       7768.230            0.00178        0.00253
       7783.230            0.00709        0.00283
       7798.230            0.00213        0.00268
       7813.230            0.00793        0.00274
       7828.230            0.00255        0.00255
       7843.230            0.00223        0.00263
       7858.230            0.00614        0.00340
       7873.230            0.00029        0.00291
       7888.230            0.00400        0.00302
       7903.230            0.00026        0.00246
       7918.230            0.00326        0.00408
       7933.230            0.00594        0.00257
       7948.230            0.00340        0.00252
       7963.230            0.00185        0.00304
       7978.230           -0.00139        0.00304
       7993.230            0.00304        0.00329
       8008.230           -0.00033        0.00258
       8023.230            0.00102        0.00294
       8038.230           -0.00166        0.00238
       8053.230            0.00030        0.00230
       8068.230            0.00510        0.00258
       8083.230            0.00075        0.00192
       8098.230           -0.00024        0.00218
       8113.230            0.00042        0.00217
       8128.230           -0.00278        0.00196
