@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.775
@SPECTRUM spectrum_05D4bi_918.dat
@SN-NAME 05D4bi
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -1.510
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4257.510           -0.00106        0.00478
       4272.510           -0.00073        0.00406
       4287.510           -0.00667        0.00328
       4302.510            0.00223        0.00279
       4317.510           -0.00044        0.00259
       4332.510            0.00003        0.00231
       4347.510            0.00401        0.00213
       4362.510           -0.00324        0.00200
       4377.510           -0.00034        0.00185
       4392.510            0.00269        0.00192
       4407.510           -0.00016        0.00177
       4422.510           -0.00384        0.00175
       4437.510           -0.00097        0.00164
       4452.510            0.00048        0.00159
       4467.510           -0.00030        0.00152
       4482.510            0.00142        0.00150
       4497.510            0.00362        0.00148
       4512.510            0.00271        0.00147
       4527.510           -0.00307        0.00146
       4542.510            0.00046        0.00146
       4557.510           -0.00178        0.00141
       4572.510           -0.00218        0.00139
       4587.510            0.00062        0.00138
       4602.510            0.00139        0.00135
       4617.510            0.00006        0.00146
       4632.510            0.00193        0.00133
       4647.510           -0.00031        0.00130
       4662.510            0.00274        0.00131
       4677.510           -0.00061        0.00130
       4692.510            0.00079        0.00128
       4707.510            0.00238        0.00126
       4722.510            0.00157        0.00126
       4737.510           -0.00283        0.00123
       4752.510           -0.00100        0.00135
       4767.510           -0.00063        0.00120
       4782.510           -0.00030        0.00122
       4797.510            0.00146        0.00121
       4812.510           -0.00129        0.00122
       4827.510           -0.00062        0.00123
       4842.510           -0.00074        0.00133
       4857.510            0.00207        0.00118
       4872.510            0.00053        0.00117
       4887.510            0.00303        0.00117
       4902.510            0.00247        0.00116
       4917.510            0.00171        0.00114
       4932.510            0.00392        0.00124
       4947.510            0.00183        0.00113
       4962.510            0.00078        0.00113
       4977.510            0.00103        0.00112
       4992.510            0.00309        0.00111
       5007.510            0.00032        0.00121
       5022.510            0.00233        0.00109
       5037.510            0.00409        0.00108
       5052.510            0.00165        0.00108
       5067.510            0.00095        0.00108
       5082.510            0.00378        0.00117
       5097.510            0.00490        0.00106
       5112.510            0.00446        0.00106
       5127.510            0.00264        0.00105
       5142.510            0.00558        0.00121
       5157.510            0.00506        0.00107
       5172.510            0.00403        0.00102
       5187.510            0.00495        0.00103
       5202.510            0.00228        0.00118
       5217.510            0.00389        0.00106
       5232.510            0.00648        0.00105
       5247.510            0.00378        0.00106
       5262.510            0.00404        0.00113
       5277.510            0.00401        0.00104
       5292.510            0.00311        0.00104
       5307.510            0.00559        0.00105
       5322.510            0.00328        0.00114
       5337.510            0.00353        0.00105
       5352.510            0.00449        0.00104
       5367.510            0.00527        0.00102
       5382.510            0.00383        0.00112
       5397.510            0.00466        0.00102
       5412.510            0.00414        0.00101
       5427.510            0.00445        0.00111
       5442.510            0.00559        0.00102
       5457.510            0.00410        0.00101
       5472.510            0.00505        0.00101
       5487.510            0.00548        0.00111
       5502.510            0.00582        0.00102
       5517.510            0.00525        0.00102
       5532.510            0.00493        0.00111
       5547.510            0.00588        0.00104
       5562.510            0.00412        0.00104
       5577.510            0.00105        0.00293
       5592.510            0.00528        0.00105
       5607.510            0.00506        0.00103
       5622.510            0.00597        0.00114
       5637.510            0.00315        0.00102
       5652.510            0.00372        0.00101
       5667.510            0.00336        0.00111
       5682.510            0.00406        0.00103
       5697.510            0.00390        0.00104
       5712.510            0.00368        0.00114
       5727.510            0.00283        0.00104
       5742.510            0.00395        0.00104
       5757.510            0.00211        0.00112
       5772.510            0.00187        0.00103
       5787.510            0.00355        0.00102
       5802.510            0.00422        0.00113
       5817.510            0.00334        0.00103
       5832.510            0.00429        0.00103
       5847.510            0.00214        0.00113
       5862.510            0.00454        0.00107
       5877.510            0.00467        0.00110
       5892.510            0.00409        0.00184
       5907.510            0.00485        0.00114
       5922.510            0.00491        0.00111
       5937.510            0.00516        0.00120
       5952.510            0.00246        0.00110
       5967.510            0.00545        0.00116
       5982.510            0.00566        0.00108
       5997.510            0.00296        0.00104
       6012.510            0.00282        0.00112
       6027.510            0.00565        0.00102
       6042.510            0.00555        0.00101
       6057.510            0.00455        0.00110
       6072.510            0.00591        0.00099
       6087.510            0.00480        0.00099
       6102.510            0.00603        0.00109
       6117.510            0.00539        0.00098
       6132.510            0.00498        0.00109
       6147.510            0.00782        0.00101
       6162.510            0.00481        0.00098
       6177.510            0.00766        0.00110
       6192.510            0.00715        0.00097
       6207.510            0.00676        0.00108
       6222.510            0.00606        0.00100
       6237.510            0.00554        0.00111
       6252.510            0.00738        0.00114
       6267.510            0.00442        0.00106
       6282.510            0.00703        0.00116
       6297.510            0.00134        0.00135
       6312.510            0.00635        0.00109
       6327.510            0.00844        0.00118
       6342.510            0.00728        0.00100
       6357.510            0.00732        0.00121
       6372.510            0.00671        0.00106
       6387.510            0.00609        0.00109
       6402.510            0.00599        0.00105
       6417.510            0.00692        0.00097
       6432.510            0.00812        0.00104
       6447.510            0.00586        0.00095
       6462.510            0.00651        0.00102
       6477.510            0.00521        0.00109
       6492.510            0.00726        0.00099
       6507.510            0.00609        0.00111
       6522.510            0.00603        0.00097
       6537.510            0.00443        0.00113
       6552.510            0.00617        0.00104
       6567.510            0.00801        0.00108
       6582.510            0.00436        0.00108
       6597.510            0.00540        0.00097
       6612.510            0.01017        0.00104
       6627.510            0.00869        0.00094
       6642.510            0.00300        0.00094
       6657.510            0.00561        0.00102
       6672.510            0.00562        0.00094
       6687.510            0.00320        0.00102
       6702.510            0.00283        0.00094
       6717.510            0.00489        0.00103
       6732.510            0.00256        0.00094
       6747.510            0.00473        0.00094
       6762.510            0.00404        0.00101
       6777.510            0.00305        0.00093
       6792.510            0.00312        0.00102
       6807.510            0.00393        0.00093
       6822.510            0.00403        0.00108
       6837.510            0.00383        0.00116
       6852.510            0.00564        0.00105
       6867.510            0.00782        0.00127
       6882.510            0.00776        0.00115
       6897.510            0.00596        0.00122
       6912.510            0.00670        0.00109
       6927.510            0.00556        0.00119
       6942.510            0.00885        0.00109
       6957.510            0.00718        0.00113
       6972.510            0.00679        0.00104
       6987.510            0.00556        0.00110
       7002.510            0.00877        0.00099
       7017.510            0.00934        0.00099
       7032.510            0.00768        0.00104
       7047.510            0.00585        0.00103
       7062.510            0.00819        0.00108
       7077.510            0.00808        0.00099
       7092.510            0.00623        0.00108
       7107.510            0.00769        0.00096
       7122.510            0.00801        0.00106
       7137.510            0.00734        0.00099
       7152.510            0.00779        0.00101
       7167.510            0.00884        0.00117
       7182.510            0.00821        0.00115
       7197.510            0.00631        0.00121
       7212.510            0.00837        0.00103
       7227.510            0.00810        0.00118
       7242.510            0.00734        0.00168
       7257.510            0.00777        0.00136
       7272.510            0.00819        0.00139
       7287.510            0.00698        0.00159
       7302.510            0.00810        0.00128
       7317.510            0.00931        0.00144
       7332.510            0.00727        0.00150
       7347.510            0.00699        0.00134
       7362.510            0.00558        0.00151
       7377.510            0.00848        0.00123
       7392.510            0.00631        0.00135
       7407.510            0.00577        0.00124
       7422.510            0.00559        0.00121
       7437.510            0.00849        0.00124
       7452.510            0.00594        0.00118
       7467.510            0.00586        0.00121
       7482.510            0.00517        0.00130
       7497.510            0.00499        0.00122
       7512.510            0.00513        0.00113
       7527.510            0.00773        0.00157
       7542.510            0.00375        0.00112
       7557.510            0.00436        0.00126
       7572.510            0.00399        0.00130
       7587.510            0.00623        0.00142
       7602.510           -0.00103        0.00253
       7617.510            0.00302        0.00235
       7632.510            0.00630        0.00207
       7647.510            0.00488        0.00188
       7662.510            0.00462        0.00143
       7677.510            0.00110        0.00121
       7692.510            0.00434        0.00137
       7707.510            0.00728        0.00146
       7722.510            0.00578        0.00188
       7737.510            0.00710        0.00128
       7752.510            0.00404        0.00213
       7767.510            0.00470        0.00142
       7782.510            0.00500        0.00160
       7797.510            0.00481        0.00165
       7812.510            0.00455        0.00170
       7827.510            0.00378        0.00158
       7842.510            0.00539        0.00163
       7857.510            0.00578        0.00196
       7872.510            0.00235        0.00172
       7887.510            0.00321        0.00195
       7902.510            0.00467        0.00146
       7917.510            0.00522        0.00238
       7932.510            0.00508        0.00161
       7947.510            0.00528        0.00163
       7962.510            0.00675        0.00172
       7977.510            0.00296        0.00182
       7992.510            0.00487        0.00185
       8007.510            0.00307        0.00160
       8022.510            0.00390        0.00181
       8037.510            0.00505        0.00161
       8052.510            0.00562        0.00151
       8067.510            0.00392        0.00172
       8082.510            0.00440        0.00141
       8097.510            0.00372        0.00152
       8112.510            0.00455        0.00157
       8127.510            0.00530        0.00149
       8142.510            0.00632        0.00179
       8157.510            0.00784        0.00166
       8172.510            0.00704        0.00182
       8187.510            0.00233        0.00163
       8202.510            0.00398        0.00171
       8217.510            0.00577        0.00161
       8232.510            0.00394        0.00192
       8247.510            0.00156        0.00161
       8262.510            0.00373        0.00174
