@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.592
@SPECTRUM spectrum_03D4gg_330.dat
@SN-NAME 03D4gg
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 16.420
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4151.438            0.00000        0.74414
       4153.886            0.00000        0.49020
       4156.334            0.00000        0.48808
       4158.783            0.00000        0.39935
       4161.232            0.00000        0.47088
       4163.681            0.00000        0.42379
       4166.131            0.00000        0.41135
       4168.582            0.00000        0.52103
       4171.032            0.00000        0.50474
       4173.483            0.44900        0.44974
       4175.935            0.03740        0.28356
       4178.387           -0.00870        0.23961
       4180.840            0.02760        0.20102
       4183.292            0.02880        0.18324
       4185.746            0.09750        0.15717
       4188.200            0.29260        0.15597
       4190.654            0.00740        0.11868
       4193.108           -0.13790        0.10707
       4195.563            0.06090        0.09402
       4198.019            0.00790        0.08173
       4200.475           -0.06110        0.07539
       4202.931            0.04490        0.06446
       4205.387           -0.06960        0.05847
       4207.845            0.01240        0.05253
       4210.302           -0.05250        0.04583
       4212.760           -0.04560        0.04197
       4215.218           -0.02080        0.03750
       4217.677            0.00120        0.03389
       4220.136            0.00350        0.02967
       4222.596            0.05610        0.02768
       4225.056           -0.00380        0.02558
       4227.517           -0.00910        0.02409
       4229.977           -0.04270        0.02265
       4232.438            0.03790        0.02133
       4234.900            0.01810        0.02020
       4237.362            0.00700        0.01900
       4239.825            0.01630        0.01778
       4242.288           -0.00030        0.01710
       4244.751            0.00920        0.01609
       4247.215            0.00770        0.01538
       4249.679            0.00590        0.01476
       4252.144            0.00760        0.01418
       4254.608            0.00700        0.01371
       4257.074           -0.01420        0.01305
       4259.540            0.03050        0.01245
       4262.006           -0.00100        0.01200
       4264.473            0.00390        0.01159
       4266.939            0.03320        0.01125
       4269.407            0.01170        0.01093
       4271.875            0.01000        0.01057
       4274.343            0.00920        0.01021
       4276.812            0.00990        0.00994
       4279.281            0.01660        0.00975
       4281.750            0.00850        0.00938
       4284.220            0.00940        0.00911
       4286.690            0.01830        0.00889
       4289.161            0.02100        0.00879
       4291.632            0.00300        0.00848
       4294.104            0.00860        0.00830
       4296.576            0.00880        0.00782
       4299.048           -0.00210        0.00760
       4301.521            0.02370        0.00743
       4303.994            0.00490        0.00727
       4306.467            0.01090        0.00695
       4308.941            0.00740        0.00702
       4311.416            0.00640        0.00701
       4313.890            0.00120        0.00700
       4316.365            0.00670        0.00694
       4318.841            0.01240        0.00681
       4321.316           -0.00480        0.00671
       4323.793            0.00460        0.00655
       4326.270           -0.00010        0.00642
       4328.747            0.01230        0.00624
       4331.224            0.01920        0.00627
       4333.702            0.00980        0.00620
       4336.180            0.00590        0.00595
       4338.659            0.01290        0.00598
       4341.138            0.00760        0.00581
       4343.618            0.00710        0.00583
       4346.097            0.00630        0.00575
       4348.578            0.00360        0.00572
       4351.058            0.01710        0.00571
       4353.539            0.00890        0.00568
       4356.021           -0.00250        0.00566
       4358.502            0.00660        0.00555
       4360.985            0.00890        0.00560
       4363.467            0.01100        0.00552
       4365.951            0.01160        0.00554
       4368.434            0.00690        0.00546
       4370.917            0.00740        0.00537
       4373.402            0.00920        0.00533
       4375.886            0.00170        0.00524
       4378.372            0.00570        0.00510
       4380.856            0.00710        0.00510
       4383.342            0.00550        0.00497
       4385.829            0.00870        0.00488
       4388.315           -0.00280        0.00486
       4390.802            0.00740        0.00482
       4393.289            0.00390        0.00484
       4395.777            0.01150        0.00484
       4398.265            0.00910        0.00482
       4400.753            0.00340        0.00470
       4403.242            0.00430        0.00477
       4405.731            0.01390        0.00474
       4408.221            0.00960        0.00479
       4410.711            0.00860        0.00476
       4413.201           -0.00130        0.00467
       4415.692            0.00200        0.00470
       4418.183            0.00390        0.00463
       4420.675            0.01150        0.00461
       4423.167            0.00550        0.00461
       4425.659            0.00790        0.00457
       4428.151            0.00740        0.00452
       4430.645            0.01010        0.00450
       4433.138            0.00880        0.00445
       4435.631            0.00180        0.00446
       4438.125            0.00480        0.00444
       4440.620            0.00790        0.00445
       4443.115            0.01140        0.00444
       4445.610            0.00350        0.00438
       4448.106           -0.00330        0.00437
       4450.602            0.00510        0.00436
       4453.099            0.00190        0.00432
       4455.595           -0.00150        0.00432
       4458.092            0.00530        0.00428
       4460.590            0.01180        0.00428
       4463.088           -0.00070        0.00427
       4465.586           -0.00130        0.00421
       4468.084            0.00380        0.00426
       4470.584            0.00700        0.00432
       4473.083            0.01110        0.00431
       4475.583            0.00750        0.00430
       4478.083           -0.00020        0.00425
       4480.583            0.01320        0.00427
       4483.084            0.00560        0.00427
       4485.585            0.00350        0.00420
       4488.087            0.01240        0.00423
       4490.589            0.00520        0.00420
       4493.092            0.00820        0.00417
       4495.594            0.00010        0.00415
       4498.098            0.00490        0.00415
       4500.601            0.00290        0.00419
       4503.105            0.00540        0.00417
       4505.609            0.01210        0.00423
       4508.114            0.00820        0.00418
       4510.619            0.01090        0.00418
       4513.124            0.00290        0.00410
       4515.629            0.00490        0.00412
       4518.136            0.00330        0.00410
       4520.642            0.00120        0.00408
       4523.148            0.00480        0.00406
       4525.656            0.00650        0.00406
       4528.163            0.00410        0.00403
       4530.671            0.00490        0.00402
       4533.179            0.01200        0.00405
       4535.688            0.00170        0.00404
       4538.197            0.00840        0.00403
       4540.706           -0.00340        0.00403
       4543.216            0.00520        0.00403
       4545.726            0.00770        0.00401
       4548.236            0.00870        0.00401
       4550.747            0.01340        0.00398
       4553.258            0.00820        0.00396
       4555.769            0.00840        0.00396
       4558.281            0.00420        0.00393
       4560.793            0.01120        0.00394
       4563.306           -0.00060        0.00394
       4565.818            0.00440        0.00391
       4568.332            0.00790        0.00395
       4570.845            0.00570        0.00387
       4573.359            0.00850        0.00387
       4575.874            0.00610        0.00392
       4578.388            0.00310        0.00384
       4580.903            0.00110        0.00382
       4583.418            0.00990        0.00384
       4585.934            0.00260        0.00382
       4588.450            0.00550        0.00379
       4590.967            0.00310        0.00381
       4593.483           -0.00320        0.00377
       4596.000            0.00670        0.00373
       4598.518            0.00340        0.00372
       4601.036            0.00470        0.00372
       4603.554            0.00600        0.00372
       4606.073           -0.00250        0.00372
       4608.591            0.00870        0.00374
       4611.111            0.00970        0.00375
       4613.630            0.00170        0.00376
       4616.150            0.00830        0.00375
       4618.670            0.00450        0.00374
       4621.191            0.00240        0.00369
       4623.712            0.00270        0.00374
       4626.233            0.00230        0.00370
       4628.755            0.00810        0.00369
       4631.277            0.01210        0.00373
       4633.799            0.00780        0.00368
       4636.322            0.01030        0.00366
       4638.845            0.01210        0.00368
       4641.368            0.00930        0.00366
       4643.892            0.00940        0.00364
       4646.416            0.00780        0.00360
       4648.940            0.00920        0.00360
       4651.465            0.00320        0.00357
       4653.990            0.01000        0.00361
       4656.516            0.00690        0.00365
       4659.042            0.00350        0.00363
       4661.567            0.00390        0.00360
       4664.094            0.00630        0.00359
       4666.621            0.00940        0.00362
       4669.148            0.00220        0.00355
       4671.675            0.00770        0.00353
       4674.203            0.00750        0.00358
       4676.731            0.00470        0.00357
       4679.260            0.00360        0.00357
       4681.789            0.00200        0.00357
       4684.318            0.00250        0.00355
       4686.847            0.00730        0.00354
       4689.377            0.00840        0.00354
       4691.907            0.00560        0.00356
       4694.438            0.00040        0.00352
       4696.968            0.00160        0.00347
       4699.500            0.00580        0.00347
       4702.031            0.00940        0.00346
       4704.563            0.01050        0.00345
       4707.095            0.00590        0.00341
       4709.627           -0.00120        0.00342
       4712.161            0.00770        0.00348
       4714.693            0.00310        0.00345
       4717.227            0.00980        0.00349
       4719.761            0.00340        0.00349
       4722.295            0.00170        0.00348
       4724.830            0.00100        0.00343
       4727.364            0.00610        0.00344
       4729.899            0.00680        0.00339
       4732.435            0.00490        0.00340
       4734.971            0.00060        0.00336
       4737.507            0.00270        0.00337
       4740.043            0.00530        0.00337
       4742.580            0.00500        0.00336
       4745.117            0.00800        0.00339
       4747.655            0.00390        0.00336
       4750.192            0.00540        0.00337
       4752.730            0.00460        0.00338
       4755.269           -0.00350        0.00333
       4757.808            0.00790        0.00331
       4760.347            0.01100        0.00332
       4762.886            0.00620        0.00330
       4765.426            0.00260        0.00332
       4767.966            0.00110        0.00330
       4770.506            0.00010        0.00331
       4773.047            0.00090        0.00334
       4775.588            0.00140        0.00334
       4778.129            0.00050        0.00333
       4780.671            0.00090        0.00329
       4783.213            0.00900        0.00328
       4785.755           -0.00140        0.00326
       4788.298            0.00840        0.00329
       4790.841            0.00430        0.00326
       4793.384            0.00300        0.00329
       4795.928            0.01000        0.00329
       4798.472            0.00240        0.00327
       4801.016            0.00950        0.00329
       4803.561           -0.00050        0.00328
       4806.105            0.00560        0.00325
       4808.650           -0.00040        0.00327
       4811.196            0.00950        0.00328
       4813.742            0.00440        0.00324
       4816.288            0.00440        0.00330
       4818.834            0.00370        0.00330
       4821.381            0.00560        0.00332
       4823.928            0.00640        0.00330
       4826.476            0.00270        0.00328
       4829.023            0.00700        0.00327
       4831.571            0.00980        0.00327
       4834.120            0.00350        0.00329
       4836.668           -0.00060        0.00328
       4839.217            0.00490        0.00323
       4841.766            0.00540        0.00324
       4844.316            0.00300        0.00323
       4846.866            0.00670        0.00323
       4849.416            0.00030        0.00317
       4851.966            0.00180        0.00319
       4854.517            0.00440        0.00310
