BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 2101  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '                  '  /                                              
FILENAME= 'LSQ12BLP_ALFOSC_10APR2012'  /
FORMAT  = '5G14.7            '  /  Text line format                            
EXTEND  =                    T / File may contain extensions                    
ORIGIN  = 'NOAO-IRAF FITS Image Kernel July 2003' / FITS file originator        
DATE    = '2024-04-22T21:48:04' / Date FITS file was generated                  
IRAF-TLM= '2024-04-22T21:48:04' / Time of last modification                     
APNUM1  = '1 1     '                                                            
WCSDIM  =                    1                                                  
CTYPE1  = 'LINEAR  '                                                            
CRVAL1  =             2950.246                                                  
CRPIX1  =                   1.                                                  
CDELT1  =      2.9497295238095                                                  
CD1_1   =      2.9497295238095                                                  
LTM1_1  =                   1.                                                  
WAT0_001= 'system=equispec'                                                     
WAT1_001= 'wtype=linear label=Wavelength units=angstroms units_display=Angstrom'
DC-FLAG =                    0                                                  
WAT1_002= 's       '                                                            
END                                                                             
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
2950.246  0.
2953.19572952381  0.
2956.14545904762  0.
2959.09518857143  7.506330E-19
2962.04491809524  1.060050E-17
2964.99464761905  9.763186E-17
2967.94437714286  -5.104841E-18
2970.89410666667  3.464677E-20
2973.84383619048  -5.332812E-20
2976.79356571429  6.370811E-18
2979.7432952381  -1.205665E-16
2982.69302476191  -5.882298E-18
2985.64275428571  -1.705231E-16
2988.59248380952  2.352439E-18
2991.54221333333  -8.790481E-19
2994.49194285714  0.
2997.44167238095  0.
3000.39140190476  0.
3003.34113142857  0.
3006.29086095238  0.
3009.24059047619  0.
3012.19032  0.
3015.14004952381  0.
3018.08977904762  0.
3021.03950857143  0.
3023.98923809524  0.
3026.93896761905  0.
3029.88869714286  0.
3032.83842666667  0.
3035.78815619048  0.
3038.73788571429  0.
3041.6876152381  0.
3044.63734476191  0.
3047.58707428571  0.
3050.53680380952  0.
3053.48653333333  0.
3056.43626285714  0.
3059.38599238095  0.
3062.33572190476  0.
3065.28545142857  0.
3068.23518095238  0.
3071.18491047619  0.
3074.13464  0.
3077.08436952381  0.
3080.03409904762  0.
3082.98382857143  0.
3085.93355809524  0.
3088.88328761905  0.
3091.83301714286  0.
3094.78274666667  0.
3097.73247619048  0.
3100.68220571428  0.
3103.63193523809  0.
3106.5816647619  2.511116E-19
3109.53139428571  -1.013825E-17
3112.48112380952  1.684707E-16
3115.43085333333  6.495268E-17
3118.38058285714  -7.554460E-19
3121.33031238095  2.850020E-19
3124.28004190476  -3.081969E-18
3127.22977142857  5.533803E-17
3130.17950095238  2.182174E-18
3133.12923047619  -6.115508E-18
3136.07896  1.564922E-16
3139.02868952381  1.999201E-16
3141.97841904762  2.399874E-16
3144.92814857143  -1.247463E-17
3147.87787809524  1.454803E-18
3150.82760761905  2.171650E-19
3153.77733714286  1.051416E-17
3156.72706666667  5.485195E-17
3159.67679619048  -2.791855E-17
3162.62652571428  -3.064600E-16
3165.57625523809  1.637166E-17
3168.5259847619  9.483466E-17
3171.47571428571  2.384614E-16
3174.42544380952  -1.724916E-17
3177.37517333333  1.668090E-17
3180.32490285714  -2.508235E-16
3183.27463238095  -4.681931E-17
3186.22436190476  -3.551608E-17
3189.17409142857  1.885150E-17
3192.12382095238  -3.520210E-19
3195.07355047619  -7.723172E-19
3198.02328  1.401265E-17
3200.97300952381  -2.010704E-16
3203.92273904762  -4.926837E-17
3206.87246857143  4.949029E-18
3209.82219809524  -8.422917E-17
3212.77192761905  -4.535458E-17
3215.72165714286  -2.681419E-16
3218.67138666667  -2.528523E-16
3221.62111619048  -1.385586E-16
3224.57084571428  -1.068163E-16
3227.52057523809  5.906509E-18
3230.4703047619  1.577671E-19
3233.42003428571  -1.042773E-17
3236.36976380952  1.695750E-16
3239.31949333333  1.922639E-16
3242.26922285714  -1.225761E-17
3245.21895238095  -4.534412E-18
3248.16868190476  7.873653E-17
3251.11841142857  1.015066E-17
3254.06814095238  -4.045561E-18
3257.01787047619  9.029795E-17
3259.9676  -1.293863E-18
