@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.769
@SPECTRUM spectrum_04D4id_628.dat
@SN-NAME 04D4id
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.950
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.320            0.00039        0.00574
       4273.320            0.00094        0.00477
       4288.320           -0.00741        0.00395
       4303.320            0.00241        0.00334
       4318.320           -0.00551        0.00309
       4333.320           -0.00580        0.00278
       4348.320           -0.00538        0.00255
       4363.320           -0.00139        0.00244
       4378.320           -0.00000        0.00226
       4393.320           -0.00334        0.00214
       4408.320            0.00204        0.00212
       4423.320           -0.00105        0.00206
       4438.320           -0.00080        0.00198
       4453.320            0.00110        0.00188
       4468.320           -0.00067        0.00183
       4483.320            0.00055        0.00181
       4498.320           -0.00026        0.00179
       4513.320           -0.00066        0.00178
       4528.320            0.00145        0.00173
       4543.320            0.00190        0.00172
       4558.320            0.00492        0.00169
       4573.320            0.00124        0.00167
       4588.320           -0.00105        0.00165
       4603.320           -0.00028        0.00163
       4618.320           -0.00129        0.00161
       4633.320            0.00261        0.00159
       4648.320            0.00036        0.00156
       4663.320           -0.00035        0.00156
       4678.320           -0.00067        0.00155
       4693.320           -0.00219        0.00168
       4708.320            0.00125        0.00150
       4723.320           -0.00364        0.00151
       4738.320            0.00084        0.00148
       4753.320           -0.00123        0.00147
       4768.320            0.00023        0.00146
       4783.320           -0.00167        0.00147
       4798.320            0.00081        0.00146
       4813.320            0.00019        0.00146
       4828.320           -0.00200        0.00146
       4843.320           -0.00196        0.00158
       4858.320            0.00120        0.00138
       4873.320           -0.00163        0.00138
       4888.320            0.00088        0.00140
       4903.320            0.00039        0.00139
       4918.320           -0.00174        0.00136
       4933.320           -0.00008        0.00136
       4948.320           -0.00055        0.00136
       4963.320           -0.00093        0.00149
       4978.320           -0.00044        0.00134
       4993.320            0.00171        0.00134
       5008.320            0.00016        0.00132
       5023.320            0.00225        0.00130
       5038.320            0.00035        0.00130
       5053.320            0.00298        0.00142
       5068.320           -0.00128        0.00129
       5083.320            0.00096        0.00127
       5098.320            0.00160        0.00128
       5113.320           -0.00037        0.00127
       5128.320            0.00215        0.00138
       5143.320            0.00275        0.00127
       5158.320            0.00269        0.00126
       5173.320            0.00207        0.00122
       5188.320            0.00208        0.00126
       5203.320            0.00331        0.00143
       5218.320            0.00262        0.00126
       5233.320            0.00218        0.00126
       5248.320            0.00191        0.00126
       5263.320            0.00183        0.00123
       5278.320            0.00196        0.00136
       5293.320            0.00113        0.00125
       5308.320            0.00160        0.00126
       5323.320            0.00069        0.00126
       5338.320            0.00092        0.00137
       5353.320            0.00168        0.00124
       5368.320            0.00204        0.00123
       5383.320            0.00140        0.00122
       5398.320            0.00074        0.00133
       5413.320            0.00099        0.00121
       5428.320            0.00192        0.00122
       5443.320            0.00260        0.00122
       5458.320            0.00063        0.00134
       5473.320            0.00016        0.00122
       5488.320            0.00272        0.00122
       5503.320            0.00335        0.00123
       5518.320            0.00256        0.00135
       5533.320           -0.00013        0.00123
       5548.320            0.00339        0.00125
       5563.320            0.00039        0.00133
       5578.320            0.00485        0.00317
       5593.320            0.00268        0.00126
       5608.320            0.00192        0.00124
       5623.320            0.00266        0.00137
       5638.320            0.00236        0.00123
       5653.320            0.00246        0.00123
       5668.320            0.00344        0.00123
       5683.320            0.00323        0.00136
       5698.320            0.00207        0.00125
       5713.320            0.00341        0.00125
       5728.320            0.00238        0.00137
       5743.320            0.00096        0.00124
       5758.320            0.00352        0.00123
       5773.320            0.00094        0.00136
       5788.320           -0.00008        0.00123
       5803.320            0.00151        0.00124
       5818.320           -0.00008        0.00136
       5833.320            0.00310        0.00125
       5848.320            0.00071        0.00125
       5863.320           -0.00011        0.00145
       5878.320            0.00303        0.00138
       5893.320           -0.00014        0.00185
       5908.320            0.00204        0.00150
       5923.320            0.00353        0.00136
       5938.320            0.00274        0.00134
       5953.320            0.00182        0.00147
       5968.320           -0.00122        0.00130
       5983.320            0.00314        0.00128
       5998.320            0.00451        0.00139
       6013.320            0.00265        0.00123
       6028.320           -0.00007        0.00124
       6043.320            0.00227        0.00134
       6058.320            0.00438        0.00121
       6073.320            0.00505        0.00121
       6088.320            0.00526        0.00131
       6103.320            0.00178        0.00120
       6118.320            0.00124        0.00119
       6133.320            0.00432        0.00132
       6148.320            0.00242        0.00123
       6163.320            0.00247        0.00135
       6178.320            0.00550        0.00122
       6193.320            0.00211        0.00120
       6208.320            0.00393        0.00132
       6223.320            0.00285        0.00124
       6238.320            0.00514        0.00135
       6253.320            0.00584        0.00143
       6268.320            0.00678        0.00130
       6283.320            0.00415        0.00144
       6298.320            0.00992        0.00206
       6313.320            0.00516        0.00137
       6328.320            0.00690        0.00145
       6343.320            0.00605        0.00122
       6358.320            0.00390        0.00152
       6373.320            0.00457        0.00144
       6388.320            0.00613        0.00120
       6403.320            0.00346        0.00126
       6418.320            0.00663        0.00116
       6433.320            0.00536        0.00115
       6448.320            0.00587        0.00127
       6463.320            0.00421        0.00129
       6478.320            0.00632        0.00133
       6493.320            0.00760        0.00124
       6508.320            0.00388        0.00124
       6523.320            0.00801        0.00133
       6538.320            0.00623        0.00126
       6553.320            0.00564        0.00145
       6568.320            0.00397        0.00125
       6583.320            0.00348        0.00121
       6598.320            0.00471        0.00131
       6613.320            0.00254        0.00115
       6628.320            0.00362        0.00126
       6643.320            0.00513        0.00114
       6658.320            0.00430        0.00126
       6673.320            0.00478        0.00113
       6688.320            0.00440        0.00113
       6703.320            0.00412        0.00125
       6718.320            0.00269        0.00113
       6733.320            0.00207        0.00124
       6748.320            0.00348        0.00113
       6763.320            0.00372        0.00112
       6778.320            0.00388        0.00123
       6793.320            0.00249        0.00112
       6808.320            0.00556        0.00123
       6823.320            0.00488        0.00128
       6838.320            0.00639        0.00154
       6853.320            0.00296        0.00123
       6868.320            0.00292        0.00158
       6883.320            0.00907        0.00151
       6898.320            0.00990        0.00137
       6913.320            0.00669        0.00151
       6928.320            0.00713        0.00134
       6943.320            0.00646        0.00150
       6958.320            0.00587        0.00126
       6973.320            0.00845        0.00128
       6988.320            0.00963        0.00146
       7003.320            0.00549        0.00121
       7018.320            0.00851        0.00128
       7033.320            0.00648        0.00114
       7048.320            0.00619        0.00134
       7063.320            0.00842        0.00118
       7078.320            0.00784        0.00130
       7093.320            0.00543        0.00118
       7108.320            0.00733        0.00115
       7123.320            0.00528        0.00128
       7138.320            0.00921        0.00119
       7153.320            0.00465        0.00131
       7168.320            0.00888        0.00127
       7183.320            0.00569        0.00148
       7198.320            0.00831        0.00134
       7213.320            0.00784        0.00136
       7228.320            0.00823        0.00132
       7243.320            0.00827        0.00215
       7258.320            0.00642        0.00159
       7273.320            0.00716        0.00191
       7288.320            0.00959        0.00190
       7303.320            0.01023        0.00162
       7318.320            0.00513        0.00213
       7333.320            0.00876        0.00174
       7348.320            0.00588        0.00182
       7363.320            0.01294        0.00171
       7378.320            0.00538        0.00162
       7393.320            0.00659        0.00153
       7408.320            0.00718        0.00146
       7423.320            0.00644        0.00149
       7438.320            0.00831        0.00149
       7453.320            0.00794        0.00145
       7468.320            0.00733        0.00156
       7483.320            0.00659        0.00181
       7498.320            0.00693        0.00138
       7513.320            0.00620        0.00156
       7528.320            0.00427        0.00182
       7543.320            0.00459        0.00151
       7558.320            0.00574        0.00145
       7573.320            0.00493        0.00191
       7588.320            0.00609        0.00166
       7603.320            0.00324        0.00334
       7618.320            0.00642        0.00287
       7633.320            0.00748        0.00246
       7648.320            0.00562        0.00214
       7663.320            0.00280        0.00174
       7678.320            0.00479        0.00163
       7693.320            0.00475        0.00151
       7708.320            0.00552        0.00211
       7723.320            0.00932        0.00205
       7738.320            0.00520        0.00175
       7753.320            0.00271        0.00238
       7768.320            0.00462        0.00220
       7783.320            0.00443        0.00204
       7798.320            0.00262        0.00235
       7813.320            0.00243        0.00202
       7828.320            0.00954        0.00192
       7843.320            0.00379        0.00218
       7858.320            0.00610        0.00252
       7873.320            0.00530        0.00244
       7888.320            0.00661        0.00215
       7903.320            0.00677        0.00207
       7918.320            0.00554        0.00276
       7933.320            0.00392        0.00217
       7948.320            0.00468        0.00190
       7963.320            0.00950        0.00274
       7978.320            0.00919        0.00217
       7993.320            0.00474        0.00292
       8008.320            0.00460        0.00192
       8023.320            0.00680        0.00262
       8038.320            0.00681        0.00182
       8053.320            0.00569        0.00213
       8068.320            0.00462        0.00190
       8083.320            0.00760        0.00190
       8098.320            0.00731        0.00186
       8113.320            0.00188        0.00176
       8128.320            0.00739        0.00199
       8143.320            0.00885        0.00199
       8158.320            0.01118        0.00225
       8173.320            0.01194        0.00206
       8188.320            0.00942        0.00223
       8203.320            0.00720        0.00193
       8218.320            0.00263        0.00218
       8233.320            0.00559        0.00214
       8248.320            0.00768        0.00216
       8263.320            0.00356        0.00197
       8278.320            0.00627        0.00310
       8293.320            0.00442        0.00358
       8308.320            0.00309        0.00304
       8323.320            0.00420        0.00217
       8338.320            0.00879        0.00320
       8353.320            0.00473        0.00348
       8368.320            0.00527        0.00261
       8383.320            0.00552        0.00261
       8398.320            0.00317        0.00391
       8413.320            0.00293        0.00282
       8428.320            0.00809        0.00396
       8443.320            0.00670        0.00272
       8458.320            0.00435        0.00333
       8473.320            0.00448        0.00273
