@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.474
@SPECTRUM spectrum_05D2bv_764.dat
@SN-NAME 05D2bv
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -0.120
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.250            0.04371        0.01045
       4274.250            0.01878        0.00892
       4289.250            0.01127        0.00750
       4304.250            0.01545        0.00638
       4319.250            0.01864        0.00604
       4334.250            0.01559        0.00548
       4349.250            0.02162        0.00515
       4364.250            0.02246        0.00495
       4379.250            0.01795        0.00457
       4394.250            0.02219        0.00437
       4409.250            0.02942        0.00437
       4424.250            0.02372        0.00428
       4439.250            0.01040        0.00409
       4454.250            0.00877        0.00391
       4469.250            0.01264        0.00385
       4484.250            0.01848        0.00380
       4499.250            0.01885        0.00376
       4514.250            0.01822        0.00374
       4529.250            0.02434        0.00367
       4544.250            0.01911        0.00365
       4559.250            0.01531        0.00356
       4574.250            0.02457        0.00351
       4589.250            0.02288        0.00347
       4604.250            0.02348        0.00339
       4619.250            0.03066        0.00340
       4634.250            0.03498        0.00332
       4649.250            0.02796        0.00327
       4664.250            0.02319        0.00327
       4679.250            0.02223        0.00324
       4694.250            0.01945        0.00350
       4709.250            0.02016        0.00315
       4724.250            0.02360        0.00315
       4739.250            0.02346        0.00310
       4754.250            0.02054        0.00308
       4769.250            0.02301        0.00305
       4784.250            0.01445        0.00306
       4799.250            0.02164        0.00304
       4814.250            0.01550        0.00305
       4829.250            0.01916        0.00306
       4844.250            0.01831        0.00330
       4859.250            0.01580        0.00284
       4874.250            0.01268        0.00286
       4889.250            0.01969        0.00289
       4904.250            0.02136        0.00291
       4919.250            0.01763        0.00282
       4934.250            0.02352        0.00283
       4949.250            0.02517        0.00282
       4964.250            0.02708        0.00307
       4979.250            0.01999        0.00277
       4994.250            0.02044        0.00275
       5009.250            0.02289        0.00270
       5024.250            0.02698        0.00268
       5039.250            0.02365        0.00265
       5054.250            0.02287        0.00290
       5069.250            0.02845        0.00263
       5084.250            0.02395        0.00260
       5099.250            0.02657        0.00260
       5114.250            0.03248        0.00259
       5129.250            0.02767        0.00282
       5144.250            0.02558        0.00257
       5159.250            0.03312        0.00255
       5174.250            0.03213        0.00244
       5189.250            0.03780        0.00252
       5204.250            0.03471        0.00283
       5219.250            0.03787        0.00254
       5234.250            0.03502        0.00253
       5249.250            0.03777        0.00254
       5264.250            0.03566        0.00245
       5279.250            0.03368        0.00270
       5294.250            0.03962        0.00250
       5309.250            0.04211        0.00251
       5324.250            0.03989        0.00249
       5339.250            0.03864        0.00270
       5354.250            0.03617        0.00249
       5369.250            0.03923        0.00244
       5384.250            0.03723        0.00243
       5399.250            0.03979        0.00260
       5414.250            0.03678        0.00237
       5429.250            0.03368        0.00238
       5444.250            0.03099        0.00238
       5459.250            0.02379        0.00261
       5474.250            0.02179        0.00241
       5489.250            0.01908        0.00237
       5504.250            0.01506        0.00238
       5519.250            0.01193        0.00260
       5534.250            0.01406        0.00237
       5549.250            0.01908        0.00242
       5564.250            0.01911        0.00262
       5579.250            0.02068        0.00700
       5594.250            0.01924        0.00239
       5609.250            0.02060        0.00237
       5624.250            0.01549        0.00258
       5639.250            0.01686        0.00233
       5654.250            0.02220        0.00230
       5669.250            0.02171        0.00232
       5684.250            0.03049        0.00262
       5699.250            0.03478        0.00238
       5714.250            0.03366        0.00231
       5729.250            0.03724        0.00255
       5744.250            0.03922        0.00230
       5759.250            0.04601        0.00229
       5774.250            0.04303        0.00251
       5789.250            0.03787        0.00228
       5804.250            0.04451        0.00230
       5819.250            0.05060        0.00253
       5834.250            0.04294        0.00232
       5849.250            0.04934        0.00238
       5864.250            0.04339        0.00276
       5879.250            0.04316        0.00253
       5894.250            0.03984        0.00300
       5909.250            0.03948        0.00269
       5924.250            0.03926        0.00250
       5939.250            0.03245        0.00244
       5954.250            0.03807        0.00270
       5969.250            0.04553        0.00236
       5984.250            0.04658        0.00232
       5999.250            0.04757        0.00253
       6014.250            0.04742        0.00225
       6029.250            0.04856        0.00224
       6044.250            0.04722        0.00244
       6059.250            0.04463        0.00222
       6074.250            0.04213        0.00221
       6089.250            0.04359        0.00240
       6104.250            0.03797        0.00220
       6119.250            0.03999        0.00218
       6134.250            0.03520        0.00244
       6149.250            0.04107        0.00227
       6164.250            0.02806        0.00245
       6179.250            0.04281        0.00223
       6194.250            0.03830        0.00220
       6209.250            0.03663        0.00241
       6224.250            0.03352        0.00228
       6239.250            0.03141        0.00252
       6254.250            0.03478        0.00263
       6269.250            0.03140        0.00238
       6284.250            0.02762        0.00262
       6299.250            0.02845        0.00371
       6314.250            0.02536        0.00245
       6329.250            0.02265        0.00268
       6344.250            0.02240        0.00223
       6359.250            0.02363        0.00274
       6374.250            0.02248        0.00256
       6389.250            0.02526        0.00222
       6404.250            0.02124        0.00231
       6419.250            0.02552        0.00214
       6434.250            0.02007        0.00210
       6449.250            0.02213        0.00234
       6464.250            0.03174        0.00240
       6479.250            0.03090        0.00244
       6494.250            0.03134        0.00228
       6509.250            0.02809        0.00228
       6524.250            0.02386        0.00246
       6539.250            0.02391        0.00233
       6554.250            0.02105        0.00267
       6569.250            0.02478        0.00227
       6584.250            0.02410        0.00221
       6599.250            0.02798        0.00241
       6614.250            0.02779        0.00211
       6629.250            0.03188        0.00234
       6644.250            0.03435        0.00209
       6659.250            0.03037        0.00229
       6674.250            0.03154        0.00207
       6689.250            0.03216        0.00207
       6704.250            0.03317        0.00228
       6719.250            0.03022        0.00205
       6734.250            0.02431        0.00228
       6749.250            0.02979        0.00206
       6764.250            0.02959        0.00205
       6779.250            0.02931        0.00224
       6794.250            0.03210        0.00204
       6809.250            0.02575        0.00225
       6824.250            0.02443        0.00240
       6839.250            0.03634        0.00285
       6854.250            0.02923        0.00227
       6869.250            0.02211        0.00290
       6884.250            0.02182        0.00275
       6899.250            0.01821        0.00249
       6914.250            0.02126        0.00280
       6929.250            0.01566        0.00245
       6944.250            0.02312        0.00278
       6959.250            0.02123        0.00231
       6974.250            0.02430        0.00240
       6989.250            0.02536        0.00268
       7004.250            0.01970        0.00222
       7019.250            0.02149        0.00232
       7034.250            0.01922        0.00206
       7049.250            0.02051        0.00248
       7064.250            0.01595        0.00214
       7079.250            0.01732        0.00236
       7094.250            0.02102        0.00213
       7109.250            0.02444        0.00209
       7124.250            0.02027        0.00231
       7139.250            0.01675        0.00216
       7154.250            0.01533        0.00237
       7169.250            0.01417        0.00229
       7184.250            0.01184        0.00266
       7199.250            0.02043        0.00237
       7214.250            0.01386        0.00239
       7229.250            0.01879        0.00241
       7244.250            0.01741        0.00410
       7259.250            0.01589        0.00288
       7274.250            0.02099        0.00356
       7289.250            0.01848        0.00344
       7304.250            0.01816        0.00299
       7319.250            0.01977        0.00388
       7334.250            0.01923        0.00325
       7349.250            0.01800        0.00336
       7364.250            0.01887        0.00322
       7379.250            0.02001        0.00293
       7394.250            0.01522        0.00290
       7409.250            0.02314        0.00265
       7424.250            0.01935        0.00268
       7439.250            0.02374        0.00275
       7454.250            0.01669        0.00261
       7469.250            0.02124        0.00288
       7484.250            0.01815        0.00332
       7499.250            0.02594        0.00245
       7514.250            0.02453        0.00282
       7529.250            0.02596        0.00326
       7544.250            0.02011        0.00265
       7559.250            0.02027        0.00260
       7574.250            0.02360        0.00341
       7589.250            0.01976        0.00302
       7604.250            0.01901        0.00640
       7619.250            0.02684        0.00529
       7634.250            0.01612        0.00424
       7649.250            0.02245        0.00376
       7664.250            0.01822        0.00306
       7679.250            0.01786        0.00285
       7694.250            0.01673        0.00267
       7709.250            0.01970        0.00398
       7724.250            0.00974        0.00378
       7739.250            0.01538        0.00315
       7754.250            0.01238        0.00435
       7769.250            0.01509        0.00383
       7784.250            0.01050        0.00364
       7799.250            0.01139        0.00424
       7814.250            0.01062        0.00376
       7829.250            0.01018        0.00348
       7844.250            0.00912        0.00413
       7859.250            0.01643        0.00475
       7874.250            0.01020        0.00449
       7889.250            0.00986        0.00402
       7904.250            0.01713        0.00367
       7919.250            0.00642        0.00507
       7934.250            0.00999        0.00394
       7949.250            0.01278        0.00341
       7964.250            0.01109        0.00500
       7979.250            0.01854        0.00397
       7994.250            0.01288        0.00531
       8009.250            0.01465        0.00339
       8024.250            0.01087        0.00488
       8039.250            0.01147        0.00321
       8054.250            0.01569        0.00390
       8069.250            0.01424        0.00338
       8084.250            0.01132        0.00329
       8099.250            0.00664        0.00334
       8114.250            0.00996        0.00305
       8129.250            0.01065        0.00346
       8144.250            0.01723        0.00350
       8159.250            0.02251        0.00385
       8174.250            0.00998        0.00347
       8189.250            0.00720        0.00382
       8204.250            0.01281        0.00332
       8219.250            0.01588        0.00373
       8234.250            0.01759        0.00368
       8249.250            0.00960        0.00369
       8264.250            0.01429        0.00338
       8279.250            0.01376        0.00590
       8294.250            0.00856        0.00663
       8309.250            0.01221        0.00545
       8324.250            0.02003        0.00377
       8339.250            0.00689        0.00576
       8354.250            0.01670        0.00619
       8369.250            0.01293        0.00464
       8384.250            0.01406        0.00472
       8399.250            0.01628        0.00712
       8414.250            0.01206        0.00507
       8429.250            0.03150        0.00740
       8444.250            0.01143        0.00476
       8459.250            0.01136        0.00618
       8474.250            0.01488        0.00477
       8489.250            0.01308        0.00436
       8504.250            0.01260        0.00606
       8519.250            0.01643        0.00398
