@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.835
@SPECTRUM spectrum_04D2ca_445.dat
@SN-NAME 04D2ca
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 12.010
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.764            0.00000        0.77094
       4153.237            0.00000        0.73353
       4155.711            0.00000        0.75487
       4158.186            0.00000        0.76848
       4160.661            0.00000        1.08411
       4163.137            0.00000        0.93044
       4165.612            0.00000        0.81628
       4168.089            0.00000        1.18054
       4170.565            0.00000        0.86865
       4173.042            0.35550        0.81393
       4175.520            0.42340        0.65107
       4177.998            0.07520        0.51242
       4180.477           -0.24680        0.44994
       4182.956            0.30610        0.40536
       4185.435           -0.34190        0.36775
       4187.915            0.05230        0.30802
       4190.395            0.17620        0.27743
       4192.875            0.02520        0.22914
       4195.356           -0.15090        0.20781
       4197.837           -0.18050        0.18637
       4200.319           -0.14730        0.15911
       4202.801            0.24230        0.14665
       4205.284           -0.03700        0.12637
       4207.767           -0.09910        0.11478
       4210.250            0.18080        0.10146
       4212.734            0.10600        0.09010
       4215.219            0.11360        0.08235
       4217.704            0.02710        0.07233
       4220.188            0.05670        0.06401
       4222.674            0.15210        0.06677
       4225.160            0.03960        0.05506
       4227.646           -0.01830        0.04863
       4230.133            0.04430        0.04861
       4232.621           -0.01680        0.04330
       4235.108           -0.06730        0.04133
       4237.596           -0.01250        0.03628
       4240.085            0.01700        0.03689
       4242.574            0.03190        0.03638
       4245.063            0.00190        0.03296
       4247.553           -0.04220        0.03192
       4250.042           -0.00650        0.03154
       4252.533            0.00610        0.03019
       4255.024            0.02510        0.02776
       4257.516           -0.02880        0.02741
       4260.007            0.02800        0.02615
       4262.500            0.00790        0.02481
       4264.992           -0.01790        0.02370
       4267.485           -0.00180        0.02334
       4269.978            0.02940        0.02245
       4272.472           -0.00410        0.02043
       4274.966           -0.01910        0.02158
       4277.461           -0.00040        0.01985
       4279.956            0.02860        0.01959
       4282.451           -0.03610        0.01924
       4284.947            0.01280        0.01864
       4287.443            0.02300        0.01813
       4289.939           -0.00780        0.01732
       4292.437           -0.02200        0.01699
       4294.934            0.00710        0.01646
       4297.432            0.00470        0.01621
       4299.930            0.00690        0.01584
       4302.429            0.00670        0.01537
       4304.928            0.00470        0.01491
       4307.427            0.01310        0.01436
       4309.927            0.01700        0.01482
       4312.427           -0.00000        0.01430
       4314.928           -0.01520        0.01422
       4317.429           -0.00810        0.01410
       4319.930            0.00140        0.01359
       4322.432            0.01000        0.01347
       4324.934           -0.01860        0.01328
       4327.437           -0.01560        0.01263
       4329.939           -0.00800        0.01275
       4332.443           -0.00350        0.01244
       4334.947            0.00080        0.01229
       4337.451           -0.00570        0.01230
       4339.955            0.00620        0.01161
       4342.460           -0.00140        0.01152
       4344.965           -0.01970        0.01138
       4347.471            0.02270        0.01149
       4349.977            0.00690        0.01116
       4352.483           -0.01880        0.01113
       4354.991            0.01250        0.01123
       4357.498            0.00840        0.01110
       4360.005           -0.03230        0.01120
       4362.513           -0.01990        0.01091
       4365.022           -0.00610        0.01064
       4367.531            0.01350        0.01090
       4370.040           -0.00280        0.01086
       4372.549            0.00720        0.01040
       4375.060            0.00240        0.01033
       4377.570           -0.00240        0.01011
       4380.081            0.00020        0.01005
       4382.591           -0.00510        0.01017
       4385.103            0.00170        0.00973
       4387.615           -0.01070        0.00989
       4390.127           -0.01360        0.00971
       4392.640            0.01230        0.00943
       4395.153           -0.00470        0.00954
       4397.666            0.02190        0.00973
       4400.180            0.00840        0.00945
       4402.694           -0.00520        0.00946
       4405.208           -0.00090        0.00948
       4407.724           -0.00380        0.00938
       4410.239           -0.00680        0.00941
       4412.754            0.00080        0.00928
       4415.271            0.00180        0.00940
       4417.787           -0.01230        0.00935
       4420.304           -0.00720        0.00927
       4422.821           -0.02240        0.00912
       4425.338           -0.00740        0.00895
       4427.856           -0.01430        0.00895
       4430.375            0.01050        0.00871
       4432.894           -0.00070        0.00881
       4435.413           -0.00950        0.00878
       4437.932           -0.00790        0.00872
       4440.452            0.00870        0.00867
       4442.972            0.00440        0.00875
       4445.492           -0.01470        0.00871
       4448.013            0.00220        0.00852
       4450.534           -0.00740        0.00855
       4453.056           -0.00340        0.00852
       4455.578            0.00520        0.00849
       4458.101           -0.00190        0.00832
       4460.623            0.00010        0.00832
       4463.146           -0.01260        0.00826
       4465.670           -0.00230        0.00810
       4468.193            0.00450        0.00834
       4470.718           -0.00920        0.00827
       4473.242           -0.01230        0.00836
       4475.767            0.00640        0.00830
       4478.292           -0.00560        0.00830
       4480.818           -0.00400        0.00819
       4483.344           -0.00100        0.00819
       4485.871            0.00310        0.00826
       4488.397            0.00240        0.00829
       4490.924           -0.01220        0.00810
       4493.452           -0.01300        0.00812
       4495.980            0.00060        0.00826
       4498.508            0.00110        0.00801
       4501.037            0.00060        0.00817
       4503.565           -0.00200        0.00810
       4506.095           -0.00470        0.00814
       4508.625            0.02110        0.00880
       4511.154           -0.01180        0.01028
       4513.685            0.02950        0.00801
       4516.215           -0.00250        0.00794
       4518.747           -0.01370        0.00805
       4521.278            0.01620        0.00803
       4523.810            0.00010        0.00776
       4526.342            0.01270        0.00787
       4528.875            0.00440        0.00787
       4531.407            0.01140        0.00793
       4533.940            0.00110        0.00791
       4536.474           -0.01000        0.00795
       4539.008           -0.00310        0.00794
       4541.542            0.01600        0.00803
       4544.077           -0.00400        0.00796
       4546.612            0.00440        0.00784
       4549.147            0.00160        0.00783
       4551.683            0.00730        0.00771
       4554.219           -0.01840        0.00781
       4556.755            0.01090        0.00766
       4559.292           -0.00650        0.00772
       4561.829            0.01400        0.00761
       4564.366           -0.00430        0.00749
       4566.904            0.00660        0.00761
       4569.442            0.00020        0.00743
       4571.980           -0.00350        0.00739
       4574.519            0.00890        0.00756
       4577.058           -0.00290        0.00748
       4579.598            0.00700        0.00753
       4582.138            0.00270        0.00751
       4584.678           -0.00010        0.00743
       4587.218           -0.00680        0.00753
       4589.759           -0.00080        0.00745
       4592.300            0.00040        0.00728
       4594.842            0.00100        0.00741
       4597.384           -0.00450        0.00740
       4599.926           -0.00600        0.00723
       4602.469            0.00440        0.00723
       4605.012            0.00100        0.00729
       4607.555           -0.00150        0.00741
       4610.099           -0.00500        0.00729
       4612.642           -0.00050        0.00723
       4615.187            0.00120        0.00714
       4617.731           -0.00400        0.00730
       4620.276           -0.00810        0.00701
       4622.821            0.00450        0.00723
       4625.367           -0.00200        0.00709
       4627.913            0.00100        0.00703
       4630.459            0.00080        0.00714
       4633.006           -0.00800        0.00709
       4635.553            0.00440        0.00715
       4638.100            0.01410        0.00699
       4640.648           -0.00430        0.00701
       4643.196            0.00190        0.00696
       4645.744           -0.00860        0.00694
       4648.292            0.00430        0.00699
       4650.842            0.01420        0.00696
       4653.391            0.01090        0.00696
       4655.940            0.00020        0.00706
       4658.490           -0.00300        0.00701
       4661.041           -0.00000        0.00698
       4663.591            0.01530        0.00701
       4666.142            0.00010        0.00700
       4668.693           -0.00280        0.00696
       4671.245           -0.00280        0.00694
       4673.797           -0.00670        0.00697
       4676.349            0.00390        0.00700
       4678.902            0.00490        0.00695
       4681.455            0.00080        0.00696
       4684.008            0.00360        0.00691
       4686.562           -0.00140        0.00682
       4689.115            0.00290        0.00677
       4691.670            0.00140        0.00677
       4694.224            0.00390        0.00675
       4696.779            0.00860        0.00674
       4699.334           -0.00700        0.00672
       4701.890           -0.00070        0.00671
       4704.446            0.00850        0.00676
       4707.001           -0.00070        0.00660
       4709.558           -0.00070        0.00663
       4712.115           -0.00940        0.00674
       4714.672            0.00130        0.00671
       4717.229           -0.00800        0.00663
       4719.787           -0.00430        0.00676
       4722.345            0.00310        0.00655
       4724.904           -0.01600        0.00665
       4727.462            0.00880        0.00651
       4730.021           -0.00430        0.00658
       4732.581           -0.00460        0.00649
       4735.141           -0.00860        0.00649
       4737.700            0.00310        0.00649
       4740.261            0.00320        0.00648
       4742.821           -0.00580        0.00649
       4745.382            0.00600        0.00658
       4747.943           -0.00460        0.00653
       4750.505           -0.00420        0.00641
       4753.067            0.00070        0.00635
       4755.629           -0.00180        0.00644
       4758.191            0.00710        0.00635
       4760.754            0.00200        0.00643
       4763.317            0.00780        0.00647
       4765.881           -0.00120        0.00637
       4768.444            0.00040        0.00633
       4771.009            0.00660        0.00640
       4773.573            0.00090        0.00627
       4776.138            0.00320        0.00647
       4778.703            0.00160        0.00640
       4781.268           -0.00300        0.00636
       4783.833           -0.01130        0.00631
       4786.399            0.00160        0.00627
       4788.966           -0.00950        0.00636
       4791.532            0.00250        0.00639
       4794.099           -0.00840        0.00625
       4796.666           -0.00080        0.00632
       4799.233           -0.00170        0.00623
       4801.801           -0.00330        0.00629
       4804.369            0.00090        0.00631
       4806.938            0.00200        0.00633
       4809.506           -0.01150        0.00643
       4812.075           -0.00560        0.00631
       4814.645            0.00170        0.00634
       4817.214           -0.00480        0.00634
       4819.784           -0.00160        0.00648
       4822.354            0.00230        0.00634
       4824.925            0.00550        0.00649
       4827.496            0.00040        0.00639
       4830.066           -0.00020        0.00639
       4832.638           -0.00400        0.00635
       4835.209           -0.01720        0.00644
       4837.781           -0.00310        0.00631
       4840.354            0.00180        0.00636
       4842.926            0.00060        0.00634
       4845.499            0.00380        0.00628
