@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.566
@SPECTRUM spectrum_05D1dn_1002.dat
@SN-NAME 05D1dn
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -4.700
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4151.078            0.00000        0.56309
       4153.554            0.00000        0.40564
       4156.031            0.00000        0.44139
       4158.507            0.00000        0.48839
       4160.985            0.00000        0.50606
       4163.462            0.00000        0.42790
       4165.940            0.00000        0.61470
       4168.419            0.00000        0.43056
       4170.898            0.00000        0.39957
       4173.378            0.00000        0.69916
       4175.857            0.00000        0.63493
       4178.338            0.00000        0.46395
       4180.818            0.00000        0.48480
       4183.300           -0.08030        0.38788
       4185.781           -0.24160        0.35376
       4188.263            0.11480        0.26148
       4190.746           -0.15290        0.22526
       4193.229           -0.13560        0.18382
       4195.711           -0.13690        0.15659
       4198.195           -0.06830        0.12662
       4200.679           -0.01150        0.10347
       4203.164           -0.03620        0.09414
       4205.648           -0.01460        0.07563
       4208.134           -0.08630        0.07378
       4210.620           -0.03720        0.06279
       4213.105           -0.00020        0.05442
       4215.592            0.02490        0.04862
       4218.079            0.08580        0.04656
       4220.566           -0.00710        0.03726
       4223.054            0.00790        0.03217
       4225.542            0.00740        0.03184
       4228.031           -0.00080        0.02714
       4230.520           -0.01700        0.02615
       4233.009            0.00190        0.02483
       4235.499            0.01780        0.02251
       4237.989            0.03590        0.02137
       4240.480           -0.00230        0.01906
       4242.971            0.01700        0.01815
       4245.462           -0.00030        0.01742
       4247.954            0.00450        0.01612
       4250.447           -0.00790        0.01547
       4252.939            0.00520        0.01539
       4255.432           -0.00080        0.01395
       4257.926            0.00970        0.01366
       4260.419            0.01830        0.01289
       4262.914           -0.00830        0.01211
       4265.409            0.00820        0.01186
       4267.904            0.00450        0.01122
       4270.399            0.01680        0.01142
       4272.895            0.01100        0.01068
       4275.392            0.01080        0.01032
       4277.888            0.01280        0.01003
       4280.385            0.01430        0.00957
       4282.883            0.00040        0.00934
       4285.380            0.00710        0.00924
       4287.879            0.01870        0.00869
       4290.377           -0.00560        0.00860
       4292.876           -0.00030        0.00834
       4295.376            0.00890        0.00797
       4297.876           -0.00320        0.00798
       4300.376            0.00390        0.00792
       4302.877           -0.00120        0.00737
       4305.378           -0.00390        0.00727
       4307.879            0.01570        0.00737
       4310.381           -0.00050        0.00719
       4312.883            0.00080        0.00706
       4315.386            0.00340        0.00716
       4317.889            0.01470        0.00699
       4320.393           -0.00060        0.00674
       4322.896            0.00450        0.00665
       4325.401           -0.01120        0.00661
       4327.905            0.02040        0.00650
       4330.410            0.00500        0.00622
       4332.916           -0.00200        0.00623
       4335.421            0.00140        0.00605
       4337.928            0.00230        0.00600
       4340.434            0.00420        0.00590
       4342.941            0.00540        0.00577
       4345.448            0.00420        0.00572
       4347.956            0.00800        0.00563
       4350.464            0.00770        0.00570
       4352.973            0.00700        0.00560
       4355.481            0.01670        0.00548
       4357.991            0.00340        0.00544
       4360.500            0.00350        0.00544
       4363.010            0.00460        0.00532
       4365.521           -0.00170        0.00532
       4368.032            0.00270        0.00531
       4370.542           -0.00770        0.00518
       4373.054            0.00900        0.00505
       4375.566            0.00170        0.00512
       4378.079            0.00390        0.00502
       4380.591            0.00330        0.00501
       4383.104           -0.00240        0.00501
       4385.618           -0.00170        0.00494
       4388.131            0.00240        0.00478
       4390.646           -0.00110        0.00492
       4393.160           -0.00610        0.00484
       4395.675            0.00570        0.00487
       4398.190           -0.00140        0.00479
       4400.706           -0.00100        0.00485
       4403.222            0.00460        0.00489
       4405.739            0.00120        0.00485
       4408.255            0.00330        0.00499
       4410.773           -0.00200        0.00487
       4413.291            0.00240        0.00494
       4415.808            0.00420        0.00488
       4418.327            0.00510        0.00490
       4420.845            0.00650        0.00487
       4423.364            0.01320        0.00475
       4425.884            0.01060        0.00472
       4428.404            0.00390        0.00464
       4430.924            0.00730        0.00466
       4433.444            0.00690        0.00463
       4435.965            0.01210        0.00460
       4438.487            0.00410        0.00458
       4441.008            0.00430        0.00446
       4443.530            0.00870        0.00450
       4446.053            0.01230        0.00444
       4448.575            0.00750        0.00440
       4451.099           -0.00240        0.00435
       4453.622            0.00400        0.00440
       4456.146            0.00630        0.00435
       4458.670            0.00720        0.00421
       4461.195            0.00860        0.00420
       4463.720            0.00820        0.00412
       4466.245            0.00800        0.00410
       4468.771            0.01040        0.00415
       4471.297            0.00520        0.00421
       4473.823            0.01060        0.00417
       4476.350            0.00710        0.00408
       4478.877            0.00470        0.00417
       4481.404            0.00920        0.00411
       4483.932            0.01220        0.00409
       4486.460            0.00320        0.00418
       4488.989            0.01010        0.00409
       4491.518           -0.00060        0.00414
       4494.047            0.00660        0.00404
       4496.577            0.00650        0.00403
       4499.107            0.01280        0.00412
       4501.637            0.00320        0.00408
       4504.168            0.00290        0.00405
       4506.699            0.00940        0.00407
       4509.230            0.00710        0.00402
       4511.762            0.01220        0.00394
       4514.294            0.01060        0.00410
       4516.827            0.00390        0.00404
       4519.359            0.01040        0.00404
       4521.893            0.00660        0.00402
       4524.426            0.01590        0.00400
       4526.960            0.01070        0.00399
       4529.495            0.00890        0.00403
       4532.029            0.00350        0.00404
       4534.564            0.00930        0.00402
       4537.099            0.00850        0.00401
       4539.635            0.01070        0.00405
       4542.171            0.00790        0.00399
       4544.708            0.01020        0.00401
       4547.244            0.00480        0.00402
       4549.781            0.00790        0.00402
       4552.318            0.00460        0.00396
       4554.856            0.01390        0.00393
       4557.394            0.01370        0.00389
       4559.933            0.00680        0.00391
       4562.471            0.00610        0.00387
       4565.011            0.00790        0.00384
       4567.550            0.00820        0.00382
       4570.090            0.00090        0.00380
       4572.630            0.01050        0.00382
       4575.170            0.00950        0.00382
       4577.711            0.01300        0.00385
       4580.252            0.01300        0.00388
       4582.794            0.00640        0.00379
       4585.336            0.00940        0.00383
       4587.878            0.00830        0.00381
       4590.420            0.00710        0.00384
       4592.963            0.01090        0.00371
       4595.507            0.00810        0.00377
       4598.050            0.00910        0.00373
       4600.594            0.01050        0.00367
       4603.138            0.01040        0.00373
       4605.683            0.01090        0.00373
       4608.228            0.00870        0.00369
       4610.773            0.00950        0.00365
       4613.319            0.00780        0.00369
       4615.864            0.01100        0.00374
       4618.411            0.00850        0.00365
       4620.958            0.00510        0.00368
       4623.504            0.00710        0.00367
       4626.051            0.00290        0.00371
       4628.599            0.00800        0.00366
       4631.147            0.00780        0.00358
       4633.695            0.00640        0.00360
       4636.244            0.00300        0.00360
       4638.793            0.01140        0.00358
       4641.342            0.01150        0.00363
       4643.892            0.00910        0.00352
       4646.441            0.01420        0.00353
       4648.992            0.00710        0.00355
       4651.542            0.00740        0.00352
       4654.093            0.01050        0.00360
       4656.645            0.01520        0.00356
       4659.196            0.01530        0.00360
       4661.748            0.01230        0.00360
       4664.300            0.00730        0.00358
       4666.853            0.01180        0.00363
       4669.405            0.00590        0.00362
       4671.958            0.01020        0.00355
       4674.512            0.01160        0.00352
       4677.066            0.00340        0.00360
       4679.620            0.00750        0.00362
       4682.174            0.01440        0.00358
       4684.729            0.00410        0.00357
       4687.285            0.00870        0.00349
       4689.840            0.00770        0.00356
       4692.396           -0.00050        0.00352
       4694.952            0.00960        0.00348
       4697.508            0.00400        0.00348
       4700.065            0.00360        0.00345
       4702.622            0.01160        0.00345
       4705.179            0.00420        0.00346
       4707.737            0.01580        0.00355
       4710.295            0.01150        0.00350
       4712.854            0.00740        0.00349
       4715.412            0.01180        0.00348
       4717.971            0.00520        0.00350
       4720.530            0.01920        0.00349
       4723.090            0.00280        0.00347
       4725.650            0.00610        0.00340
       4728.210            0.01000        0.00343
       4730.771            0.00270        0.00339
       4733.332            0.01450        0.00342
       4735.893            0.01520        0.00337
       4738.454            0.00620        0.00341
       4741.016            0.00290        0.00342
       4743.578            0.01060        0.00338
       4746.141            0.00970        0.00338
       4748.703            0.00710        0.00340
       4751.266            0.00600        0.00335
       4753.830            0.01110        0.00334
       4756.393            0.00590        0.00337
       4758.957            0.01100        0.00335
       4761.521            0.01370        0.00333
       4764.086            0.01570        0.00336
       4766.651            0.01370        0.00333
       4769.216            0.00440        0.00336
       4771.782            0.01310        0.00332
       4774.348            0.01030        0.00329
       4776.914            0.01090        0.00331
       4779.480            0.00900        0.00337
       4782.047            0.01030        0.00336
       4784.614            0.01710        0.00336
       4787.181            0.01960        0.00335
       4789.749            0.01740        0.00332
       4792.317            0.01200        0.00334
       4794.885            0.01500        0.00333
       4797.454            0.00890        0.00338
       4800.022            0.01450        0.00338
       4802.592            0.01680        0.00331
       4805.161            0.00710        0.00328
       4807.731            0.02000        0.00334
       4810.301            0.01400        0.00336
       4812.872            0.01560        0.00340
       4815.442            0.01030        0.00339
       4818.013            0.01990        0.00341
       4820.584            0.01020        0.00344
       4823.156            0.01580        0.00348
       4825.728            0.00790        0.00350
       4828.300            0.00950        0.00347
       4830.873            0.01160        0.00349
       4833.445            0.01450        0.00349
       4836.019            0.01120        0.00346
       4838.592            0.00990        0.00344
       4841.166            0.01240        0.00343
       4843.740            0.01280        0.00345
       4846.314            0.01870        0.00337
       4848.888            0.00600        0.00332
       4851.463            0.01310        0.00330
       4854.039            0.01170        0.00319
       4856.614            0.01220        0.00320
       4859.189            0.01380        0.00314
       4861.766            0.01370        0.00321
