# SNID ztf24aaorlki
# OBSERVER='Rich/Wise/Hinds'
# RA 206.2683333333333
# OBS_DATE 2024-06-07 07:04:08.13
# DEC 4.0530277777777775
# INSTRUMENT KAST
#wavelength flux flux_err
3574.36263272 0.18242732 0.04279679
3575.38665254 0.05797439 0.03824678
3576.41067236 -0.00095722 0.03442591
3577.43469218 0.01166123 0.03620418
3578.45871200 0.06759587 0.03731344
3579.48273182 0.03241837 0.03663607
3580.50675164 0.03393429 0.03737875
3581.53077146 0.11721601 0.03953082
3582.55479128 0.06962602 0.03836059
3583.57881110 0.12238803 0.03998725
3584.60283092 0.05747424 0.03586565
3585.62685074 0.01345891 0.03468074
3586.65087057 0.12386101 0.03995147
3587.67489039 0.17541467 0.04150829
3588.69891021 0.03102568 0.03846902
3589.72293003 0.07308103 0.03737547
3590.74694985 0.12404722 0.03917610
3591.77096967 0.02066852 0.03705242
3592.79498949 0.02154792 0.03834577
3593.81900931 0.04686245 0.04140719
3594.84302913 -0.00843904 0.03654198
3595.86704895 0.04076767 0.03623885
3596.89106877 0.01792907 0.03564580
3597.91508859 0.03242464 0.03741374
3598.93910841 0.08786570 0.03756812
3599.96312824 0.07491887 0.03519554
3600.98714806 0.02337347 0.03700899
3602.01116788 0.07448874 0.03874702
3603.03518770 0.07037312 0.03518364
3604.05920752 0.10101788 0.03495456
3605.08322734 0.04771449 0.03337993
3606.10724716 0.08205517 0.03773807
3607.13126698 0.13119674 0.03796542
3608.15528680 0.07704391 0.03649099
3609.17930662 0.09661540 0.03442426
3610.20332644 0.01662677 0.03307467
3611.22734626 -0.02903773 0.03593726
3612.25136608 -0.04471619 0.04010070
3613.27538591 0.04470499 0.03830387
3614.29940573 0.04674147 0.04048538
3615.32342555 0.08276200 0.04372909
3616.34744537 0.16730963 0.04745227
3617.37146519 0.01591510 0.04334916
3618.39548501 0.06762732 0.04412743
3619.41950483 0.03912635 0.04216905
3620.44352465 0.07358246 0.04086671
3621.46754447 0.05299028 0.04340474
3622.49156429 -0.05709396 0.04469689
3623.51558411 0.05989030 0.04126504
3624.53960393 0.03783917 0.04029122
3625.56362375 0.13857061 0.04346527
3626.58764358 0.05260609 0.04383026
3627.61166340 0.11661289 0.04490086
3628.63568322 -0.02634719 0.04194231
3629.65970304 0.00834862 0.04309364
3630.68372286 0.02845506 0.04505537
3631.70774268 0.09315795 0.04640418
3632.73176250 0.04973939 0.04429432
3633.75578232 0.03889112 0.04400409
3634.77980214 0.09270551 0.04499520
3635.80382196 0.03629062 0.04438313
3636.82784178 0.01849680 0.04309136
3637.85186160 0.00864821 0.04301260
3638.87588142 0.03256299 0.04442574
3639.89990124 0.07296915 0.04520440
3640.92392107 0.05006070 0.04482893
3641.94794089 0.10215694 0.04671685
3642.97196071 0.06059398 0.04461088
3643.99598053 0.07307152 0.04397609
3645.02000035 0.08325443 0.04447231
3646.04402017 0.05913005 0.04354367
3647.06803999 0.01071099 0.04740309
3648.09205981 -0.00240062 0.05682207
3649.11607963 0.04424687 0.06243597
3650.14009945 0.16162215 0.06555764
3651.16411927 0.05846172 0.05750908
3652.18813909 -0.03375381 0.05261052
3653.21215891 0.05124272 0.05230142
3654.23617874 0.03738862 0.05185817
3655.26019856 0.10819269 0.05048593
3656.28421838 0.07469881 0.04659712
3657.30823820 0.11953257 0.04638672
3658.33225802 0.07833605 0.04373563
3659.35627784 -0.00496400 0.04767818
3660.38029766 0.08016927 0.04696095
3661.40431748 0.11441527 0.05025660
3662.42833730 0.04134837 0.05177149
3663.45235712 -0.07336332 0.04852036
3664.47637694 0.04008185 0.04560671
3665.50039676 0.10452324 0.04381113
3666.52441658 0.07717784 0.03961613
3667.54843641 0.10016838 0.03935039
3668.57245623 0.07270421 0.03974041
3669.59647605 0.04760244 0.03744113
3670.62049587 -0.00155830 0.03845789
3671.64451569 0.03110186 0.03505369
3672.66853551 0.00059143 0.03479847
3673.69255533 0.03108529 0.03469154
3674.71657515 0.03993443 0.03361005
3675.74059497 0.10630780 0.03592243
3676.76461479 0.08951358 0.03527004
3677.78863461 0.10460790 0.03395392
3678.81265443 0.12205672 0.03977859
3679.83667425 0.05327463 0.03464126
3680.86069408 -0.01102127 0.03281273
3681.88471390 0.09084919 0.03361569
3682.90873372 0.11356885 0.03436017
3683.93275354 0.02774401 0.03321134
3684.95677336 0.03661181 0.03286343
3685.98079318 0.04891123 0.03267036
3687.00481300 0.03590551 0.03527252
3688.02883282 0.02814282 0.03696967
3689.05285264 0.02540578 0.03458131
3690.07687246 0.04845824 0.03454548
3691.10089228 0.07571091 0.03495244
3692.12491210 0.14684896 0.03717681
3693.14893192 0.04943010 0.03544510
3694.17295175 0.05171439 0.03399837
3695.19697157 0.01474077 0.03428995
3696.22099139 -0.00601327 0.03588520
3697.24501121 0.03290760 0.03831442
3698.26903103 0.07151849 0.03967461
3699.29305085 0.04507129 0.03911495
3700.31707067 0.03073053 0.03890106
3701.34109049 -0.01528363 0.03852535
3702.36511031 0.11621812 0.04114269
3703.38913013 0.05987776 0.03997578
3704.41314995 0.08201548 0.04055550
3705.43716977 0.01043589 0.03767633
3706.46118959 0.07693538 0.03730804
3707.48520941 -0.00240851 0.03565802
3708.50922924 0.00813790 0.03956591
3709.53324906 0.10674907 0.03786192
3710.55726888 0.07657441 0.03581376
3711.58128870 0.02286422 0.03525845
3712.60530852 0.02278316 0.03873741
3713.62932834 0.07235467 0.03512206
3714.65334816 0.11611330 0.03626293
3715.67736798 0.10020761 0.03629157
3716.70138780 0.15175961 0.03833747
3717.72540762 0.07845430 0.03477050
3718.74942744 0.03667274 0.03145306
3719.77344726 0.06227654 0.03155984
3720.79746708 0.02180485 0.03132552
3721.82148691 0.06306084 0.03296782
3722.84550673 0.05610434 0.03231668
3723.86952655 0.07539268 0.03193936
3724.89354637 0.10186426 0.03420364
3725.91756619 0.06171967 0.03360674
3726.94158601 0.11961049 0.03855433
3727.96560583 0.10509092 0.03533218
3728.98962565 0.11175153 0.03540498
3730.01364547 0.03532258 0.03566141
3731.03766529 0.02372834 0.03721960
3732.06168511 0.12753764 0.04176160
3733.08570493 0.09874318 0.03975802
3734.10972475 0.04264531 0.03776802
3735.13374458 0.01816410 0.03796299
3736.15776440 0.11352792 0.04105975
3737.18178422 0.09122781 0.04060389
3738.20580404 0.09492439 0.04063832
3739.22982386 0.07893389 0.04124377
3740.25384368 0.02242439 0.03988258
3741.27786350 0.04486936 0.03932244
3742.30188332 0.04284739 0.03764022
3743.32590314 0.08166295 0.03670716
3744.34992296 0.11774497 0.03745613
3745.37394278 0.04736962 0.03522942
3746.39796260 0.04396405 0.03557361
3747.42198242 0.00385410 0.03341185
3748.44600225 0.02775557 0.03284180
3749.47002207 0.07759666 0.03675664
3750.49404189 0.05308253 0.03421595
3751.51806171 0.02833943 0.03175971
3752.54208153 0.03201756 0.03094834
3753.56610135 0.09290715 0.03269888
3754.59012117 0.08934067 0.03435836
3755.61414099 0.08236314 0.03297454
3756.63816081 0.07494332 0.03160772
3757.66218063 0.07770697 0.03312023
3758.68620045 0.05315762 0.03071149
3759.71022027 0.06048431 0.02917622
3760.73424009 0.09414724 0.03013719
3761.75825992 0.12849844 0.02852060
3762.78227974 0.10436130 0.02849086
3763.80629956 0.08707060 0.03114359
3764.83031938 0.05124579 0.02887482
3765.85433920 0.05395551 0.02809163
3766.87835902 0.06100021 0.02686094
3767.90237884 0.08045437 0.02606492
3768.92639866 0.03365851 0.02610614
3769.95041848 0.03174016 0.02724902
3770.97443830 0.06572567 0.02906192
3771.99845812 0.09837966 0.03174924
3773.02247794 0.06337323 0.03055456
3774.04649776 0.11007684 0.03113144
3775.07051759 0.06980112 0.02855218
3776.09453741 0.08870436 0.02951091
3777.11855723 0.04400679 0.02772215
3778.14257705 0.07171677 0.02982708
3779.16659687 0.08892028 0.02985126
3780.19061669 0.07736248 0.02820881
3781.21463651 0.06657418 0.02655045
3782.23865633 0.08875854 0.02789067
3783.26267615 0.05454828 0.02756602
3784.28669597 0.09372482 0.02726502
3785.31071579 0.05578982 0.02691201
