@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.402
@SPECTRUM spectrum_05D4ff_1003.dat
@SN-NAME 05D4ff
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 5.110
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.590           -0.00788        0.00748
       4274.590           -0.02156        0.00627
       4289.590           -0.01024        0.00530
       4304.590           -0.01175        0.00456
       4319.590           -0.01300        0.00426
       4334.590           -0.01369        0.00379
       4349.590           -0.01050        0.00349
       4364.590           -0.00801        0.00326
       4379.590           -0.01456        0.00299
       4394.590           -0.01373        0.00284
       4409.590           -0.01510        0.00286
       4424.590           -0.01354        0.00277
       4439.590           -0.01840        0.00261
       4454.590           -0.01377        0.00246
       4469.590           -0.01164        0.00241
       4484.590           -0.00818        0.00236
       4499.590           -0.01007        0.00234
       4514.590           -0.01320        0.00231
       4529.590           -0.01017        0.00228
       4544.590           -0.01079        0.00226
       4559.590           -0.00851        0.00218
       4574.590           -0.01354        0.00217
       4589.590           -0.01525        0.00214
       4604.590           -0.01564        0.00208
       4619.590           -0.01567        0.00207
       4634.590           -0.01590        0.00204
       4649.590           -0.01173        0.00201
       4664.590           -0.01398        0.00202
       4679.590           -0.01191        0.00219
       4694.590           -0.01274        0.00197
       4709.590           -0.01048        0.00194
       4724.590           -0.00552        0.00194
       4739.590           -0.00238        0.00191
       4754.590           -0.00366        0.00191
       4769.590           -0.00063        0.00191
       4784.590           -0.00304        0.00191
       4799.590           -0.00015        0.00191
       4814.590           -0.00068        0.00193
       4829.590            0.00037        0.00212
       4844.590           -0.00573        0.00190
       4859.590           -0.00597        0.00183
       4874.590           -0.00843        0.00181
       4889.590           -0.00190        0.00185
       4904.590            0.00040        0.00184
       4919.590           -0.00127        0.00179
       4934.590           -0.00058        0.00179
       4949.590            0.00259        0.00195
       4964.590            0.00435        0.00177
       4979.590            0.00537        0.00174
       4994.590            0.00367        0.00174
       5009.590            0.01234        0.00172
       5024.590            0.00962        0.00170
       5039.590            0.01590        0.00184
       5054.590            0.01005        0.00168
       5069.590            0.01004        0.00167
       5084.590            0.01053        0.00165
       5099.590            0.00930        0.00165
       5114.590            0.00881        0.00165
       5129.590            0.00927        0.00180
       5144.590            0.00842        0.00166
       5159.590            0.00287        0.00164
       5174.590            0.00818        0.00158
       5189.590            0.00680        0.00178
       5204.590            0.00201        0.00212
       5219.590            0.11410        0.00169
       5234.590            0.10460        0.00170
       5249.590            0.00420        0.00167
       5264.590            0.00315        0.00176
       5279.590           -0.00127        0.00164
       5294.590            0.00603        0.00164
       5309.590            0.00869        0.00166
       5324.590           -0.01797        0.00183
       5339.590           -0.00003        0.00166
       5354.590            0.00812        0.00164
       5369.590           -0.00225        0.00161
       5384.590            0.00856        0.00161
       5399.590            0.01956        0.00175
       5414.590            0.02187        0.00160
       5429.590            0.01963        0.00162
       5444.590            0.01520        0.00178
       5459.590            0.02794        0.00164
       5474.590            0.02857        0.00164
       5489.590            0.01669        0.00165
       5504.590            0.01886        0.00182
       5519.590            0.02663        0.00167
       5534.590            0.03192        0.00170
       5549.590            0.01682        0.00175
       5564.590            0.01572        0.00209
       5579.590            0.02761        0.00501
       5594.590            0.02621        0.00176
       5609.590            0.00969        0.00194
       5624.590            0.00910        0.00177
       5639.590            0.00902        0.00175
       5654.590            0.01158        0.00174
       5669.590            0.01282        0.00195
       5684.590            0.01564        0.00180
       5699.590            0.01636        0.00182
       5714.590            0.01002        0.00199
       5729.590            0.01581        0.00182
       5744.590            0.00913        0.00180
       5759.590            0.01437        0.00198
       5774.590            0.02443        0.00180
       5789.590            0.01942        0.00179
       5804.590            0.02078        0.00200
       5819.590            0.01442        0.00184
       5834.590            0.01535        0.00185
       5849.590            0.01409        0.00203
       5864.590            0.01288        0.00212
       5879.590            0.01762        0.00246
       5894.590            0.01137        0.00383
       5909.590            0.01433        0.00225
       5924.590            0.01160        0.00222
       5939.590            0.01734        0.00238
       5954.590            0.01303        0.00218
       5969.590            0.01068        0.00206
       5984.590            0.01726        0.00224
       5999.590            0.01643        0.00203
       6014.590            0.01391        0.00194
       6029.590            0.00899        0.00211
       6044.590            0.01535        0.00188
       6059.590            0.02105        0.00184
       6074.590            0.01401        0.00199
       6089.590            0.03840        0.00186
       6104.590            0.02261        0.00184
       6119.590            0.02345        0.00204
       6134.590            0.00540        0.00188
       6149.590            0.00025        0.00190
       6164.590            0.00770        0.00211
       6179.590            0.01079        0.00185
       6194.590            0.00934        0.00193
       6209.590            0.00771        0.00179
       6224.590            0.01265        0.00191
       6239.590            0.00937        0.00241
       6254.590            0.00913        0.00206
       6269.590            0.01224        0.00203
       6284.590            0.01635        0.00241
       6299.590            0.00641        0.00625
       6314.590            0.02213        0.00238
       6329.590            0.01643        0.00212
       6344.590            0.01389        0.00188
       6359.590            0.01686        0.00356
       6374.590            0.00953        0.00217
       6389.590            0.01962        0.00201
       6404.590            0.01204        0.00171
       6419.590            0.01012        0.00172
       6434.590            0.01543        0.00182
       6449.590            0.01483        0.00171
       6464.590            0.01828        0.00223
       6479.590            0.01989        0.00183
       6494.590            0.01859        0.00193
       6509.590            0.01052        0.00202
       6524.590            0.00853        0.00185
       6539.590            0.01269        0.00212
       6554.590            0.00527        0.00206
       6569.590            0.01697        0.00193
       6584.590            0.00885        0.00195
       6599.590            0.00716        0.00178
       6614.590            0.00454        0.00180
       6629.590            0.00336        0.00167
       6644.590            0.00527        0.00163
       6659.590            0.00633        0.00179
       6674.590            0.00206        0.00162
       6689.590            0.00802        0.00177
       6704.590            0.00947        0.00164
       6719.590            0.00901        0.00178
       6734.590            0.00473        0.00161
       6749.590            0.00400        0.00160
       6764.590            0.00681        0.00175
       6779.590            0.00044        0.00161
       6794.590            0.00107        0.00177
       6809.590            0.07774        0.00174
       6824.590            0.07669        0.00232
       6839.590            0.01696        0.00225
       6854.590            0.01347        0.00199
       6869.590            0.00326        0.00392
       6884.590            0.01625        0.00286
       6899.590            0.01223        0.00276
       6914.590            0.01719        0.00244
       6929.590            0.01249        0.00239
       6944.590            0.02359        0.00228
       6959.590            0.02349        0.00196
       6974.590            0.00575        0.00230
       6989.590            0.00263        0.00192
       7004.590            0.01049        0.00207
       7019.590            0.11013        0.00198
       7034.590            0.02612        0.00188
       7049.590            0.01370        0.00187
       7064.590            0.00653        0.00175
       7079.590            0.01142        0.00196
       7094.590            0.01393        0.00177
       7109.590            0.01332        0.00188
       7124.590            0.00645        0.00174
       7139.590            0.01128        0.00200
       7154.590            0.01263        0.00189
       7169.590            0.02441        0.00335
       7184.590            0.03590        0.00550
       7199.590            0.03374        0.00489
       7214.590            0.02231        0.00264
       7229.590            0.03229        0.00293
       7244.590            0.02412        0.00575
       7259.590            0.02589        0.00365
       7274.590            0.02527        0.00494
       7289.590            0.04365        0.00436
       7304.590            0.03694        0.00450
       7319.590            0.02372        0.00405
       7334.590            0.01680        0.00416
       7349.590            0.02071        0.00369
       7364.590            0.01800        0.00380
       7379.590            0.01292        0.00348
       7394.590            0.02511        0.00353
       7409.590            0.02148        0.00362
       7424.590            0.02157        0.00324
       7439.590            0.01612        0.00370
       7454.590            0.02169        0.00308
       7469.590            0.01447        0.00380
       7484.590            0.02238        0.00356
       7499.590            0.01597        0.00332
       7514.590            0.02027        0.00326
       7529.590            0.01707        0.00388
       7544.590            0.01399        0.00223
       7559.590            0.01591        0.00246
       7574.590            0.01345        0.00335
       7589.590            0.01442        0.00425
       7604.590           -0.02836        0.01548
       7619.590            0.03000        0.01081
       7634.590            0.02580        0.00954
       7649.590            0.02306        0.00595
       7664.590            0.02130        0.00419
       7679.590            0.01649        0.00277
       7694.590            0.01937        0.00302
       7709.590            0.01186        0.00345
       7724.590            0.01895        0.00407
       7739.590            0.02065        0.00288
       7754.590            0.01308        0.00480
       7769.590            0.02348        0.00329
       7784.590            0.02505        0.00349
       7799.590            0.02146        0.00403
       7814.590            0.01448        0.00369
       7829.590            0.02347        0.00355
       7844.590            0.02118        0.00366
       7859.590            0.02148        0.00522
       7874.590            0.02266        0.00402
       7889.590            0.01616        0.00430
       7904.590            0.01237        0.00323
       7919.590            0.01179        0.00560
       7934.590            0.01829        0.00345
       7949.590            0.02180        0.00366
       7964.590            0.01584        0.00434
       7979.590            0.02166        0.00421
       7994.590            0.00535        0.00465
       8009.590            0.01483        0.00345
       8024.590            0.01869        0.00432
       8039.590            0.01629        0.00296
       8054.590            0.01619        0.00384
       8069.590            0.01909        0.00314
       8084.590            0.01943        0.00310
       8099.590            0.02093        0.00320
       8114.590            0.01045        0.00311
       8129.590            0.02396        0.00351
       8144.590            0.02272        0.00531
       8159.590            0.03305        0.00580
       8174.590            0.03575        0.00654
       8189.590            0.03290        0.00502
       8204.590            0.02877        0.00404
       8219.590            0.02954        0.00447
       8234.590            0.05805        0.00714
       8249.590            0.02065        0.00358
       8264.590            0.01570        0.00378
       8279.590            0.03166        0.00587
       8294.590            0.04567        0.00819
       8309.590            0.01973        0.00558
       8324.590            0.02817        0.00522
       8339.590            0.02498        0.00612
       8354.590            0.02049        0.00773
       8369.590            0.01248        0.00504
       8384.590            0.01958        0.00564
       8399.590            0.03440        0.00810
       8414.590            0.01562        0.00576
       8429.590            0.02113        0.00819
       8444.590            0.01892        0.00522
       8459.590            0.02242        0.00694
