# Wavelength(angstroms) flux flux_err
3470.13623046875 1.0053922418394942e-16 2.8195511293542996e-16 
3471.606210589409 1.0534276655667428e-15 2.9875503206237375e-16 
3473.0761907100677 8.371376966062388e-16 2.905446887650786e-16 
3474.5461708307266 6.66107556753729e-16 2.8833636799246824e-16 
3476.0161509513855 1.1815132349934595e-15 2.9529495541239913e-16 
3477.4861310720444 8.876167309769772e-16 2.8325705551491903e-16 
3478.9561111927032 7.772859250367763e-16 2.900971112617935e-16 
3480.426091313362 8.546732903176525e-16 2.8058027258291783e-16 
3481.896071434021 8.949606125087904e-16 2.8628697177658646e-16 
3483.36605155468 4.507401654914626e-16 2.7342676170600004e-16 
3484.8360316753387 6.609934894555628e-16 2.7605878424069477e-16 
3486.3060117959976 9.856901231374612e-16 2.794584039140591e-16 
3487.7759919166565 9.17991226586398e-16 2.7583241468554106e-16 
3489.2459720373154 1.1284918312315373e-15 2.7356098995836024e-16 
3490.7159521579742 8.785650722048218e-16 2.6691106663836474e-16 
3492.185932278633 8.204440536443958e-16 2.664141494659021e-16 
3493.655912399292 8.647956516746966e-16 2.571061308783042e-16 
3495.125892519951 8.3020621424062e-16 2.569819611421926e-16 
3496.5958726406097 7.759317311123535e-16 2.5124987742988596e-16 
3498.0658527612686 4.87172852497883e-16 2.4409776945128706e-16 
3499.5358328819275 1.233079753789354e-15 2.575507437662739e-16 
3501.0058130025864 8.622912928870209e-16 2.534299549476613e-16 
3502.4757931232452 1.1447722279942386e-15 2.5256791363537285e-16 
3503.945773243904 5.727509734391491e-16 2.358151107161201e-16 
3505.415753364563 1.2498273951015845e-15 2.4844318081959963e-16 
3506.885733485222 1.0339572368455634e-15 2.44577190099433e-16 
3508.3557136058807 5.805737991630754e-16 2.303396779868315e-16 
3509.8256937265396 9.838230507634759e-16 2.3551965503620595e-16 
3511.2956738471985 5.9840008399407495e-16 2.255059256546472e-16 
3512.7656539678574 3.215694145104151e-16 2.1963877989192288e-16 
3514.2356340885162 7.857791773384544e-16 2.303277401162311e-16 
3515.705614209175 8.519991014240523e-16 2.222849240540351e-16 
3517.175594329834 7.154304970305838e-16 2.2319318160150814e-16 
3518.645574450493 3.78386028801849e-16 2.184035411570301e-16 
3520.1155545711517 6.042384174017028e-16 2.1795481221833233e-16 
3521.5855346918106 1.0315204289354312e-15 2.1947591133803364e-16 
3523.0555148124695 1.1553369523079862e-15 2.2245237187979545e-16 
3524.5254949331284 9.785326947331623e-16 2.1736981685424502e-16 
3525.9954750537872 7.360379616043336e-16 2.1130400216072017e-16 
3527.465455174446 4.898303124907749e-16 2.073734648829948e-16 
3528.935435295105 8.107295915910139e-16 2.0870222134922037e-16 
