@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.347
@SPECTRUM spectrum_03D1bp_270.dat
@SN-NAME 03D1bp
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -7.500
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.765            0.00000        0.73464
       4152.238            0.00000        0.56808
       4154.712            0.00000        0.58391
       4157.187            0.00000        0.52912
       4159.662            0.00000        0.80068
       4162.137            0.00000        0.57552
       4164.613            0.00000        0.61067
       4167.089            0.00000        0.53857
       4169.566            0.00000        0.54099
       4172.043            0.00000        0.96878
       4174.521            0.33180        0.51083
       4176.999            0.05880        0.37677
       4179.477           -0.32990        0.34654
       4181.956            0.52340        0.34309
       4184.436           -0.32860        0.26507
       4186.915            0.20030        0.22578
       4189.395           -0.10020        0.19047
       4191.875            0.12150        0.16263
       4194.356            0.11650        0.15668
       4196.838           -0.11330        0.13299
       4199.320            0.11090        0.11929
       4201.802           -0.14950        0.10283
       4204.285           -0.05500        0.08465
       4206.768            0.05180        0.07914
       4209.251            0.01220        0.07002
       4211.735            0.12550        0.06508
       4214.219            0.01690        0.05792
       4216.704            0.05350        0.05437
       4219.189            0.09070        0.04851
       4221.674            0.08380        0.04432
       4224.160            0.01410        0.03704
       4226.646           -0.04050        0.03703
       4229.133           -0.00470        0.03500
       4231.621            0.02060        0.03133
       4234.108           -0.00820        0.02911
       4236.596            0.01020        0.02768
       4239.084           -0.01190        0.02592
       4241.573            0.04120        0.02451
       4244.062            0.01170        0.02314
       4246.552            0.01410        0.02288
       4249.042            0.00130        0.02168
       4251.533            0.01250        0.02046
       4254.023            0.02210        0.02002
       4256.515            0.02070        0.01883
       4259.006            0.01540        0.01809
       4261.499            0.04200        0.01788
       4263.991            0.01720        0.01738
       4266.484            0.00030        0.01609
       4268.977            0.01360        0.01546
       4271.471            0.02240        0.01550
       4273.965           -0.00500        0.01491
       4276.459            0.02000        0.01414
       4278.955           -0.00420        0.01413
       4281.450            0.00100        0.01330
       4283.945           -0.00970        0.01331
       4286.442            0.02340        0.01243
       4288.938            0.02600        0.01222
       4291.435            0.02360        0.01279
       4293.932            0.01640        0.01161
       4296.430            0.00830        0.01150
       4298.928            0.01570        0.01116
       4301.427            0.00940        0.01053
       4303.926            0.01250        0.01081
       4306.425            0.01000        0.01046
       4308.925            0.01130        0.01017
       4311.425            0.00440        0.01027
       4313.925            0.02250        0.01017
       4316.426            0.01290        0.01007
       4318.927            0.01220        0.00975
       4321.429           -0.00310        0.00970
       4323.931            0.01000        0.00930
       4326.434            0.01340        0.00924
       4328.937            0.01340        0.00904
       4331.440            0.02360        0.00868
       4333.943            0.00450        0.00880
       4336.447            0.01560        0.00845
       4338.952            0.00480        0.00816
       4341.457            0.02060        0.00829
       4343.962            0.00720        0.00843
       4346.467            0.01260        0.00816
       4348.974            0.01100        0.00808
       4351.480            0.00000        0.00802
       4353.986           -0.00080        0.00792
       4356.494            0.00960        0.00789
       4359.001            0.01510        0.00793
       4361.509            0.01470        0.00781
       4364.018            0.00710        0.00773
       4366.526            0.01290        0.00743
       4369.035           -0.00490        0.00746
       4371.545           -0.01470        0.00757
       4374.055            0.00790        0.00738
       4376.565            0.01160        0.00714
       4379.075            0.00170        0.00718
       4381.586            0.00950        0.00702
       4384.098            0.00820        0.00711
       4386.609            0.01890        0.00706
       4389.122            0.01310        0.00691
       4391.634            0.01110        0.00684
       4394.147            0.00990        0.00661
       4396.660           -0.00070        0.00697
       4399.174            0.01380        0.00675
       4401.688            0.00750        0.00685
       4404.203            0.01140        0.00686
       4406.717            0.00960        0.00676
       4409.232            0.00680        0.00680
       4411.748            0.00260        0.00685
       4414.264            0.02340        0.00674
       4416.780            0.00940        0.00679
       4419.297            0.01360        0.00671
       4421.814            0.00560        0.00654
       4424.331            0.01270        0.00650
       4426.849            0.01490        0.00645
       4429.367            0.00840        0.00641
       4431.886            0.00170        0.00630
       4434.405           -0.00120        0.00640
       4436.924            0.02060        0.00637
       4439.443            0.01830        0.00629
       4441.963            0.00500        0.00623
       4444.484            0.00950        0.00619
       4447.005            0.00960        0.00616
       4449.526            0.00650        0.00615
       4452.047           -0.00310        0.00618
       4454.569            0.02190        0.00611
       4457.091            0.01430        0.00602
       4459.614            0.01470        0.00594
       4462.137            0.00420        0.00587
       4464.660            0.01060        0.00599
       4467.184            0.01650        0.00597
       4469.708            0.00790        0.00608
       4472.232            0.00000        0.00589
       4474.757            0.00330        0.00592
       4477.282            0.01360        0.00593
       4479.808            0.01220        0.00581
       4482.333            0.01300        0.00605
       4484.860            0.00500        0.00576
       4487.387            0.01700        0.00595
       4489.914            0.01940        0.00595
       4492.441            0.01780        0.00589
       4494.969            0.00300        0.00580
       4497.497            0.01580        0.00585
       4500.025            0.01190        0.00579
       4502.554            0.00420        0.00582
       4505.083            0.01210        0.00572
       4507.612            0.00490        0.00571
       4510.142            0.00530        0.00570
       4512.672            0.01690        0.00580
       4515.203            0.00040        0.00571
       4517.734            0.00700        0.00564
       4520.265            0.00670        0.00563
       4522.797            0.01800        0.00574
       4525.329            0.00690        0.00567
       4527.861            0.01090        0.00576
       4530.394            0.01890        0.00580
       4532.927            0.00500        0.00586
       4535.460            0.01030        0.00578
       4537.994            0.01800        0.00577
       4540.528            0.00830        0.00576
       4543.062            0.00110        0.00573
       4545.597            0.00660        0.00573
       4548.132            0.00510        0.00565
       4550.668            0.00740        0.00561
       4553.204            0.00170        0.00564
       4555.740            0.00410        0.00560
       4558.276            0.01400        0.00556
       4560.813            0.01690        0.00548
       4563.351            0.00900        0.00557
       4565.888            0.00460        0.00546
       4568.426            0.01510        0.00554
       4570.964            0.00490        0.00537
       4573.503            0.00960        0.00547
       4576.042            0.01140        0.00549
       4578.581            0.01440        0.00546
       4581.121            0.01000        0.00550
       4583.661            0.01630        0.00548
       4586.201            0.01370        0.00550
       4588.742            0.01070        0.00540
       4591.283            0.02080        0.00535
       4593.824            0.01010        0.00539
       4596.366            0.00860        0.00523
       4598.908            0.00890        0.00531
       4601.450            0.01610        0.00524
       4603.993            0.01950        0.00536
       4606.536            0.00580        0.00517
       4609.080            0.00690        0.00523
       4611.623            0.00130        0.00519
       4614.167            0.00430        0.00522
       4616.711            0.01370        0.00525
       4619.256            0.00580        0.00514
       4621.801            0.01710        0.00523
       4624.347            0.01350        0.00525
       4626.893            0.00890        0.00515
       4629.439            0.00870        0.00511
       4631.985            0.00710        0.00514
       4634.532            0.00680        0.00513
       4637.079            0.01630        0.00520
       4639.626            0.00930        0.00503
       4642.174            0.01760        0.00511
       4644.722            0.01280        0.00499
       4647.271            0.01170        0.00509
       4649.819            0.00990        0.00503
       4652.369            0.00180        0.00501
       4654.918            0.00700        0.00508
       4657.468            0.01730        0.00516
       4660.018            0.01170        0.00509
       4662.568            0.00850        0.00511
       4665.119            0.01250        0.00509
       4667.670            0.00690        0.00507
       4670.222            0.00550        0.00507
       4672.773            0.00710        0.00504
       4675.325            0.01840        0.00510
       4677.878            0.00860        0.00505
       4680.431            0.01990        0.00509
       4682.983            0.00820        0.00499
       4685.537            0.01790        0.00505
       4688.090            0.00100        0.00497
       4690.645            0.01480        0.00498
       4693.199            0.01280        0.00507
       4695.753            0.01380        0.00490
       4698.309            0.01460        0.00489
       4700.864            0.02040        0.00495
       4703.419           -0.00200        0.00486
       4705.975            0.00410        0.00481
       4708.532            0.01180        0.00490
       4711.088            0.01720        0.00485
       4713.645            0.01100        0.00486
       4716.202            0.01560        0.00493
       4718.760            0.00730        0.00485
       4721.318            0.00270        0.00480
       4723.876            0.01560        0.00486
       4726.435            0.02560        0.00483
       4728.993            0.01540        0.00487
       4731.552            0.00530        0.00482
       4734.112            0.00680        0.00478
       4736.671            0.01180        0.00474
       4739.231            0.00570        0.00475
       4741.792            0.01660        0.00471
       4744.353            0.01510        0.00481
       4746.914            0.01910        0.00475
       4749.475            0.01690        0.00468
       4752.037            0.01010        0.00470
       4754.599            0.00930        0.00470
       4757.161            0.00860        0.00468
       4759.724            0.02290        0.00472
       4762.287            0.00780        0.00473
       4764.850            0.01970        0.00471
       4767.413            0.00720        0.00473
       4769.977            0.01350        0.00468
       4772.541            0.00930        0.00466
       4775.105            0.01700        0.00468
       4777.670            0.01060        0.00466
       4780.235            0.00980        0.00464
       4782.801            0.01550        0.00473
       4785.367            0.00070        0.00463
       4787.933            0.01500        0.00466
       4790.499            0.01130        0.00463
       4793.065            0.01910        0.00472
       4795.632            0.01460        0.00480
       4798.200            0.01590        0.00485
       4800.767            0.01560        0.00463
       4803.335            0.01240        0.00460
       4805.903            0.01650        0.00450
       4808.472            0.01320        0.00454
       4811.040            0.01130        0.00467
       4813.609            0.00080        0.00464
       4816.179            0.01410        0.00462
       4818.748            0.01460        0.00472
       4821.318            0.02200        0.00475
       4823.888            0.00790        0.00476
       4826.459            0.02270        0.00476
       4829.030            0.00960        0.00475
       4831.601            0.01150        0.00477
       4834.172            0.01100        0.00473
       4836.744            0.00430        0.00470
       4839.316            0.00960        0.00478
       4841.889            0.01250        0.00467
       4844.461            0.00360        0.00462
       4847.034            0.01870        0.00467
       4849.607            0.01700        0.00462
       4852.181            0.01230        0.00447
       4854.755            0.01600        0.00441
       4857.329            0.01000        0.00443
       4859.903            0.01580        0.00444
       4862.478            0.01440        0.00442
