@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.630
@SPECTRUM spectrum_05D2ci_799.dat
@SN-NAME 05D2ci
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 6.720
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.455            0.00000        0.72898
       4151.930            0.00000        0.88089
       4154.406            0.00000        0.61777
       4156.882            0.00000        0.59244
       4159.358            0.00000        0.77265
       4161.835            0.00000        1.11876
       4164.313            0.00000        0.65966
       4166.791            0.00000        1.21635
       4169.269            0.00000        0.88480
       4171.748            0.00000        0.66529
       4174.227            0.00000        0.64708
       4176.707            0.00000        0.61601
       4179.187            0.00000        0.60992
       4181.667            0.00000        0.63460
       4184.148           -0.45470        0.64376
       4186.629           -0.17740        0.45499
       4189.111           -0.06590        0.36516
       4191.593            0.12490        0.29740
       4194.076           -0.16390        0.25404
       4196.559            0.27400        0.22478
       4199.042           -0.22350        0.18340
       4201.526            0.04350        0.16274
       4204.010           -0.00680        0.14140
       4206.495            0.37040        0.18744
       4208.979            0.26870        0.12901
       4211.465            0.05990        0.09046
       4213.951           -0.02780        0.07901
       4216.437            0.15480        0.08135
       4218.924            0.03790        0.06169
       4221.411           -0.02050        0.05321
       4223.898           -0.06100        0.05276
       4226.386           -0.06290        0.04696
       4228.875            0.02660        0.04155
       4231.363           -0.03410        0.03883
       4233.852           -0.01650        0.03436
       4236.342            0.03370        0.03337
       4238.832            0.02200        0.02997
       4241.322           -0.01600        0.02818
       4243.813           -0.02200        0.02742
       4246.304            0.00380        0.02480
       4248.795           -0.02920        0.02396
       4251.288            0.02180        0.02202
       4253.780            0.03720        0.02164
       4256.272           -0.00970        0.02189
       4258.766            0.01860        0.02026
       4261.259            0.02240        0.01908
       4263.753            0.02570        0.01868
       4266.248           -0.00440        0.01762
       4268.743           -0.00590        0.01724
       4271.238            0.00760        0.01638
       4273.733            0.00660        0.01565
       4276.229           -0.00560        0.01532
       4278.726           -0.00490        0.01489
       4281.223            0.02560        0.01438
       4283.720           -0.00310        0.01397
       4286.217           -0.00170        0.01349
       4288.715            0.02430        0.01323
       4291.214           -0.01190        0.01270
       4293.712            0.00470        0.01251
       4296.211            0.01420        0.01199
       4298.711           -0.01570        0.01174
       4301.211            0.01080        0.01155
       4303.711            0.01500        0.01106
       4306.212           -0.00730        0.01075
       4308.713            0.02440        0.01086
       4311.215            0.01270        0.01079
       4313.717           -0.00160        0.01055
       4316.219           -0.00710        0.01040
       4318.722           -0.00830        0.01019
       4321.225            0.00480        0.01030
       4323.729           -0.01210        0.00968
       4326.232            0.01930        0.00994
       4328.737           -0.01070        0.00964
       4331.241           -0.01020        0.00925
       4333.747           -0.00920        0.00905
       4336.252           -0.00340        0.00916
       4338.758           -0.00130        0.00904
       4341.264            0.00420        0.00889
       4343.771           -0.01030        0.00873
       4346.277            0.01260        0.00856
       4348.785           -0.01640        0.00838
       4351.292            0.00630        0.00845
       4353.801            0.00350        0.00864
       4356.309            0.00390        0.00835
       4358.818           -0.00520        0.00804
       4361.328            0.01940        0.00830
       4363.837           -0.01190        0.00809
       4366.347            0.01070        0.00812
       4368.858            0.01010        0.00789
       4371.369           -0.00700        0.00788
       4373.880            0.00830        0.00781
       4376.391            0.00040        0.00761
       4378.903            0.00160        0.00747
       4381.416            0.01340        0.00748
       4383.928            0.00940        0.00727
       4386.441            0.00250        0.00704
       4388.955            0.00480        0.00730
       4391.469           -0.00120        0.00717
       4393.983           -0.00210        0.00709
       4396.498            0.00530        0.00721
       4399.013            0.00160        0.00723
       4401.528            0.00330        0.00716
       4404.044            0.00230        0.00728
       4406.560            0.00920        0.00729
       4409.076            0.00720        0.00715
       4411.593           -0.00270        0.00742
       4414.110           -0.01330        0.00709
       4416.628           -0.00240        0.00719
       4419.146            0.00110        0.00729
       4421.665            0.00120        0.00712
       4424.183            0.00090        0.00704
       4426.702           -0.00530        0.00709
       4429.222            0.00020        0.00699
       4431.742            0.00760        0.00684
       4434.262           -0.00490        0.00670
       4436.782            0.00420        0.00660
       4439.303           -0.00090        0.00667
       4441.825           -0.00290        0.00666
       4444.346           -0.00230        0.00660
       4446.868           -0.00420        0.00675
       4449.391           -0.00020        0.00646
       4451.914           -0.00350        0.00639
       4454.437            0.00480        0.00641
       4456.960            0.00840        0.00629
       4459.484           -0.00320        0.00633
       4462.008           -0.00370        0.00622
       4464.533           -0.00680        0.00634
       4467.058           -0.00340        0.00623
       4469.583           -0.00400        0.00614
       4472.109           -0.00990        0.00625
       4474.635           -0.00660        0.00623
       4477.161           -0.00100        0.00611
       4479.688            0.01120        0.00617
       4482.215            0.00940        0.00626
       4484.743           -0.00190        0.00626
       4487.271           -0.00470        0.00620
       4489.798            0.00570        0.00609
       4492.327           -0.01430        0.00617
       4494.856           -0.00180        0.00613
       4497.385           -0.00980        0.00614
       4499.915            0.00270        0.00606
       4502.445           -0.00450        0.00599
       4504.975           -0.00100        0.00602
       4507.506            0.00630        0.00609
       4510.037            0.00320        0.00610
       4512.568           -0.00550        0.00591
       4515.100           -0.00220        0.00604
       4517.632            0.01490        0.00597
       4520.165           -0.00540        0.00603
       4522.697           -0.00340        0.00600
       4525.230            0.00350        0.00596
       4527.764           -0.00550        0.00595
       4530.298            0.00710        0.00613
       4532.832           -0.00210        0.00598
       4535.367            0.01000        0.00612
       4537.902            0.00210        0.00592
       4540.437           -0.00470        0.00599
       4542.973           -0.00140        0.00599
       4545.509            0.00470        0.00596
       4548.045           -0.00750        0.00593
       4550.582            0.00120        0.00592
       4553.119           -0.00110        0.00576
       4555.656            0.00730        0.00588
       4558.194            0.00380        0.00579
       4560.732           -0.01260        0.00579
       4563.270            0.00260        0.00578
       4565.809            0.00230        0.00566
       4568.348            0.00360        0.00574
       4570.887            0.00980        0.00566
       4573.427            0.00180        0.00569
       4575.967            0.00100        0.00570
       4578.508           -0.00090        0.00575
       4581.048           -0.00290        0.00570
       4583.589           -0.00170        0.00573
       4586.131            0.00310        0.00567
       4588.673           -0.00030        0.00559
       4591.215           -0.00670        0.00564
       4593.757            0.00110        0.00558
       4596.300           -0.00680        0.00555
       4598.843           -0.00500        0.00552
       4601.387            0.00060        0.00563
       4603.931           -0.00900        0.00556
       4606.475            0.00630        0.00553
       4609.020            0.00010        0.00547
       4611.564            0.00150        0.00552
       4614.110           -0.00150        0.00555
       4616.655            0.00120        0.00554
       4619.201           -0.00030        0.00545
       4621.747            0.00570        0.00545
       4624.294            0.00060        0.00538
       4626.841            0.00180        0.00546
       4629.388           -0.00380        0.00545
       4631.936           -0.00410        0.00546
       4634.483            0.00180        0.00543
       4637.031            0.00300        0.00542
       4639.580            0.00050        0.00533
       4642.129            0.00300        0.00531
       4644.678            0.00270        0.00532
       4647.228           -0.00110        0.00527
       4649.777            0.00080        0.00536
       4652.328            0.00240        0.00535
       4654.878            0.00120        0.00541
       4657.429            0.00360        0.00545
       4659.980           -0.00230        0.00545
       4662.531            0.00690        0.00548
       4665.083            0.01010        0.00541
       4667.635           -0.00410        0.00533
       4670.188            0.00730        0.00537
       4672.741           -0.00420        0.00535
       4675.294           -0.00090        0.00531
       4677.847           -0.00030        0.00535
       4680.401           -0.00060        0.00533
       4682.955            0.00530        0.00526
       4685.509            0.00180        0.00532
       4688.064            0.00640        0.00521
       4690.619            0.00090        0.00521
       4693.174            0.00180        0.00528
       4695.730            0.00390        0.00522
       4698.286            0.00230        0.00520
       4700.843            0.00240        0.00517
       4703.399            0.00080        0.00518
       4705.956            0.00280        0.00516
       4708.514           -0.00090        0.00517
       4711.071            0.00400        0.00510
       4713.629            0.00130        0.00508
       4716.188            0.00290        0.00520
       4718.746           -0.00680        0.00519
       4721.305           -0.00020        0.00521
       4723.864           -0.00210        0.00512
       4726.423            0.00060        0.00516
       4728.983            0.00250        0.00506
       4731.543            0.00470        0.00511
       4734.104            0.00140        0.00501
       4736.665           -0.00060        0.00508
       4739.226            0.00070        0.00500
       4741.787            0.00160        0.00515
       4744.349            0.00100        0.00504
       4746.911            0.00150        0.00506
       4749.473            0.00780        0.00512
       4752.036            0.00610        0.00497
       4754.599            0.00110        0.00504
       4757.162           -0.00670        0.00509
       4759.726           -0.00020        0.00498
       4762.290           -0.00330        0.00494
       4764.854            0.00700        0.00500
       4767.418           -0.00160        0.00504
       4769.983            0.00050        0.00514
       4772.548            0.00660        0.00507
       4775.114            0.00020        0.00508
       4777.679            0.00470        0.00540
       4780.245            0.00560        0.00536
       4782.812           -0.00190        0.00528
       4785.378            0.00130        0.00511
       4787.945           -0.00030        0.00531
       4790.513           -0.00190        0.00528
       4793.080           -0.00790        0.00527
       4795.648            0.00040        0.00531
       4798.216            0.01110        0.00530
       4800.785            0.00320        0.00510
       4803.354            0.00190        0.00503
       4805.922            0.00410        0.00499
       4808.492           -0.00240        0.00500
       4811.062            0.01070        0.00501
       4813.631           -0.00530        0.00507
       4816.202           -0.00400        0.00510
       4818.772            0.00340        0.00513
       4821.343           -0.00040        0.00516
       4823.915            0.00620        0.00511
       4826.486           -0.00610        0.00509
       4829.058            0.00770        0.00518
       4831.630            0.00080        0.00515
       4834.202            0.01290        0.00508
       4836.775           -0.00240        0.00517
       4839.348            0.01170        0.00502
       4841.921           -0.00190        0.00498
       4844.495            0.00200        0.00499
       4847.068           -0.00750        0.00493
