#OBSDATE:20230516
#OBJID:ZTF23aagjkww
#INSTRUME: Lick KAST 3m
#RA:147.0245833333333
#DEC:-0.3822222222222222
#MJD:60081.23805486111
#AIRMASS:1.669999957085
#NO_B_EXP:1
#B_EXP_TIME:2568.15
#NO_R_EXP:3
#R_EXP_TIME:900.0
#REDUCER:K-Ryan Hinds - PYPEIT
#DATE_RED:2023-05-18
#WAVE FLUX FLUXERR
3492.5954243353176 5.670804408724822 0.005332594827269904
3493.494249882588 3.6531120193157594 0.005565247809970763
3494.3932199710916 -8.004350765668557 0.005442180789419377
3495.292685933218 -1.1763658052560626 0.005355641186502853
3496.1917476035087 -4.23165423253084 0.005244399629204852
3497.0909753333435 2.3467701980547426 0.005846728126787978
3497.991458725646 -0.1343525184372944 0.005996462053009314
3498.8907041662515 10.027594881637857 0.0057710766419251935
3499.790838288638 1.601607414543357 0.0057284427916965835
3500.6907316784927 -3.8699453394004775 0.005527802778609994
3501.591403267314 1.1830478265597526 0.005780246590950134
3502.492587466089 3.6844309430975604 0.006347847654465895
3503.3931223096815 -1.5815957478629539 0.005769597835475453
3504.2940856042055 3.117833952608596 0.005820186284331906
3505.1946820599646 3.0397478381894687 0.00603023064457561
3506.095585022868 5.615506110742005 0.005969053737334226
3506.9982062406443 2.142925505883374 0.00614435198681902
3507.899363551459 6.642211918782331 0.006505258105348147
3508.801465004966 4.778619609292479 0.005387769032809793
3509.703443752261 6.525071136986189 0.0057561354248040425
3510.6056624187863 -0.05777742534513204 0.005754837777080342
3511.5078696896276 -1.2077599500781369 0.005624782829361779
3512.411183206077 5.922416351176205 0.0059386027456141645
3513.3128266044664 0.1852540686258904 0.005961348416450847
3514.217136175567 -2.25409698393265 0.006314481260378893
3515.1194552873017 1.8526624771522004 0.005890345210502761
3516.022457039508 -2.4227374493952567 0.006048302427110403
3516.9261322354537 -1.8672083406200668 0.005742246488983908
3517.8300958132327 11.956317883845022 0.005956632891376049
3518.733804753507 0.3803097274163093 0.005581352017024327
3519.6379068117694 3.9492744167602396 0.005654701473958095
3520.541998684298 -4.042562616681818 0.005576271616957568
3521.446591239787 -7.82032528204836 0.006299326800239059
3522.3510540691013 3.1745158229486057 0.005778052638135212
3523.2558143308665 2.31586693101574 0.005756872884521927
3524.1605983759982 -1.915621091888847 0.005768774608856453
3525.0655112470017 0.1567635261653814 0.006193084996368844
3525.97126134582 -1.3034802750815788 0.005937382427708353
3526.8763305162415 10.18764871768442 0.006392088390990934
3527.7825236583276 2.141199160161492 0.005855079435825182
3528.690081126086 -3.68371779714183 0.005561606189636912
3529.5936855581876 4.3756938673099475 0.006492519574657135
3530.4994775456803 0.6342129856010729 0.005588935702510129
3531.4068106908962 -0.07112479428976942 0.005501382411884495
3532.312630155651 -5.702986876132322 0.00582894901517509
3533.2202406472807 -3.8517006421220583 0.006087698522209669
3534.1265928289827 3.275214786765563 0.005905447754334545
