@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.920
@SPECTRUM spectrum_05D2ay_746.dat
@SN-NAME 05D2ay
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 5.780
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.770            0.00069        0.00442
       4273.770           -0.00099        0.00377
       4288.770            0.00083        0.00309
       4303.770            0.00645        0.00264
       4318.770           -0.00187        0.00244
       4333.770            0.00234        0.00222
       4348.770            0.00172        0.00206
       4363.770           -0.00460        0.00196
       4378.770           -0.00152        0.00181
       4393.770           -0.00198        0.00173
       4408.770            0.00527        0.00172
       4423.770           -0.00081        0.00167
       4438.770            0.00156        0.00160
       4453.770            0.00026        0.00153
       4468.770           -0.00171        0.00149
       4483.770           -0.00167        0.00148
       4498.770            0.00066        0.00146
       4513.770            0.00105        0.00143
       4528.770           -0.00002        0.00142
       4543.770           -0.00094        0.00142
       4558.770           -0.00039        0.00137
       4573.770            0.00098        0.00136
       4588.770            0.00023        0.00136
       4603.770            0.00314        0.00131
       4618.770           -0.00032        0.00132
       4633.770            0.00072        0.00128
       4648.770           -0.00145        0.00127
       4663.770            0.00104        0.00127
       4678.770           -0.00473        0.00126
       4693.770            0.00043        0.00137
       4708.770            0.00006        0.00123
       4723.770           -0.00260        0.00123
       4738.770           -0.00009        0.00121
       4753.770           -0.00005        0.00119
       4768.770            0.00019        0.00119
       4783.770            0.00039        0.00119
       4798.770            0.00219        0.00119
       4813.770            0.00333        0.00120
       4828.770            0.00243        0.00120
       4843.770            0.00042        0.00118
       4858.770            0.00047        0.00125
       4873.770            0.00179        0.00113
       4888.770           -0.00150        0.00114
       4903.770            0.00073        0.00114
       4918.770            0.00031        0.00111
       4933.770            0.00154        0.00113
       4948.770           -0.00232        0.00111
       4963.770           -0.00182        0.00121
       4978.770           -0.00073        0.00110
       4993.770            0.00031        0.00109
       5008.770            0.00119        0.00108
       5023.770           -0.00054        0.00107
       5038.770            0.00004        0.00106
       5053.770           -0.00107        0.00116
       5068.770            0.00076        0.00106
       5083.770           -0.00003        0.00104
       5098.770           -0.00016        0.00104
       5113.770            0.00110        0.00104
       5128.770            0.00161        0.00113
       5143.770           -0.00049        0.00104
       5158.770            0.00051        0.00103
       5173.770           -0.00144        0.00099
       5188.770            0.00117        0.00103
       5203.770            0.00015        0.00119
       5218.770           -0.00054        0.00103
       5233.770            0.00019        0.00103
       5248.770            0.00089        0.00103
       5263.770            0.00036        0.00100
       5278.770           -0.00030        0.00110
       5293.770            0.00111        0.00102
       5308.770            0.00095        0.00103
       5323.770            0.00086        0.00102
       5338.770            0.00013        0.00110
       5353.770           -0.00139        0.00102
       5368.770            0.00038        0.00099
       5383.770            0.00058        0.00100
       5398.770            0.00289        0.00107
       5413.770           -0.00010        0.00098
       5428.770            0.00036        0.00098
       5443.770            0.00098        0.00098
       5458.770            0.00043        0.00108
       5473.770           -0.00047        0.00098
       5488.770           -0.00041        0.00098
       5503.770            0.00003        0.00098
       5518.770            0.00000        0.00107
       5533.770           -0.00022        0.00098
       5548.770            0.00108        0.00100
       5563.770           -0.00128        0.00108
       5578.770            0.00191        0.00284
       5593.770            0.00221        0.00099
       5608.770            0.00036        0.00099
       5623.770            0.00110        0.00107
       5638.770            0.00149        0.00098
       5653.770            0.00229        0.00096
       5668.770            0.00209        0.00097
       5683.770            0.00037        0.00107
       5698.770            0.00218        0.00098
       5713.770            0.00079        0.00097
       5728.770            0.00099        0.00107
       5743.770           -0.00050        0.00097
       5758.770           -0.00034        0.00096
       5773.770            0.00059        0.00106
       5788.770           -0.00020        0.00096
       5803.770            0.00016        0.00096
       5818.770            0.00177        0.00106
       5833.770            0.00057        0.00098
       5848.770            0.00125        0.00097
       5863.770            0.00191        0.00112
       5878.770            0.00137        0.00104
       5893.770            0.00088        0.00120
       5908.770           -0.00131        0.00112
       5923.770           -0.00113        0.00103
       5938.770           -0.00036        0.00101
       5953.770            0.00086        0.00111
       5968.770            0.00074        0.00098
       5983.770            0.00128        0.00098
       5998.770            0.00061        0.00107
       6013.770            0.00177        0.00095
       6028.770            0.00243        0.00095
       6043.770           -0.00032        0.00104
       6058.770            0.00343        0.00094
       6073.770            0.00094        0.00094
       6088.770            0.00060        0.00102
       6103.770            0.00267        0.00094
       6118.770            0.00131        0.00093
       6133.770            0.00288        0.00104
       6148.770            0.00251        0.00096
       6163.770            0.00076        0.00103
       6178.770            0.00108        0.00096
       6193.770            0.00114        0.00094
       6208.770            0.00058        0.00103
       6223.770           -0.00038        0.00096
       6238.770            0.00027        0.00105
       6253.770            0.00116        0.00112
       6268.770            0.00140        0.00101
       6283.770           -0.00056        0.00112
       6298.770            0.00197        0.00168
       6313.770           -0.00062        0.00106
       6328.770           -0.00084        0.00114
       6343.770           -0.00116        0.00095
       6358.770            0.00123        0.00121
       6373.770            0.00065        0.00112
       6388.770           -0.00070        0.00095
       6403.770            0.00063        0.00100
       6418.770            0.00059        0.00093
       6433.770            0.00092        0.00091
       6448.770            0.00008        0.00101
       6463.770            0.00013        0.00100
       6478.770            0.00208        0.00104
       6493.770            0.00104        0.00097
       6508.770            0.00048        0.00098
       6523.770           -0.00060        0.00105
       6538.770           -0.00039        0.00099
       6553.770           -0.00072        0.00116
       6568.770            0.00159        0.00104
       6583.770            0.00098        0.00095
       6598.770            0.00167        0.00103
       6613.770            0.00328        0.00091
       6628.770            0.00012        0.00101
       6643.770            0.00171        0.00091
       6658.770            0.00155        0.00099
       6673.770            0.00127        0.00090
       6688.770            0.00358        0.00090
       6703.770            0.00178        0.00099
       6718.770            0.00089        0.00090
       6733.770            0.00151        0.00099
       6748.770            0.00231        0.00090
       6763.770            0.00068        0.00089
       6778.770            0.00107        0.00098
       6793.770            0.00257        0.00090
       6808.770            0.00265        0.00100
       6823.770            0.00272        0.00100
       6838.770            0.00360        0.00120
       6853.770            0.00385        0.00099
       6868.770            0.00258        0.00123
       6883.770            0.00358        0.00119
       6898.770            0.00018        0.00107
       6913.770           -0.00058        0.00118
       6928.770            0.00170        0.00104
       6943.770            0.00139        0.00114
       6958.770            0.00265        0.00099
       6973.770            0.00303        0.00101
       6988.770            0.00190        0.00116
       7003.770            0.00129        0.00095
       7018.770            0.00265        0.00102
       7033.770            0.00061        0.00090
       7048.770            0.00261        0.00107
       7063.770            0.00345        0.00095
       7078.770            0.00269        0.00104
       7093.770            0.00156        0.00094
       7108.770            0.00174        0.00092
       7123.770            0.00124        0.00102
       7138.770            0.00227        0.00095
       7153.770            0.00128        0.00106
       7168.770            0.00094        0.00099
       7183.770            0.00069        0.00113
       7198.770            0.00018        0.00102
       7213.770            0.00275        0.00106
       7228.770           -0.00078        0.00104
       7243.770           -0.00050        0.00163
       7258.770            0.00022        0.00124
       7273.770            0.00039        0.00147
       7288.770            0.00152        0.00146
       7303.770            0.00244        0.00125
       7318.770            0.00199        0.00163
       7333.770            0.00125        0.00134
       7348.770            0.00185        0.00142
       7363.770            0.00106        0.00132
       7378.770            0.00283        0.00127
       7393.770            0.00330        0.00120
       7408.770            0.00403        0.00113
       7423.770            0.00306        0.00116
       7438.770            0.00254        0.00116
       7453.770            0.00492        0.00114
       7468.770            0.00464        0.00119
       7483.770            0.00432        0.00138
       7498.770            0.00471        0.00108
       7513.770            0.00312        0.00123
       7528.770            0.00522        0.00138
       7543.770            0.00647        0.00118
       7558.770            0.00431        0.00114
       7573.770            0.00358        0.00146
       7588.770            0.00533        0.00129
       7603.770            0.00053        0.00263
       7618.770            0.00292        0.00219
       7633.770            0.00246        0.00189
       7648.770            0.00190        0.00167
       7663.770            0.00123        0.00134
       7678.770            0.00161        0.00129
       7693.770            0.00280        0.00119
       7708.770            0.00295        0.00166
       7723.770            0.00520        0.00161
       7738.770            0.00273        0.00138
       7753.770            0.00263        0.00187
       7768.770            0.00522        0.00153
       7783.770            0.00326        0.00150
       7798.770            0.00130        0.00184
       7813.770            0.00426        0.00160
       7828.770            0.00201        0.00152
       7843.770            0.00552        0.00172
       7858.770            0.00374        0.00191
       7873.770            0.00142        0.00184
       7888.770            0.00460        0.00168
       7903.770            0.00319        0.00162
       7918.770            0.00647        0.00208
       7933.770            0.00181        0.00169
       7948.770            0.00343        0.00145
       7963.770            0.00258        0.00207
       7978.770            0.00259        0.00165
       7993.770            0.00186        0.00220
       8008.770            0.00255        0.00147
       8023.770            0.00530        0.00199
       8038.770            0.00092        0.00143
       8053.770            0.00638        0.00165
       8068.770            0.00371        0.00148
       8083.770            0.00304        0.00150
       8098.770            0.00197        0.00144
       8113.770            0.00272        0.00139
       8128.770            0.00132        0.00159
       8143.770            0.00250        0.00155
       8158.770            0.00302        0.00173
       8173.770            0.00347        0.00161
       8188.770            0.00218        0.00173
       8203.770            0.00427        0.00154
       8218.770            0.00177        0.00172
       8233.770            0.00432        0.00168
       8248.770            0.00112        0.00171
       8263.770            0.00370        0.00157
       8278.770            0.00123        0.00238
       8293.770            0.00394        0.00268
       8308.770            0.00612        0.00233
       8323.770            0.00231        0.00171
       8338.770            0.00513        0.00249
       8353.770            0.00188        0.00264
       8368.770            0.00084        0.00205
       8383.770            0.00070        0.00202
       8398.770            0.00292        0.00301
       8413.770            0.00243        0.00215
       8428.770            0.00475        0.00304
       8443.770            0.00067        0.00201
       8458.770           -0.00127        0.00236
