# TELESCOPE = Liverpool Telescope
# INSTRUMENT = SPRAT
# PROPOSAL = PL22B16
# OBJECT = 2022abib
# RA = 23:44:33.84
# DEC = 21:56:16.10
# DATE-OBS = 2022-11-24T22:40:15.651
# MJD-OBS = 59907.944626
# EXPTIME-OBS = 2000.0s
# AIRMASS-OBS = 1.126781
# SEEING-OBS = 1.405483
# wl fl
# [A] [Normalised]
4038.400000 1.85555
4047.600000 1.72325
4056.800000 1.58508
4066.000000 1.79992
4075.200000 1.71415
4084.400000 1.67458
4093.600000 1.831
4102.800000 1.53729
4112.000000 1.49578
4121.200000 1.63956
4130.400000 1.32313
4139.600000 1.40904
4148.800000 1.50463
4158.000000 1.31555
4167.200000 1.20971
4176.400000 1.246754
4185.600000 1.29763
4194.800000 1.17215
4204.000000 1.07539
4213.200000 1.26955
4222.400000 1.0489
4231.600000 1.07392
4240.800000 0.971235
4250.000000 1.0103
4259.200000 1.07594
4268.400000 1.06967
4277.600000 1.07767
4286.800000 1.13756
4296.000000 1.06591
4305.200000 1.1428
4314.400000 1.3657
4323.600000 1.28493
4332.800000 1.21804
4342.000000 1.16532
4351.200000 1.2366
4360.400000 1.39888
4369.600000 1.33081
4378.800000 1.18185
4388.000000 1.16763
4397.200000 1.2896
4406.400000 1.21948
4415.600000 1.1247
4424.800000 1.22317
4434.000000 1.28897
4443.200000 1.26845
4452.400000 1.23885
4461.600000 1.29212
4470.800000 1.26905
4480.000000 1.2905
4489.200000 1.217
4498.400000 1.33256
4507.600000 1.28487
4516.800000 1.33774
4526.000000 1.25216
4535.200000 1.30411
4544.400000 1.28245
4553.600000 1.27311
4562.800000 1.36323
4572.000000 1.47996
4581.200000 1.45755
4590.400000 1.39576
4599.600000 1.43066
4608.800000 1.39173
4618.000000 1.33888
4627.200000 1.41235
4636.400000 1.43792
4645.600000 1.28699
4654.800000 1.33867
4664.000000 1.27389
4673.200000 1.3134
4682.400000 1.26014
4691.600000 1.26183
4700.800000 1.23346
4710.000000 1.29996
4719.200000 1.17734
4728.400000 1.19091
4737.600000 1.24292
4746.800000 1.23028
4756.000000 1.12865
4765.200000 1.16957
4774.400000 1.24678
4783.600000 1.14317
4792.800000 1.19909
4802.000000 1.16956
4811.200000 1.20086
4820.400000 1.15391
4829.600000 1.14415
4838.800000 1.05605
4848.000000 1.00482
4857.200000 1.10228
4866.400000 0.98399
4875.600000 0.970614
4884.800000 0.953643
4894.000000 0.996552
4903.200000 0.87504
4912.400000 0.857342
4921.600000 0.831879
4930.800000 0.877012
4940.000000 0.846803
4949.200000 0.892505
4958.400000 0.809492
4967.600000 0.81114
4976.800000 0.875749
4986.000000 0.848095
4995.200000 0.917906
5004.400000 0.952705
5013.600000 0.961612
5022.800000 0.954931
5032.000000 0.948114
5041.200000 0.968753
5050.400000 0.987334
5059.600000 0.984695
5068.800000 1.07288
5078.000000 1.13021
5087.200000 1.10948
5096.400000 1.09287
5105.600000 1.12924
5114.800000 1.07914
5124.000000 0.909473
5133.200000 1.12678
5142.400000 1.11354
5151.600000 1.19477
5160.800000 1.13635
5170.000000 0.98697
5179.200000 1.13565
5188.400000 1.1459
5197.600000 1.14042
5206.800000 1.13406
5216.000000 1.11751
5225.200000 1.06846
5234.400000 1.09146
5243.600000 1.07306
5252.800000 1.04753
5262.000000 1.06485
5271.200000 1.03371
5280.400000 1.02938
5289.600000 1.05998
5298.800000 0.994304
5308.000000 1.00732
5317.200000 1.03345
5326.400000 0.948168
5335.600000 0.94096
5344.800000 0.98614
5354.000000 0.949294
5363.200000 0.93327
5372.400000 0.94861
5381.600000 0.939156
5390.800000 0.928397
5400.000000 0.903037
5409.200000 0.928057
5418.400000 0.884232
5427.600000 0.897393
5436.800000 0.96766
5446.000000 0.906549
5455.200000 0.994475
5464.400000 0.938355
5473.600000 0.922282
5482.800000 0.993679
5492.000000 0.988818
5501.200000 0.924439
5510.400000 0.989152
5519.600000 0.942186
5528.800000 0.940498
5538.000000 0.948978
5547.200000 1.01984
5556.400000 0.980116
5565.600000 0.99863
5574.800000 1.01484
5584.000000 0.99049
5593.200000 1.01434
5602.400000 1.03515
5611.600000 1.01701
5620.800000 0.949498
5630.000000 1.04347
5639.200000 1.03808
5648.400000 1.01229
5657.600000 1.03044
5666.800000 0.969316
5676.000000 0.964769
5685.200000 0.989151
5694.400000 0.995083
5703.600000 0.993351
5712.800000 1.01739
5722.000000 0.96216
5731.200000 1.00316
5740.400000 1.0163
5749.600000 1.0476
5758.800000 1.00273
5768.000000 1.02017
5777.200000 1.0256
5786.400000 0.946597
5795.600000 0.962825
5804.800000 0.983864
5814.000000 0.991193
5823.200000 1.02648
5832.400000 1.00781
5841.600000 0.985258
5850.800000 0.950307
5860.000000 0.987255
5869.200000 1.03227
5878.400000 0.964732
5887.600000 1.04058
5896.800000 0.994084
5906.000000 0.999709
5915.200000 0.986483
5924.400000 0.959065
5933.600000 1.00001
5942.800000 0.918278
5952.000000 0.988993
5961.200000 1.04019
5970.400000 1.02564
5979.600000 0.922999
5988.800000 0.912043
5998.000000 0.961057
6007.200000 0.972431
6016.400000 0.967266
6025.600000 0.923714
6034.800000 0.918385
6044.000000 0.83199
6053.200000 0.821812
6062.400000 0.851725
6071.600000 0.845945
6080.800000 0.84324
6090.000000 0.869593
6099.200000 0.852926
6108.400000 0.850082
6117.600000 0.847393
6126.800000 0.827712
6136.000000 0.87018
6145.200000 0.876171
6154.400000 0.873499
6163.600000 0.803248
6172.800000 0.881405
6182.000000 0.809579
6191.200000 0.837102
6200.400000 0.836099
6209.600000 0.870452
6218.800000 0.894018
6228.000000 0.909279
6237.200000 0.864739
6246.400000 0.810655
6255.600000 0.753346
6264.800000 0.801095
6274.000000 0.814341
6283.200000 0.807814
6292.400000 0.824911
6301.600000 0.748754
6310.800000 0.783385
6320.000000 0.800789
6329.200000 0.769698
6338.400000 0.786654
6347.600000 0.944907
6356.800000 0.788894
6366.000000 0.78929
6375.200000 0.737985
6384.400000 0.743029
6393.600000 0.771849
6402.800000 0.777727
6412.000000 0.801499
6421.200000 0.842266
6430.400000 0.764674
6439.600000 0.784991
6448.800000 0.796966
6458.000000 0.826471
6467.200000 0.766313
6476.400000 0.744214
6485.600000 0.769738
6494.800000 0.760238
6504.000000 0.762871
6513.200000 0.743837
6522.400000 0.787176
6531.600000 0.730079
6540.800000 0.794069
6550.000000 0.802442
6559.200000 0.755541
6568.400000 0.764175
6577.600000 0.805008
6586.800000 0.752383
6596.000000 0.758612
6605.200000 0.798984
6614.400000 0.777368
6623.600000 0.78653
6632.800000 0.743591
6642.000000 0.726798
6651.200000 0.712953
6660.400000 0.947531
6669.600000 0.763269
6678.800000 0.673754
6688.000000 0.670562
6697.200000 0.679497
6706.400000 0.692444
6715.600000 0.805683
6724.800000 0.723266
6734.000000 0.669164
6743.200000 0.698012
6752.400000 0.671036
6761.600000 0.669983
6770.800000 0.681907
6780.000000 0.686461
6789.200000 0.70359
6798.400000 0.681837
6807.600000 0.726045
6816.800000 0.702283
6826.000000 0.641594
6835.200000 0.700501
6844.400000 0.647451
6853.600000 0.591758
6862.800000 0.607722
6872.000000 0.518075
6881.200000 0.576362
6890.400000 0.508612
6899.600000 0.532956
6908.800000 0.599068
6918.000000 0.603304
6927.200000 0.588521
6936.400000 0.651514
6945.600000 0.653763
6954.800000 0.601927
6964.000000 0.602918
6973.200000 0.614108
6982.400000 0.649636
6991.600000 0.565475
7000.800000 0.663916
7010.000000 0.636456
7019.200000 0.580758
7028.400000 0.633478
7037.600000 0.562561
7046.800000 0.548516
7056.000000 0.528361
7065.200000 0.55816
7074.400000 0.592183
7083.600000 0.561566
7092.800000 0.568487
7102.000000 0.544492
7111.200000 0.571825
7120.400000 0.563335
7129.600000 0.59965
7138.800000 0.688004
7148.000000 0.490712
7157.200000 0.599675
7166.400000 0.475137
7175.600000 0.575249
7184.800000 0.569004
7194.000000 0.511767
7203.200000 0.523691
7212.400000 0.584502
7221.600000 0.559261
7230.800000 0.457773
