BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 1916  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '                  '  /                                              
FILENAME= 'PS114RA_NOT_ALFOSC_GR4_19MAR2014'  /
FORMAT  = '5G14.7            '  /  Text line format                            
EXTEND  =                    F / File may contain extensions                    
ORIGIN  = 'NOAO-IRAF FITS Image Kernel July 2003' / FITS file originator        
DATE    = '2024-04-23T17:38:18' / Date FITS file was generated                  
IRAF-TLM= '2024-04-23T17:38:18' / Time of last modification                     
WCSDIM  =                    2                                                  
CTYPE1  = 'MULTISPE'                                                            
CTYPE2  = 'MULTISPE'                                                            
CDELT1  =                   1.                                                  
CDELT2  =                   1.                                                  
CD1_1   =                   1.                                                  
CD2_2   =                   1.                                                  
LTM1_1  =                   1.                                                  
LTM2_2  =                   1.                                                  
WAXMAP01= '1 0 0 0 '                                                            
WAT0_001= 'system=multispec'                                                    
WAT1_001= 'wtype=multispec units_display=system'                                
WAT2_001= 'wtype=multispec spec1 = "1 1 2 3300.921 3.0492104438642 1916 0. INDE'
WAT2_002= 'F INDEF 1. 0. 5 1916 3300.921 3303.234 3305.548 3307.864 3310.182 33'
WAT2_003= '12.501 3314.822 3317.145 3319.469 3321.795 3324.123 3326.452 3328.78'
WAT2_004= '3 3331.115 3333.449 3335.785 3338.123 3340.462 3342.802 3345.144 334'
WAT2_005= '7.488 3349.834 3352.181 3354.53 3356.88 3359.232 3361.585 3363.94 33'
WAT2_006= '66.297 3368.655 3371.015 3373.377 3375.74 3378.105 3380.471 3382.839'
WAT2_007= ' 3385.208 3387.579 3389.952 3392.326 3394.702 3397.079 3399.458 3401'
WAT2_008= '.839 3404.221 3406.604 3408.989 3411.376 3413.764 3416.154 3418.546 '
WAT2_009= '3420.939 3423.333 3425.729 3428.127 3430.526 3432.927 3435.329 3437.'
WAT2_010= '733 3440.138 3442.545 3444.953 3447.363 3449.775 3452.188 3454.602 3'
WAT2_011= '457.018 3459.436 3461.855 3464.275 3466.697 3469.121 3471.546 3473.9'
WAT2_012= '73 3476.401 3478.83 3481.262 3483.694 3486.128 3488.564 3491.001 349'
WAT2_013= '3.44 3495.88 3498.321 3500.764 3503.209 3505.655 3508.102 3510.551 3'
WAT2_014= '513.002 3515.454 3517.907 3520.362 3522.818 3525.276 3527.735 3530.1'
WAT2_015= '96 3532.658 3535.122 3537.587 3540.054 3542.522 3544.991 3547.462 35'
WAT2_016= '49.934 3552.408 3554.883 3557.36 3559.838 3562.318 3564.799 3567.281'
WAT2_017= ' 3569.765 3572.25 3574.737 3577.225 3579.714 3582.205 3584.698 3587.'
WAT2_018= '192 3589.687 3592.183 3594.681 3597.181 3599.682 3602.184 3604.687 3'
WAT2_019= '607.192 3609.699 3612.207 3614.716 3617.227 3619.739 3622.252 3624.7'
WAT2_020= '67 3627.283 3629.8 3632.319 3634.84 3637.361 3639.884 3642.409 3644.'
WAT2_021= '935 3647.462 3649.99 3652.52 3655.051 3657.584 3660.118 3662.653 366'
WAT2_022= '5.19 3667.728 3670.267 3672.808 3675.35 3677.894 3680.438 3682.984 3'
WAT2_023= '685.532 3688.081 3690.631 3693.182 3695.735 3698.289 3700.845 3703.4'
WAT2_024= '01 3705.96 3708.519 3711.08 3713.642 3716.205 3718.77 3721.336 3723.'
WAT2_025= '903 3726.472 3729.042 3731.613 3734.186 3736.759 3739.335 3741.911 3'
WAT2_026= '744.489 3747.068 3749.648 3752.23 3754.813 3757.397 3759.982 3762.56'
WAT2_027= '9 3765.157 3767.746 3770.337 3772.929 3775.522 3778.116 3780.712 378'
WAT2_028= '3.309 3785.907 3788.507 3791.108 3793.71 3796.313 3798.917 3801.523 '
WAT2_029= '3804.13 3806.739 3809.348 3811.959 3814.571 3817.184 3819.799 3822.4'
WAT2_030= '14 3825.031 3827.65 3830.269 3832.89 3835.512 3838.135 3840.759 3843'
WAT2_031= '.385 3846.012 3848.64 3851.269 3853.9 3856.531 3859.164 3861.799 386'
WAT2_032= '4.434 3867.071 3869.708 3872.347 3874.987 3877.629 3880.271 3882.915'
WAT2_033= ' 3885.56 3888.206 3890.854 3893.502 3896.152 3898.803 3901.455 3904.'
WAT2_034= '109 3906.763 3909.419 3912.076 3914.734 3917.393 3920.053 3922.715 3'
WAT2_035= '925.378 3928.042 3930.707 3933.373 3936.04 3938.709 3941.379 3944.05'
WAT2_036= ' 3946.722 3949.395 3952.069 3954.745 3957.421 3960.099 3962.778 3965'
WAT2_037= '.458 3968.14 3970.822 3973.505 3976.19 3978.876 3981.563 3984.251 39'
WAT2_038= '86.94 3989.63 3992.322 3995.014 3997.708 4000.403 4003.099 4005.796 '
WAT2_039= '4008.494 4011.193 4013.894 4016.595 4019.298 4022.002 4024.707 4027.'
WAT2_040= '413 4030.12 4032.828 4035.537 4038.247 4040.959 4043.671 4046.385 40'
WAT2_041= '49.1 4051.816 4054.533 4057.251 4059.97 4062.69 4065.411 4068.133 40'
WAT2_042= '70.857 4073.581 4076.307 4079.033 4081.761 4084.49 4087.22 4089.951 '
WAT2_043= '4092.683 4095.416 4098.15 4100.885 4103.621 4106.358 4109.097 4111.8'
WAT2_044= '36 4114.576 4117.318 4120.06 4122.804 4125.549 4128.294 4131.041 413'
WAT2_045= '3.789 4136.538 4139.287 4142.038 4144.79 4147.543 4150.297 4153.052 '
WAT2_046= '4155.808 4158.565 4161.323 4164.082 4166.842 4169.603 4172.365 4175.'
WAT2_047= '129 4177.893 4180.658 4183.424 4186.191 4188.96 4191.729 4194.499 41'
WAT2_048= '97.27 4200.042 4202.816 4205.59 4208.365 4211.141 4213.918 4216.697 '
WAT2_049= '4219.476 4222.256 4225.037 4227.819 4230.602 4233.386 4236.172 4238.'
WAT2_050= '958 4241.745 4244.533 4247.322 4250.112 4252.903 4255.694 4258.487 4'
WAT2_051= '261.281 4264.076 4266.872 4269.669 4272.466 4275.265 4278.064 4280.8'
WAT2_052= '65 4283.667 4286.469 4289.272 4292.077 4294.882 4297.688 4300.496 43'
WAT2_053= '03.304 4306.113 4308.923 4311.734 4314.546 4317.359 4320.172 4322.98'
WAT2_054= '7 4325.803 4328.619 4331.437 4334.255 4337.075 4339.895 4342.716 434'
WAT2_055= '5.538 4348.361 4351.185 4354.01 4356.836 4359.662 4362.49 4365.319 4'
WAT2_056= '368.148 4370.978 4373.81 4376.642 4379.475 4382.309 4385.144 4387.97'
WAT2_057= '9 4390.816 4393.653 4396.492 4399.331 4402.171 4405.012 4407.854 441'
WAT2_058= '0.697 4413.541 4416.386 4419.231 4422.078 4424.925 4427.773 4430.622'
WAT2_059= ' 4433.472 4436.323 4439.174 4442.027 4444.88 4447.735 4450.59 4453.4'
WAT2_060= '46 4456.302 4459.16 4462.019 4464.878 4467.738 4470.6 4473.462 4476.'
WAT2_061= '324 4479.188 4482.053 4484.918 4487.784 4490.651 4493.519 4496.388 4'
WAT2_062= '499.258 4502.128 4504.999 4507.871 4510.744 4513.618 4516.493 4519.3'
WAT2_063= '68 4522.244 4525.122 4527.999 4530.878 4533.758 4536.638 4539.519 45'
WAT2_064= '42.401 4545.284 4548.168 4551.053 4553.938 4556.824 4559.711 4562.59'
WAT2_065= '9 4565.487 4568.377 4571.267 4574.158 4577.049 4579.942 4582.835 458'
WAT2_066= '5.729 4588.624 4591.52 4594.417 4597.314 4600.212 4603.111 4606.011 '
WAT2_067= '4608.911 4611.813 4614.715 4617.618 4620.521 4623.426 4626.331 4629.'
WAT2_068= '237 4632.144 4635.051 4637.959 4640.869 4643.778 4646.689 4649.6 465'
WAT2_069= '2.513 4655.425 4658.339 4661.254 4664.169 4667.085 4670.002 4672.919'
WAT2_070= ' 4675.837 4678.756 4681.676 4684.597 4687.518 4690.44 4693.363 4696.'
WAT2_071= '286 4699.21 4702.135 4705.061 4707.988 4710.915 4713.843 4716.771 47'
WAT2_072= '19.701 4722.631 4725.562 4728.494 4731.426 4734.359 4737.293 4740.22'
WAT2_073= '7 4743.163 4746.099 4749.035 4751.973 4754.911 4757.85 4760.79 4763.'
WAT2_074= '73 4766.671 4769.613 4772.555 4775.498 4778.442 4781.387 4784.332 47'
WAT2_075= '87.278 4790.225 4793.172 4796.121 4799.069 4802.019 4804.969 4807.92'
WAT2_076= ' 4810.872 4813.824 4816.777 4819.731 4822.685 4825.64 4828.596 4831.'
WAT2_077= '553 4834.51 4837.468 4840.426 4843.385 4846.345 4849.306 4852.267 48'
WAT2_078= '55.229 4858.192 4861.155 4864.119 4867.084 4870.049 4873.015 4875.98'
WAT2_079= '2 4878.949 4881.917 4884.885 4887.855 4890.825 4893.795 4896.767 489'
WAT2_080= '9.739 4902.711 4905.685 4908.659 4911.633 4914.608 4917.584 4920.561'
WAT2_081= ' 4923.538 4926.516 4929.494 4932.474 4935.453 4938.434 4941.415 4944'
WAT2_082= '.397 4947.379 4950.362 4953.346 4956.33 4959.315 4962.3 4965.287 496'
WAT2_083= '8.273 4971.261 4974.249 4977.238 4980.227 4983.217 4986.207 4989.199'
WAT2_084= ' 4992.191 4995.183 4998.176 5001.17 5004.164 5007.159 5010.155 5013.'
WAT2_085= '151 5016.148 5019.145 5022.143 5025.142 5028.141 5031.141 5034.141 5'
WAT2_086= '037.142 5040.144 5043.146 5046.149 5049.152 5052.156 5055.161 5058.1'
WAT2_087= '66 5061.172 5064.179 5067.186 5070.193 5073.202 5076.21 5079.22 5082'
WAT2_088= '.23 5085.24 5088.252 5091.263 5094.276 5097.289 5100.302 5103.316 51'
WAT2_089= '06.331 5109.346 5112.362 5115.378 5118.395 5121.413 5124.431 5127.45'
WAT2_090= ' 5130.469 5133.489 5136.509 5139.53 5142.552 5145.574 5148.597 5151.'
WAT2_091= '62 5154.644 5157.668 5160.693 5163.719 5166.745 5169.771 5172.798 51'
WAT2_092= '75.826 5178.854 5181.883 5184.913 5187.943 5190.973 5194.004 5197.03'
WAT2_093= '6 5200.068 5203.1 5206.134 5209.167 5212.202 5215.237 5218.272 5221.'
WAT2_094= '308 5224.344 5227.381 5230.419 5233.457 5236.496 5239.535 5242.574 5'
WAT2_095= '245.615 5248.655 5251.697 5254.738 5257.781 5260.824 5263.867 5266.9'
WAT2_096= '11 5269.955 5273. 5276.046 5279.092 5282.138 5285.185 5288.233 5291.'
WAT2_097= '281 5294.33 5297.379 5300.428 5303.478 5306.529 5309.58 5312.632 531'
WAT2_098= '5.684 5318.737 5321.79 5324.843 5327.898 5330.952 5334.007 5337.063 '
WAT2_099= '5340.119 5343.176 5346.233 5349.291 5352.349 5355.408 5358.467 5361.'
WAT2_100= '527 5364.587 5367.647 5370.709 5373.77 5376.832 5379.895 5382.958 53'
WAT2_101= '86.022 5389.086 5392.15 5395.215 5398.281 5401.347 5404.413 5407.48 '
WAT2_102= '5410.548 5413.615 5416.684 5419.753 5422.822 5425.892 5428.962 5432.'
WAT2_103= '033 5435.104 5438.176 5441.248 5444.321 5447.394 5450.467 5453.541 5'
WAT2_104= '456.616 5459.691 5462.766 5465.842 5468.918 5471.995 5475.073 5478.1'
WAT2_105= '5 5481.228 5484.307 5487.386 5490.466 5493.546 5496.626 5499.707 550'
WAT2_106= '2.788 5505.87 5508.953 5512.035 5515.118 5518.202 5521.286 5524.371 '
WAT2_107= '5527.455 5530.541 5533.627 5536.713 5539.8 5542.887 5545.974 5549.06'
WAT2_108= '2 5552.151 5555.24 5558.329 5561.419 5564.509 5567.6 5570.691 5573.7'
WAT2_109= '82 5576.874 5579.966 5583.059 5586.152 5589.246 5592.34 5595.435 559'
WAT2_110= '8.529 5601.625 5604.721 5607.817 5610.913 5614.01 5617.108 5620.206 '
WAT2_111= '5623.304 5626.403 5629.502 5632.601 5635.701 5638.801 5641.902 5645.'
WAT2_112= '003 5648.105 5651.207 5654.309 5657.412 5660.515 5663.619 5666.723 5'
WAT2_113= '669.827 5672.932 5676.038 5679.143 5682.249 5685.356 5688.463 5691.5'
WAT2_114= '7 5694.677 5697.786 5700.894 5704.003 5707.112 5710.222 5713.332 571'
WAT2_115= '6.442 5719.553 5722.664 5725.776 5728.888 5732. 5735.113 5738.226 57'
WAT2_116= '41.34 5744.453 5747.568 5750.682 5753.798 5756.913 5760.029 5763.145'
WAT2_117= ' 5766.262 5769.379 5772.496 5775.614 5778.732 5781.85 5784.969 5788.'
WAT2_118= '089 5791.208 5794.328 5797.449 5800.569 5803.69 5806.812 5809.934 58'
WAT2_119= '13.056 5816.179 5819.302 5822.425 5825.549 5828.673 5831.797 5834.92'
WAT2_120= '2 5838.047 5841.173 5844.299 5847.425 5850.551 5853.678 5856.806 585'
WAT2_121= '9.933 5863.061 5866.19 5869.319 5872.448 5875.577 5878.707 5881.837 '
WAT2_122= '5884.968 5888.099 5891.23 5894.362 5897.494 5900.626 5903.758 5906.8'
WAT2_123= '91 5910.025 5913.159 5916.293 5919.427 5922.562 5925.697 5928.832 59'
WAT2_124= '31.968 5935.104 5938.241 5941.377 5944.514 5947.652 5950.79 5953.928'
WAT2_125= ' 5957.066 5960.205 5963.344 5966.484 5969.624 5972.764 5975.904 5979'
WAT2_126= '.045 5982.186 5985.328 5988.47 5991.612 5994.754 5997.897 6001.04 60'
WAT2_127= '04.184 6007.328 6010.472 6013.616 6016.761 6019.906 6023.052 6026.19'
WAT2_128= '7 6029.343 6032.49 6035.637 6038.784 6041.931 6045.079 6048.227 6051'
WAT2_129= '.375 6054.524 6057.673 6060.822 6063.972 6067.122 6070.272 6073.422 '
WAT2_130= '6076.573 6079.724 6082.876 6086.028 6089.18 6092.332 6095.485 6098.6'
WAT2_131= '38 6101.791 6104.945 6108.099 6111.253 6114.408 6117.563 6120.718 61'
WAT2_132= '23.873 6127.029 6130.185 6133.342 6136.499 6139.656 6142.813 6145.97'
WAT2_133= '1 6149.128 6152.287 6155.445 6158.604 6161.763 6164.923 6168.082 617'
WAT2_134= '1.242 6174.403 6177.563 6180.724 6183.885 6187.047 6190.209 6193.371'
WAT2_135= ' 6196.533 6199.696 6202.859 6206.022 6209.186 6212.349 6215.514 6218'
WAT2_136= '.678 6221.843 6225.008 6228.173 6231.339 6234.504 6237.671 6240.837 '
WAT2_137= '6244.004 6247.171 6250.338 6253.506 6256.673 6259.841 6263.01 6266.1'
WAT2_138= '79 6269.348 6272.517 6275.686 6278.856 6282.026 6285.197 6288.367 62'
WAT2_139= '91.538 6294.709 6297.881 6301.053 6304.225 6307.397 6310.569 6313.74'
WAT2_140= '2 6316.915 6320.089 6323.263 6326.436 6329.611 6332.785 6335.96 6339'
