#wavelength spec_sum
7668.91 2724.22
7671.68 2608.75
7674.45 2487.79
7677.21 2680.08
7679.98 2829.95
7682.75 2650.16
7685.51 2933.87
7688.28 3072.05
7691.04 2995.09
7693.81 2765.34
7696.57 2699.21
7699.34 2668.7
7702.1 2801.52
7704.87 2584.21
7707.63 2922.34
7710.4 2731.85
7713.16 2975.15
7715.92 3425.11
7718.69 3063.24
7721.45 2772.65
7724.21 2866.79
7726.98 2565.59
7729.74 2498.76
7732.5 2861.54
7735.26 2846.06
7738.02 2863.26
7740.79 2780.58
7743.55 2335.46
7746.31 2252.04
7749.07 2547.5
7751.83 1842.51
7754.59 2443.36
7757.35 3411.77
7760.11 3250.04
7762.87 2667.6
7765.63 2372.46
7768.39 2868.37
7771.15 2665.54
7773.91 2640.5
7776.66 2359.79
7779.42 2777.26
7782.18 2705.18
7784.94 3235.88
7787.7 2862.6
7790.45 3142.66
7793.21 3229.56
7795.97 3885.65
7798.72 2641.12
7801.48 3441.9
7804.24 2609.65
7806.99 2993.51
7809.75 3192.82
7812.5 2499.68
7815.26 2857.08
7818.01 3054.51
7820.77 4007.61
7823.52 2552.38
7826.28 2791.48
7829.03 2916.45
7831.78 2924
7834.54 2423.89
7837.29 2785.73
7840.04 3542.45
7842.8 3038.36
7845.55 2520.96
7848.3 3347.36
7851.05 1582.92
7853.81 2381.5
7856.56 2775.52
7859.31 2831.45
7862.06 2612.77
7864.81 3003.97
7867.56 2181.88
7870.31 2938.25
7873.06 2712.15
7875.81 2561.51
7878.56 3157.75
7881.31 2883.16
7884.06 3115.67
7886.81 2996.56
7889.56 2569.98
7892.31 3240.5
7895.05 2804.73
7897.8 3692.78
7900.55 2565.38
7903.3 2661.57
7906.04 2936.96
7908.79 3092.51
7911.54 2986.12
7914.28 2843.07
7917.03 2609.86
7919.78 2632.85
7922.52 3688.22
7925.27 2434.92
7928.01 3533.83
7930.76 3539.48
7933.5 2801.95
7936.25 3138.33
7938.99 2965
7941.74 3064.82
7944.48 3276.59
7947.22 3551.61
7949.97 3260.79
7952.71 3348.28
7955.45 2259.14
7958.19 2993.87
7960.94 2999.33
7963.68 3857.83
7966.42 3344.69
7969.16 2302.92
7971.9 3309.97
7974.64 2934.13
7977.39 2519.93
7980.13 2738.34
7982.87 2073.36
7985.61 2629.13
7988.35 3445.56
7991.09 3247.61
7993.82 3151.22
7996.56 1927.33
7999.3 2393.51
8002.04 3133
8004.78 3003.16
8007.52 2530.17
8010.26 3331.15
8012.99 2761.67
8015.73 3044.85
8018.47 2918.15
8021.2 2759.88
8023.94 2513.81
8026.68 3151.87
8029.41 2628.26
8032.15 2152.87
8034.88 2339.24
8037.62 2278.22
8040.35 2720.45
8043.09 2699.97
8045.82 2749.46
8048.56 2874.75
8051.29 2624.34
8054.02 2246.83
8056.76 2179.11
8059.49 2364.84
8062.22 2671.15
8064.96 3162.35
8067.69 2517.53
8070.42 2544.8
8073.15 2321.27
8075.88 2582.78
8078.62 3000.84
8081.35 2787.46
8084.08 2683.57
8086.81 2684.74
8089.54 2752.19
8092.27 2591
8095 2120.78
8097.73 2628.54
8100.46 2674.04
8103.19 3031.37
8105.92 2913.73
8108.64 2085.74
8111.37 2529.38
8114.1 2800.2
8116.83 2967.91
8119.56 3227.54
8122.28 2626.4
8125.01 3009.16
8127.74 2479.51
8130.46 2586.13
8133.19 2592.52
8135.91 2874.56
8138.64 3228
8141.37 3031.87
8144.09 2081.47
8146.81 2286.5
8149.54 1940.36
8152.26 2496.09
8154.99 2830.78
8157.71 2709.5
8160.43 2336.91
8163.16 2049.95
8165.88 2538.56
8168.6 2457.75
8171.33 2448.21
8174.05 2180.53
8176.77 2295.91
8179.49 2141.42
8182.21 2425.42
8184.93 2154.01
8187.65 2842.53
8190.38 2632.69
8193.1 2440.97
8195.82 2108.71
8198.54 2599.71
8201.25 2360.68
8203.97 2630.22
8206.69 2477.89
8209.41 2712.28
8212.13 3504.22
8214.85 2979.64
8217.57 2723.08
8220.28 2487.82
8223 2586.63
8225.72 1527.06
8228.43 1798.73
8231.15 2302.61
8233.87 2408.61
8236.58 2729.8
8239.3 2535.35
8242.01 1864.39
8244.73 2570.52
8247.44 2627.78
8250.16 2591.56
8252.87 2192.73
8255.59 2405.73
8258.3 2331.89
8261.01 2491.56
8263.73 2024.32
8266.44 2503.53
8269.15 2777.93
8271.87 2462.25
8274.58 2766.31
8277.29 1704.57
8280 2639.95
8282.71 2474.58
8285.42 2460.05
8288.13 2225.57
8290.84 2252.84
8293.55 2957.79
8296.26 3487.1
8298.97 2968.17
8301.68 2879
8304.39 1838.71
8307.1 2145.11
8309.81 2864.44
8312.52 2155.43
8315.23 1806.06
8317.93 2444.77
8320.64 2105.1
8323.35 2305.06
8326.05 2007.79
8328.76 2571.49
8331.47 2398.83
8334.17 1697.17
8336.88 2314.81
8339.58 2794.17
8342.29 4028.19
8344.99 2073.87
8347.7 2645.42
8350.4 2319.83
8353.11 2260.02
8355.81 2288.08
8358.51 2381.54
8361.22 3092.29
8363.92 2753.05
8366.62 3570.06
8369.32 2891.15
8372.03 2469.79
8374.73 2218.47
8377.43 2974.86
8380.13 3712.42
8382.83 2216.94
8385.53 2712.12
8388.23 2790.4
8390.93 2580.09
8393.63 2117.91
8396.33 3903.06
8399.03 2334.98
8401.73 2720.54
8404.43 1781.91
8407.13 2357.6
8409.82 2395.7
8412.52 3415.64
8415.22 3115.27
8417.92 1793.44
8420.61 2563.07
8423.31 2608.64
8426.01 3850.24
8428.7 3199.71
8431.4 2025.99
8434.09 1778.18
8436.79 2792.06
8439.48 2623.11
8442.18 2861.2
8444.87 2832.09
8447.57 2520.26
8450.26 3151.39
8452.95 2626.28
8455.65 2220.71
8458.34 2268.1
8461.03 2205.28
8463.72 3257.89
8466.42 2791
8469.11 2701.1
8471.8 1843.21
8474.49 2567.59
8477.18 2401.89
8479.87 2149.74
8482.56 2344.86
8485.25 1986.26
8487.94 3395.56
8490.63 2565.66
8493.32 2755.4
8496.01 1623.42
8498.7 2603.66
8501.38 2396.11
8504.07 1897.21
8506.76 2215.03
8509.45 1976.07
8512.13 1979.02
8514.82 2349.97
8517.51 2740.09
8520.19 2203.1
8522.88 2521.51
8525.56 2347.91
8528.25 2170.67
8530.93 2319.79
8533.62 2428.97
8536.3 2548.35
8538.99 2369.54
8541.67 1618.63
8544.35 1960.21
8547.03 3021.21
8549.72 1930.38
8552.4 1995.5
8555.08 2131.29
8557.76 2335.03
8560.45 2430.37
8563.13 2396.06
8565.81 2378.05
8568.49 2305.42
8571.17 2543.64
8573.85 2006.92
8576.53 1921.97
8579.21 2498.5
8581.89 2095.6
8584.57 2096.72
8587.24 3035.7
8589.92 2630.72
8592.6 2391.9
8595.28 2184.25
8597.95 2601.52
8600.63 2247.13
8603.31 2522.92
8605.98 2154.16
8608.66 2128.64
8611.34 1975.35
8614.01 2974.09
8616.69 2604.88
8619.36 2441.77
8622.04 1394.79
8624.71 1691.73
8627.38 3269.61
8630.06 2894.4
8632.73 2247.12
8635.4 2633.63
8638.08 2050.74
8640.75 2429.87
8643.42 1450.85
8646.09 2305.67
8648.76 3034.67
8651.43 1660.21
8654.11 2298.05
8656.78 2017.04
8659.45 1656.67
8662.12 2257.19
8664.79 2376.84
8667.45 1586.67
8670.12 2353.49
8672.79 2032.02
8675.46 2819.64
8678.13 2571.79
8680.8 1817.48
8683.46 2478.03
8686.13 2018.76
8688.8 2503.51
8691.46 2596.85
8694.13 3000.48
8696.8 2121.98
8699.46 3005.02
8702.13 2852.5
8704.79 2342.38
8707.46 2511.92
8710.12 2431.41
8712.78 2337.29
8715.45 2276.64
8718.11 2824.98
8720.77 2161.51
8723.44 2550.68
8726.1 2204.16
8728.76 2636.16
8731.42 2148.23
8734.08 2693.37
8736.74 2847.6
8739.4 2648.6
8742.07 2247.24
8744.73 3024.08
8747.38 2256.56
8750.04 2195.86
8752.7 2596.21
8755.36 2614.44
8758.02 3347.82
8760.68 1740.52
8763.34 2648.19
8765.99 1939.35
8768.65 2437.9
8771.31 1315.76
8773.96 2793.05
8776.62 2650.05
8779.28 2680.91
8781.93 1994.93
8784.59 2624.79
8787.24 2258.58
8789.9 3120.94
8792.55 1781.68
8795.21 2304.31
8797.86 2075.48
8800.51 2177.75
8803.17 2501.79
8805.82 2700.3
8808.47 2626.17
8811.12 2241.88
8813.77 2502.89
8816.43 2358.58
8819.08 2766.4
8821.73 2922
8824.38 2742.66
8827.03 2403.36
8829.68 1512.56
8832.33 2250.93
8834.98 2216.22
8837.62 1929.2
8840.27 2427.6
8842.92 1151.03
8845.57 2248.28
8848.22 2485.82
8850.86 2422.98
8853.51 1677.43
8856.16 2819.47
8858.8 2169.58
8861.45 2377.26
8864.09 2232.42
8866.74 2525.98
8869.38 2680.96
8872.03 2390.33
8874.67 2278.49
8877.32 1841.03
8879.96 464.095
8882.6 1014.5
8885.25 -418.692
8887.89 1662.91
8890.53 2442.96
8893.17 1612.84
8895.81 2829.06
8898.46 3343.16
8901.1 2635.53
8903.74 2780.25
8906.38 1608.88
8909.02 1504.59
8911.66 1524.49
8914.29 3527.61
8916.93 4167
8919.57 2906.93
8922.21 45.8283
8924.85 1495.01
8927.49 2159.41
8930.12 2137.27
8932.76 2552.38
8935.4 1896
8938.03 3189.32
8940.67 2763.16
8943.3 2375.33
8945.94 2646.86
8948.57 1618.39
8951.21 2391.62
8953.84 3397.65
8956.48 3253.82
8959.11 1611.71
8961.74 485.897
8964.37 1725.52
8967.01 1494.11
8969.64 1492.74
8972.27 1928.43
8974.9 2487.25
8977.53 1811.02
8980.16 2415.96
8982.79 1347
8985.42 2359.92
8988.05 1230.2
8990.68 2337.32
8993.31 2410.11
8995.94 1978.56
8998.57 2955.19
9001.2 2243.34
9003.82 2196.12
9006.45 2457.03
9009.08 2409.18
9011.7 2226.28
9014.33 2057.58
9016.96 2109.27
9019.58 2182.08
9022.21 2277.87
9024.83 1955.15
9027.46 2054.68
9030.08 2174.36
9032.7 1814.6
9035.33 3484.33
9037.95 2580.89
9040.57 2626.32
9043.2 3230.17
9045.82 2463.15
9048.44 2856.27
9051.06 2786.74
9053.68 2131.29
9056.3 2363.12
9058.92 2244.03
9061.54 2195.22
9064.16 2349.75
9066.78 1440.47
9069.4 2261.1
9072.02 1738.62
9074.64 1998.37
9077.26 2303.56
9079.87 2078.35
9082.49 1849.93
9085.11 2484.29
9087.72 2322.83
9090.34 2016.49
9092.96 2094.95
9095.57 1650.86
9098.19 2540.01
9100.8 2526.55
9103.41 2155.51
9106.03 1775.14
9108.64 2262.08
9111.26 2724.53
9113.87 1529.89
9116.48 2097.71
9119.09 2400.87
9121.71 2140.11
9124.32 2179.49
9126.93 2272.95
9129.54 1014.01
9132.15 1894.64
9134.76 2215.5
9137.37 2126.33
9139.98 2393.64
9142.59 2518.04
9145.2 1849.86
9147.8 2031.09
9150.41 2106.68
9153.02 2193.43
9155.63 1794.01
9158.23 2223.68
9160.84 1946.28
9163.45 2222.52
9166.05 2224.71
9168.66 1376.07
