@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.767
@SPECTRUM spectrum_04D1qd_688.dat
@SN-NAME 04D1qd
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -0.158
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.328            0.00000        0.60860
       4151.804            0.00000        0.74809
       4154.279            0.00000        0.84882
       4156.755            0.00000        0.56292
       4159.232            0.00000        0.57168
       4161.709            0.00000        0.40508
       4164.187            0.00000        0.39484
       4166.665            0.00000        0.68116
       4169.143            0.00000        0.45029
       4171.622            0.00000        0.91744
       4174.101            0.00000        0.41057
       4176.580            0.00000        0.69740
       4179.060            0.00000        0.41332
       4181.541            0.00000        0.63094
       4184.021           -0.29950        0.43402
       4186.502            0.16110        0.31444
       4188.984           -0.14850        0.25107
       4191.466           -0.35530        0.26781
       4193.949            0.23980        0.19532
       4196.432           -0.06460        0.14224
       4198.915           -0.07270        0.11919
       4201.398            0.07800        0.10889
       4203.882            0.07000        0.09226
       4206.367           -0.03920        0.07792
       4208.852            0.04460        0.06866
       4211.337            0.06340        0.06181
       4213.823           -0.00960        0.05294
       4216.309            0.02160        0.04524
       4218.796            0.03470        0.04250
       4221.283            0.06820        0.04028
       4223.771            0.04780        0.03342
       4226.258            0.02030        0.03120
       4228.747            0.00950        0.02712
       4231.235            0.00030        0.02594
       4233.724           -0.01500        0.02330
       4236.213           -0.01420        0.02160
       4238.703            0.04110        0.02069
       4241.193            0.01520        0.01898
       4243.684            0.01690        0.01871
       4246.175            0.02300        0.01688
       4248.667           -0.00190        0.01623
       4251.159           -0.00330        0.01550
       4253.651            0.00530        0.01454
       4256.144            0.00200        0.01410
       4258.637           -0.01100        0.01351
       4261.130            0.01640        0.01304
       4263.624            0.01760        0.01291
       4266.118            0.02300        0.01232
       4268.613           -0.00420        0.01155
       4271.108            0.00070        0.01110
       4273.604            0.01590        0.01096
       4276.099            0.03810        0.01085
       4278.596            0.00800        0.01021
       4281.092           -0.00120        0.00972
       4283.589            0.01030        0.00938
       4286.087            0.01460        0.00938
       4288.584            0.01010        0.00889
       4291.083            0.01390        0.00888
       4293.582            0.01550        0.00845
       4296.081            0.00970        0.00833
       4298.580           -0.00310        0.00795
       4301.080           -0.00750        0.00779
       4303.580            0.01110        0.00773
       4306.081            0.00900        0.00748
       4308.582            0.01700        0.00748
       4311.083            0.00820        0.00750
       4313.585            0.00280        0.00742
       4316.087            0.00990        0.00737
       4318.590            0.01380        0.00717
       4321.093            0.00150        0.00709
       4323.596            0.01130        0.00687
       4326.100            0.00690        0.00675
       4328.604            0.00440        0.00650
       4331.108            0.00610        0.00643
       4333.613            0.01440        0.00639
       4336.119           -0.00300        0.00622
       4338.624            0.01220        0.00623
       4341.130            0.00610        0.00601
       4343.637            0.00530        0.00599
       4346.144            0.01540        0.00590
       4348.651           -0.00700        0.00583
       4351.158            0.01500        0.00581
       4353.667            0.00850        0.00584
       4356.175            0.00760        0.00563
       4358.684            0.00530        0.00558
       4361.193            0.02090        0.00561
       4363.702            0.01240        0.00552
       4366.212            0.00930        0.00544
       4368.722            0.00870        0.00541
       4371.233           -0.00170        0.00539
       4373.744            0.00510        0.00530
       4376.255           -0.00050        0.00523
       4378.767            0.01000        0.00523
       4381.279            0.00590        0.00514
       4383.792            0.00900        0.00513
       4386.305            0.00960        0.00507
       4388.818            0.01160        0.00503
       4391.332            0.01170        0.00499
       4393.846            0.00250        0.00497
       4396.360            0.00420        0.00496
       4398.875            0.00080        0.00504
       4401.390            0.01000        0.00497
       4403.906            0.01280        0.00515
       4406.422            0.00900        0.00515
       4408.938           -0.00230        0.00513
       4411.455            0.00370        0.00520
       4413.972           -0.00460        0.00516
       4416.489            0.01300        0.00523
       4419.007            0.00170        0.00512
       4421.525            0.01090        0.00509
       4424.044            0.00950        0.00505
       4426.562            0.00670        0.00498
       4429.082            0.00230        0.00494
       4431.602            0.00770        0.00491
       4434.122            0.01270        0.00487
       4436.642            0.00910        0.00475
       4439.163           -0.00010        0.00468
       4441.684            0.00020        0.00472
       4444.205            0.01250        0.00470
       4446.727            0.00210        0.00463
       4449.250            0.01490        0.00459
       4451.772            0.00970        0.00452
       4454.295            0.00760        0.00450
       4456.818            0.00920        0.00441
       4459.342            0.00900        0.00441
       4461.866            0.00700        0.00434
       4464.390            0.00390        0.00428
       4466.915            0.00380        0.00437
       4469.440            0.00790        0.00433
       4471.965            0.00880        0.00434
       4474.491            0.00760        0.00437
       4477.018            0.00480        0.00425
       4479.544            0.00450        0.00427
       4482.071            0.00820        0.00427
       4484.598            0.00430        0.00423
       4487.126            0.01130        0.00424
       4489.654            0.00080        0.00422
       4492.182            0.00650        0.00422
       4494.711            0.00520        0.00422
       4497.240            0.01020        0.00424
       4499.769            0.00800        0.00422
       4502.299            0.00610        0.00423
       4504.829            0.00800        0.00428
       4507.359            0.00460        0.00422
       4509.891            0.00740        0.00419
       4512.422            0.01150        0.00418
       4514.953            0.00610        0.00421
       4517.485            0.01270        0.00419
       4520.017            0.00310        0.00417
       4522.550            0.00250        0.00417
       4525.083            0.01030        0.00416
       4527.616            0.00720        0.00423
       4530.150            0.01390        0.00426
       4532.684           -0.00270        0.00421
       4535.218            0.00770        0.00427
       4537.753            0.00900        0.00428
       4540.288            0.00840        0.00429
       4542.823            0.00090        0.00427
       4545.359            0.00620        0.00424
       4547.895            0.00930        0.00418
       4550.431            0.00860        0.00418
       4552.968            0.00410        0.00418
       4555.505            0.00290        0.00411
       4558.043            0.00590        0.00410
       4560.581            0.00940        0.00404
       4563.119            0.00080        0.00404
       4565.657            0.00680        0.00401
       4568.196            0.00520        0.00402
       4570.735            0.00600        0.00397
       4573.275            0.00570        0.00401
       4575.814            0.00690        0.00404
       4578.355            0.00790        0.00400
       4580.896            0.01130        0.00398
       4583.436            0.00470        0.00402
       4585.978            0.00130        0.00399
       4588.519            0.00950        0.00396
       4591.061            0.00860        0.00394
       4593.603            0.00880        0.00388
       4596.146            0.00370        0.00392
       4598.688            0.00990        0.00387
       4601.232            0.00290        0.00381
       4603.775            0.00650        0.00380
       4606.319            0.00310        0.00385
       4608.864            0.00970        0.00380
       4611.408            0.00680        0.00375
       4613.953            0.00710        0.00379
       4616.499            0.01100        0.00382
       4619.044            0.00740        0.00375
       4621.590            0.01030        0.00377
       4624.136            0.00300        0.00381
       4626.683            0.00270        0.00378
       4629.230            0.00410        0.00381
       4631.777            0.01050        0.00374
       4634.325            0.00770        0.00376
       4636.873            0.00810        0.00369
       4639.421            0.00890        0.00373
       4641.970            0.01360        0.00363
       4644.519           -0.00200        0.00366
       4647.068            0.00610        0.00364
       4649.617            0.01110        0.00365
       4652.167            0.00780        0.00370
       4654.717            0.00120        0.00372
       4657.268            0.00910        0.00374
       4659.819            0.00040        0.00374
       4662.370            0.00310        0.00374
       4664.922            0.01190        0.00378
       4667.474            0.01220        0.00381
       4670.026            0.00850        0.00376
       4672.578            0.00650        0.00373
       4675.131            0.00380        0.00374
       4677.684            0.01310        0.00374
       4680.238            0.00690        0.00376
       4682.792            0.01090        0.00372
       4685.346            0.00580        0.00369
       4687.900            0.00720        0.00369
       4690.455            0.00640        0.00368
       4693.010            0.00760        0.00366
       4695.565            0.01110        0.00362
       4698.121            0.01030        0.00360
       4700.677            0.01120        0.00360
       4703.234            0.00180        0.00360
       4705.791            0.01140        0.00361
       4708.347            0.01290        0.00359
       4710.905            0.00410        0.00357
       4713.462            0.00830        0.00360
       4716.021            0.00840        0.00360
       4718.579            0.00510        0.00357
       4721.137            0.00510        0.00361
       4723.696            0.00390        0.00359
       4726.255            0.00670        0.00355
       4728.815            0.01370        0.00354
       4731.375            0.00360        0.00353
       4733.935            0.01270        0.00351
       4736.496            0.00800        0.00347
       4739.056            0.00770        0.00349
       4741.618            0.01100        0.00351
       4744.179            0.00920        0.00347
       4746.741            0.00960        0.00348
       4749.303            0.00220        0.00348
       4751.865            0.01170        0.00345
       4754.428            0.01040        0.00348
       4756.991            0.01030        0.00342
       4759.554            0.00460        0.00342
       4762.118            0.00460        0.00343
       4764.682            0.00140        0.00343
       4767.246            0.01310        0.00345
       4769.811            0.00810        0.00343
       4772.375            0.01250        0.00347
       4774.940            0.00920        0.00347
       4777.506            0.00100        0.00343
       4780.071            0.00500        0.00347
       4782.638            0.00680        0.00347
       4785.204            0.00320        0.00347
       4787.771            0.01150        0.00344
       4790.337            0.00810        0.00344
       4792.905            0.01140        0.00342
       4795.473            0.01150        0.00346
       4798.041            0.00730        0.00348
       4800.608            0.00890        0.00345
       4803.177            0.00530        0.00345
       4805.746            0.00740        0.00342
       4808.315            0.00960        0.00347
       4810.884            0.00680        0.00350
       4813.454            0.00740        0.00352
       4816.024            0.00400        0.00354
       4818.594            0.01540        0.00361
       4821.165            0.00960        0.00364
       4823.736            0.00900        0.00367
       4826.307            0.00700        0.00363
       4828.878            0.01030        0.00365
       4831.450            0.00730        0.00362
       4834.022            0.00890        0.00363
       4836.595            0.00770        0.00360
       4839.167            0.01030        0.00360
       4841.741            0.00540        0.00358
       4844.314            0.00720        0.00352
       4846.887            0.00100        0.00350
       4849.461            0.00030        0.00347
       4852.035            0.00950        0.00343
       4854.610            0.00280        0.00342
       4857.185            0.00730        0.00335
       4859.760           -0.00150        0.00331
       4862.335            0.00530        0.00333
