# SNID ztf18aatrtkc
# OBSERVERS = Rich/Huddleston/Wise
# RA 278.7102916666666
# OBS_DATE 2024-08-10 10:16:26.46
# DEC 49.93186111111111
# INSTRUMENT KAST
# wavelength flux flux_err
3470.76584724 0.11858850 0.12035707
3471.77810555 0.17585603 0.14401959
3472.79036386 0.35421017 0.11734926
3473.80262218 0.47308665 0.12276766
3474.81488049 0.37223815 0.12912544
3475.82713880 0.08781001 0.10946577
3476.83939711 0.07606181 0.12532430
3477.85165542 0.18747285 0.12115299
3478.86391373 0.28297603 0.13466558
3479.87617204 0.18084882 0.14536124
3480.88843036 0.40274150 0.14946594
3481.90068867 0.31515485 0.15082924
3482.91294698 0.27520553 0.14877928
3483.92520529 0.46161140 0.15007980
3484.93746360 0.21128411 0.13010319
3485.94972191 0.41455045 0.14586931
3486.96198022 0.45018218 0.14466662
3487.97423854 0.55820930 0.13868882
3488.98649685 0.37788379 0.12224319
3489.99875516 0.22050713 0.12167107
3491.01101347 0.24217666 0.12266544
3492.02327178 0.38411910 0.12879474
3493.03553009 0.25839094 0.11662406
3494.04778840 0.30522574 0.12998144
3495.06004672 0.20652664 0.12417800
3496.07230503 0.36943525 0.11114257
3497.08456334 0.33437020 0.12280886
3498.09682165 0.27693519 0.12463772
3499.10907996 0.09419192 0.11442521
3500.12133827 0.11216890 0.11421410
3501.13359658 0.36595017 0.10829393
3502.14585490 0.15095910 0.12099739
3503.15811321 0.21771437 0.11812125
3504.17037152 0.18611506 0.12813604
3505.18262983 0.38804910 0.12929983
3506.19488814 0.36539300 0.12099517
3507.20714645 0.09478319 0.10949738
3508.21940476 0.30786686 0.12487941
3509.23166308 0.46876296 0.13470874
3510.24392139 0.40065152 0.13176130
3511.25617970 0.60333760 0.12836752
3512.26843801 0.37747129 0.11862339
3513.28069632 0.18831386 0.12470845
3514.29295463 0.31851273 0.12673365
3515.30521294 0.06487890 0.11014196
3516.31747126 0.24226127 0.12172584
3517.32972957 0.56661687 0.13644763
3518.34198788 0.43315650 0.10975261
3519.35424619 0.37135569 0.10968245
3520.36650450 0.36064370 0.11481493
3521.37876281 0.33753707 0.13379457
3522.39102112 0.07572393 0.12001690
3523.40327944 0.34415721 0.12418137
3524.41553775 0.33938931 0.11500694
3525.42779606 0.08890356 0.10549353
3526.44005437 0.06739405 0.11343084
3527.45231268 0.16870376 0.10834417
3528.46457099 0.40801380 0.11777896
3529.47682930 0.47560893 0.11127951
3530.48908762 0.60276555 0.12903249
3531.50134593 0.50462449 0.11388315
3532.51360424 0.32045564 0.11930949
3533.52586255 0.42136417 0.14007718
3534.53812086 0.35213076 0.11908240
3535.55037917 0.33666271 0.11861091
3536.56263748 0.49713105 0.13170256
3537.57489580 0.36484181 0.12417678
3538.58715411 0.57295731 0.14382442
