#PI: Shappee 
#OBJECT: ASASSN-14lp 
#JD: 2457026.81409 
# 
#Angstrom    Flux(erg/s/cm**2/Angstrom) 
3613.2 4.5165914e-14 
3614.3 4.8894115e-14 
3615.5 6.7045571e-14 
3616.6 4.4923635e-14 
3617.7 4.8510422e-14 
3618.8 6.1147041e-14 
3619.9 6.4234348e-14 
3621.0 5.0886957e-14 
3622.1 4.9438465e-14 
3623.3 3.9458485e-14 
3624.4 3.600368e-14 
3625.5 3.077485e-14 
3626.6 4.3729818e-14 
3627.7 4.9432088e-14 
3628.8 6.0338357e-14 
3629.9 5.5012259e-14 
3631.1 4.4048293e-14 
3632.2 3.5836508e-14 
3633.3 3.7831766e-14 
3634.4 5.052184e-14 
3635.5 4.56013e-14 
3636.6 4.1326888e-14 
3637.7 4.663438e-14 
3638.9 4.4523688e-14 
3640.0 3.7859232e-14 
3641.1 4.9156701e-14 
3642.2 4.3693494e-14 
3643.3 3.775227e-14 
3644.4 4.3049151e-14 
3645.5 4.3253455e-14 
3646.7 3.868143e-14 
3647.8 4.2209719e-14 
3648.9 4.6948009e-14 
3650.0 5.4874631e-14 
3651.1 4.1333428e-14 
3652.2 3.44192e-14 
3653.3 4.970081e-14 
3654.5 4.3245208e-14 
3655.6 3.9791775e-14 
3656.7 4.4756883e-14 
3657.8 3.7476891e-14 
3658.9 3.6337435e-14 
3660.0 4.5063559e-14 
3661.1 4.4090835e-14 
3662.3 4.1287478e-14 
3663.4 3.1492438e-14 
3664.5 3.6257298e-14 
3665.6 4.5490515e-14 
3666.7 4.665889e-14 
3667.8 4.0686743e-14 
3668.9 4.0350185e-14 
3670.0 4.1039274e-14 
3671.2 4.0434643e-14 
3672.3 3.296215e-14 
3673.4 3.355023e-14 
3674.5 3.4352988e-14 
3675.6 3.2497014e-14 
3676.7 3.2286959e-14 
3677.8 3.2508469e-14 
3679.0 2.9588034e-14 
3680.1 2.7689774e-14 
3681.2 2.9072201e-14 
3682.3 3.2005302e-14 
3683.4 2.9269351e-14 
3684.5 2.9530444e-14 
3685.6 3.3828846e-14 
3686.8 2.7771027e-14 
3687.9 2.5750863e-14 
3689.0 2.644941e-14 
3690.1 2.5082556e-14 
3691.2 2.2450718e-14 
3692.3 2.2585729e-14 
3693.4 2.5161918e-14 
3694.6 2.4071318e-14 
3695.7 2.3883041e-14 
3696.8 2.4454486e-14 
3697.9 1.9486733e-14 
3699.0 2.0746327e-14 
3700.1 2.3108659e-14 
3701.2 2.0277141e-14 
3702.4 2.0585181e-14 
3703.5 2.5106599e-14 
3704.6 1.9154219e-14 
3705.7 1.7451206e-14 
3706.8 1.9880476e-14 
3707.9 1.824516e-14 
3709.0 1.9399582e-14 
3710.2 2.3649138e-14 
3711.3 2.2787692e-14 
3712.4 1.995063e-14 
3713.5 1.8662881e-14 
3714.6 1.8177164e-14 
3715.7 1.8411598e-14 
3716.8 1.8199999e-14 
3718.0 1.6042374e-14 
3719.1 1.7559732e-14 
3720.2 1.8103926e-14 
3721.3 1.8946792e-14 
3722.4 1.8163282e-14 
3723.5 1.8807375e-14 
3724.6 1.8262454e-14 
3725.7 1.7026982e-14 
3726.9 1.550859e-14 
3728.0 1.8652476e-14 
3729.1 1.7577402e-14 
