@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.700
@SPECTRUM spectrum_04D2iu_497.dat
@SN-NAME 04D2iu
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 9.810
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.262            0.00000        0.60343
       4151.735            0.00000        0.62960
       4154.210            0.00000        0.55481
       4156.685            0.00000        0.57455
       4159.159            0.00000        0.93654
       4161.635            0.00000        0.66369
       4164.111            0.00000        0.59564
       4166.587            0.00000        0.89089
       4169.064            0.00000        0.79053
       4171.541            0.00000        0.82025
       4174.019           -0.92650        0.74582
       4176.497           -0.50860        0.50388
       4178.975            0.06390        0.36276
       4181.454           -0.33990        0.31900
       4183.933            0.13660        0.26561
       4186.413           -0.04540        0.23407
       4188.893           -0.11520        0.21635
       4191.374            0.01260        0.18243
       4193.854            0.03420        0.17031
       4196.336            0.13510        0.14251
       4198.817            0.00980        0.12755
       4201.300            0.09990        0.11535
       4203.782            0.09420        0.10024
       4206.266           -0.01510        0.08945
       4208.749            0.04350        0.07809
       4211.233           -0.10580        0.07352
       4213.717           -0.00060        0.06670
       4216.202            0.11120        0.05874
       4218.687            0.00600        0.05152
       4221.172            0.00380        0.04803
       4223.659           -0.00330        0.04178
       4226.145            0.04320        0.04052
       4228.632            0.00500        0.03616
       4231.119           -0.01630        0.03336
       4233.606            0.02090        0.03259
       4236.095           -0.00070        0.03053
       4238.583            0.00300        0.02864
       4241.072            0.02680        0.02723
       4243.561           -0.00610        0.02484
       4246.051           -0.00560        0.02421
       4248.541           -0.04720        0.02274
       4251.031            0.00830        0.02240
       4253.522            0.00400        0.02163
       4256.013           -0.03340        0.02027
       4258.505            0.00260        0.01952
       4260.997           -0.03210        0.01950
       4263.490           -0.00900        0.01840
       4265.982            0.01680        0.01744
       4268.476            0.01270        0.01743
       4270.970           -0.02120        0.01654
       4273.464           -0.02670        0.01628
       4275.958            0.00850        0.01532
       4278.453            0.00780        0.01522
       4280.949           -0.01350        0.01454
       4283.444            0.02390        0.01421
       4285.940            0.00200        0.01387
       4288.437           -0.00030        0.01345
       4290.934            0.01080        0.01262
       4293.431           -0.00070        0.01265
       4295.929            0.00350        0.01220
       4298.427           -0.00440        0.01175
       4300.926            0.03260        0.01153
       4303.424            0.02030        0.01099
       4305.924           -0.01720        0.01113
       4308.424           -0.00050        0.01065
       4310.924           -0.00610        0.01088
       4313.424            0.00870        0.01069
       4315.925            0.00450        0.01031
       4318.427           -0.01010        0.01044
       4320.928            0.00880        0.01005
       4323.430           -0.01020        0.00998
       4325.933           -0.01450        0.00982
       4328.436           -0.00690        0.00967
       4330.939           -0.00570        0.00934
       4333.442            0.00210        0.00917
       4335.947           -0.00580        0.00890
       4338.451           -0.00790        0.00896
       4340.956           -0.00450        0.00902
       4343.461            0.00060        0.00886
       4345.967           -0.01130        0.00859
       4348.473            0.00590        0.00850
       4350.979            0.00440        0.00835
       4353.486            0.00190        0.00842
       4355.993            0.00620        0.00850
       4358.500            0.00110        0.00838
       4361.008           -0.01340        0.00834
       4363.517           -0.00330        0.00806
       4366.025           -0.00310        0.00809
       4368.535            0.00900        0.00797
       4371.044            0.01110        0.00787
       4373.554            0.00280        0.00785
       4376.064           -0.00410        0.00784
       4378.575           -0.01160        0.00755
       4381.086            0.00540        0.00738
       4383.597            0.00440        0.00753
       4386.109            0.00990        0.00735
       4388.621            0.00300        0.00732
       4391.134           -0.00150        0.00725
       4393.646            0.00370        0.00714
       4396.160           -0.00940        0.00714
       4398.673            0.00140        0.00737
       4401.188           -0.00910        0.00692
       4403.702            0.00390        0.00709
       4406.217           -0.00180        0.00715
       4408.732           -0.00290        0.00705
       4411.248           -0.00220        0.00713
       4413.764           -0.00330        0.00701
       4416.280            0.00500        0.00704
       4418.796           -0.00980        0.00687
       4421.313           -0.01030        0.00668
       4423.831           -0.00080        0.00679
       4426.349           -0.00310        0.00673
       4428.867            0.00030        0.00670
       4431.385            0.00980        0.00659
       4433.904            0.00820        0.00658
       4436.424           -0.00470        0.00668
       4438.943           -0.00330        0.00647
       4441.463           -0.01340        0.00659
       4443.984           -0.00940        0.00650
       4446.504           -0.01280        0.00652
       4449.025           -0.00920        0.00640
       4451.547           -0.00140        0.00662
       4454.069           -0.00040        0.00635
       4456.591            0.00860        0.00623
       4459.114           -0.00680        0.00621
       4461.637            0.00700        0.00621
       4464.160            0.00170        0.00625
       4466.684           -0.00320        0.00622
       4469.208            0.00270        0.00624
       4471.732            0.00430        0.00627
       4474.257            0.00760        0.00623
       4476.782           -0.00170        0.00622
       4479.308           -0.00460        0.00627
       4481.834            0.00010        0.00626
       4484.360           -0.00380        0.00614
       4486.887           -0.00520        0.00621
       4489.414           -0.00660        0.00603
       4491.941            0.00090        0.00604
       4494.469           -0.00390        0.00608
       4496.997           -0.00130        0.00614
       4499.525           -0.01650        0.00620
       4502.054            0.00090        0.00612
       4504.583           -0.00380        0.00611
       4507.112           -0.00710        0.00617
       4509.642            0.00810        0.00613
       4512.172            0.00220        0.00611
       4514.703           -0.00570        0.00614
       4517.234            0.00530        0.00600
       4519.765           -0.00810        0.00599
       4522.297           -0.00920        0.00619
       4524.829           -0.00810        0.00596
       4527.361           -0.00520        0.00604
       4529.894           -0.00510        0.00588
       4532.427            0.00820        0.00602
       4534.960           -0.00730        0.00599
       4537.494            0.00140        0.00602
       4540.028           -0.00690        0.00593
       4542.562            0.00190        0.00600
       4545.097           -0.00130        0.00593
       4547.632            0.00320        0.00584
       4550.168           -0.00070        0.00598
       4552.704            0.00910        0.00584
       4555.240           -0.00060        0.00577
       4557.776           -0.00190        0.00573
       4560.313            0.00760        0.00573
       4562.851           -0.00660        0.00591
       4565.388            0.00540        0.00581
       4567.926            0.00470        0.00565
       4570.464            0.00290        0.00572
       4573.003           -0.00120        0.00579
       4575.542            0.00810        0.00566
       4578.082           -0.00140        0.00572
       4580.621           -0.00450        0.00561
       4583.161            0.00830        0.00567
       4585.702           -0.00540        0.00566
       4588.242            0.00260        0.00553
       4590.783            0.00200        0.00552
       4593.325            0.00000        0.00547
       4595.866           -0.00080        0.00543
       4598.408            0.00390        0.00542
       4600.951           -0.00110        0.00542
       4603.494           -0.00780        0.00545
       4606.037           -0.00050        0.00548
       4608.580           -0.00030        0.00552
       4611.124           -0.00030        0.00544
       4613.668            0.00240        0.00545
       4616.212            0.00380        0.00545
       4618.757            0.00460        0.00543
       4621.302            0.00580        0.00541
       4623.848           -0.00060        0.00549
       4626.393           -0.00180        0.00541
       4628.939            0.00250        0.00540
       4631.486            0.00410        0.00535
       4634.033            0.01490        0.00535
       4636.580            0.00700        0.00539
       4639.127            0.00600        0.00528
       4641.675            0.00740        0.00525
       4644.223            0.00060        0.00522
       4646.771           -0.00710        0.00531
       4649.320           -0.00650        0.00524
       4651.870            0.00220        0.00521
       4654.419            0.00330        0.00526
       4656.969            0.00620        0.00533
       4659.519            0.00470        0.00538
       4662.069           -0.00640        0.00537
       4664.620            0.00900        0.00536
       4667.171           -0.00130        0.00531
       4669.723           -0.00090        0.00524
       4672.274            0.00290        0.00527
       4674.826           -0.00160        0.00522
       4677.378           -0.00020        0.00538
       4679.931            0.00150        0.00516
       4682.484           -0.00500        0.00522
       4685.038            0.00090        0.00515
       4687.591           -0.00840        0.00523
       4690.146            0.00750        0.00512
       4692.700           -0.00330        0.00515
       4695.254            0.00040        0.00506
       4697.810           -0.00450        0.00503
       4700.365           -0.00170        0.00510
       4702.920           -0.00370        0.00506
       4705.477            0.00310        0.00502
       4708.033           -0.00200        0.00500
       4710.589           -0.01270        0.00504
       4713.146           -0.00190        0.00506
       4715.704           -0.00380        0.00505
       4718.261            0.00920        0.00517
       4720.819           -0.00330        0.00506
       4723.377           -0.00490        0.00516
       4725.936           -0.01010        0.00497
       4728.495            0.00340        0.00500
       4731.054            0.00410        0.00500
       4733.613            0.00190        0.00497
       4736.173            0.00340        0.00497
       4738.733           -0.00690        0.00500
       4741.293           -0.00370        0.00491
       4743.854            0.00360        0.00492
       4746.415            0.00550        0.00492
       4748.977           -0.01100        0.00494
       4751.538            0.00840        0.00498
       4754.100           -0.00090        0.00486
       4756.663           -0.00140        0.00475
       4759.225            0.00280        0.00481
       4761.788            0.00280        0.00482
       4764.351           -0.00490        0.00485
       4766.915            0.00010        0.00479
       4769.479           -0.00350        0.00483
       4772.042            0.00310        0.00486
       4774.607            0.00410        0.00486
       4777.172           -0.00300        0.00486
       4779.737            0.00370        0.00486
       4782.302           -0.00350        0.00487
       4784.868           -0.00080        0.00485
       4787.434            0.00100        0.00476
       4790.000           -0.00120        0.00480
       4792.567           -0.00800        0.00478
       4795.134            0.00470        0.00478
       4797.701           -0.00330        0.00477
       4800.269           -0.00250        0.00482
       4802.837            0.01040        0.00478
       4805.405            0.00020        0.00474
       4807.973           -0.00510        0.00479
       4810.542           -0.00390        0.00476
       4813.111           -0.00230        0.00485
       4815.681            0.00770        0.00480
       4818.250            0.00330        0.00484
       4820.820           -0.00040        0.00487
       4823.390           -0.00220        0.00485
       4825.961           -0.00300        0.00481
       4828.532            0.00560        0.00483
       4831.103            0.00260        0.00482
       4833.674            0.00070        0.00483
       4836.246           -0.00360        0.00485
       4838.818            0.00950        0.00479
       4841.391           -0.00120        0.00476
       4843.963            0.00620        0.00475
