@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.437
@SPECTRUM spectrum_06D4co_1306.dat
@SN-NAME 06D4co
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 3.480
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.885            0.00000        0.63901
       4152.360            0.00000        0.94600
       4154.835            0.00000        0.68139
       4157.311           -0.09410        0.55892
       4159.788            0.73960        0.54793
       4162.264           -0.11010        0.43644
       4164.742           -0.32860        0.35165
       4167.220           -0.42680        0.27600
       4169.698            0.28120        0.26617
       4172.176           -0.15610        0.23689
       4174.655            0.37180        0.20740
       4177.134           -0.00750        0.19205
       4179.614           -0.06390        0.17441
       4182.095           -0.08990        0.16594
       4184.575            0.02740        0.15994
       4187.056            0.14660        0.15503
       4189.538            0.12910        0.13999
       4192.020            0.07500        0.13369
       4194.502           -0.08260        0.13085
       4196.985           -0.00720        0.10184
       4199.468           -0.07250        0.08976
       4201.951            0.09630        0.08375
       4204.435            0.01570        0.07252
       4206.920           -0.03970        0.07361
       4209.405            0.01290        0.06186
       4211.890            0.00500        0.05226
       4214.376            0.04150        0.04602
       4216.862            0.06340        0.04332
       4219.348            0.06570        0.04133
       4221.835            0.02630        0.03605
       4224.322            0.01250        0.03503
       4226.810            0.02250        0.03472
       4229.298            0.04820        0.02984
       4231.787            0.03580        0.02885
       4234.276            0.03470        0.02761
       4236.765            0.01990        0.02570
       4239.255           -0.01050        0.02445
       4241.745            0.07270        0.02420
       4244.236            0.04930        0.02254
       4246.727            0.01060        0.02096
       4249.218            0.00390        0.02092
       4251.710            0.02720        0.02123
       4254.202            0.02490        0.02133
       4256.694            0.03460        0.01846
       4259.188            0.01080        0.01863
       4261.682            0.01640        0.01815
       4264.175            0.04430        0.01778
       4266.669            0.00670        0.01659
       4269.164           -0.01830        0.01644
       4271.659            0.05080        0.01502
       4274.154            0.03430        0.01447
       4276.650            0.02410        0.01429
       4279.146            0.03010        0.01370
       4281.643            0.02570        0.01320
       4284.140            0.03410        0.01355
       4286.638            0.00360        0.01290
       4289.136            0.04870        0.01262
       4291.634            0.03890        0.01201
       4294.133            0.03910        0.01160
       4296.632            0.00420        0.01148
       4299.131            0.03640        0.01161
       4301.631            0.03630        0.01075
       4304.131            0.03690        0.01086
       4306.632            0.04090        0.00983
       4309.133            0.04580        0.01029
       4311.634           -0.00050        0.01075
       4314.136            0.03560        0.01047
       4316.638            0.02410        0.01010
       4319.141            0.02200        0.00999
       4321.644            0.04440        0.01035
       4324.147            0.03560        0.01020
       4326.651            0.00410        0.00942
       4329.155            0.03940        0.00940
       4331.660            0.01870        0.00931
       4334.165            0.02080        0.00924
       4336.670            0.01060        0.00884
       4339.176            0.01530        0.00893
       4341.682            0.02820        0.00861
       4344.189            0.02460        0.00825
       4346.696            0.02060        0.00851
       4349.203            0.03980        0.00857
       4351.710            0.02700        0.00831
       4354.218            0.02590        0.00784
       4356.728            0.01590        0.00800
       4359.236            0.03160        0.00840
       4361.745            0.02770        0.00820
       4364.255            0.01220        0.00809
       4366.765            0.03310        0.00803
       4369.275            0.02670        0.00780
       4371.786            0.02370        0.00761
       4374.297            0.02200        0.00772
       4376.809            0.02200        0.00741
       4379.320            0.01890        0.00751
       4381.833            0.02560        0.00739
       4384.345            0.01870        0.00725
       4386.858            0.02690        0.00710
       4389.372            0.02800        0.00717
       4391.886            0.02840        0.00692
       4394.400            0.01160        0.00705
       4396.915            0.02700        0.00737
       4399.429            0.03720        0.00715
       4401.944            0.03650        0.00696
       4404.460            0.02490        0.00693
       4406.977            0.02100        0.00728
       4409.493            0.02710        0.00697
       4412.010            0.01740        0.00718
       4414.527            0.03130        0.00720
       4417.044            0.01730        0.00706
       4419.562            0.02050        0.00696
       4422.081            0.02050        0.00687
       4424.600            0.02760        0.00697
       4427.119            0.02460        0.00701
       4429.638            0.02220        0.00690
       4432.158            0.03400        0.00662
       4434.678            0.02480        0.00682
       4437.199            0.02730        0.00673
       4439.720            0.02760        0.00667
       4442.241            0.03170        0.00657
       4444.762            0.02020        0.00656
       4447.284            0.01880        0.00657
       4449.807            0.02340        0.00650
       4452.330            0.02450        0.00649
       4454.853            0.03060        0.00658
       4457.376            0.03720        0.00645
       4459.900            0.02110        0.00619
       4462.424            0.02100        0.00620
       4464.949            0.01820        0.00640
       4467.474            0.03830        0.00638
       4469.999            0.02920        0.00651
       4472.525            0.03480        0.00627
       4475.051            0.03830        0.00632
       4477.577            0.04060        0.00626
       4480.104            0.03840        0.00626
       4482.631            0.02140        0.00628
       4485.159            0.02070        0.00639
       4487.687            0.03790        0.00608
       4490.214            0.03020        0.00644
       4492.743            0.01980        0.00629
       4495.272            0.03420        0.00625
       4497.801            0.03330        0.00626
       4500.331            0.03330        0.00606
       4502.861            0.01930        0.00606
       4505.391            0.03810        0.00620
       4507.922            0.02970        0.00631
       4510.453            0.03040        0.00611
       4512.984            0.03510        0.00636
       4515.516            0.02390        0.00611
       4518.048            0.02540        0.00615
       4520.581            0.02330        0.00600
       4523.113            0.02690        0.00581
       4525.646            0.03690        0.00596
       4528.180            0.02980        0.00624
       4530.714            0.04130        0.00600
       4533.249            0.02790        0.00597
       4535.783            0.03480        0.00593
       4538.318            0.02810        0.00605
       4540.853            0.02650        0.00617
       4543.389            0.03560        0.00615
       4545.925            0.03230        0.00621
       4548.461            0.02960        0.00602
       4550.998            0.03910        0.00576
       4553.535            0.03160        0.00595
       4556.072            0.02430        0.00587
       4558.610            0.03340        0.00582
       4561.148            0.03150        0.00567
       4563.687            0.03030        0.00602
       4566.226            0.02240        0.00588
       4568.765            0.03530        0.00589
       4571.304            0.04420        0.00562
       4573.844            0.02560        0.00579
       4576.384            0.03380        0.00582
       4578.924            0.03740        0.00601
       4581.465            0.03390        0.00583
       4584.006            0.03750        0.00588
       4586.548            0.03260        0.00578
       4589.090            0.02760        0.00587
       4591.632            0.03090        0.00564
       4594.174            0.04070        0.00562
       4596.717            0.02860        0.00565
       4599.261            0.02840        0.00587
       4601.804            0.02410        0.00569
       4604.348            0.02150        0.00576
       4606.892            0.02910        0.00582
       4609.437            0.03120        0.00576
       4611.981            0.02860        0.00568
       4614.527            0.03720        0.00560
       4617.073            0.03580        0.00571
       4619.619            0.03590        0.00554
       4622.165            0.03470        0.00561
       4624.711            0.03120        0.00562
       4627.258            0.01720        0.00560
       4629.806            0.02630        0.00557
       4632.354            0.03210        0.00551
       4634.901            0.03100        0.00556
       4637.449            0.03210        0.00553
       4639.998            0.03060        0.00566
       4642.547            0.03640        0.00555
       4645.096            0.01770        0.00535
       4647.646            0.03370        0.00555
       4650.196            0.02300        0.00547
       4652.746            0.02970        0.00556
       4655.296            0.02030        0.00542
       4657.847            0.03260        0.00552
       4660.398            0.02130        0.00570
       4662.950            0.02090        0.00554
       4665.502            0.02830        0.00554
       4668.054            0.03100        0.00554
       4670.607            0.02260        0.00546
       4673.160            0.02560        0.00541
       4675.713            0.02740        0.00541
       4678.266            0.02590        0.00543
       4680.820            0.01830        0.00529
       4683.375            0.04340        0.00549
       4685.929            0.02320        0.00555
       4688.484            0.04000        0.00534
       4691.039            0.02840        0.00535
       4693.594            0.03320        0.00542
       4696.150            0.02050        0.00523
       4698.706            0.03490        0.00533
       4701.263            0.02780        0.00532
       4703.819            0.02070        0.00526
       4706.376            0.02690        0.00516
       4708.934            0.02030        0.00523
       4711.492            0.02740        0.00528
       4714.050            0.03430        0.00526
       4716.608            0.02280        0.00530
       4719.167            0.03720        0.00533
       4721.726            0.03080        0.00532
       4724.285            0.02980        0.00525
       4726.844            0.03670        0.00538
       4729.404            0.02740        0.00529
       4731.965            0.03310        0.00521
       4734.525            0.02000        0.00525
       4737.086            0.03240        0.00531
       4739.647            0.02570        0.00516
       4742.208            0.02340        0.00516
       4744.771            0.03790        0.00517
       4747.333            0.03660        0.00512
       4749.895            0.03030        0.00526
       4752.458            0.02890        0.00527
       4755.021            0.02940        0.00527
       4757.584            0.02220        0.00520
       4760.147            0.03630        0.00529
       4762.712            0.02370        0.00498
       4765.276            0.02800        0.00514
       4767.841            0.03290        0.00504
       4770.406            0.02870        0.00515
       4772.971            0.02760        0.00520
       4775.536            0.03230        0.00521
       4778.103            0.03160        0.00525
       4780.668            0.02900        0.00509
       4783.235            0.03590        0.00512
       4785.802            0.03320        0.00506
       4788.369            0.02910        0.00510
       4790.936            0.02360        0.00507
       4793.504            0.02810        0.00520
       4796.072            0.01870        0.00517
       4798.640            0.02860        0.00506
       4801.209            0.03380        0.00528
       4803.778            0.03060        0.00520
       4806.347            0.02710        0.00513
       4808.916            0.03760        0.00523
       4811.486            0.03450        0.00517
       4814.057            0.03330        0.00520
       4816.626            0.02560        0.00515
       4819.197            0.02420        0.00511
       4821.768            0.02860        0.00520
       4824.339            0.03640        0.00516
       4826.912            0.03290        0.00516
       4829.483            0.04520        0.00505
       4832.056            0.03630        0.00519
       4834.628            0.03110        0.00505
       4837.201            0.03080        0.00524
       4839.774            0.02870        0.00502
       4842.348            0.02740        0.00497
       4844.921            0.02810        0.00498
       4847.495            0.03660        0.00494
       4850.069            0.03070        0.00504
       4852.644            0.03310        0.00486
       4855.219            0.03310        0.00472
       4857.793            0.02360        0.00483
       4860.370            0.03640        0.00483
       4862.945            0.03390        0.00483
       4865.521            0.03990        0.00478
