        wavelength                   f_lam                  e_lam              telcor
 3719.999999999982  2.5779857998416144e-17   4.74663286122759e-17                 1.0
3720.6999999999816 -1.2656092864128247e-17 4.6598460535436093e-17                 1.0
3721.3999999999814    -7.0715043009503e-19 4.6786471450649026e-17                 1.0
3722.0999999999813   3.275096306082763e-17  4.760514038420219e-17                 1.0
 3722.799999999981   -3.53369647569117e-17  4.655074139989937e-17                 1.0
 3723.499999999981  1.5151768049615182e-17 4.7304746397888575e-17                 1.0
3724.1999999999807 -1.5812097870282018e-18  4.645528588740879e-17                 1.0
3724.8999999999805  1.1781352770934543e-17 4.6518180590590075e-17                 1.0
3725.5999999999804   3.510967564989092e-17 4.7577449577703354e-17                 1.0
  3726.29999999998   7.258821575696605e-18 4.7356953661593006e-17                 1.0
  3726.99999999998  1.6408137658515535e-17  4.698008892141432e-17                 1.0
  3727.69999999998  3.6587086302585617e-17 4.7253349283526215e-17                 1.0
3728.3999999999796   6.415575586617874e-17 4.8042612198865555e-17                 1.0
3729.0999999999794   7.976823177413163e-18 4.7309811042834916e-17                 1.0
3729.7999999999793  -8.727420905855428e-18 4.6719229801428556e-17                 1.0
 3730.499999999979 -2.6366235304300544e-18 4.6126015338843104e-17                 1.0
 3731.199999999979 -2.2852681125324744e-18 4.7162699602615743e-17                 1.0
3731.8999999999787  -2.106307853194311e-17 4.7000723509170995e-17                 1.0
3732.5999999999785  -3.479119192809705e-18  4.693677715663545e-17                 1.0
3733.2999999999784 -2.8669648382689175e-17 4.5825457806673777e-17                 1.0
 3733.999999999978  -5.275975335524648e-18 4.6541939549885633e-17                 1.0
 3734.699999999978 -2.4074086326264388e-17  3.500837999358464e-17                 1.0
 3735.399999999978  -4.619103159146149e-17 3.4104883191933034e-17                 1.0
3736.0999999999776 -1.1295259857115955e-16   3.40616100861009e-17                 1.0
3736.7999999999774 -1.3495282843193906e-16 3.4985619554351954e-17                 1.0
3737.4999999999773 -1.1426759786361588e-18   3.55905216552717e-17                 1.0
 3738.199999999977  -7.599869846175173e-18  4.646180252520109e-17                 1.0
 3738.899999999977  -7.395238433956039e-18 4.7026794841228456e-17                 1.0
3739.5999999999767   -7.14408599751032e-18 4.6032019490214866e-17                 1.0
3740.2999999999765  -6.938265000061913e-18 4.5770969227493137e-17                 1.0
3740.9999999999764  -6.700901538013446e-18  4.583276171019557e-17                 1.0
 3741.699999999976  -4.680822609816162e-18  4.601838761723942e-17                 1.0
 3742.399999999976   3.056859420749355e-17  4.606826754627779e-17                 1.0
 3743.099999999976 -1.0831613517258901e-17 4.5521096142014684e-17                 1.0
3743.7999999999756   6.785119951030615e-18 4.5660935228335706e-17                 1.0
3744.4999999999754   1.250952612556596e-17 4.4734031472877565e-17                 1.0
3745.1999999999753  -3.386715436312916e-17  4.325305866455963e-17                 1.0
 3745.899999999975  1.2159194285909815e-17 4.4099719926971164e-17                 1.0
 3746.599999999975   5.731901692389518e-17  4.547994388280653e-17                 1.0
3747.2999999999747 -3.2470661294100483e-18 4.4088457398126594e-17                 1.0
3747.9999999999745  3.2268462656019774e-17  4.360578925243461e-17                 1.0
3748.6999999999744  1.6806499710600298e-17 4.2306674165488723e-17                 1.0
 3749.399999999974   2.886667850684908e-17  4.318829793755997e-17                 1.0
 3750.099999999974  -9.164226378061406e-18  4.278057348889055e-17                 1.0
 3750.799999999974  -5.547635034469575e-18 4.3728261994202346e-17                 1.0
3751.4999999999736 -8.5952909110445185e-19  4.288548578573268e-17                 1.0
3752.1999999999734  1.2324662064719262e-17  4.223540069796826e-17                 1.0
3752.8999999999733   9.286194546097919e-18 4.1770446113236163e-17                 1.0
 3753.599999999973   3.408798516959917e-17 4.2557743710980093e-17                 1.0
 3754.299999999973     5.9537427819686e-17 4.3989068186667435e-17                 1.0
3754.9999999999727 -1.4129321771956053e-18 4.3433836853626415e-17                 1.0
3755.6999999999725    8.41864467387628e-18  4.297578126874223e-17                 1.0
3756.3999999999724 -2.1124025306740512e-17 4.2140663889739656e-17                 1.0
 3757.099999999972  1.0472610377708497e-17   4.19374727798456e-17                 1.0
 3757.799999999972 -1.6594459640020588e-17  4.084604064131454e-17                 1.0
 3758.499999999972  3.0180729298012004e-17   4.18902275751207e-17                 1.0
3759.1999999999716  1.1735568068081386e-17  4.189701574876805e-17                 1.0
3759.8999999999714   4.411489081194235e-18  4.225527532508945e-17                 1.0
3760.5999999999713  1.8023961157300255e-17  4.204388978120101e-17                 1.0
 3761.299999999971  -1.612128376340651e-18  4.069489699436854e-17                 1.0
 3761.999999999971  -1.447338612684709e-17 4.0484860185014957e-17                 1.0
3762.6999999999707  1.0369361626164148e-17  4.064579404799011e-17                 1.0
3763.3999999999705  1.1282363680681051e-17  4.099676091893041e-17                 1.0
3764.0999999999704   2.219635875801327e-18  4.092930326246636e-17                 1.0
  3764.79999999997  1.5599552306109148e-17  4.106032082692324e-17                 1.0
  3765.49999999997  2.0537895042053026e-17  4.054052982340464e-17                 1.0
  3766.19999999997  -2.184065302324284e-17  3.991303597548067e-17                 1.0
3766.8999999999696   -8.16515097673063e-18  4.008010078415525e-17                 1.0
3767.5999999999694  1.6102358814044612e-17 4.0422189770250066e-17                 1.0
3768.2999999999693 -3.3602354210556143e-18 3.9844389705307785e-17                 1.0
 3768.999999999969  1.6328157302245243e-17  3.980586946462027e-17                 1.0
 3769.699999999969  1.0851903302393356e-17   3.96383181078018e-17                 1.0
3770.3999999999687   6.145620851350096e-18 3.9734505216891836e-17                 1.0
3771.0999999999685  -6.452673231358625e-18 3.9725861273489843e-17                 1.0
3771.7999999999683   9.211728033954219e-18  4.010828968581981e-17                 1.0
 3772.499999999968  -2.082507573849412e-18 4.0303239520989445e-17                 1.0
 3773.199999999968    1.23305186315068e-17   4.01217946661161e-17                 1.0
 3773.899999999968  1.1070897345005063e-17  3.979462898299733e-17                 1.0
3774.5999999999676   8.907864568871683e-18 3.9942951017539806e-17                 1.0
3775.2999999999674   4.896348400417409e-18  4.020436134441813e-17                 1.0
3775.9999999999673  3.4941152541526707e-17  4.000688877019265e-17                 1.0
 3776.699999999967    8.32229543545157e-19  3.936873241231792e-17                 1.0
 3777.399999999967  -6.660505490165782e-18  3.906603216019478e-17                 1.0
3778.0999999999667   5.228388559174216e-17  4.028274324501096e-17                 1.0
3778.7999999999665    4.15362805874622e-17 3.9878150094034396e-17                 1.0
3779.4999999999663   5.744796726619234e-17 3.9681003387618374e-17                 1.0
 3780.199999999966   2.897871786839144e-17  3.879152421188927e-17                 1.0
 3780.899999999966  2.6953358540079502e-17  3.886945808119651e-17                 1.0
 3781.599999999966  1.4056451728950186e-17 3.9012794573561165e-17                 1.0
3782.2999999999656   4.355122397628333e-18  3.809102232075224e-17                 1.0
3782.9999999999654  2.1375708141691823e-17   3.81729845018563e-17                 1.0
3783.6999999999653  1.8652520613389068e-17 3.8057271548079124e-17                 1.0
 3784.399999999965  2.1083710046971305e-17 3.8839934637115774e-17                 1.0
 3785.099999999965  1.8218637895618396e-17  3.893871570533204e-17                 1.0
3785.7999999999647  1.8474053363328002e-17 3.8382176499387396e-17                 1.0
3786.4999999999645   3.781470359422298e-17  3.820625126047246e-17                 1.0
3787.1999999999643  1.0888106100140267e-18  3.725437711258493e-17                 1.0
 3787.899999999964  1.0175550880299336e-18   3.72965914459124e-17                 1.0
 3788.599999999964    8.42368226896343e-18  3.709435386881133e-17                 1.0
 3789.299999999964 -1.6259734299757048e-17  3.711778072374881e-17                 1.0
3789.9999999999636  3.0963622292231817e-18 3.7893222291488967e-17                 1.0
3790.6999999999634 -1.2540117455967809e-17 3.8119089008211814e-17                 1.0
3791.3999999999633  1.5663308220913025e-17 3.8477350545885566e-17                 1.0
 3792.099999999963   2.810705611070502e-17  3.807738070665756e-17                 1.0
 3792.799999999963  3.6901883997538216e-17 3.8000588211938154e-17                 1.0
3793.4999999999627   4.390253601491264e-17    3.8243496757146e-17                 1.0
3794.1999999999625   9.353853883983415e-18  3.748681806019421e-17                 1.0
3794.8999999999623    2.99855982138675e-17  3.780898537848725e-17                 1.0
 3795.599999999962   4.935718997267104e-17 3.8183876744546605e-17                 1.0
 3796.299999999962    5.61862400129029e-17 3.7675718332991415e-17                 1.0
 3796.999999999962   3.188517386401921e-17  3.682255533798376e-17                 1.0
3797.6999999999616   5.530851359000611e-17 3.7234907510678484e-17                 1.0
3798.3999999999614  4.5915774438506106e-17 3.6911834925099414e-17                 1.0
3799.0999999999613  -3.373843602065573e-18 3.6537250033788786e-17                 1.0
 3799.799999999961  -9.193173634310265e-18  3.614148236360807e-17                 1.0
 3800.499999999961  3.0883070396891764e-17  3.748532025447412e-17                 1.0
3801.1999999999607  -8.309726480007675e-18 3.6479408681816526e-17                 1.0
3801.8999999999605 -1.2036022758135783e-17  3.660838576680009e-17                 1.0
3802.5999999999603  1.8153428962274925e-17  3.653002646523759e-17                 1.0
  3803.29999999996  -9.749444814217665e-18  3.604446668516058e-17                 1.0
  3803.99999999996  5.1335787511788774e-17  3.731720139831117e-17                 1.0
  3804.69999999996  2.3574686570901418e-18 3.6087688079857116e-17                 1.0
3805.3999999999596 -1.3128292213923529e-17  3.613738187159751e-17                 1.0
3806.0999999999594  1.5558886525543044e-17  3.641577532813132e-17                 1.0
3806.7999999999593  2.0472725134986546e-17   3.63645725633618e-17                 1.0
 3807.499999999959  2.3443001624008028e-17 3.6470332117095255e-17                 1.0
 3808.199999999959  2.5287962842175872e-17 3.6763535644320797e-17                 1.0
3808.8999999999587  1.1311954842166394e-17  3.658825424763538e-17                 1.0
3809.5999999999585  2.0463637922194596e-17  3.642728957652507e-17                 1.0
3810.2999999999583   3.300101983776292e-17  3.613800458810129e-17                 1.0
 3810.999999999958  1.2381094053070746e-17 3.6339234844544005e-17                 1.0
 3811.699999999958  3.1388506374767045e-18  3.585766910115634e-17                 1.0
 3812.399999999958   3.243284417227003e-18 3.5814313773039554e-17                 1.0
3813.0999999999576 -1.8700859959444076e-18  3.661802104621368e-17                 1.0
3813.7999999999574  -4.147048953708861e-18  3.649450816824206e-17                 1.0
3814.4999999999573  3.3410597119986554e-17 3.7436941772262694e-17                 1.0
 3815.199999999957    5.00952010285482e-19  3.659751017173431e-17                 1.0
 3815.899999999957 -1.0002182086725638e-17  3.616882113073307e-17                 1.0
3816.5999999999567 -2.5981834428446764e-18 3.5906137874287653e-17                 1.0
3817.2999999999565   3.323441270663884e-17  3.657925535087304e-17                 1.0
3817.9999999999563   3.899829209108647e-18   3.59491397968886e-17                 1.0
 3818.699999999956  -7.375946836148559e-18  3.582351884634306e-17                 1.0
 3819.399999999956   1.864088636119877e-18  3.577414963422214e-17                 1.0
 3820.099999999956  -1.848395751476117e-17 3.5318765278288933e-17                 1.0
3820.7999999999556 -3.6403494809432625e-18  3.565374145903751e-17                 1.0
3821.4999999999554  1.2363572579032644e-17  3.572643352371773e-17                 1.0
3822.1999999999553  1.0395597908823755e-17  3.555379464000498e-17                 1.0
 3822.899999999955    2.27761249124864e-18 3.5298587356067265e-17                 1.0
 3823.599999999955   8.525413181164761e-18  3.530637770742724e-17                 1.0
3824.2999999999547   3.517805524807249e-17  3.529256473724691e-17                 1.0
3824.9999999999545   2.128813516700716e-17  3.509884981143385e-17                 1.0
3825.6999999999543   5.315983891260745e-18 3.4740055876756904e-17                 1.0
 3826.399999999954   8.453264291236213e-18 3.4685686247644914e-17                 1.0
 3827.099999999954  -1.846023104993488e-17 3.4417932612855535e-17                 1.0
 3827.799999999954    9.29380302791453e-18   3.53401123911938e-17                 1.0
3828.4999999999536  1.6926177611161483e-18  3.604794597646143e-17                 1.0
3829.1999999999534   3.617271495088744e-17 3.6317044311408184e-17                 1.0
3829.8999999999533   4.030981076786661e-17 3.6620992939182234e-17                 1.0
 3830.599999999953   1.646181038592904e-17  3.633566463530815e-17                 1.0
 3831.299999999953  1.3846969801728145e-17 3.6246109594004577e-17                 1.0
3831.9999999999527   6.402930945007445e-19  3.530685029687421e-17                 1.0
3832.6999999999525    7.88002742035281e-18  3.585235908940111e-17                 1.0
3833.3999999999523   6.577942002599577e-19  3.492186018324832e-17                 1.0
 3834.099999999952   4.115205704828664e-18 3.4831257927721775e-17                 1.0
 3834.799999999952   8.724840433511297e-18  3.507468920029601e-17                 1.0
 3835.499999999952 -1.9856694082334614e-17  3.485354906380205e-17                 1.0
3836.1999999999516    -2.0740372883536e-17  3.395850284125577e-17                 1.0
3836.8999999999514   2.581818201782397e-17  3.443328790900228e-17                 1.0
3837.5999999999513  5.5224350980400276e-18 3.4266799416781503e-17                 1.0
 3838.299999999951  -7.313309426916556e-18  3.413954224669735e-17                 1.0
 3838.999999999951  1.8847703957781034e-18  3.378237087544791e-17                 1.0
3839.6999999999507  -2.571683686895523e-18  3.333497079265534e-17                 1.0
3840.3999999999505  1.3741978245735544e-17  3.368093634903306e-17                 1.0
3841.0999999999503  -7.832819824871953e-18 3.3754958232857575e-17                 1.0
  3841.79999999995  -2.879985188237755e-17  3.402010619439613e-17                 1.0
  3842.49999999995  2.5217304154188606e-18 3.3747860330170876e-17                 1.0
  3843.19999999995 -3.1736137931219162e-18  3.331109788892841e-17                 1.0
3843.8999999999496 -1.3338385332190072e-17  3.322765746319995e-17                 1.0
3844.5999999999494  1.1216897496034197e-17 3.3448233345190866e-17                 1.0
3845.2999999999493  2.9325327219542594e-18  3.384169348987797e-17                 1.0
 3845.999999999949   2.372037711276064e-17  3.407611058073004e-17                 1.0
 3846.699999999949 -1.4554058983070834e-17  3.306005212813465e-17                 1.0
3847.3999999999487   9.224314748365768e-18 3.2975920128392785e-17                 1.0
3848.0999999999485  2.1365505865879307e-17 3.3017136718219783e-17                 1.0
3848.7999999999483  1.2382644558256561e-17 3.2683798678360536e-17                 1.0
 3849.499999999948   2.736209579945262e-17 3.2938876679380594e-17                 1.0
 3850.199999999948   5.676031848625676e-18 3.2939619229473134e-17                 1.0
 3850.899999999948   2.892853598714735e-17  3.347029435369091e-17                 1.0
3851.5999999999476   8.871514422652831e-18 3.2416933635249115e-17                 1.0
3852.2999999999474  1.9323040184785863e-17  3.231827145591063e-17                 1.0
3852.9999999999472  3.6282795921311585e-17  3.281549086646795e-17                 1.0
 3853.699999999947   3.864003440670774e-17  3.284986575550817e-17                 1.0
 3854.399999999947   7.563591555622668e-18  3.153713300041005e-17                 1.0
3855.0999999999467   7.000309950596576e-18  3.140185556313651e-17                 1.0
3855.7999999999465   1.534487894777663e-17  3.155617009729819e-17                 1.0
3856.4999999999463  1.0069110119450131e-17  3.149992573895891e-17                 1.0
 3857.199999999946  -6.734665606629334e-18 3.0808325349534106e-17                 1.0
 3857.899999999946  4.3631189777419755e-18  3.084835003615707e-17                 1.0
 3858.599999999946  -5.400003449934135e-18  3.070175008858579e-17                 1.0
3859.2999999999456  -3.408849624072195e-18  2.997800317231118e-17                 1.0
3859.9999999999454 -2.5347999983633272e-18  3.025980423669037e-17                 1.0
3860.6999999999452  2.3245649996486134e-18   3.04685958732605e-17                 1.0
 3861.399999999945   4.656304560790248e-18  3.031149042188305e-17                 1.0
 3862.099999999945   2.409476410623455e-17  3.148562490072223e-17                 1.0
3862.7999999999447  1.1446593318206197e-17 3.0870402885115187e-17                 1.0
3863.4999999999445  1.8308056718307967e-17  3.087436868234125e-17                 1.0
3864.1999999999443  -1.883416985361778e-18  3.045287464209097e-17                 1.0
 3864.899999999944  6.0376641558899995e-18  3.074529692652194e-17                 1.0
 3865.599999999944 -1.2578900358902635e-17  3.025207779607415e-17                 1.0
 3866.299999999944  1.6894200747051361e-18 3.0146338161831503e-17                 1.0
3866.9999999999436 -1.3629338980786675e-17 3.0320506484890786e-17                 1.0
3867.6999999999434   3.431209952206267e-18  3.083299479015635e-17                 1.0
3868.3999999999432   1.400223341693619e-17 3.0970110444104697e-17                 1.0
 3869.099999999943   4.151261396005816e-18 3.0440385309125407e-17                 1.0
 3869.799999999943  2.3535668772493888e-17  3.064760471600263e-17                 1.0
3870.4999999999427 -1.0006270862247803e-17 3.0076233305479376e-17                 1.0
3871.1999999999425  1.9149936302001073e-17  2.996241151549011e-17                 1.0
3871.8999999999423    1.88669991024361e-17 2.9611602395476155e-17                 1.0
 3872.599999999942   6.354907868195842e-19  2.974944527364047e-17                 1.0
 3873.299999999942 -2.2406561074683713e-17   2.98231503631447e-17                 1.0
 3873.999999999942 -1.1160496668013889e-17  2.984262611278826e-17                 1.0
3874.6999999999416   7.872922043035925e-18 3.0855874190641075e-17                 1.0
3875.3999999999414    2.71014129152762e-17  3.069146725616302e-17                 1.0
3876.0999999999412  1.7346588260831866e-17 3.0404113067491434e-17                 1.0
 3876.799999999941  2.3545497104162354e-17   3.04709690478716e-17                 1.0
 3877.499999999941  -1.676769127730542e-17  2.939364260651963e-17                 1.0
3878.1999999999407  1.0869809191019546e-17  3.000290730078307e-17                 1.0
3878.8999999999405  1.3164686217866429e-17  2.943138792292479e-17                 1.0
3879.5999999999403  1.5349398812173366e-17   2.98627301706729e-17                 1.0
  3880.29999999994   1.793326113865645e-17 2.9417310028808026e-17                 1.0
  3880.99999999994   2.140283530438939e-18  2.938843868283421e-17                 1.0
  3881.69999999994  2.4850475531177674e-18 2.9362914629009455e-17                 1.0
3882.3999999999396  1.7982179662246846e-17 2.9857884846564426e-17                 1.0
3883.0999999999394  -3.432744151311105e-17  2.895088748061553e-17                 1.0
3883.7999999999392 -1.8410049347953312e-17  2.918598326233179e-17                 1.0
 3884.499999999939 -1.0135167418019866e-17 2.9263948824382796e-17                 1.0
 3885.199999999939  -1.046245805393074e-17 2.8920630501306266e-17                 1.0
3885.8999999999387  2.0516927509045178e-17    2.9325813823511e-17                 1.0
3886.5999999999385 -3.7713915985608124e-18 2.8792523393658676e-17                 1.0
3887.2999999999383  -1.891374017154538e-17 2.8298272463583045e-17                 1.0
 3887.999999999938  -5.505285189067005e-18  2.872887796386831e-17                 1.0
 3888.699999999938  1.8063633134308996e-18 2.8926760768635936e-17                 1.0
 3889.399999999938   1.237026260964532e-17  2.916727025762353e-17                 1.0
3890.0999999999376 -1.1353276596725655e-17  2.869211913143131e-17                 1.0
3890.7999999999374  -1.803773041916243e-17  2.893213992193525e-17                 1.0
3891.4999999999372 -1.9825824997800834e-17  2.858149783975543e-17                 1.0
 3892.199999999937 -2.6447600110752152e-18 2.8883758695315455e-17                 1.0
 3892.899999999937  1.9496969259870564e-17  2.945888152071063e-17                 1.0
3893.5999999999367   1.211570149386358e-17  2.902560229862242e-17                 1.0
3894.2999999999365 -1.0470814469166491e-17  2.858612716670905e-17                 1.0
3894.9999999999363 -1.6307821299588725e-17  2.847141208065421e-17                 1.0
 3895.699999999936   -4.05376007935164e-18 2.8805387634416615e-17                 1.0
 3896.399999999936  2.0093822191956657e-17 2.8882749270160526e-17                 1.0
 3897.099999999936  5.8169091386831335e-18 2.8652405777388396e-17                 1.0
3897.7999999999356  -3.804893126748949e-18  2.860129892000985e-17                 1.0
3898.4999999999354  -5.120548480994034e-18 2.8444645924611074e-17                 1.0
3899.1999999999352   9.318331835541716e-18   2.88040410458074e-17                 1.0
 3899.899999999935  1.6905971780707343e-17 2.8556174151424833e-17                 1.0
 3900.599999999935  1.9240551982005412e-17 2.8774735885630763e-17                 1.0
3901.2999999999347  1.0793635424637967e-17 2.9173898140458496e-17                 1.0
3901.9999999999345  -9.380061578072898e-18  2.856541875075173e-17                 1.0
3902.6999999999343  3.7261237734080785e-18  2.840902162439835e-17                 1.0
 3903.399999999934 -1.1366790651950224e-17  2.833065963493739e-17                 1.0
 3904.099999999934 -2.4474775203067348e-17  2.811997419451465e-17                 1.0
 3904.799999999934  -1.300102467676974e-18  2.882720507241249e-17                 1.0
3905.4999999999336 -1.2391140647293248e-17  2.904573387272489e-17                 1.0
3906.1999999999334  -9.275756599845354e-18  2.898008011175639e-17                 1.0
3906.8999999999332  1.5006588209656763e-17  2.925392337112068e-17                 1.0
 3907.599999999933   6.658596824501086e-18  2.921425356665215e-17                 1.0
 3908.299999999933 -2.9235427905412714e-17 2.8503951924682735e-17                 1.0
3908.9999999999327 -2.2051869687231434e-17   2.85353013534679e-17                 1.0
3909.6999999999325  3.4289617448074577e-18 2.8890979730471184e-17                 1.0
3910.3999999999323  1.2021909967543473e-17 2.8840809401954884e-17                 1.0
