#wavelength flux flux_err
3574.70770850 0.21046701 0.10888798
3575.73244194 0.24909481 0.10664876
3576.75717538 -0.03191158 0.09924031
3577.78190882 0.20616213 0.11049627
3578.80664226 0.29047513 0.11044010
3579.83137570 0.12463256 0.09744417
3580.85610914 0.35574628 0.10518417
3581.88084258 0.30425874 0.10043966
3582.90557602 0.15073091 0.09919523
3583.93030946 0.15687601 0.10213352
3584.95504290 0.20558901 0.10489267
3585.97977634 0.13601472 0.09362266
3587.00450978 0.15717081 0.09639298
3588.02924322 0.13796713 0.09750221
3589.05397666 0.42375859 0.11538738
3590.07871010 0.15010794 0.10442004
3591.10344354 0.15044537 0.10125351
3592.12817698 0.03594338 0.10620740
3593.15291042 0.17064749 0.10077814
3594.17764386 0.15726878 0.09681503
3595.20237730 0.22933812 0.10153312
3596.22711074 0.12939916 0.10542446
3597.25184419 0.08168850 0.10447900
3598.27657763 0.15429840 0.10536619
3599.30131107 0.36790274 0.10265932
3600.32604451 0.30644293 0.11052179
3601.35077795 0.22904453 0.10333110
3602.37551139 0.23722555 0.10363478
3603.40024483 0.62394083 0.11982965
3604.42497827 0.54991917 0.11608733
3605.44971171 0.29799709 0.09779602
3606.47444515 0.29174911 0.10624756
3607.49917859 0.29739405 0.10816879
3608.52391203 0.26895447 0.10177132
3609.54864547 0.18619429 0.09700460
3610.57337891 0.23189626 0.09669778
3611.59811235 0.12136300 0.11146019
3612.62284579 -0.18769568 0.12554016
3613.64757923 -0.39139798 0.13317733
3614.67231267 -0.01967921 0.12173279
3615.69704611 0.13011229 0.10996663
3616.72177955 0.14145807 0.11683148
3617.74651299 0.18974693 0.10763746
3618.77124643 0.20188738 0.10688590
3619.79597987 0.26372705 0.11133520
3620.82071331 0.16680791 0.10763517
3621.84544675 0.10930561 0.10680634
3622.87018019 0.26320424 0.10972707
3623.89491363 0.29949369 0.11445591
3624.91964707 0.17180950 0.10662099
3625.94438051 0.14793325 0.10607844
3626.96911395 0.23409163 0.11280481
3627.99384740 0.20063850 0.10874267
3629.01858084 0.28711000 0.11811810
3630.04331428 0.29704091 0.11447061
3631.06804772 0.10998591 0.12217593
3632.09278116 0.14720467 0.11323586
3633.11751460 0.35783234 0.11000293
3634.14224804 0.24900878 0.11863655
3635.16698148 0.04650442 0.11763740
3636.19171492 0.17129417 0.11775851
