@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.838
@SPECTRUM spectrum_04D2cc_448.dat
@SN-NAME 04D2cc
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 7.160
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.480            0.00504        0.01097
       4273.480            0.01474        0.00934
       4288.480            0.01212        0.00781
       4303.480            0.00808        0.00668
       4318.480           -0.00097        0.00613
       4333.480           -0.00026        0.00536
       4348.480            0.00034        0.00497
       4363.480           -0.00132        0.00472
       4378.480           -0.00176        0.00445
       4393.480            0.00392        0.00418
       4408.480           -0.00032        0.00419
       4423.480           -0.00945        0.00401
       4438.480            0.00846        0.00379
       4453.480           -0.00471        0.00364
       4468.480            0.00475        0.00354
       4483.480           -0.00236        0.00349
       4498.480           -0.00115        0.00340
       4513.480           -0.00340        0.00338
       4528.480            0.00361        0.00339
       4543.480           -0.00135        0.00345
       4558.480           -0.00074        0.00323
       4573.480            0.00067        0.00316
       4588.480            0.00608        0.00316
       4603.480            0.00106        0.00301
       4618.480            0.00122        0.00298
       4633.480            0.00081        0.00292
       4648.480            0.00403        0.00286
       4663.480            0.00080        0.00291
       4678.480           -0.00317        0.00288
       4693.480           -0.00127        0.00280
       4708.480            0.00315        0.00306
       4723.480            0.00630        0.00273
       4738.480            0.00197        0.00266
       4753.480            0.00213        0.00262
       4768.480           -0.00058        0.00258
       4783.480            0.00218        0.00256
       4798.480           -0.00020        0.00255
       4813.480           -0.00099        0.00256
       4828.480            0.00564        0.00264
       4843.480           -0.00001        0.00257
       4858.480           -0.00231        0.00268
       4873.480           -0.00195        0.00243
       4888.480           -0.00133        0.00246
       4903.480            0.00195        0.00241
       4918.480           -0.00362        0.00235
       4933.480            0.00640        0.00235
       4948.480           -0.00096        0.00235
       4963.480           -0.00011        0.00238
       4978.480            0.00085        0.00258
       4993.480            0.00105        0.00233
       5008.480            0.00403        0.00229
       5023.480            0.00049        0.00226
       5038.480           -0.00065        0.00223
       5053.480            0.00171        0.00220
       5068.480           -0.00073        0.00238
       5083.480            0.00349        0.00216
       5098.480           -0.00013        0.00216
       5113.480            0.00116        0.00215
       5128.480            0.00137        0.00215
       5143.480            0.00037        0.00243
       5158.480            0.00487        0.00217
       5173.480           -0.00008        0.00208
       5188.480            0.00239        0.00219
       5203.480            0.00244        0.00240
       5218.480           -0.00088        0.00233
       5233.480            0.00304        0.00213
       5248.480           -0.00035        0.00211
       5263.480           -0.00007        0.00204
       5278.480            0.00430        0.00206
       5293.480            0.00064        0.00226
       5308.480            0.00237        0.00208
       5323.480            0.00153        0.00211
       5338.480            0.00012        0.00209
       5353.480            0.00092        0.00223
       5368.480            0.00302        0.00203
       5383.480            0.00234        0.00202
       5398.480            0.00107        0.00197
       5413.480            0.00077        0.00215
       5428.480            0.00360        0.00199
       5443.480            0.00523        0.00199
       5458.480            0.00307        0.00198
       5473.480            0.00060        0.00217
       5488.480           -0.00028        0.00198
       5503.480            0.00268        0.00201
       5518.480            0.00195        0.00202
       5533.480            0.00186        0.00221
       5548.480           -0.00436        0.00208
       5563.480            0.00568        0.00224
       5578.480            0.00664        0.00894
       5593.480           -0.00039        0.00218
       5608.480            0.00009        0.00206
       5623.480           -0.00011        0.00205
       5638.480           -0.00142        0.00220
       5653.480            0.00194        0.00200
       5668.480            0.00125        0.00202
       5683.480            0.00470        0.00226
       5698.480            0.00486        0.00208
       5713.480            0.00458        0.00205
       5728.480            0.00067        0.00204
       5743.480            0.00229        0.00223
       5758.480            0.00408        0.00203
       5773.480            0.00539        0.00202
       5788.480            0.00208        0.00221
       5803.480            0.00438        0.00204
       5818.480            0.00265        0.00205
       5833.480            0.00626        0.00226
       5848.480            0.00273        0.00206
       5863.480            0.00007        0.00223
       5878.480            0.00086        0.00254
       5893.480           -0.00332        0.00374
       5908.480            0.00468        0.00235
       5923.480            0.00333        0.00250
       5938.480            0.00339        0.00225
       5953.480            0.00107        0.00226
       5968.480           -0.00055        0.00237
       5983.480           -0.00085        0.00213
       5998.480            0.00256        0.00210
       6013.480           -0.00037        0.00222
       6028.480            0.00401        0.00201
       6043.480            0.00195        0.00197
       6058.480            0.00170        0.00215
       6073.480            0.00181        0.00195
       6088.480            0.00410        0.00210
       6103.480           -0.00002        0.00193
       6118.480            0.00167        0.00190
       6133.480            0.00246        0.00211
       6148.480            0.00123        0.00199
       6163.480           -0.00114        0.00199
       6178.480            0.00418        0.00212
       6193.480            0.00591        0.00191
       6208.480            0.00213        0.00194
       6223.480            0.00316        0.00216
       6238.480            0.00640        0.00228
       6253.480            0.00342        0.00232
       6268.480            0.00266        0.00214
       6283.480            0.00554        0.00215
       6298.480            0.01008        0.00647
       6313.480           -0.00051        0.00245
       6328.480            0.00373        0.00214
       6343.480            0.00093        0.00211
       6358.480            0.00538        0.00291
       6373.480            0.00387        0.00255
       6388.480            0.00326        0.00193
       6403.480            0.00548        0.00180
       6418.480            0.00414        0.00201
       6433.480            0.00366        0.00176
       6448.480            0.00326        0.00197
       6463.480            0.00540        0.00203
       6478.480            0.00549        0.00189
       6493.480            0.00629        0.00212
       6508.480            0.00656        0.00194
       6523.480            0.00376        0.00205
       6538.480            0.00747        0.00199
       6553.480            0.00591        0.00206
       6568.480            0.00265        0.00210
       6583.480            0.00863        0.00188
       6598.480            0.00335        0.00200
       6613.480            0.00573        0.00175
       6628.480            0.00695        0.00175
       6643.480            0.00452        0.00187
       6658.480            0.00791        0.00171
       6673.480            0.00026        0.00184
       6688.480            0.00690        0.00168
       6703.480            0.00411        0.00189
       6718.480            0.00650        0.00172
       6733.480            0.00731        0.00172
       6748.480            0.00854        0.00187
       6763.480            0.00845        0.00167
       6778.480            0.00343        0.00180
       6793.480            0.00869        0.00167
       6808.480            0.00523        0.00165
       6823.480            0.00542        0.00214
       6838.480            0.00631        0.00217
       6853.480            0.00936        0.00201
       6868.480            0.00999        0.00248
       6883.480            0.00595        0.00220
       6898.480            0.00381        0.00196
       6913.480            0.00400        0.00206
       6928.480            0.00219        0.00216
       6943.480            0.00605        0.00209
       6958.480            0.00170        0.00205
       6973.480            0.00092        0.00198
       6988.480           -0.00085        0.00197
       7003.480           -0.00170        0.00182
       7018.480            0.00575        0.00218
       7033.480            0.00511        0.00169
       7048.480            0.00120        0.00187
       7063.480            0.00759        0.00197
       7078.480            0.00500        0.00181
       7093.480            0.00522        0.00195
       7108.480            0.00360        0.00169
       7123.480            0.00551        0.00190
       7138.480            0.00599        0.00180
       7153.480            0.00580        0.00183
       7168.480            0.00775        0.00208
       7183.480            0.00905        0.00193
       7198.480            0.01503        0.00208
       7213.480            0.00876        0.00179
       7228.480            0.00522        0.00215
       7243.480            0.00821        0.00344
       7258.480            0.00884        0.00254
       7273.480            0.01307        0.00286
       7288.480            0.00275        0.00296
       7303.480            0.00207        0.00239
       7318.480            0.00633        0.00293
       7333.480            0.00419        0.00302
       7348.480            0.00631        0.00262
       7363.480            0.00948        0.00302
       7378.480            0.00746        0.00228
       7393.480            0.00704        0.00266
       7408.480            0.00274        0.00226
       7423.480            0.00788        0.00221
       7438.480            0.00735        0.00232
       7453.480            0.00451        0.00211
       7468.480            0.00921        0.00238
       7483.480            0.00979        0.00252
       7498.480            0.00977        0.00225
       7513.480            0.00860        0.00217
       7528.480            0.01396        0.00309
       7543.480            0.01459        0.00215
       7558.480            0.00607        0.00241
       7573.480            0.00267        0.00261
       7588.480            0.00890        0.00283
       7603.480           -0.00819        0.00467
       7618.480            0.00413        0.00375
       7633.480            0.00426        0.00330
       7648.480            0.00641        0.00292
       7663.480            0.00759        0.00253
       7678.480            0.00892        0.00225
       7693.480            0.01030        0.00262
       7708.480            0.00994        0.00322
       7723.480            0.00047        0.00370
       7738.480            0.00439        0.00261
       7753.480            0.01250        0.00445
       7768.480            0.00459        0.00331
       7783.480            0.00611        0.00361
       7798.480            0.01143        0.00349
       7813.480            0.01232        0.00371
       7828.480            0.00533        0.00314
       7843.480            0.00907        0.00352
       7858.480            0.00566        0.00415
       7873.480            0.01307        0.00399
       7888.480            0.00665        0.00358
       7903.480            0.00226        0.00316
       7918.480            0.00299        0.00450
       7933.480            0.00544        0.00318
       7948.480            0.00884        0.00330
       7963.480            0.00554        0.00378
       7978.480            0.00466        0.00378
       7993.480            0.00743        0.00407
       8008.480            0.00389        0.00321
       8023.480            0.00087        0.00375
       8038.480            0.00201        0.00300
       8053.480            0.00338        0.00300
       8068.480            0.00109        0.00319
       8083.480            0.00484        0.00266
       8098.480           -0.00517        0.00312
       8113.480            0.00371        0.00267
       8128.480            0.00693        0.00293
       8143.480            0.00175        0.00284
       8158.480            0.00345        0.00298
       8173.480            0.00656        0.00275
       8188.480            0.00752        0.00311
       8203.480            0.00671        0.00278
       8218.480            0.00430        0.00307
       8233.480            0.00529        0.00292
       8248.480            0.00240        0.00280
       8263.480            0.01232        0.00317
       8278.480            0.00405        0.00420
       8293.480            0.02162        0.00592
       8308.480            0.00612        0.00402
       8323.480            0.00896        0.00338
       8338.480           -0.00137        0.00408
       8353.480            0.00548        0.00578
       8368.480            0.00756        0.00363
       8383.480            0.00923        0.00439
       8398.480            0.00022        0.00512
       8413.480            0.00329        0.00455
       8428.480            0.00314        0.00542
       8443.480            0.01250        0.00459
       8458.480            0.00113        0.00471
       8473.480            0.00480        0.00440
